2816,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.900249,0.932240,4.196503,4.196914,57765.000000,100.000000,100.000000,99.994807,0.000000,93.405225,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,8373927936,991232,298303759,1018669,85.470397,0.000000,234.887602,151.846530,1252.733878,151.846530,44.626038,156.049596,835.155918,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,5582618624,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,44660948992,0,22330474496,0,0,14314629120,14314632192,"Low (3)","High (9)",0.000000,"Idle (0)",22330474496,0,323926687744,0,5598478336,44668878848,61519822848,0,12743280640,175695872,175695872,5584601088,1396893696,0,0.000000,4.108725,3.896538,19.338844,0.012251,0.000000,46.482023,0.000242,8.899378,0.006340,17.255658,0,5,1217195795,991238,0,0.000000,85.460998,75.801078,15.185143,182.029832,151.846530,1216782530,991232,182.091656,151.847449,0.000000,803.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,13.312802,5.108414,0.000000
3072,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.905469,0.928136,4.187541,4.187093,63013.000000,100.000000,100.000000,99.995239,0.000000,93.186788,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,10871635968,1179648,419376570,1207039,85.356291,0.000000,233.353807,138.283737,1244.553637,138.283737,48.009024,141.494636,829.702425,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,7247757312,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,57982058496,0,28991029248,0,0,18583289856,18583292655,"Low (3)","High (9)",0.000000,"Idle (0)",28991029248,0,420530356224,0,7266631680,57991495680,79857451008,0,16543385327,227966976,227966976,7250116608,1813413888,0,0.000000,4.164398,4.303941,20.019725,0.020056,0.000000,46.047053,0.000223,8.522337,0.006481,16.915787,0,5,1592449315,1179654,0,0.000000,85.372929,74.264483,12.142605,181.946206,138.283737,1589367351,1179648,182.299020,138.284440,0.000000,614.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,13.092615,5.101167,0.000000
3328,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.896825,0.939411,4.176251,4.160389,68261.000000,100.000000,100.000000,99.995605,0.000000,92.592587,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,13822328832,1384448,546647701,1412118,85.280830,0.000000,231.984821,126.897679,1237.252381,126.897679,48.931058,129.433895,824.834921,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,9214885888,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,73719087104,0,36859543552,0,0,23625951232,23625954031,"Low (3)","High (9)",0.000000,"Idle (0)",36859543552,0,534651666432,0,9237037056,73730162688,101518802944,0,21032535791,289695744,289695744,9217654784,2305452032,0,0.000000,4.266573,5.681131,19.709376,0.029853,0.000000,46.267446,0.000114,8.064104,0.007828,15.973575,0,5,2050167559,1384454,0,0.000000,85.376100,74.259158,12.921973,182.181520,126.897679,2035294425,1384448,183.512831,126.898230,0.000000,480.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,12.545585,5.067681,0.000000
3584,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.942640,0.930646,4.127302,4.144885,73509.000000,100.000000,100.000000,99.995919,0.000000,92.247628,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,17263755264,1605632,757049439,1633140,85.453907,0.000000,229.155736,116.396564,1222.163925,116.396564,53.594279,118.390693,814.775950,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,11509170176,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,92073361408,0,46036680704,0,0,29507100672,29507103469,"Low (3)","High (9)",0.000000,"Idle (0)",46036680704,0,667750236160,0,11534860288,92086206464,126780702720,0,26268141293,361668608,361668608,11512381440,2879299584,0,0.000000,4.329110,6.393384,20.722320,0.037812,0.000000,45.495264,0.000113,7.515036,0.008160,15.498801,0,5,2523449887,1605638,0,0.000000,85.392798,69.558798,3.631716,178.675320,116.396564,2523889747,1605632,178.644181,116.396998,0.000000,380.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,12.278329,5.049476,0.000000
3840,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.944377,0.911573,4.084249,4.101264,78757.000000,100.000000,100.000000,99.996191,0.000000,91.276912,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,21233664000,1843200,970138310,1870948,85.651802,0.000000,226.241710,107.255329,1206.622455,107.255329,55.129000,108.869978,804.414970,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,14155776000,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,113246208000,0,56623104000,0,0,36291225600,36291228672,"Low (3)","High (8)",0.000000,"Idle (0)",56623104000,0,821285683200,0,14185267200,113260953600,155919974400,0,32307611648,444672000,444672000,14159462400,3541248000,0,0.000000,4.486490,8.288213,21.810038,0.059591,0.000000,44.173720,0.000091,6.637678,0.009323,14.534856,0,5,3017926737,1843206,0,0.000000,85.888433,69.356046,2.891602,170.715266,107.255329,3004179633,1843200,171.496458,107.255678,0.000000,305.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,11.679661,4.975643,0.000000
4096,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.942974,0.910467,4.135037,4.129503,84005.000000,100.000000,100.000000,99.996429,0.000000,91.905471,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,25769803776,2097152,1359650927,2124988,85.585182,0.000000,228.195185,101.420082,1217.040987,101.420082,64.212786,102.766254,811.360658,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,17179869184,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,137438953472,0,68719476736,0,0,44042813440,44042816512,"Mid (4)","High (9)",0.000000,"Idle (0)",68719476736,0,996717625344,0,17213423616,137455730688,189213442048,0,39208355840,539492352,539492352,17184063488,4297588736,0,0.000000,4.461913,6.355487,21.906111,0.038450,0.000000,43.602638,0.000078,7.775586,0.006706,15.853031,0,5,3663714745,2097158,0,0.000000,85.634454,63.719654,1.980495,174.700050,101.420082,3699124390,2097152,173.027744,101.420372,0.000000,253.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,12.145594,5.031811,0.000000
4352,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.964756,0.911646,4.061743,4.060542,89253.000000,100.000000,100.000000,99.996639,0.000000,90.370756,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,30909923328,2367488,1528254676,2395373,85.941123,0.000000,224.061097,93.724903,1194.992515,93.724903,59.083061,94.828823,796.661677,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,20606615552,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,164852924416,0,82426462208,0,0,52826351616,52826354420,"Low (3)","High (8)",0.000000,"Idle (0)",82426462208,0,1195505680384,0,20644495360,164871864320,226937929728,0,47027783412,646916096,646916096,20611350528,5154613248,0,0.000000,4.584031,9.156237,22.744536,0.070203,0.000000,43.580705,0.000051,6.091494,0.009092,13.763651,0,5,4408481435,2367494,0,0.000000,85.925102,65.233659,0.791303,168.128219,93.724903,4348839260,2367488,170.434014,93.725141,0.000000,207.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,11.098981,4.949314,0.000000
4608,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.937090,0.909200,4.062088,4.062562,94501.000000,100.000000,100.000000,99.996825,0.000000,90.415771,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,36691771392,2654208,1860779886,2681227,86.011395,0.000000,223.245248,88.195653,1190.641323,88.195653,60.381970,89.093457,793.760882,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,24461180928,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,195689447424,0,97844723712,0,0,62706327552,62706330624,"Low (3)","High (8)",0.000000,"Idle (0)",97844723712,0,1419109466112,0,24503648256,195710681088,269370261504,0,55823304704,767729664,767729664,24466489344,6118612992,0,0.000000,4.642523,9.441219,23.140223,0.071592,0.000000,42.784769,0.000043,6.065119,0.008657,13.845854,0,5,5159098294,2654262,0,0.000000,85.904160,63.850899,0.798054,167.769052,88.195653,5170107544,2654208,167.411803,88.197448,0.000000,174.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,11.071329,4.961487,0.000000
4864,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.968351,0.907324,4.045720,4.045072,99749.000000,100.000000,100.000000,99.996992,0.000000,90.026558,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,43153096704,2957312,2229723057,2985331,86.011426,0.000000,221.743298,82.991643,1182.630923,82.991643,61.106610,83.777946,788.420615,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,28768731136,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,230149849088,0,115074924544,0,0,73747228672,73747231744,"Low (3)","High (8)",0.000000,"Idle (0)",115074924544,0,1668988600320,0,28816048128,230173507584,316787261440,0,65652328448,902719488,902719488,28774645760,7195879424,0,0.000000,4.639402,9.755017,23.383839,0.076212,0.000000,42.792023,0.000046,5.884466,0.008388,13.460608,0,5,6015142313,2957318,0,0.000000,86.072905,62.974583,0.912180,164.677705,82.991643,6008935478,2957312,164.847806,82.991812,0.000000,147.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,10.867543,4.930524,0.000000
5120,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.947875,0.896062,4.025637,4.023131,104997.000000,100.000000,100.000000,99.997143,0.000000,89.538305,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,50331648000,3276800,2610240512,3314227,85.971993,0.000000,221.813963,78.867187,1183.007805,78.867187,61.351754,79.767993,788.671870,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,33554432000,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,268435456000,0,134217728000,0,0,86013542400,86013545472,"Low (3)","High (8)",0.000000,"Idle (0)",134217728000,0,1946602700800,0,33606860800,268461670400,369465753600,0,76572264448,1052672000,1052672000,33560985600,8392704000,0,0.000000,4.694520,10.161409,23.937974,0.077092,0.000000,42.162668,0.000039,5.736315,0.008330,13.221653,0,5,7040538959,3276806,0,0.000000,85.949048,63.283282,0.313354,166.072468,78.867187,7065634711,3276800,165.482611,78.867331,0.000000,126.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,10.640540,4.896693,0.000000
5376,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.982920,0.896537,4.019218,4.021440,110245.000000,100.000000,100.000000,99.997279,0.000000,89.500697,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,58265174016,3612672,3086751316,3640764,86.118070,0.000000,220.701178,74.734790,1177.072950,74.734790,62.358545,75.315925,784.715300,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,38843449344,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,310747594752,0,155373797376,0,0,99569756160,99569758964,"Low (3)","High (8)",0.000000,"Idle (0)",155373797376,0,2253411385344,0,38901252096,310776496128,427682562048,0,88640521972,1218373632,1218373632,38850674688,9715378176,0,0.000000,4.718005,10.394845,24.042741,0.081515,0.000000,41.996089,0.000073,5.636299,0.008051,13.122382,0,5,8074249036,3612678,0,0.000000,86.086790,62.224941,0.338863,163.715952,74.734790,8103948367,3612672,163.115966,74.734914,0.000000,108.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,10.576576,4.901280,0.000000
5632,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.981968,0.894917,4.007122,4.006650,115493.000000,100.000000,100.000000,99.997402,0.000000,89.171580,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,66991423488,3964928,3590285306,3992970,86.263588,0.000000,219.609824,70.984993,1171.252397,70.984993,62.771174,71.487036,780.834931,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,44660948992,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,357287591936,0,178643795968,0,0,114480357376,114480363520,"Mid (4)","High (8)",0.000000,"Idle (0)",178643795968,0,2590874271744,0,44724387840,357319311360,491714510848,0,101914513408,1400610816,1400610816,44668878848,11170193408,0,0.000000,4.699473,10.600183,24.257189,0.084583,0.000000,42.069133,0.000066,5.468264,0.007752,12.813356,0,5,9229653298,3964934,0,0.000000,86.339215,60.972212,0.338266,161.593164,70.984993,9242547650,3964928,161.367724,70.985101,0.000000,93.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,10.421763,4.881001,0.000000
5888,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.983460,0.888649,3.997099,3.990031,120741.000000,100.000000,100.000000,99.997515,0.000000,88.801741,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,76548145152,4333568,4074523208,4361604,86.382537,0.000000,219.049311,67.725390,1168.262992,67.725390,62.184585,68.163540,778.841995,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,51032096768,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,408256774144,0,204128387072,0,0,130809833472,130809836544,"Low (3)","High (8)",0.000000,"Idle (0)",204128387072,0,2960450977792,0,51101433856,408291442688,561838424064,0,116451641344,1600169984,1600169984,51040763904,12763441152,0,0.000000,4.755691,11.035766,24.778020,0.091521,0.000000,41.214649,0.000021,5.386075,0.007651,12.730606,0,5,10414221568,4333574,0,0.000000,86.420896,61.985576,0.341243,158.591475,67.725390,10391395917,4333568,158.939836,67.725484,0.000000,81.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,10.269024,4.864286,0.000000
6144,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.988878,0.892598,3.984203,3.981726,125989.000000,100.000000,100.000000,99.997619,0.000000,88.616943,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,86973087744,4718592,4735440472,4746782,86.151282,0.000000,218.722071,64.806539,1166.517710,64.806539,63.513615,65.193708,777.678473,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,57982058496,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,463856467968,0,231928233984,0,0,148622671872,148622674678,"Mid (4)","High (8)",0.000000,"Idle (0)",231928233984,0,3363601121280,0,58057555968,463894216704,638331125760,0,132309321462,1817837568,1817837568,57991495680,14501412864,0,0.000000,4.733911,11.228404,24.725291,0.092750,0.000000,41.449497,0.000049,5.281480,0.007304,12.481313,0,5,12024151770,4718598,0,0.000000,86.118429,60.586219,0.308948,161.885262,64.806539,12069821943,4718592,161.272715,64.806622,0.000000,72.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,10.159096,4.849069,0.000000
6400,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.984481,0.891447,3.948736,3.950403,131237.000000,100.000000,100.000000,99.997714,0.000000,87.919849,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,98304000000,5120000,5354165273,5157470,86.284985,0.000000,217.046233,61.737595,1157.579907,61.737595,63.048036,62.189412,771.719938,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,65536000000,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,524288000000,0,262144000000,0,0,167983360000,167983363072,"Mid (4)","High (8)",0.000000,"Idle (0)",262144000000,0,3801784320000,0,65617920000,524328960000,721469440000,0,149544962048,2054400000,2054400000,65546240000,16390400000,0,0.000000,4.706533,11.821296,25.142171,0.107312,0.000000,41.188956,0.000016,5.014252,0.007416,12.012048,0,5,13427846010,5120006,0,0.000000,86.311406,60.791740,0.391797,156.497905,61.737595,13290115015,5120000,158.119758,61.737667,0.000000,63.000000,"Mid (4)",0.000000,0,"Low (1)",0.000000,9.892224,4.812217,0.000000
