256,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",86.638731,0.845721,4.063312,4.120920,5285.000000,100.000000,100.000000,99.943236,0.000284,91.690754,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,6291456,8192,0,14,95.974811,0.000000,231.579069,1.608188,1235.088366,1.608188,0.000000,2.814328,823.392244,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,4194304,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,33554432,0,16777216,0,0,10823680,10826752,"Low (1)","High (8)",0.000000,"Idle (0)",16777216,0,244383744,0,4325376,33619968,47054848,0,9635840,141312,141312,4210688,1058816,0,0.000000,4.499108,3.521883,7.875798,0.002664,0.000000,54.861746,0.167532,9.742128,0.046421,19.282719,0,5,256407,8198,0,0.000000,95.756107,98.269790,100.000000,50.944144,1.608188,259506,8192,50.335773,1.609366,0.000000,1.005117,"Low (1)",0.000000,0,"Low (1)",0.000000,13.064034,4.845194,0.000000
512,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",96.951365,0.915082,4.200769,4.190667,10533.000000,100.000000,100.000000,99.971518,0.000032,93.257711,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,50331648,32768,62979,46853,93.912657,0.000000,254.832531,906.071220,1359.106831,906.071220,1.700624,1.265173,906.071221,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,33554432,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,268435456,0,134217728,0,0,86286336,86289135,"Low (1)","High (8)",0.000000,"Idle (0)",134217728,0,1950613504,0,34078720,268697600,372768768,0,76809967,1089536,1089536,33619968,8429568,0,0.000000,4.015878,3.048082,8.321109,0.002970,0.000000,56.779276,0.033009,9.608152,0.021553,18.169971,0,5,3056057,32774,0,0.000000,93.755490,94.353478,50.000000,84.095229,906.071220,3114289,32768,82.522789,906.237127,0.000000,141.573242,"Low (2)",0.000000,0,"Low (1)",0.000000,13.625561,4.913591,0.000000
768,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",97.796364,0.927052,4.185445,4.186800,15781.000000,100.000000,100.000000,99.980990,0.000010,93.175353,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,169869312,73728,1691919,98168,91.635477,0.000000,257.879472,611.269859,1375.357185,611.269859,13.698725,813.898920,916.904790,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,113246208,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,905969664,0,452984832,0,0,290875392,290878464,"Low (1)","High (9)",0.000000,"Idle (0)",452984832,0,6578307072,0,114425856,906559488,1253965824,0,258934784,3631104,3631104,113393664,28403712,0,0.000000,3.966556,3.054199,14.270514,0.003798,0.000000,51.504020,0.011882,9.467513,0.014954,17.706564,0,5,14391520,73734,0,0.000000,91.614681,88.218360,43.435330,114.831253,611.269859,14182720,73728,116.521814,611.319605,0.000000,42.449219,"Low (3)",0.000000,0,"Low (1)",0.000000,13.505302,5.024035,0.000000
1024,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.367355,0.937586,4.197471,4.200675,21029.000000,100.000000,100.000000,99.985734,0.000004,93.485843,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,402653184,131072,7820583,157490,90.292281,0.000000,260.968294,463.943634,1391.830904,463.943634,27.033014,557.453026,927.887269,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,268435456,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,2147483648,0,1073741824,0,0,689078272,689081074,"Low (2)","High (9)",0.000000,"Idle (0)",1073741824,0,15587082240,0,270532608,2148532224,2967470080,0,613418738,8552448,8552448,268697600,67272704,0,0.000000,3.962619,3.208543,17.081476,0.006153,0.000000,49.066972,0.004032,9.197464,0.012455,17.460286,0,5,38573436,131078,0,0.000000,90.409127,79.318444,45.793152,133.122570,463.943634,38512025,131072,133.334846,463.964871,0.000000,18.122070,"Low (3)",0.000000,0,"Low (1)",0.000000,13.537010,5.072054,0.000000
1280,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.457493,0.924782,4.197798,4.197105,26277.000000,100.000000,100.000000,99.988583,0.000002,93.407373,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,786432000,204800,17332026,231622,88.965391,0.000000,251.417370,357.571370,1340.892640,357.571370,29.551679,404.401347,893.928427,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,524288000,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,4194304000,0,2097152000,0,0,1345382400,1345385199,"Low (2)","High (9)",0.000000,"Idle (0)",2097152000,0,30436556800,0,527564800,4195942400,5790105600,0,1197672175,16640000,16640000,524697600,131328000,0,0.000000,4.041038,3.384170,17.835690,0.005142,0.000000,47.809358,0.002080,9.306785,0.010970,17.604767,0,5,87922736,204806,0,0.000000,88.893086,80.829207,26.839844,148.325771,357.571370,86992895,204800,149.911181,357.581846,0.000000,8.938477,"Low (3)",0.000000,0,"Low (1)",0.000000,13.509405,5.086208,0.000000
1536,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.369360,0.934945,4.198363,4.199275,31525.000000,100.000000,100.000000,99.990484,0.000001,93.456313,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,1358954496,294912,31911708,321897,88.450867,0.000000,237.411077,281.376091,1266.192412,281.376091,29.733418,307.122530,844.128275,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,905969664,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,7247757312,0,3623878656,0,0,2324275200,2324278272,"Low (2)","High (9)",0.000000,"Idle (0)",3623878656,0,52586348544,0,910688256,7250116608,9998696448,0,2069104640,28680192,28680192,906559488,226861056,0,0.000000,3.966428,3.054039,16.770873,0.004453,0.000000,49.081796,0.001179,9.423405,0.007762,17.690065,0,5,157264971,294918,0,0.000000,88.322943,79.828477,23.588053,147.279734,281.376091,158069544,294912,146.530081,281.381816,0.000000,4.884766,"Low (3)",0.000000,0,"Low (1)",0.000000,13.561331,5.094218,0.000000
1792,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.786841,0.937488,4.203555,4.204664,36773.000000,100.000000,100.000000,99.991842,0.000001,93.576718,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,2157969408,401408,54328745,428593,87.343603,0.000000,234.484102,238.206072,1250.581879,238.206072,31.484480,254.338367,833.721253,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,1438646272,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,11509170176,0,5754585088,0,0,3690244096,3690246895,"Low (2)","High (9)",0.000000,"Idle (0)",5754585088,0,83496075264,0,1445068800,11512381440,15870066688,0,3285124847,45459456,45459456,1439449088,360163328,0,0.000000,3.947518,3.075582,17.019203,0.004890,0.000000,49.106633,0.001135,9.272391,0.006991,17.565657,0,5,271968837,401414,0,0.000000,87.415154,80.542665,23.582490,157.474051,238.206072,271732856,401408,157.610807,238.209632,0.000000,3.038086,"Mid (4)",0.000000,0,"Low (1)",0.000000,13.597774,5.112144,0.000000
2048,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.881351,0.916534,4.204003,4.204232,42021.000000,100.000000,100.000000,99.992861,0.000001,93.567429,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,3221225472,524288,84148570,551356,86.873954,0.000000,234.031324,208.027843,1248.167063,208.027843,32.606061,218.767928,832.111376,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,2147483648,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,17179869184,0,8589934592,0,0,5507776512,5507779584,"Low (2)","High (9)",0.000000,"Idle (0)",8589934592,0,124625354752,0,2155872256,17184063488,23681040384,0,4903143424,67764224,67764224,2148532224,537526272,0,0.000000,4.082748,3.173163,18.021243,0.004686,0.000000,47.263815,0.000618,9.467851,0.006352,17.979523,0,5,421126310,524294,0,0.000000,86.764053,79.737979,19.150162,163.377630,208.027843,421639216,524288,163.178888,208.030224,0.000000,2.031250,"Mid (4)",0.000000,0,"Low (1)",0.000000,13.566102,5.111169,0.000000
2304,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.846032,0.929840,4.198852,4.199244,47269.000000,100.000000,100.000000,99.993653,0.000000,93.456688,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,4586471424,663552,136034406,690525,86.286680,0.000000,234.848608,185.559394,1252.525910,185.559394,37.149827,193.102274,835.017273,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,3057647616,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,24461180928,0,12230590464,0,0,7841359872,7841362944,"Low (2)","High (9)",0.000000,"Idle (0)",12230590464,0,177433804800,0,3068264448,24466489344,33708441600,0,6980569088,96380928,96380928,3058974720,765241344,0,0.000000,4.030363,3.293509,18.429391,0.007104,0.000000,47.373218,0.000349,9.262560,0.006003,17.597502,0,5,625817207,663558,0,0.000000,86.362071,78.524185,20.992175,170.686810,185.559394,625017151,663552,170.905298,185.561071,0.000000,1.431641,"Mid (4)",0.000000,0,"Low (1)",0.000000,13.472756,5.105694,0.000000
2560,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.763882,0.947863,4.200799,4.202179,52517.000000,100.000000,100.000000,99.994288,0.000000,93.522217,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,6291456000,819200,194426459,846391,85.614177,0.000000,235.016853,167.123095,1253.423216,167.123095,38.734855,172.670268,835.615477,0.000000,0.000000,0.000000,0.000000,18.750000,100.000000,4194304000,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,33554432000,0,16777216000,0,0,10755481600,10755484403,"Low (2)","High (9)",0.000000,"Idle (0)",16777216000,0,243381043200,0,4207411200,33560985600,46229094400,0,9574811379,132096000,132096000,4195942400,1049600000,0,0.000000,3.928849,3.273475,18.373884,0.008034,0.000000,48.164334,0.000316,9.045411,0.005518,17.200180,0,5,905256043,819206,0,0.000000,85.673005,77.796518,26.689941,179.461438,167.123095,900792108,819200,180.350771,167.124319,0.000000,1.043945,"Mid (4)",0.000000,0,"Low (1)",0.000000,13.500813,5.115186,0.000000
