256,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",98.681332,0.989494,1.143154,1.143906,5285.000000,100.000000,100.000000,99.943236,0.000259,25.451994,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368,65536,0,14,98.950619,0.000000,64.365866,457.712827,1029.853861,3.575881,0.000000,800.997070,228.856414,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,4194304,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,33554432,0,16777216,0,0,10823680,10826752,"Low (1)","Low (3)",0.000000,"Idle (0)",16777216,0,244383744,0,4325376,33619968,47054848,0,9635840,141312,141312,4210688,1058816,0,0.000000,0.785140,27.616965,32.306720,3.409263,0.000000,34.616530,0.037139,0.632257,0.168894,0.427092,0,5,375659,65542,0,0.000000,98.592474,97.427480,100.000000,10.969907,3.575881,201048,65536,20.497315,3.576209,0.000000,286.070312,"Low (1)",0.000000,0,"Low (1)",0.000000,1.282285,1.366420,0.000000
512,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.303137,0.991020,1.142529,1.142398,10533.000000,100.000000,100.000000,99.971518,0.000036,25.422540,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,150994944,262144,142375,32798,98.935546,0.000000,64.638069,229.824246,1034.209109,1.795502,998.572604,230.034657,229.824247,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,33554432,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,268435456,0,134217728,0,0,86286336,86289408,"Low (1)","Low (3)",0.000000,"Idle (0)",134217728,0,1950613504,0,34078720,268697600,372768768,0,76810240,1089536,1089536,33619968,8429568,0,0.000000,0.783165,27.618283,33.056946,3.424575,0.000000,34.000727,0.009544,0.606170,0.123725,0.376865,0,5,1549209,262150,0,0.000000,98.806708,97.240574,96.875000,10.813217,1.795502,1578734,262144,10.610991,1.795543,0.000000,35.909180,"Low (1)",0.000000,0,"Low (1)",0.000000,1.251080,1.378770,0.000000
768,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.335492,0.986597,1.141443,1.141449,15781.000000,100.000000,100.000000,99.980990,0.000010,25.402441,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,509607936,589824,1614425,98320,98.103420,0.000000,64.560108,153.031367,1032.961732,1.195558,3.272397,204.075033,229.547052,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,113246208,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,905969664,0,452984832,0,0,290875392,290878192,"Low (1)","Low (3)",0.000000,"Idle (0)",452984832,0,6578307072,0,114425856,906559488,1253965824,0,258934512,3631104,3631104,113393664,28403712,0,0.000000,0.697475,28.692899,17.364399,4.649937,0.000000,47.257039,0.002837,0.762671,0.131074,0.441669,0,5,9747563,589830,0,0.000000,97.940746,82.886343,95.832994,19.818913,1.195558,9777589,589824,19.758051,1.195570,0.000000,10.626953,"Low (1)",0.000000,0,"Low (1)",0.000000,1.289609,1.380087,0.000000
1024,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.199160,0.991234,1.140820,1.140827,21029.000000,100.000000,100.000000,99.985734,0.000004,25.389061,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,1207959552,1048576,6256193,156447,98.699095,0.000000,65.893337,117.143709,1054.293386,937.149675,5.460334,139.822249,234.287419,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,268435456,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,2147483648,0,1073741824,0,0,689078272,689081078,"Low (1)","Low (3)",0.000000,"Idle (0)",1073741824,0,15587082240,0,270532608,2148532224,2967470080,0,613418742,8552448,8552448,268697600,67272704,0,0.000000,0.771692,27.601725,33.080630,3.454307,0.000000,34.053309,0.000956,0.602866,0.080679,0.353837,0,5,16269365,1048582,0,0.000000,98.594908,65.450107,95.693779,13.911468,937.149675,15939103,1048576,14.199717,937.155038,0.000000,4.575195,"Low (1)",0.000000,0,"Low (1)",0.000000,1.235891,1.379342,0.000000
1280,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.560297,0.983022,1.140449,1.140467,26277.000000,100.000000,100.000000,99.988583,0.000002,25.381311,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,2359296000,1638400,16186000,230119,95.227456,0.000000,68.812512,97.866683,1101.000187,782.933466,7.553435,109.965738,244.666708,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,524288000,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,4194304000,0,2097152000,0,0,1345382400,1345385200,"Low (1)","Low (3)",0.000000,"Idle (0)",2097152000,0,30436556800,0,527564800,4195942400,5790105600,0,1197672176,16640000,16640000,524697600,131328000,0,0.000000,0.643213,28.870877,13.272310,5.110235,0.000000,50.808481,0.000501,0.766857,0.093091,0.434436,0,5,111600438,1638406,0,0.000000,95.198263,86.743969,94.123535,52.254190,782.933466,111973733,1638400,52.079986,782.936333,0.000000,2.446289,"Low (1)",0.000000,0,"Low (1)",0.000000,1.283840,1.382684,0.000000
1536,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.793626,0.987167,1.140210,1.140211,31525.000000,100.000000,100.000000,99.990484,0.000001,25.375790,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,4076863488,2359296,29186182,321598,96.125069,0.000000,70.738535,83.838263,1131.816554,670.706105,8.102651,91.424621,251.514790,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,905969664,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,7247757312,0,3623878656,0,0,2324275200,2324277997,"Low (1)","Low (3)",0.000000,"Idle (0)",3623878656,0,52586348544,0,910688256,7250116608,9998696448,0,2069104365,28680192,28680192,906559488,226861056,0,0.000000,0.692608,28.734408,17.448597,4.658191,0.000000,47.194466,0.000294,0.762043,0.071604,0.437790,0,5,159385592,2359302,0,0.000000,96.105736,84.401527,93.916829,43.446439,670.706105,156496388,2359296,44.248539,670.707811,0.000000,1.455078,"Low (1)",0.000000,0,"Low (1)",0.000000,1.286715,1.384728,0.000000
1792,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.839358,0.989082,1.140025,1.139843,36773.000000,100.000000,100.000000,99.991842,0.000001,25.367734,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,6473908224,3211264,47420757,428373,96.474191,0.000000,70.020546,71.131983,1120.328739,569.055867,8.206301,75.910348,248.961942,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,1438646272,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,11509170176,0,5754585088,0,0,3690244096,3690246893,"Low (1)","Low (3)",0.000000,"Idle (0)",5754585088,0,83496075264,0,1445068800,11512381440,15870066688,0,3285124845,45459456,45459456,1439449088,360163328,0,0.000000,0.710555,28.754256,18.532531,4.488757,0.000000,46.289456,0.000178,0.745644,0.060604,0.418017,0,5,229128237,3211318,0,0.000000,96.417150,80.207161,93.775878,39.603893,569.055867,228854227,3211264,39.651311,569.065436,0.000000,929.000000,"Low (1)",0.000000,0,"Low (1)",0.000000,1.274383,1.386120,0.000000
2048,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.858555,0.992833,1.139883,1.139877,42021.000000,100.000000,100.000000,99.992861,0.000001,25.368584,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,9663676416,4194304,70954408,550741,97.501866,0.000000,70.803083,62.936073,1132.849323,503.488587,8.317813,66.111519,251.744294,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,2147483648,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,17179869184,0,8589934592,0,0,5507776512,5507779584,"Low (1)","Low (3)",0.000000,"Idle (0)",8589934592,0,124625354752,0,2155872256,17184063488,23681040384,0,4903143424,67764224,67764224,2148532224,537526272,0,0.000000,0.769407,27.663102,33.022892,3.462157,0.000000,34.091446,0.000156,0.601887,0.044368,0.344586,0,5,245632878,4194310,0,0.000000,97.512199,71.373467,93.750000,28.327553,503.488587,241645826,4194304,28.794946,503.489307,0.000000,629.000000,"Low (1)",0.000000,0,"Low (1)",0.000000,1.229416,1.387527,0.000000
2304,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.815151,0.989510,1.139773,1.139774,47269.000000,100.000000,100.000000,99.993653,0.000000,25.366348,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,13759414272,5308416,102020422,690995,94.667436,0.000000,68.867748,54.414022,1101.883962,435.312182,8.170018,56.664462,244.863103,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,3057647616,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,24461180928,0,12230590464,0,0,7841359872,7841362944,"Low (1)","Low (3)",0.000000,"Idle (0)",12230590464,0,177433804800,0,3068264448,24466489344,33708441600,0,6980569088,96380928,96380928,3058974720,765241344,0,0.000000,0.694511,28.764976,17.505165,4.636812,0.000000,47.166347,0.000105,0.756023,0.048796,0.427266,0,5,738837129,5308422,0,0.000000,94.663958,86.143030,93.745535,58.642616,435.312182,732280420,5308416,59.167692,435.312674,0.000000,429.000000,"Low (2)",0.000000,0,"Low (1)",0.000000,1.280490,1.387389,0.000000
2560,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.950365,0.985802,1.139686,1.139682,52517.000000,100.000000,100.000000,99.994288,0.000000,25.364364,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368000,6553600,140418225,860373,90.517722,0.000000,68.060397,48.398504,1088.966352,387.188036,8.101502,50.831014,241.992523,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,4194304000,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,33554432000,0,16777216000,0,0,10755481600,10755484402,"Low (1)","Low (3)",0.000000,"Idle (0)",16777216000,0,243381043200,0,4207411200,33560985600,46229094400,0,9574811378,132096000,132096000,4195942400,1049600000,0,0.000000,0.639873,28.898411,12.982977,5.150726,0.000000,51.084224,0.000076,0.766497,0.047589,0.429627,0,5,1801814841,6553606,0,0.000000,90.497573,92.837298,93.674683,102.524030,387.188036,1776984448,6553600,103.956632,387.188390,0.000000,309.000000,"Low (2)",0.000000,0,"Low (1)",0.000000,1.280886,1.386110,0.000000
