2816,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.913819,0.991605,1.139616,1.139616,57765.000000,100.000000,100.000000,99.994807,0.000000,25.362944,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,25121783808,7929856,187373109,1018958,94.916203,0.000000,66.362918,42.901280,1061.806690,343.210243,7.919582,44.101282,235.957042,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,5582618624,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,44660948992,0,22330474496,0,0,14314629120,14314631922,"Low (1)","Low (3)",0.000000,"Idle (0)",22330474496,0,323926687744,0,5598478336,44668878848,61519822848,0,12743280370,175695872,175695872,5584601088,1396893696,0,0.000000,0.717798,28.779821,19.247573,4.406630,0.000000,45.683853,0.000057,0.729089,0.038743,0.396436,0,5,1282499450,7929862,0,0.000000,94.917823,86.501527,93.745939,53.671032,343.210243,1269828195,7929856,54.206600,343.210503,0.000000,226.000000,"Low (2)",0.000000,0,"Low (1)",0.000000,1.261527,1.386877,0.000000
3072,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.915413,0.989803,1.139555,1.139556,63013.000000,100.000000,100.000000,99.995239,0.000000,25.361639,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,32614907904,9437184,244416062,1209034,92.368488,0.000000,67.111492,39.769773,1073.783868,318.158182,8.046934,40.760470,238.618637,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,7247757312,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,57982058496,0,28991029248,0,0,18583289856,18583292928,"Low (1)","Low (3)",0.000000,"Idle (0)",28991029248,0,420530356224,0,7266631680,57991495680,79857451008,0,16543385600,227966976,227966976,7250116608,1813413888,0,0.000000,0.689643,28.790726,17.064677,4.707730,0.000000,47.520791,0.000044,0.760694,0.037070,0.428625,0,5,2513280501,9437190,0,0.000000,92.296418,90.528175,93.728669,82.242666,318.158182,2498023158,9437184,82.744985,318.158384,0.000000,176.000000,"Low (2)",0.000000,0,"Low (1)",0.000000,1.281144,1.388024,0.000000
3328,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.947441,0.991420,1.139504,1.139504,68261.000000,100.000000,100.000000,99.995605,0.000000,25.360522,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,41466986496,11075584,311874253,1416768,93.376827,0.000000,66.407601,36.325525,1062.521616,290.604202,7.991252,37.173546,236.115915,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,9214885888,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,73719087104,0,36859543552,0,0,23625951232,23625954304,"Low (1)","Low (3)",0.000000,"Idle (0)",36859543552,0,534651666432,0,9237037056,73730162688,101518802944,0,21032536064,289695744,289695744,9217654784,2305452032,0,0.000000,0.709744,28.805895,18.363449,4.507513,0.000000,46.430911,0.000076,0.741169,0.033211,0.408031,0,5,2770078040,11075590,0,0.000000,93.317752,89.072802,93.708386,70.735495,290.604202,2760591194,11075584,70.978579,290.604360,0.000000,137.000000,"Low (2)",0.000000,0,"Low (1)",0.000000,1.268590,1.387901,0.000000
3584,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.953549,0.991295,1.139461,1.139461,73509.000000,100.000000,100.000000,99.995919,0.000000,25.359592,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,51791265792,12845056,390930313,1642041,92.713725,0.000000,65.511737,33.275803,1048.187792,266.206423,7.911921,34.030358,232.930621,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,11509170176,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,92073361408,0,46036680704,0,0,29507100672,29507106816,"Low (1)","Low (3)",0.000000,"Idle (0)",46036680704,0,667750236160,0,11534860288,92086206464,126780702720,0,26268143616,361668608,361668608,11512381440,2879299584,0,0.000000,0.707281,28.807995,18.083701,4.542498,0.000000,46.675361,0.000060,0.742741,0.030997,0.409366,0,5,3773376210,12845062,0,0.000000,92.695589,90.045460,93.692663,76.322962,266.206423,3771139917,12845056,76.368222,266.206548,0.000000,108.000000,"Low (2)",0.000000,0,"Low (1)",0.000000,1.269389,1.388217,0.000000
3840,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.938631,0.986995,1.139420,1.139381,78757.000000,100.000000,100.000000,99.996191,0.000000,25.357835,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,63700992000,14745600,498645565,2052730,87.620579,0.000000,65.057568,30.842106,1040.921092,246.736851,8.148236,34.348153,231.315798,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,14155776000,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,113246208000,0,56623104000,0,0,36291225600,36291231744,"Low (1)","Low (3)",0.000000,"Idle (0)",56623104000,0,821285683200,0,14185267200,113260953600,155919974400,0,32307613696,444672000,444672000,14159462400,3541248000,0,0.000000,0.649961,28.860280,14.112468,5.050919,0.000000,50.099784,0.000018,0.764115,0.031245,0.431209,0,5,7767741714,14745606,0,0.000000,87.647720,93.387933,92.501350,128.873222,246.736851,7886622840,14745600,126.930617,246.736951,0.000000,87.000000,"Low (3)",0.000000,0,"Low (1)",0.000000,1.282026,1.388320,0.000000
4096,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.963832,0.994359,1.139390,1.139390,84005.000000,100.000000,100.000000,99.996429,0.000000,25.358055,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,77309411328,16777216,584993793,2125089,95.117476,0.000000,67.102127,29.823167,1073.634030,238.585340,8.124098,30.220453,238.585340,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,17179869184,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,137438953472,0,68719476736,0,0,44042813440,44042816238,"Low (1)","Low (3)",0.000000,"Idle (0)",68719476736,0,996717625344,0,17213423616,137455730688,189213442048,0,39208355566,539492352,539492352,17184063488,4297588736,0,0.000000,0.767714,27.729665,32.811039,3.480659,0.000000,34.246566,0.000045,0.601347,0.022887,0.340078,0,5,3788275408,16777222,0,0.000000,95.127249,85.636615,93.749130,52.093869,238.585340,3751135136,16777216,52.609654,238.585424,0.000000,74.000000,"Low (1)",0.000000,0,"Low (1)",0.000000,1.226548,1.388400,0.000000
4352,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.925748,0.989321,1.139328,1.139360,89253.000000,100.000000,100.000000,99.996639,0.000000,25.357415,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,92729769984,18939904,728348515,2582820,88.461571,0.000000,64.867732,27.134214,1037.883708,217.073716,8.152086,29.602174,230.640824,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,20606615552,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,164852924416,0,82426462208,0,0,52826351616,52826354415,"Low (1)","Low (3)",0.000000,"Idle (0)",82426462208,0,1195505680384,0,20644495360,164871864320,226937929728,0,47027783407,646916096,646916096,20611350528,5154613248,0,0.000000,0.671906,28.838406,15.745641,4.848474,0.000000,48.686194,0.000012,0.756881,0.026837,0.425650,0,5,10647946366,18939958,0,0.000000,88.427431,93.196661,92.732313,120.551525,217.073716,10770681822,18939904,119.177801,217.074335,0.000000,60.000000,"Low (3)",0.000000,0,"Low (1)",0.000000,1.279050,1.387557,0.000000
4608,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.940916,0.990929,1.139333,1.139333,94501.000000,100.000000,100.000000,99.996825,0.000000,25.356823,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,1,1,0,0,110075314176,21233664,858725321,2813467,89.765474,0.000000,64.809058,25.603578,1036.944930,204.828628,8.089469,27.139855,230.432207,0.000000,0.000000,40.000000,40.000000,6.250000,12.500000,24461180928,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,195689447424,0,97844723712,0,0,62706327552,62706333423,"Low (1)","Low (3)",0.000000,"Low (1)",97844723712,0,1419109466112,0,24503648256,195710681088,269370261504,0,55823306479,767729664,767729664,24466489344,6118612992,0,0.000000,0.692670,28.809642,17.184676,4.685896,0.000000,47.429157,0.000028,0.754205,0.024610,0.419115,0,5,11351362384,21233670,0,0.000000,89.686464,93.692122,93.226642,105.232167,204.828628,11170760904,21233664,106.933491,204.828686,0.000000,50.000000,"Low (3)",0.000000,0,"Low (1)",0.000000,1.275315,1.388398,0.000000
4864,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",99.967632,0.992491,1.139310,1.139311,99749.000000,100.000000,100.000000,99.996992,0.000000,25.356346,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,129459290112,23658496,1010491672,3055777,91.267982,0.000000,66.078294,24.731057,1057.252700,197.848458,8.252363,25.554488,234.945044,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,28768731136,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,230149849088,0,115074924544,0,0,73747228672,73747231472,"Low (1)","Low (3)",0.000000,"Idle (0)",115074924544,0,1668988600320,0,28816048128,230173507584,316787261440,0,65652328176,902719488,902719488,28774645760,7195879424,0,0.000000,0.714500,28.813928,18.723832,4.467386,0.000000,46.133647,0.000024,0.730640,0.022528,0.393516,0,5,11538698897,23658550,0,0.000000,91.187555,91.007002,93.526909,92.993628,197.848458,11386955199,23658496,94.232871,197.848909,0.000000,43.000000,"Low (2)",0.000000,0,"Low (1)",0.000000,1.259677,1.388276,0.000000
5120,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>",0.986378,1.139289,1.139289,104997.000000,100.000000,100.000000,99.997143,0.000000,25.355866,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,150994944000,26214400,1356437047,4588309,84.319275,0.000000,65.093667,23.144414,1041.498665,185.155317,9.356124,32.407753,231.444148,0.000000,0.000000,0.000000,0.000000,6.250000,12.500000,33554432000,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,268435456000,0,134217728000,0,0,86013542400,86013548544,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",134217728000,0,1946602700800,0,33606860800,268461670400,369465753600,0,76572266496,1052672000,1052672000,33560985600,8392704000,0,0.000000,0.638686,28.896724,12.760144,5.204344,0.000000,51.283356,0.000010,0.765919,0.023939,0.426877,0,5,23515205824,26214406,0,0.000000,"<OVERFLOW>",94.385383,88.058460,163.188340,185.155317,23658805476,26214400,162.197851,185.155360,0.000000,37.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.278977,"<OVERFLOW>","<OVERFLOW>"
5376,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>",0.991109,1.139270,1.139270,110245.000000,100.000000,100.000000,99.997279,0.000000,25.355463,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",28901376,1398376323,4020802,"<OVERFLOW>",0.000000,64.782578,21.936957,"<OVERFLOW>",175.495660,8.292242,24.415215,230.338054,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,38843449344,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,310747594752,0,155373797376,0,0,99569756160,99569762031,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",155373797376,0,2253411385344,0,38901252096,310776496128,427682562048,0,88640524015,1218373632,1218373632,38850674688,9715378176,0,0.000000,0.690477,28.807473,17.182232,4.696331,0.000000,47.437141,0.000007,0.750463,0.021025,0.414850,0,5,20189438170,28901430,0,0.000000,"<OVERFLOW>",94.259864,92.578454,119.675652,175.495660,20181707050,28901376,119.721497,175.495988,0.000000,31.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.272656,"<OVERFLOW>","<OVERFLOW>"
5632,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>",0.992778,1.139253,1.139253,115493.000000,100.000000,100.000000,99.997402,0.000000,25.355092,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",31719424,1597804462,4149595,"<OVERFLOW>",0.000000,64.984576,21.005115,"<OVERFLOW>",168.040923,8.266343,21.983431,231.056271,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,44660948992,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,357287591936,0,178643795968,0,0,114480357376,114480363520,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",178643795968,0,2590874271744,0,44724387840,357319311360,491714510848,0,101914513408,1400610816,1400610816,44668878848,11170193408,0,0.000000,0.715781,28.805480,18.920669,4.453023,0.000000,45.971762,0.000006,0.726056,0.019388,0.387836,0,5,19568174164,31719478,0,0.000000,"<OVERFLOW>",92.809694,93.366938,100.636895,168.040923,19452141280,31719424,101.237198,168.041209,0.000000,27.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.256235,"<OVERFLOW>","<OVERFLOW>"
5888,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>",0.991855,1.139237,1.139238,120741.000000,100.000000,100.000000,99.997515,0.000000,25.354761,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",34668544,1877603485,4867113,"<OVERFLOW>",0.000000,65.278518,20.182730,"<OVERFLOW>",161.461841,8.539614,22.667609,232.101397,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,51032096768,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,408256774144,0,204128387072,0,0,130809833472,130809839343,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",204128387072,0,2960450977792,0,51101433856,408291442688,561838424064,0,116451643119,1600169984,1600169984,51040763904,12763441152,0,0.000000,0.701312,28.810758,17.767188,4.603068,0.000000,46.948932,0.000006,0.743605,0.018954,0.406175,0,5,26017696405,34668598,0,0.000000,"<OVERFLOW>",93.886465,92.426922,117.624439,161.461841,25862066401,34668544,118.332267,161.462092,0.000000,24.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.267432,"<OVERFLOW>","<OVERFLOW>"
6144,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>",0.990689,1.139223,1.139207,125989.000000,100.000000,100.000000,99.997619,0.000000,25.354096,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",37748736,2167410884,5728689,"<OVERFLOW>",0.000000,64.675201,19.163022,"<OVERFLOW>",153.304178,8.595930,23.265202,229.956269,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,57982058496,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,463856467968,0,231928233984,0,0,148622671872,148622678016,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",231928233984,0,3363601121280,0,58057555968,463894216704,638331125760,0,132309323776,1817837568,1817837568,57991495680,14501412864,0,0.000000,0.686536,28.796428,16.750565,4.768708,0.000000,47.801822,0.000013,0.756829,0.018579,0.420521,0,5,34761605807,37748790,0,0.000000,"<OVERFLOW>",94.111313,91.062321,136.917425,153.304178,34522886485,37748736,137.864184,153.304398,0.000000,21.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.276044,"<OVERFLOW>","<OVERFLOW>"
