"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,KB,GB/s,,,,
4.763573,8.672200e-05,,,,,,,,,,524.288000,6.045617,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.763793,8.697900e-05,,,,,,,,,,524.288000,6.027754,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.763886,1.206400e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.763902,2.432000e-06,,,,,,,,,,0.128000,0.052632,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.877302,1.706920e-04,,,,,,,,,,1.048576,6.143088,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.877750,1.715240e-04,,,,,,,,,,1.048576,6.113290,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.877929,2.537700e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.877958,2.560000e-06,,,,,,,,,,1.280000e-04,0.050000,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.821307,4.356270e-04,,,,,,,,,,2.097152,4.814100,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.822025,4.370990e-04,,,,,,,,,,2.097152,4.797888,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.822469,4.723300e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.822520,2.080000e-06,,,,,,,,,,1.280000e-04,0.061538,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.781557,9.757680e-04,,,,,,,,,,4.194304,4.298464,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.782811,9.750650e-04,,,,,,,,,,4.194304,4.301563,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.783793,9.654700e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.783894,2.176000e-06,,,,,,,,,,1.280000e-04,0.058824,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.840003,2.097237e-03,,,,,,,,,,8.388608,3.999838,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.842390,2.121878e-03,,,,,,,,,,8.388608,3.953388,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.844518,1.731890e-04,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.844695,2.080000e-06,,,,,,,,,,1.280000e-04,0.061538,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.782010,4.523538e-03,,,,,,,,,,16.777216,3.708870,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.786834,4.551732e-03,,,,,,,,,,16.777216,3.685897,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.791393,3.322320e-04,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.791729,2.528000e-06,,,,,,,,,,1.280000e-04,0.050633,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.830626,9.315946e-03,,,,,,,,,,33.554432,3.601828,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.840239,9.232360e-03,,,,,,,,,,33.554432,3.634437,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.849478,6.589930e-04,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.850140,2.464000e-06,,,,,,,,,,1.280000e-04,0.051948,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.761498,0.017627,,,,,,,,,,67.108864,3.807267,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.779706,0.017499,,,,,,,,,,67.108864,3.835075,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.797211,1.471429e-03,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.798687,2.432000e-06,,,,,,,,,,1.280000e-04,0.052632,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.897636,0.037028,,,,,,,,,,134.217728,3.624728,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.935396,0.035159,,,,,,,,,,134.217728,3.817447,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
4.970561,2.705250e-03,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
4.973271,2.432000e-06,,,,,,,,,,1.280000e-04,0.052632,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
4.997521,0.074166,,,,,,,,,,268.435456,3.619376,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
5.072471,0.074071,,,,,,,,,,268.435456,3.624009,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
5.146550,5.356991e-03,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
5.151911,2.528000e-06,,,,,,,,,,1.280000e-04,0.050633,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
5.162256,0.147987,,,,,,,,,,536.870912,3.627819,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
5.311084,0.141753,,,,,,,,,,536.870912,3.787379,"Tesla K20c (0)","1","7","[CUDA memcpy HtoD]"
5.452843,0.010629,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K20c (0)","1","7","dotProd(float*, float*, float*, int) [362]"
5.463475,2.720000e-06,,,,,,,,,,1.280000e-04,0.047059,"Tesla K20c (0)","1","7","[CUDA memcpy DtoH]"
