"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,KB,GB/s,,,,
1.995835,5.248100e-05,,,,,,,,,,512.000000,9.303962,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
1.995962,5.196800e-05,,,,,,,,,,512.000000,9.395806,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
1.996019,1.097600e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
1.996034,2.176000e-06,,,,,,,,,,0.125000,0.054784,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
1.996792,1.018560e-04,,,,,,,,,,1.000000,9.587678,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
1.996956,1.017920e-04,,,,,,,,,,1.000000,9.593706,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
1.997064,2.275200e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
1.997091,1.856000e-06,,,,,,,,,,1.220703e-04,0.064229,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
1.996842,2.128330e-04,,,,,,,,,,2.000000,9.176796,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
1.997134,2.128320e-04,,,,,,,,,,2.000000,9.176839,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
1.997353,4.339300e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
1.997400,1.824000e-06,,,,,,,,,,1.220703e-04,0.065356,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
1.999688,5.618570e-04,,,,,,,,,,4.000000,6.952392,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.000375,5.792970e-04,,,,,,,,,,4.000000,6.743087,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.000961,8.105600e-05,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.001046,1.824000e-06,,,,,,,,,,1.220703e-04,0.065356,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
1.998063,1.419394e-03,,,,,,,,,,8.000000,5.504110,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
1.999626,1.322082e-03,,,,,,,,,,8.000000,5.909240,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.000954,1.582090e-04,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.001116,1.824000e-06,,,,,,,,,,1.220703e-04,0.065356,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.003516,2.959746e-03,,,,,,,,,,16.000000,5.279169,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.006598,2.552194e-03,,,,,,,,,,16.000000,6.122184,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.009156,3.074880e-04,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.009467,2.176000e-06,,,,,,,,,,1.220703e-04,0.054784,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.010585,5.584835e-03,,,,,,,,,,32.000000,5.595510,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.016291,5.162659e-03,,,,,,,,,,32.000000,6.053082,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.021459,6.181440e-04,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.022080,2.176000e-06,,,,,,,,,,1.220703e-04,0.054784,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.017868,0.010774,,,,,,,,,,64.000000,5.800771,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.028765,0.010366,,,,,,,,,,64.000000,6.029375,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.039137,1.201696e-03,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.040342,2.176000e-06,,,,,,,,,,1.220703e-04,0.054784,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.030057,0.023412,,,,,,,,,,128.000000,5.339064,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.053600,0.021661,,,,,,,,,,128.000000,5.770710,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.075267,2.453147e-03,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.077723,2.176000e-06,,,,,,,,,,1.220703e-04,0.054784,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.085550,0.042628,,,,,,,,,,256.000000,5.864638,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.128301,0.041711,,,,,,,,,,256.000000,5.993650,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.170018,4.860092e-03,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.174880,2.176000e-06,,,,,,,,,,1.220703e-04,0.054784,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,KB,MB,GB/s,,,,
2.144353,0.085581,,,,,,,,,,512.000000,5.842396,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.230059,0.085117,,,,,,,,,,512.000000,5.874242,"Tesla K40c (0)","1","7","[CUDA memcpy HtoD]"
2.315182,9.871592e-03,32,1,1,256,1,1,13,1.024000e+03,0.000000,,,"Tesla K40c (0)","1","7","dotProd(float*, float*, float*, int) [101]"
2.325057,2.304000e-06,,,,,,,,,,1.220703e-04,0.051740,"Tesla K40c (0)","1","7","[CUDA memcpy DtoH]"
