"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,52.511479,0.285582,0.123671,5.628354,1.125749,52.511479,0.285582,0.902090,0.752882,0.021511,0.000000,0.000000,0.000000,0.000000,5.737969,5.628982,9.005366,0.000000,4.626614,62.500000,19.999163,100.000000,0.000000,5.145924,0.000000,"<INVALID>",99.639922,0.000000,0.558816,1301.664062,11.831964,0.000000,0.000000,16.113994,1.000000,0.914286,4.991091,0,0,134149,4224,4096,4482,0,5,0,0,18269,16592,17923,0.000000,0.000000,337.070557,10.613467,5.211253,5.629296,0.000000,1.608101,98.499367,35383,30920,152751,17927,0,0,0,0,0,0,0,0,4096,9.610605,31.376921,14.037441,0.000000,0.183957,0.230358,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (3)","Low (1)","Low (1)","Idle (0)",166613,316913,268128,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,3215787,12288,774168,569472,524244,0,0.000000,0,0.000000,16384,17922,0,5.628982,0,2924,940.417532,0.175760,0.983993,0.000000,0.000000,43.199955,0.201010,0.488354,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,59.519405,0.273779,0.115103,6.434134,688.356315,59.519405,0.273779,0.772739,0.650224,0.012318,0.000000,0.000000,0.000000,2.077251,1.672867,3.361115,8.450803,0.000000,5.136754,76.136364,20.000000,64.880371,0.000000,6.146039,0.000000,"<INVALID>",99.990441,0.000000,0.485812,2273.062500,10.194524,0.000000,0.000000,16.111040,1.000000,0.955224,5.000000,0,0,202113,8448,8192,4480,0,5,0,11075,8919,33074,17922,0.000000,0.000000,303.270089,12.676204,6.203433,3.361490,0.000000,983.365234,99.117402,65065,56510,232157,30465,0,0,0,0,0,0,0,0,4096,10.216732,31.843602,19.136011,0.000000,0.492549,0.186637,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (3)","Low (1)","Low (1)","Idle (0)",290952,515782,433030,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,5546104,12288,1433596,974848,966543,0,0.000000,0,0.000000,32768,17920,0,3.361115,0,4192,805.131047,0.112942,0.745818,0.000000,0.000000,37.046081,0.219629,0.423128,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,58.526457,0.262914,0.116899,6.359973,348.002189,58.526457,0.262914,0.696778,0.585553,0.006627,0.000000,0.000000,0.000000,6.442848,813.979450,1.699229,7.379511,0.000000,5.531516,86.184211,20.000000,17.303467,0.000000,6.214325,0.000000,"<INVALID>",99.994857,0.000000,0.446635,4225.062500,9.316227,0.000000,0.000000,15.920985,1.000000,0.977099,5.000000,0,0,338305,16896,16384,4480,0,1,0,67946,8383,65825,17931,0.000000,0.000000,256.632953,12.817045,6.241729,1.700272,0.000000,99.428711,99.288484,124506,107774,393471,55809,0,0,0,0,0,0,0,0,4096,9.939154,30.371139,26.659173,0.000000,0.697127,0.155931,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",540808,917832,765792,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,10207480,12288,2752508,1785856,1851151,0,0.000000,0,0.000000,65536,17920,0,1.699229,0,15156,1.437138,0.097384,0.378158,0.000000,0.000000,31.498969,0.202965,0.387130,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,57.524697,0.262407,0.117795,6.405156,177.267033,57.524697,0.262407,0.651649,0.549655,0.003446,0.000000,0.000000,0.000000,7.710792,414.628776,886.335163,6.924493,0.000000,5.789456,92.500000,20.000000,2.783203,0.000000,6.330965,0.000000,"<INVALID>",99.996845,0.000000,0.433231,8125.101562,9.004971,0.000000,0.000000,15.797248,1.000000,0.988417,5.000000,0,0,610690,33792,32768,4480,0,8,0,159639,8383,131331,17928,0.000000,0.000000,235.977618,13.057616,6.343476,886.730848,0.000000,405.181641,99.432615,243302,210175,715590,106498,0,0,0,0,0,0,0,0,4096,9.994980,30.149130,29.263684,0.000000,0.592486,0.147417,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",1040013,1717736,1428265,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,19529980,12288,5390331,3407872,3620620,0,0.000000,0,0.000000,131072,17920,0,886.335163,0,33712,1.628338,0.063929,0.193393,0.000000,0.000000,29.416682,0.178301,0.373017,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.254635,0.278640,0.124931,6.501703,90.493600,54.254635,0.278640,0.627741,0.530342,0.001757,0.000000,0.000000,0.000000,8.070169,223.911063,452.468003,6.766821,0.000000,5.939289,96.082090,20.000000,0.146484,0.000000,6.463829,0.000000,"<INVALID>",99.998394,0.000000,0.453733,15933.101562,9.412356,0.000000,0.000000,15.726080,1.000000,0.994175,5.000000,0,0,1155458,67584,65536,4480,0,10,0,327290,8868,262836,17931,0.000000,0.000000,227.926101,13.331647,6.480892,452.745746,0.000000,258.552734,99.459612,481093,415231,1359586,207874,0,0,0,0,0,0,0,0,4096,10.085708,30.360798,30.192978,0.000000,0.487667,0.160798,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",2039437,3321644,2756204,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,38175484,12288,10665979,6651904,7159052,0,0.000000,0,0.000000,262144,17920,0,452.468003,0,67273,1.658787,0.041609,0.103096,0.000000,0.000000,28.370795,0.196551,0.391476,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.351082,0.279818,0.124955,6.577360,45.907023,54.351082,0.279818,0.615490,0.520395,0.000888,0.000000,0.000000,0.000000,8.198596,113.307347,229.535120,6.711853,0.000000,6.020431,97.996183,20.000000,0.000000,0.000000,6.558146,0.000000,"<INVALID>",99.999187,0.000000,0.452270,31549.101562,9.373325,0.000000,0.000000,15.687630,1.000000,0.997079,5.000000,0,0,2244994,135168,131072,4480,0,4,0,655433,8846,524738,17932,0.000000,0.000000,224.655138,13.526177,6.563775,229.688827,0.000000,52.464844,99.473517,956749,825343,2648003,410626,0,0,0,0,0,0,0,0,4096,10.171625,30.484365,30.455564,0.000000,0.409585,0.162046,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",4038285,6527521,5411326,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,75466492,12288,21217275,13139968,14235916,0,0.000000,0,0.000000,524288,17920,0,229.535120,0,132931,1.662790,0.035710,0.050136,0.000000,0.000000,28.027076,0.203895,0.390480,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.388428,0.279429,0.124975,6.594131,23.045698,54.388428,0.279429,0.610478,0.515598,0.000446,0.000000,0.000000,0.000000,8.192352,58.186530,115.228492,6.661647,0.000000,6.062710,98.986486,20.000000,0.000000,0.000000,6.584485,0.000000,"<INVALID>",99.999591,0.000000,0.449902,62750.414062,9.319074,0.000000,0.000000,15.667620,1.000000,0.998537,5.000000,0,0,4424066,270336,262144,4480,0,9,0,1304628,9049,1049184,17928,0.000000,0.000000,222.245769,13.580501,6.588303,115.279933,0.000000,59.259766,99.529225,1907061,1644585,5224116,816130,0,0,0,0,0,0,0,0,4096,10.196491,30.478645,30.848985,0.000000,0.340592,0.152216,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",8032053,12935243,10717404,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,150046544,12288,42319867,26116096,28391608,0,0.000000,0,0.000000,1048576,17920,0,115.228492,0,256260,1.609173,0.041214,0.025122,0.000000,0.000000,27.713777,0.202957,0.388241,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.386616,0.279640,0.124988,6.616195,11.569867,54.386616,0.279640,0.608415,0.513190,0.000224,0.000000,0.000000,0.000000,8.210037,28.282256,57.849336,6.650091,0.000000,6.084299,99.490291,20.000000,0.000000,0.000000,6.611353,0.000000,"<INVALID>",99.999795,0.000000,0.449787,125150.414062,9.315589,0.000000,0.000000,15.657410,1.000000,0.999268,5.000000,0,0,8782210,540672,524288,4480,0,4,0,2604262,8761,2099630,17935,0.000000,0.000000,221.490052,13.635915,6.619165,57.897759,0.000000,13.222656,99.559400,3807604,3282985,10377048,1627138,0,0,0,0,0,0,0,0,4096,10.221134,30.563586,31.010430,0.000000,0.247480,0.162895,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",16019253,25765614,21345144,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,299206480,12288,84525051,52068352,56703160,0,0.000000,0,0.000000,2097152,17920,0,57.849336,0,507235,1.599078,0.034046,0.013077,0.000000,0.000000,27.548271,0.199082,0.387808,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.340592,0.279026,0.124990,6.595270,5.768748,54.340592,0.279026,0.606843,0.511982,0.000112,0.000000,0.000000,0.000000,8.253225,14.154681,28.843744,6.612171,0.000000,6.095208,99.744401,20.000000,0.000000,0.000000,6.592856,0.000000,"<INVALID>",99.999898,0.000000,0.448502,249950.414062,9.287879,0.000000,0.000000,15.652252,1.000000,0.999634,5.000000,0,0,17498498,1081344,1048576,4480,0,2,0,5250613,8794,4200049,17934,0.000000,0.000000,220.041418,13.597765,6.601886,28.866278,0.000000,3.295898,99.574550,7608692,6559785,20682610,3249154,0,0,0,0,0,0,0,0,4096,10.204416,30.477806,31.272596,0.000000,0.210102,0.164546,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",31993653,51419684,42593320,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,597526352,12288,168935419,103972864,113326264,0,0.000000,0,0.000000,4194304,17920,0,28.843744,0,1054741,1.657904,0.034971,0.006325,0.000000,0.000000,27.424952,0.204286,0.387109,0.000000
"Tesla K40c (0)","1","7","subSeqMax(int*, int*, int, int)",0.000000,0.000000,54.271001,0.278792,0.124997,6.593537,2.884144,54.271001,0.278792,0.606814,0.511376,0.000056,0.000000,0.000000,0.000000,8.248751,6.751665,14.420720,6.601986,0.000000,6.100692,99.872014,20.000000,0.000000,0.000000,6.592329,0.000000,"<INVALID>",99.999949,0.000000,0.447907,499550.414062,9.275058,0.000000,0.000000,15.649660,1.000000,0.999817,5.000000,0,0,34931074,2162688,2097152,4480,0,0,0,10496371,8390,8398023,17932,0.000000,0.000000,219.609402,13.596679,6.599728,14.430377,0.000000,0.000000,99.582142,15210875,13113385,41293559,6493186,0,0,0,0,0,0,0,0,4096,10.201880,30.474191,31.310547,0.000000,0.243569,0.166461,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (2)","Low (1)","Low (1)","Idle (0)",63942453,102723876,85086447,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,1194166096,12288,337756155,207781888,226572472,0,0.000000,0,0.000000,8388608,17920,0,14.420720,0,2101969,1.651868,0.032317,0.003287,0.000000,0.000000,27.360573,0.207174,0.386812,0.000000
