240,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,89.118342,1.153991,0.736208,64.311135,2.679631,89.118342,1.153991,0.172930,0.078329,0.065693,0.000000,0.000000,0.000000,0.000000,3.229327,3.483520,83.604475,0.000000,63.100172,76.923077,76.923077,99.992877,0.000000,83.604475,0.000000,0.000000,96.153846,0.000000,1.353551,766.000000,32.047973,0.000000,0.000000,1.200000,1.000067,3.012821,3.012821,0,0,673920,44937,135360,5640,0,4,0,0,8677,224893,10270,0.000000,0.000000,2006.507409,133.793957,83.698635,3.822195,0.000000,1.488683,95.902792,76758,71136,896096,653328,27648000,0,0,13824000,0,0,0,0,0,2.136428,12.821892,4.850898,0.000000,30.405037,0.426013,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1433952,1681925,1592915,0.000000,0,0.000000,0.000000,0.000000,0.000000,13824000,0,7142400,0,691200,20102400,2246400,0,0.000000,0,0.000000,224640,9360,0,3.483520,0,0,0.000000,28.276903,0.574400,5.163778,0.000000,3.960645,16.547783,8.625393,0.000000
480,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,97.695875,1.165832,0.792366,71.206690,1.483473,97.695875,1.165832,0.171982,0.080107,0.064792,0.000000,0.000000,0.000000,2.967615,1.898124,1.928515,92.568697,0.000000,63.095574,76.923077,76.923077,96.796652,0.000000,92.568697,0.000000,0.047509,96.153846,0.000000,1.367095,1498.000000,32.558953,0.000000,0.000000,1.200000,1.001366,2.980769,2.980769,0,0,5391360,359915,1071360,22320,0,6,0,57613,36850,1797375,38362,0.000000,0.000000,2221.648722,148.312244,92.581832,1.976006,0.000000,309.056000,96.025470,576764,554112,7134972,5219136,221184000,0,0,110592000,0,0,0,0,0,2.061910,11.821073,4.961832,0.000000,33.624007,0.371272,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",11217024,13146148,12523632,0.000000,0,0.000000,0.000000,0.000000,0.000000,110592000,0,53452800,0,5529600,160588800,14515200,0,0.000000,0,0.000000,1797120,38312,0,1.973431,0,0,0.000000,27.312132,0.074536,5.851926,0.000000,3.853442,15.919797,9.083678,0.000000
720,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,98.511109,1.145495,0.802016,71.034748,986.593725,98.511109,1.145495,0.177432,0.080717,0.065191,0.000000,0.000000,0.000000,31.014853,1.181750,1.282572,92.345173,0.000000,63.100923,76.923077,76.923077,66.527019,0.000000,92.345173,0.000000,0.002862,96.153846,0.000000,1.352476,2230.000000,32.278703,0.000000,0.000000,1.200000,1.000010,2.991453,2.991453,0,0,18195840,1213068,3628800,50400,0,2,0,2037072,77618,6065485,84246,0.000000,0.000000,2216.284144,147.753738,92.348294,1.282663,0.000000,30.450000,96.067610,1903830,1853280,24256570,17606160,746496000,0,0,373248000,0,0,0,0,0,2.050515,11.624146,7.621239,0.000000,31.832361,0.341695,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",37571040,44237342,42231411,0.000000,0,0.000000,0.000000,0.000000,0.000000,373248000,0,176256000,0,18662400,541728000,45100800,0,0.000000,0,0.000000,6065280,84416,0,1.285251,0,0,0.000000,26.562270,0.018646,5.854933,0.000000,3.807634,16.141494,9.306403,0.000000
960,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,98.769189,1.149654,0.810804,71.797762,747.893354,98.769189,1.149654,0.178253,0.081026,0.064867,0.000000,0.000000,0.000000,38.140075,874.431456,972.261360,93.337091,0.000000,63.100705,76.923077,76.923077,59.114583,0.000000,93.337091,0.000000,0.002396,96.153846,0.000000,1.354583,2962.000000,32.360224,0.000000,0.000000,1.200000,1.000065,2.980769,2.980769,0,0,43130880,2875579,8570880,89280,0,0,0,5874817,134691,14377126,150077,0.000000,0.000000,2240.090176,149.349057,93.338168,974.319366,0.000000,0.000000,96.088921,4462939,4372992,57505426,41723136,1769472000,0,0,884736000,0,0,0,0,0,2.058117,11.547215,8.125754,0.000000,31.144406,0.331784,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",88717824,104532011,99888422,0.000000,0,0.000000,0.000000,0.000000,0.000000,884736000,0,412876800,0,44236800,1283788800,102297600,0,0.000000,0,0.000000,14376960,150108,0,974.520622,0,0,0.000000,26.614355,0.007778,5.897804,0.000000,3.943441,16.227150,9.429357,0.000000
1200,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.651051,1.148405,0.808557,72.360233,603.001944,99.651051,1.148405,0.178558,0.081213,0.065092,0.000000,0.000000,0.000000,38.916496,723.310882,783.902528,94.068303,0.000000,63.100962,76.923077,76.923077,58.596157,0.000000,94.068303,0.000000,0.001794,96.153846,0.000000,1.353865,3694.000000,32.361533,0.000000,0.000000,1.200000,1.000001,2.987179,2.987179,0,0,84240000,5616000,16776000,139800,0,8,0,11616827,215913,28083496,234004,0.000000,0.000000,2257.639281,150.509285,94.080015,783.915928,0.000000,26.800000,96.101787,8658001,8517600,112293477,81478800,3456000000,0,0,1728000000,0,0,0,0,0,2.063429,11.595246,8.226933,0.000000,30.729675,0.329573,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",172879200,203748131,194808321,0.000000,0,0.000000,0.000000,0.000000,0.000000,1728000000,0,800640000,0,86400000,2507040000,194400000,0,0.000000,0,0.000000,28080000,234508,0,785.604333,0,0,0.000000,26.848498,0.004016,5.959447,0.000000,3.838592,16.364038,9.467973,0.000000
1440,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.726767,1.147538,0.809712,72.366114,502.542461,99.726767,1.147538,0.178772,0.081338,0.064892,0.000000,0.000000,0.000000,39.107880,603.465861,653.305199,94.075949,0.000000,63.100840,76.923077,76.923077,58.444225,0.000000,94.075949,0.000000,0.000344,96.153846,0.000000,1.352686,4426.000000,32.345693,0.000000,0.000000,1.200000,1.000036,2.980769,2.980769,0,0,145566720,9704748,28926720,200880,0,0,0,20170957,311254,48524522,337200,0.000000,0.000000,2257.822769,150.526171,94.080373,653.770516,0.000000,0.000000,96.110397,14893774,14691456,194033388,140781888,5971968000,0,0,2985984000,0,0,0,0,0,2.065245,11.568964,8.269624,0.000000,30.596450,0.326007,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",298276992,351600688,336301685,0.000000,0,0.000000,0.000000,0.000000,0.000000,2985984000,0,1376870400,0,149299200,4331750400,329702400,0,0.000000,0,0.000000,48522240,337128,0,653.630921,0,0,0.000000,26.838823,0.002419,5.966854,0.000000,3.964425,16.368042,9.482049,0.000000
1680,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.721318,1.145722,0.810478,71.820805,427.504792,99.721318,1.145722,0.178824,0.081427,0.065049,0.000000,0.000000,0.000000,39.623998,513.301417,555.756230,93.367047,0.000000,63.100960,76.923077,76.923077,57.528825,0.000000,93.367047,0.000000,0.000170,96.153846,0.000000,1.350605,5158.000000,32.304585,0.000000,0.000000,1.200000,1.000000,2.985348,2.985348,0,0,231154560,15410310,46005120,273840,0,8,0,32699859,423604,77054790,458785,0.000000,0.000000,2240.809121,149.387333,93.371009,555.931933,0.000000,9.693000,96.116563,23574097,23298912,308037013,223541136,9483264000,0,0,4741632000,0,0,0,0,0,2.057416,11.531964,8.341204,0.000000,30.975824,0.322066,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",473133024,557740446,533614965,0.000000,0,0.000000,0.000000,0.000000,0.000000,4741632000,0,2178892800,0,237081600,6878188800,516499200,0,0.000000,0,0.000000,77051520,458772,0,555.916181,0,0,0.000000,26.691830,0.001439,5.963631,0.000000,3.820425,16.257832,9.443175,0.000000
1920,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.683376,1.143692,0.811599,71.841507,374.174518,99.683376,1.143692,0.178988,0.081494,0.064905,0.000000,0.000000,0.000000,39.881908,442.793480,486.426873,93.393960,0.000000,63.100632,76.923077,76.923077,57.226722,0.000000,93.393960,0.000000,0.000000,96.153846,0.000000,1.348606,5890.000000,32.263438,0.000000,0.000000,1.200000,1.000027,2.980769,2.980769,0,0,345047040,23005060,68567040,357120,0,1,0,49115005,545305,115017523,599147,0.000000,0.000000,2241.455034,149.442834,93.395456,486.513758,0.000000,812.000000,96.121196,35104009,34744320,459866524,333665280,14155776000,0,0,7077888000,0,0,0,0,0,2.053795,11.496709,8.303585,0.000000,31.137808,0.318969,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",705669120,831975405,796151784,0.000000,0,0.000000,0.000000,0.000000,0.000000,7077888000,0,3244032000,0,353894400,10266624000,763084800,0,0.000000,0,0.000000,115015680,599040,0,486.426873,0,0,0.000000,26.543303,0.000964,5.956621,0.000000,3.951292,16.193575,9.419823,0.000000
2160,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.902510,1.145689,0.811166,71.258764,329.901683,99.902510,1.145689,0.178823,0.081546,0.065026,0.000000,0.000000,0.000000,39.139073,395.908606,428.872188,92.636393,0.000000,63.100959,76.923077,76.923077,57.731601,0.000000,92.636393,0.000000,0.000041,96.153846,0.000000,1.350565,6622.000000,32.315113,0.000000,0.000000,1.200000,1.000001,2.984330,2.984330,0,0,491287680,32752535,97744320,452520,0,6,0,69190030,699887,163765591,758338,0.000000,0.000000,2223.273425,148.218332,92.638107,428.972878,0.000000,3.394000,96.124805,49886944,49432032,654453150,475063056,20155392000,0,0,10077696000,0,0,0,0,0,2.054300,11.533634,8.170457,0.000000,31.064654,0.319513,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1004107104,1183664599,1132866867,0.000000,0,0.000000,0.000000,0.000000,0.000000,10077696000,0,4609612800,0,503884800,14617324800,1077753600,0,0.000000,0,0.000000,163762560,758228,0,428.910654,0,0,0.000000,26.740361,0.000675,5.983058,0.000000,3.820029,16.296378,9.463437,0.000000
2400,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.897520,1.144380,0.811425,71.430745,297.628105,99.897520,1.144380,0.179049,0.081588,0.064912,0.000000,0.000000,0.000000,39.817091,357.541883,386.916537,92.859969,0.000000,63.100803,76.923077,76.923077,57.123690,0.000000,92.859969,0.000000,0.000032,96.153846,0.000000,1.349229,7354.000000,32.287456,0.000000,0.000000,1.200000,1.000041,2.980769,2.980769,0,0,673920000,44929807,133920000,558000,0,6,0,96322574,864939,224646669,936002,0.000000,0.000000,2228.639254,148.581926,92.862726,386.917363,0.000000,2.480000,96.127696,68328866,67766400,897964840,651643200,27648000000,0,0,13824000000,0,0,0,0,0,2.056849,11.514235,8.222977,0.000000,30.882563,0.318031,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1376668800,1623159698,1553707469,0.000000,0,0.000000,0.000000,0.000000,0.000000,13824000000,0,6312960000,0,691200000,20050560000,1468800000,0,0.000000,0,0.000000,224640000,936072,0,386.946299,0,0,0.000000,26.742112,0.000489,5.978769,0.000000,3.956541,16.306203,9.470527,0.000000
2640,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.888983,1.143218,0.811518,70.036067,265.288132,99.888983,1.143218,0.178945,0.081623,0.065011,0.000000,0.000000,0.000000,39.963333,318.957212,344.874571,91.046887,0.000000,63.100958,76.923077,76.923077,56.141942,0.000000,91.046887,0.000000,0.000000,96.153846,0.000000,1.347555,8086.000000,32.250555,0.000000,0.000000,1.200000,1.000001,2.983683,2.983683,0,0,896987520,59799218,178421760,675840,0,5,0,131238649,1047448,299003186,1132572,0.000000,0.000000,2185.125287,145.675141,91.049124,344.878225,0.000000,1.522000,96.130063,90831334,90151776,1194814206,867314448,36799488000,0,0,18399744000,0,0,0,0,0,2.047868,11.489226,8.118873,0.000000,31.494458,0.316426,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1831576032,2159327339,2067135919,0.000000,0,0.000000,0.000000,0.000000,0.000000,18399744000,0,8391398400,0,919987200,26686598400,1944518400,0,0.000000,0,0.000000,298995840,1132560,0,344.874571,0,0,0.000000,26.550600,0.000366,5.973877,0.000000,3.813431,16.168752,9.409476,0.000000
