2048,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",81.901519,100.000000,99.949815,49.979494,0.020833,25.068291,4.551205,0.106183,49.979494,0.106183,628797.000000,91632,16636,16376,27462,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,286.724874,480.827949,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,43.372780,0.000000,17.995403,0.000000,628797,0.000000,38.631817,0,0,350682,0,50999,76053,111206,0,0.000000,0,0.000000,0.000146,0.000000,0.026374,0.000000,0.000000,518.559514,36.379006,36.409646,1.604371,5.156280,0.000035,1.562500,12.500000,0.000000,99.951830,0.000000,145.393463,0.000000,0.106198,3.451752,0,0,33212,8318,0,118468,8311,145.375954,36.409646,0.000000,0.000000,86820,86820,78079,78071,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",628889,408815,0.000000,33216,8318,0,36.409646,0,0.069041,0.000000,0.000000,0.000000,0.000000,0.000000
2560,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",83.533052,100.000000,99.963688,49.984601,0.020833,26.034664,4.296157,0.104933,49.984601,0.104933,826998.000000,126678,20904,20472,34606,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,269.271900,455.178946,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,17.664743,74.492298,0.000000,0.000000,826998,0.000000,7.842959,0,0,464900,0,69758,101330,140933,0,0.000000,0,0.000000,0.000012,0.000000,0.025224,0.000000,0.000000,515.252807,34.372547,34.369259,1.666219,1.092982,0.000024,1.562500,12.500000,0.000000,100.000000,0.000000,137.266586,0.000000,0.104934,3.411658,0,0,41800,10464,0,156693,10453,137.450730,34.408718,0.000000,0.000000,145713,114763,103875,103866,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",827008,537761,0.000000,41744,10464,0,34.408718,0,0.068234,0.000000,0.000000,0.000000,0.000000,0.000000
3072,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",85.375038,100.000000,99.969835,49.987929,0.020833,27.334161,4.004365,0.107489,49.987929,0.107489,1082569.000000,169956,24898,24568,41734,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,252.882651,429.575242,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,82.342224,0.000000,0.000000,1082569,0.000000,17.657776,0,0,611884,0,92709,130578,187465,0,0.000000,0,0.000000,0.000010,0.000000,0.022960,0.000000,0.000000,504.622760,32.024631,32.034924,1.749386,6.250000,0.000022,1.562500,12.500000,0.000000,100.000000,0.000000,128.005887,0.000000,0.107490,3.471213,0,0,49768,12453,0,196100,12445,128.067646,32.045217,0.000000,0.000000,165045,146546,133712,133626,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1082580,699200,0.000000,49744,12449,0,32.034924,0,0.069424,0.000000,0.000000,0.000000,0.000000,0.000000
3584,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",86.392217,100.000000,99.966480,49.990199,0.020833,28.055683,3.819837,0.106424,49.990199,0.106424,1325081.000000,215656,29362,28664,48902,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,238.658042,407.160745,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,85.936117,14.063883,0.000000,1325081,0.000000,0.000000,0,0,753606,0,116743,161292,223015,0,0.000000,0,0.000000,0.000007,0.000000,0.022154,0.000000,0.000000,496.093421,30.569111,30.558703,1.795564,1.106274,0.000020,1.562500,12.500000,0.000000,99.986379,0.000000,122.251466,0.000000,0.106425,3.437486,0,0,58780,14697,0,238333,14686,122.351379,30.592007,0.000000,0.000000,201795,180028,164961,164862,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1325090,856000,0.000000,58732,14685,0,30.567029,0,0.068750,0.000000,0.000000,0.000000,0.000000,0.000000
4096,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",87.441362,100.000000,99.975254,49.992045,0.020833,28.847628,3.623298,0.105966,49.992045,0.105966,1598420.000000,268580,33736,32760,56142,0,0,1.999881,2.000000,2.000000,2.000000,0.000000,0.000000,225.182400,385.903244,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,73.536532,11.314929,0.000000,1598420,0.000000,15.148539,0,0,914339,0,144415,195617,263318,0,0.000000,0,0.000000,0.000056,0.000000,0.021093,0.000000,0.000000,499.994629,28.996701,28.986391,1.846138,1.108030,0.000014,1.562593,12.500000,0.000000,99.982226,0.000000,116.021176,0.000000,0.105976,3.420021,0,0,67500,16876,0,290961,16874,115.993681,29.000138,0.000000,0.000000,216994,241960,199702,199693,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1598432,1031680,0.000000,67516,16884,0,29.013886,0,0.068401,0.000000,0.000000,0.000000,0.000000,0.000000
4608,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",88.664852,100.000000,99.972053,49.993214,0.020833,29.840424,3.379928,0.106994,49.993214,0.106994,1920203.000000,330600,37446,36856,63334,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,212.907183,365.863457,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,14.939090,66.612716,4.715326,0.000000,1920203,0.000000,13.732868,0,0,1103748,0,176793,234118,315325,0,0.000000,0,0.000000,0.000007,0.000000,0.019516,0.000000,0.000000,495.172684,27.066871,27.039431,1.909787,2.010185,0.000018,1.562500,12.500000,0.000000,100.000000,0.000000,108.302145,0.000000,0.106995,3.441281,0,0,75024,18751,0,342874,18742,108.348359,27.079868,0.000000,0.000000,285687,313528,238713,238702,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1920216,1235200,0.000000,74992,18747,0,27.074092,0,0.068825,0.000000,0.000000,0.000000,0.000000,0.000000
5120,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",89.096403,100.000000,99.974870,49.994254,0.020833,30.214820,3.296060,0.106261,49.994254,0.106261,2209735.000000,387872,42312,40952,70470,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,204.167531,351.330482,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,23.042923,52.063258,14.315110,0.000000,2209735,0.000000,10.578708,0,0,1274816,0,206525,270803,356452,0,0.000000,0,0.000000,0.000005,0.000000,0.019138,0.000000,0.000000,498.355085,26.367235,26.368481,1.933749,0.000000,0.000013,1.562500,12.500000,0.000000,100.000000,0.000000,105.468942,0.000000,0.106264,3.418619,0,0,84660,21172,0,399841,21155,105.518797,26.388424,0.000000,0.000000,297484,328780,275901,275893,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",2209747,1421799,0.000000,84620,21164,0,26.378453,0,0.068371,0.000000,0.000000,0.000000,0.000000,0.000000
5632,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",89.640395,100.000000,99.975560,49.994971,0.020833,30.673452,3.174103,0.105798,49.994971,0.105798,2513625.000000,449882,46554,45048,77702,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,196.571035,339.059728,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,72.480888,0.000000,10.895245,0.000000,2513625,0.000000,16.623866,0,0,1455347,0,238760,309593,398556,0,0.000000,0,0.000000,0.000004,0.000000,0.018538,0.000000,0.000000,500.872581,25.402643,25.392825,1.963101,2.010479,0.000010,1.562500,12.500000,0.000000,99.965693,0.000000,101.754572,0.000000,0.105795,3.403189,0,0,93260,23293,0,459138,23286,101.737118,25.410279,0.000000,0.000000,373356,373355,315216,315207,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",2513638,1617161,0.000000,93276,23289,0,25.405916,0,0.068064,0.000000,0.000000,0.000000,0.000000,0.000000
6144,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",90.668907,100.000000,99.962688,49.995564,0.020833,31.618742,2.944575,0.107342,49.995564,0.107342,2938564.000000,534364,49764,49144,84862,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,186.104928,321.366523,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,20.912542,48.021639,11.614056,0.000000,2938564,0.000000,19.451762,0,0,1707515,0,282505,359067,469234,0,0.000000,0,0.000000,0.000006,0.000000,0.016983,0.000000,0.000000,498.127199,23.611513,23.556603,2.023600,3.125000,0.000018,1.562500,12.500000,0.000000,100.000000,0.000000,94.491497,0.000000,0.107343,3.438848,0,0,99828,24934,0,526154,24940,94.510432,23.605833,0.000000,0.000000,464668,464666,365209,365192,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",2938583,1882817,0.000000,99808,24930,0,23.602046,0,0.068777,0.000000,0.000000,0.000000,0.000000,0.000000
6656,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",90.839555,100.000000,99.969710,49.996076,0.020833,31.798718,2.905581,0.106694,49.996076,0.106694,3257376.000000,599288,54760,53240,92022,0,0,1.999980,2.000000,2.000000,2.000000,0.000000,0.000000,180.795536,312.493742,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,57.468750,0.000000,15.851038,0.000000,3257376,0.000000,26.680213,0,0,1897066,0,316029,399658,513299,0,0.000000,0,0.000000,0.000027,0.000000,0.016852,0.000000,0.000000,499.586899,23.291348,23.244655,2.035098,3.125000,0.000015,1.562516,12.500000,0.000000,99.970882,0.000000,93.297831,0.000000,0.106696,3.419789,0,0,109900,27432,0,588466,27435,93.301227,23.288801,0.000000,0.000000,474692,474691,406363,406289,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",3257465,2088137,0.000000,109896,27416,0,23.275217,0,0.068396,0.000000,0.000000,0.000000,0.000000,0.000000
