256,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,4096,2048,0,0,4096,0,142152,70675,6240,70257,6240,51200,2048,65536,622592,196608,622592,196608,6553874,0,0,0,0,256,0,0,0,0,57316,7238,0,32768,0,0,0,0,0,0,0,0,0,4433,4440,2548,2494,5087,5051,8894,8872,16384,16384,15032,14896,0,0,8260,7456,0,0,4435,4436,2598,2663,149612,0,0,0,0,15552,15920,16384,16384,0,0,0,0,131072,0,0,0,0,65536,0,0
384,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,9216,4608,0,0,9216,0,324728,160314,13920,160536,13920,115200,4608,147456,1400832,442368,1400832,442368,14544916,0,0,0,0,580,0,0,0,0,131218,16114,0,74752,0,0,0,0,0,0,0,0,0,10068,10020,6169,6026,12383,12116,20131,20060,36864,36864,31404,33008,0,0,15036,16684,0,0,9223,10040,6162,6025,337296,0,0,0,0,32468,33244,36864,36864,0,0,0,0,294912,0,0,0,0,147456,0,0
512,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,16384,8192,0,0,16384,0,588008,288299,24672,288262,24672,204800,8192,262144,2490368,786432,2490368,786432,25433082,0,0,0,0,1034,0,0,0,0,228504,33430,0,132608,0,0,0,0,0,0,0,0,0,17852,17880,10503,10887,21134,21735,35715,35748,65536,65536,67264,69096,0,0,36276,33760,0,0,17867,17864,10761,10646,589540,0,0,0,0,68320,71604,65536,65536,0,0,0,0,524288,0,0,0,0,262144,0,0
640,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,25600,12800,0,0,25600,0,903815,447493,38496,446848,38496,320000,12800,409600,3891200,1228800,3891200,1228800,39880556,0,0,0,0,1602,0,0,0,0,364056,47478,0,205056,0,0,0,0,0,0,0,0,0,27872,27264,17309,17095,33905,34292,55751,54528,102400,102400,97884,93068,0,0,43496,46920,0,0,27895,27872,17386,17046,907636,0,0,0,0,94936,95888,102400,102400,0,0,0,0,819200,0,0,0,0,409600,0,0
768,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,36864,18432,0,0,36864,0,1297872,641763,55392,639339,55392,460800,18432,589824,5603328,1769472,5603328,1769472,57247673,0,0,0,0,2320,0,0,0,0,525916,64596,0,295680,0,0,0,0,0,0,0,0,0,40108,40128,23740,23765,47063,47412,80225,80248,147456,147456,129904,128960,0,0,57764,53008,0,0,40107,40104,23658,23290,1297524,0,0,0,0,129832,126288,147456,147456,0,0,0,0,1179648,0,0,0,0,589824,0,0
896,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,50176,25088,0,0,50176,0,1736579,863839,75360,863954,75360,627200,25088,802816,7626752,2408448,7626752,2408448,76865056,0,0,0,0,3144,0,0,0,0,713206,91598,0,401664,0,0,0,0,0,0,0,0,0,54544,54548,32099,32011,63961,63894,109095,109080,200704,200704,178560,181736,0,0,77168,77492,0,0,54551,51836,31836,31674,1747138,0,0,0,0,182256,182508,200704,200704,0,0,0,0,1605632,0,0,0,0,802816,0,0
1024,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,65536,32768,0,0,65536,0,2449882,1173508,98400,1175570,98400,819200,32768,1048576,9961472,3145728,9961472,3145728,106745780,0,0,0,0,4126,0,0,0,0,869298,181756,0,527872,0,0,0,0,0,0,0,0,0,69040,71676,46485,45218,93037,91173,138092,143348,262144,262144,366628,372344,0,0,242824,233836,0,0,71691,70296,45514,46232,2477384,0,0,0,0,372800,366140,262144,262144,0,0,0,0,2097152,0,0,0,0,1048576,0,0
1152,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,82944,41472,0,0,82944,0,2900854,1435183,124512,1435908,124512,1036800,41472,1327104,12607488,3981312,12607488,3981312,127022202,0,0,0,0,5194,0,0,0,0,1175664,147400,0,663552,0,0,0,0,0,0,0,0,0,90180,90224,55031,55430,110060,110841,180371,180440,331776,331776,298820,295480,0,0,131676,135068,0,0,90219,90200,54671,55323,2895534,0,0,0,0,298780,298560,331776,331776,0,0,0,0,2654208,0,0,0,0,1327104,0,0
1280,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,102400,51200,0,0,102400,0,3578407,1774013,153696,1775060,153696,1280000,51200,1638400,15564800,4915200,15564800,4915200,158031593,0,0,0,0,6416,0,0,0,0,1453066,185568,0,819968,0,0,0,0,0,0,0,0,0,111352,111372,62229,62481,124397,124806,222707,222736,409600,409600,371836,371396,0,0,163264,165252,0,0,111423,111376,63008,61864,3579708,0,0,0,0,365896,369672,409600,409600,0,0,0,0,3276800,0,0,0,0,1638400,0,0
1408,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,123904,61952,0,0,123904,0,4304458,2141290,185952,2143467,185952,1548800,61952,1982464,18833408,5947392,18833408,5947392,189795266,0,0,0,0,7752,0,0,0,0,1767320,218646,0,992256,0,0,0,0,0,0,0,0,0,134612,134684,77263,77310,153263,154409,269235,269360,495616,495616,439044,437584,0,0,197532,196324,0,0,131976,134756,77126,78060,4282942,0,0,0,0,440844,445676,495616,495616,0,0,0,0,3964928,0,0,0,0,1982464,0,0
1536,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,147456,73728,0,0,147456,0,5154819,2555430,221280,2557374,221280,1843200,73728,2359296,22413312,7077888,22413312,7077888,226732700,0,0,0,0,9240,0,0,0,0,2099832,262382,0,1182208,0,0,0,0,0,0,0,0,0,160368,160360,93888,93658,186653,187264,320735,320724,589824,589824,525252,523440,0,0,225436,218844,0,0,160363,160400,93045,93404,5162248,0,0,0,0,522692,524728,589824,589824,0,0,0,0,4718592,0,0,0,0,2359296,0,0
1664,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,173056,86528,0,0,173056,0,6528929,3178923,259680,3176734,259680,2163200,86528,2768896,26304512,8306688,26304512,8306688,282458989,0,0,0,0,10822,0,0,0,0,2380406,395296,0,1386752,0,0,0,0,0,0,0,0,0,186544,189404,131418,130353,261838,261196,373099,378800,692224,692224,799800,787696,0,0,477108,456068,0,0,189303,189312,130142,129853,6517448,0,0,0,0,810656,805812,692224,692224,0,0,0,0,5537792,0,0,0,0,2768896,0,0
1792,"GeForce GT 630 (1)","2","14","matSum(float*, float*, float*, int)",0,0,200704,100352,0,0,200704,0,6993947,3475747,301152,3469809,301152,2508800,100352,3211264,30507008,9633792,30507008,9633792,309860266,0,0,0,0,12580,0,0,0,0,2859848,357326,0,1608960,0,0,0,0,0,0,0,0,0,215448,218208,123854,124004,247818,247772,430904,436408,802816,802816,711308,716156,0,0,322444,321756,0,0,218267,218244,123831,124276,6972556,0,0,0,0,712548,717864,802816,802816,0,0,0,0,6422528,0,0,0,0,3211264,0,0
