256,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,213,262,48173,48631,14383,14242,14364,14260,64,88,59,44,17004,16384,16384,16384,4325376,4325376,4325376,4325376,4325348,4325376,4325372,4325368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4325381,4325687,4325416,4325416,16384,16385,16388,16384,40993071,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,21220019,828666,194838528,0,0,0,0,1048576,2048,35200766,2169531232,64,194641920,0,0,0,0,0,0,17301504,65536,0,0,16252928,63488,0,0,0,0,17331738,65536,0,0
512,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,47924,48876,32081,31912,8206,8219,8538,8221,12304,12569,12825,12281,65536,65536,65536,65536,34603008,34603008,34603008,34603008,34591484,34591572,34591532,34591464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,34604397,34604565,34606088,34604744,65550,65548,65558,65553,294007389,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,169367345,6441412,1551106048,0,0,0,0,8388608,8192,281072597,17714477180,256,1550319616,0,0,0,0,0,0,138412032,262144,0,0,130023424,253952,0,0,0,0,138641069,262144,0,0
768,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1568174,1569181,75308,76235,19239,19623,19481,19773,393809,393960,393469,393267,147456,147456,147456,147456,116785152,116785152,116785152,116785152,116396804,116394320,116395552,116396524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116790832,116789251,116789411,116791268,147715,147742,147746,147705,976067361,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,571934927,21483222,5226430464,0,0,0,0,28311552,18432,948692120,60481477854,576,5224660992,0,0,0,0,0,0,467140608,589824,0,0,438829056,571392,0,0,0,0,468634673,589825,0,0
1024,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4483593,4485597,127140,127369,32839,32825,32879,32850,1125348,1125785,1125334,1125720,262144,262144,262144,262144,276824064,276824064,276824064,276824064,275709676,275711360,275710036,275711008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,276836343,276835659,276835464,276835671,262170,262173,262207,262169,2277809850,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,1355371889,50781375,12378439680,0,0,0,0,67108864,32768,2249092487,143467254298,1024,12375293952,0,0,0,0,0,0,1107296256,1048576,0,0,1040187392,1015808,0,0,0,0,1111006141,1048576,0,0
1280,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8718330,8710490,202913,202754,51683,51521,51580,51391,2188264,2185638,2187287,2189220,409600,409600,409600,409600,540672000,540672000,540672000,540672000,538506444,538506720,538507252,538505684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,540695284,540694607,540696088,540695592,409743,409682,409665,409657,4411127895,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,2646648125,99147897,24164761600,0,0,0,0,131072000,51200,4391153659,280029648298,1600,24159846400,0,0,0,0,0,0,2162688000,1638400,0,0,2031616000,1587200,0,0,0,0,2169938363,1638401,0,0
1536,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15024776,15042096,293866,293089,74717,74469,74696,74616,3770811,3775279,3781707,3767522,589824,589824,589824,589956,934281216,934281216,934281216,934281216,930544628,930539892,930541236,930547156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,934319052,934322144,934322524,934320763,590048,590038,590067,590080,7643888061,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,4572720760,171227800,41743024128,0,0,0,0,226492416,73728,7587229055,484007462566,2304,41735946240,0,0,0,0,0,0,3737124864,2359296,0,0,3510632448,2285568,0,0,0,0,3749626330,2359297,0,0
1792,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,24016165,24016628,400653,401844,102347,102103,102410,101893,6028365,6026092,6028840,6029636,802816,802816,802816,802816,1483603968,1483603968,1483603968,1483603968,1477633212,1477635184,1477630736,1477635256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1483670159,1483665936,1483670996,1483668660,803256,803265,803278,803226,12089970042,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,7260838783,271457575,66270855168,0,0,0,0,359661568,100352,12047259403,769236904054,3136,66261221376,0,0,0,0,0,0,5934415872,3211264,0,0,5574754304,3110912,0,0,0,0,5954530535,3211270,0,0
2048,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,35811717,35773251,507602,506567,131151,131123,131202,131156,8991715,8981549,8983210,8990749,1048576,1048576,1048576,1048680,2214592512,2214592512,2214592512,2214592512,2205704200,2205695148,2205690876,2205715620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2214690900,2214690745,2214692816,2214695537,1048602,1048585,1048606,1048584,18040115307,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,10834512749,405083307,98905882624,0,0,0,0,536870912,131072,17988635952,1148472691278,4096,98893299712,0,0,0,0,0,0,8858370048,4194304,0,0,8321499136,4063232,0,0,0,0,8885464573,4194307,0,0
2304,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,52585772,52563347,670801,666202,170858,169225,170184,169893,13200456,13190805,13191675,13172642,1327104,1327104,1327104,1327104,3153199104,3153199104,3153199104,3153199104,3140192734,3140161223,3140134313,3140168712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3153334855,3153336669,3153341404,3153340652,1327873,1327986,1328030,1328043,25682633517,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,15425526049,576592008,140805734400,0,0,0,0,764411904,165888,25608541342,1634531814404,5184,140789809152,0,0,0,0,0,0,12612796416,5308416,0,0,11848384512,5142528,0,0,0,0,12651459165,5308417,0,0
2560,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,71415090,71552527,810860,811729,205636,205334,205605,205345,17919809,17957251,17902804,18019315,1638400,1638400,1638400,1638400,4325376000,4325376000,4325376000,4325376000,4307561548,4307586720,4307558788,4307653099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4325563139,4325562708,4325574700,4325575700,1638635,1638523,1638552,1638567,35219481162,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,21159507079,790574960,193128038400,0,0,0,0,1048576000,204800,35123378553,"<OVERFLOW>",6400,193108377600,0,0,0,0,0,0,17301504000,6553600,0,0,16252928000,6348800,0,0,0,0,17355022134,6553600,0,0
