256,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,143,139,21004,21226,7884,7873,6188,7500,40,44,1872,44,16384,16384,16384,16384,262144,262144,262144,262144,262144,262144,262140,262120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,262193,262149,262247,262244,16384,16385,16385,16385,6590193,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1511424,4882954,103577,48365568,655360,32768,0,0,32768,2048,5635684,341273380,64,48234496,0,0,0,0,0,0,1048576,65536,1966080,491520,1015808,63488,0,0,2621440,524288,1063268,67073,0,0
512,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,44100,44041,26009,26150,8194,8194,8197,8194,11593,11624,11615,11553,65536,65536,65536,65536,2097152,2097152,2097152,2097152,2085628,2085584,2085596,2085544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2097285,2097321,2097288,2098265,65537,65538,65545,65537,47150937,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,11812864,38669151,738454,378011648,5242880,262144,0,0,262144,8192,44523727,2806605342,256,377487360,0,0,0,0,0,0,8388608,262144,15728640,3932160,8126464,253952,0,0,20971520,4194304,8519499,262394,0,0
768,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1391625,1408902,54693,54724,18442,18438,18448,18449,387629,391648,392351,389724,147456,147808,147456,147456,7077888,7077888,7077888,7077888,6690000,6687480,6689280,6686860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7079232,7078363,7078664,7078769,147472,147472,147462,147459,152562456,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,39555072,131467569,2397342,1265762304,17694720,884736,0,0,884736,18432,151011134,9591501728,576,1264582656,0,0,0,0,0,0,28311552,589824,53084160,13271040,27426816,571392,0,0,70778880,14155809,30149670,590188,0,0
1024,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3961067,3959468,95356,94768,32771,32769,32773,32770,1108120,1107549,1105611,1100558,262144,262144,262144,262144,16777216,16777216,16777216,16777216,15669944,15671428,15670860,15672420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16778680,16780588,16779083,16779013,262148,262149,262154,262149,362949111,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,93388800,311857259,5571752,2988441600,41943040,2097152,0,0,2097152,32768,358135364,22853712142,1024,2986344448,0,0,0,0,0,0,67108864,1048576,125829120,31457280,65011712,1015808,0,0,167772160,33554450,72242001,1049203,0,0
1280,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7653883,7671161,149774,150268,51218,51218,51203,51206,2133617,2138505,2126341,2130548,409600,409600,409600,409600,32768000,32768000,32768000,32768000,30636488,30640268,30639292,30640288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32772159,32772947,32771632,32771239,409628,409606,409609,409600,702856101,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,181964800,608385594,10753160,5822873600,81920000,4096000,0,0,4096000,51200,699222459,44651556142,1600,5819596800,0,0,0,0,0,0,131072000,1638400,245760000,61440000,126976000,1587200,0,0,327680000,65536001,140904986,1639799,0,0
1536,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,13420896,13406984,215746,216356,73750,73732,73733,73735,3736325,3733501,3731187,3728884,590068,589824,589824,589824,56623104,56623104,56623104,56623104,52895800,52901032,52902956,52896808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,56628836,56630264,56631015,56628667,589835,589825,589835,589826,1216568277,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,313933824,1051088057,18433190,10045882368,141557760,7077888,0,0,7077888,73728,1208223269,77186408680,2304,10041163776,0,0,0,0,0,0,226492416,2359296,424673280,106168320,219414528,2285568,0,0,566231040,113246267,243777196,2360291,0,0
1792,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21042764,21138686,293300,293762,100358,100540,100379,100389,5863585,5890574,5879728,5881413,802816,802816,802816,802816,89915392,89915392,89915392,89915392,84035280,84025300,84026344,84056696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89926008,89924557,89925224,89926128,802829,802839,802844,802830,1924038549,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,497946624,1667692013,29103249,15934291968,224788480,11239424,0,0,11239424,100352,1917870992,122545855504,3136,15927869440,0,0,0,0,0,0,359661568,3211264,674365440,168591360,348422144,3110912,0,0,899153920,179830861,386650293,3212197,0,0
2048,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,30461708,30650193,386637,385517,131073,131073,131078,131074,8755193,8806313,8723935,8784152,1048720,1048576,1048576,1048576,134217728,134217728,134217728,134217728,125471892,125460912,125500940,125464908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,134235569,134233416,134234764,134236856,1048579,1048577,1048583,1048580,2872246503,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,742653952,2489689657,43254941,23764926464,335544320,16777216,0,0,16777216,131072,2862995855,182998964030,4096,23756537856,0,0,0,0,0,0,536870912,4194304,1006632960,251658240,520093696,4063232,0,0,1342177280,268435641,578106437,4194733,0,0
2304,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,45771821,45721695,485012,485084,166038,165994,165926,165959,12752618,12744756,12778181,12727115,1327104,1327104,1327104,1327104,191102976,191102976,191102976,191102976,178376096,178358560,178390544,178369884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,191123772,191125200,191123873,191125453,1327117,1327184,1327160,1327139,4084523178,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1056706560,3542959026,61379741,33814609920,477757440,23887872,0,0,23887872,165888,4075163403,260614256920,5184,33803993088,0,0,0,0,0,0,764411904,5308416,1433272320,358318080,740524032,5142528,0,0,1911029760,382206129,822384341,5309765,0,0
2560,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,62234370,62205310,595816,595761,204810,204810,204835,204804,17361119,17347345,17305963,17301000,1638400,1638400,1638400,1638400,262144000,262144000,262144000,262144000,244878104,244835200,244815320,244847168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262174195,262177160,262175040,262174312,1638409,1638402,1638410,1638412,5595334491,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1448755200,4858765036,83969172,46360166400,655360000,32768000,0,0,32768000,204800,5589832249,357398529398,6400,46347059200,0,0,0,0,0,0,1048576000,6553600,1966080000,491520000,1015808000,6348800,0,0,2621440000,524288302,1128009308,6556824,0,0
