252,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,86.793100,1.211478,0.747919,33.119512,1.839973,86.793100,1.211478,0.155705,0.084906,0.042374,0.000000,0.000000,0.000000,63.136706,2.988971,2.278062,41.005110,0.000000,64.562247,80.769231,80.769231,99.975128,0.000000,41.005110,0.000000,0.000000,98.000000,0.000000,1.379676,742.000000,32.263969,0.000000,0.000000,1.200000,1.009767,2.654815,2.654815,0,0,765450,36806,96768,5376,0,5,0,266,12895,177112,9829,0.000000,0.000000,1419.407662,68.250988,41.053323,2.278293,0.000000,1.186780,97.735849,58857,58725,938312,712800,32006016,0,0,16003008,0,0,0,0,0,2.494659,12.416448,4.896187,0.000000,20.251199,0.285316,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1502550,1736505,1624991,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008,0,6159888,0,571536,22353408,1905120,0,0.000000,0,0.000000,176904,9828,0,2.278062,0,3915,929.248896,37.951623,0.458960,5.742211,0.000000,3.359735,17.885873,9.232796,0.000000
504,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.768262,1.207105,0.769016,37.301918,1.036164,96.768262,1.207105,0.155032,0.086717,0.043460,0.000000,0.000000,0.000000,3.193274,1.531208,1.295205,46.627397,0.000000,64.562197,80.000000,80.000000,95.525321,0.000000,46.627397,0.000000,0.000000,98.000000,0.000000,1.397132,1453.000000,32.860413,0.000000,0.000000,1.200000,1.009784,2.706667,2.706667,0,0,6123600,294453,789264,21924,0,7,0,97854,46922,1429042,39709,0.000000,0.000000,1598.653621,76.871179,46.633989,1.295826,0.000000,239.527344,97.865107,455009,453600,7501646,5694300,256048128,0,0,128024064,0,0,0,0,0,2.444494,11.735905,5.114947,0.000000,21.537012,0.225860,"High (7)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",11769300,13594241,12789407,0.000000,0,0.000000,0.000000,0.000000,0.000000,128024064,0,45214848,0,4572288,178573248,12192768,0,0.000000,0,0.000000,1428840,39690,0,1.295205,0,48876,1.594973,37.454038,0.088725,6.631411,0.000000,3.329398,18.069621,9.928812,0.000000
756,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.742511,1.193628,0.776555,37.647880,713.915357,98.742511,1.193628,0.156066,0.087338,0.042986,0.000000,0.000000,0.000000,29.302149,1.028345,889.561198,46.910454,0.000000,64.589525,80.254777,80.254777,60.135061,0.000000,46.910454,0.000000,0.000000,98.000000,0.000000,1.378859,2164.000000,32.485140,0.000000,0.000000,1.200000,1.000471,2.691303,2.691303,0,0,20667150,984614,2648646,49049,0,3,0,3002661,105377,4807998,90283,0.000000,0.000000,1613.480577,76.868633,46.919939,902.192269,0.000000,30.698242,97.909427,1512867,1512675,25337163,19209150,864162432,0,0,432081216,0,0,0,0,0,2.420154,11.573151,6.238223,0.000000,20.286260,0.203981,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",39438900,45595257,42967937,0.000000,0,0.000000,0.000000,0.000000,0.000000,432081216,0,148027824,0,15431472,602398944,37721376,0,0.000000,0,0.000000,4807026,89019,0,889.561198,0,1110687,10.838891,37.564471,0.025907,6.719989,0.000000,3.371820,18.316032,10.086344,0.000000
1008,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.176555,1.188368,0.777226,37.865328,538.529109,99.176555,1.188368,0.156642,0.087652,0.043137,0.000000,0.000000,0.000000,30.171383,758.871164,673.161386,47.331660,0.000000,64.589953,80.000000,80.000000,58.502518,0.000000,47.331660,0.000000,0.000000,98.000000,0.000000,1.374805,2875.000000,32.415714,0.000000,0.000000,1.200000,1.000326,2.698889,2.698889,0,0,48988800,2333560,6295968,87444,0,4,0,7286468,178974,11432444,159266,0.000000,0.000000,1622.799772,77.301355,47.338799,675.306887,0.000000,17.367188,97.931826,3564420,3564000,60071780,45522000,2048385024,0,0,1024192512,0,0,0,0,0,2.416468,11.527612,6.268135,0.000000,20.194512,0.195220,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",93150000,107740703,101614178,0.000000,0,0.000000,0.000000,0.000000,0.000000,1024192512,0,345461760,0,36578304,1427569920,85349376,0,0.000000,0,0.000000,11430720,158760,0,673.161386,0,2594789,10.744351,37.589568,0.010309,6.750729,0.000000,3.426894,18.371283,10.122544,0.000000
1260,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.370721,1.188633,0.778901,38.055218,432.983809,99.370721,1.188633,0.156307,0.087842,0.042835,0.000000,0.000000,0.000000,30.661656,647.082248,540.198847,47.478414,0.000000,64.590321,80.152672,80.152672,58.594397,0.000000,47.478414,0.000000,0.000000,98.000000,0.000000,1.374518,3586.000000,32.423193,0.000000,0.000000,1.200000,1.000200,2.688000,2.688000,0,0,95681250,4557162,12247200,136080,0,9,0,14390471,296578,22286921,251020,0.000000,0.000000,1630.937896,77.679255,47.486556,547.682518,0.000000,20.107422,97.945343,6936196,6935625,117207504,88897500,4000752000,0,0,2000376000,0,0,0,0,0,2.413783,11.514720,6.294964,0.000000,20.270196,0.189484,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",181541250,209908457,198059309,0.000000,0,0.000000,0.000000,0.000000,0.000000,2000376000,0,668379600,0,71442000,2787825600,161935200,0,0.000000,0,0.000000,22283100,247590,0,540.198847,0,5257357,11.201806,37.568155,0.006135,6.779370,0.000000,3.399156,18.343406,10.126660,0.000000
1512,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.644960,1.187079,0.779361,38.110750,361.346372,99.644960,1.187079,0.156524,0.087968,0.043029,0.000000,0.000000,0.000000,31.056627,536.722674,451.682965,47.638438,0.000000,64.590356,80.000000,80.000000,58.220398,0.000000,47.638438,0.000000,0.000000,98.000000,0.000000,1.372892,4297.000000,32.395058,0.000000,0.000000,1.200000,1.000188,2.696296,2.696296,0,0,165337200,7874684,21228480,196560,0,4,0,25150356,424463,38585951,360823,0.000000,0.000000,1633.317866,77.791701,47.647416,456.251512,0.000000,5.178711,97.954387,11956401,11955600,202548708,153600300,6913299456,0,0,3456649728,0,0,0,0,0,2.409989,11.486925,6.317023,0.000000,20.379371,0.185825,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",313251300,362282756,341940769,0.000000,0,0.000000,0.000000,0.000000,0.000000,3456649728,0,1147644288,0,123451776,4816905408,274337280,0,0.000000,0,0.000000,38578680,357210,0,451.682965,0,9098070,11.234647,37.515672,0.003553,6.798433,0.000000,3.391072,18.310570,10.119863,0.000000
1764,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.593321,1.186232,0.780106,38.201405,310.462208,99.593321,1.186232,0.156595,0.088059,0.042942,0.000000,0.000000,0.000000,31.269668,455.431094,387.549763,47.686787,0.000000,64.590233,80.108992,80.108992,57.560675,0.000000,47.686787,0.000000,0.000000,98.000000,0.000000,1.371911,5008.000000,32.379089,0.000000,0.000000,1.200000,1.000230,2.693333,2.693333,0,0,262549350,12505228,33672996,267246,0,8,0,40116373,570586,61188293,492026,0.000000,0.000000,1637.203050,77.979997,47.694681,392.725968,0.000000,6.538086,97.960863,18953514,18951975,321627410,243895050,10978063488,0,0,5489031744,0,0,0,0,0,2.407622,11.457598,6.379800,0.000000,20.319399,0.183328,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",496918800,574737037,542585231,0.000000,0,0.000000,0.000000,0.000000,0.000000,5489031744,0,1814118768,0,196036848,7648548768,429414048,0,0.000000,0,0.000000,61178166,485541,0,387.549763,0,14451349,11.264450,37.532141,0.001914,6.796438,0.000000,3.387942,18.330256,10.140164,0.000000
2016,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.807248,1.184584,0.780000,38.165233,271.397215,99.807248,1.184584,0.157358,0.088127,0.042975,0.000000,0.000000,0.000000,31.004593,406.047162,339.246518,47.706542,0.000000,64.588786,80.000000,80.000000,57.743438,0.000000,47.706542,0.000000,0.000000,98.000000,0.000000,1.371126,5719.000000,32.367017,0.000000,0.000000,1.200000,1.000723,2.695000,2.695000,0,0,391910400,18675894,50295168,349272,0,1,0,59430813,760085,91460660,655834,0.000000,0.000000,1635.652859,77.944549,47.714315,350.354940,0.000000,560.000000,97.965728,28259874,28252800,480535965,364046400,16387080192,0,0,8193540096,0,0,0,0,0,2.410412,11.450140,6.309655,0.000000,20.347057,0.182067,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",741182400,857813212,809987898,0.000000,0,0.000000,0.000000,0.000000,0.000000,8193540096,0,2698665984,0,292626432,11416495104,634023936,0,0.000000,0,0.000000,91445760,635040,0,339.246518,0,20997969,10.954477,37.559372,0.001307,6.808085,0.000000,3.365460,18.374531,10.157805,0.000000
2268,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.816506,1.184691,0.780546,38.250184,241.778937,99.816506,1.184691,0.157184,0.088180,0.042868,0.000000,0.000000,0.000000,32.118112,357.743543,301.903858,47.762134,0.000000,64.589171,80.084746,80.084746,56.895649,0.000000,47.762134,0.000000,0.000000,98.000000,0.000000,1.370746,6430.000000,32.362013,0.000000,0.000000,1.200000,1.000592,2.691047,2.691047,0,0,558013050,26587781,71506638,441399,0,14,0,87463653,951370,130088364,815458,0.000000,0.000000,1639.293579,78.107812,47.770617,306.636570,0.000000,5.390625,97.969518,40194289,40186125,684084329,518319000,23332385664,0,0,11666192832,0,0,0,0,0,2.406650,11.438087,6.411736,0.000000,20.343956,0.180550,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1054680750,1220551899,1152642649,0.000000,0,0.000000,0.000000,0.000000,0.000000,11666192832,0,3832148880,0,416649744,16254483840,895025376,0,0.000000,0,0.000000,130065264,802872,0,301.903858,0,31775123,11.668355,37.522179,0.000900,6.811317,0.000000,3.372751,18.323191,10.138855,0.000000
2520,"Tesla K40c (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.854649,1.183510,0.780329,39.106653,222.473401,99.854649,1.183510,0.156867,0.088223,0.043022,0.000000,0.000000,0.000000,32.893132,345.635607,278.091752,48.883316,0.000000,64.590298,80.000000,80.000000,56.903114,0.000000,48.883316,0.000000,0.000000,98.000000,0.000000,1.369051,7141.000000,32.324673,0.000000,0.000000,1.200000,1.000208,2.697333,2.697333,0,0,765450000,36457583,98317800,546210,0,5,0,120181656,1233251,178630077,1031436,0.000000,0.000000,1675.999399,79.826099,48.890179,289.074169,0.000000,1.434570,97.972553,55084459,55080000,937582713,710977500,32006016000,0,0,16003008000,0,0,0,0,0,2.404189,11.430733,6.531865,0.000000,20.385129,0.179167,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1446052500,1672978759,1580028326,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008000,0,5245430400,0,571536000,22296254400,1219276800,0,0.000000,0,0.000000,178605000,992250,0,278.091752,0,43451899,11.892572,37.457106,0.000675,6.810797,0.000000,3.315107,18.296029,10.122766,0.000000
