252,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1145,1164,4455,4484,2269,2263,2239,2245,553,564,540,536,2461,2444,2471,2452,44433,44028,44253,44190,43883,43460,43713,43650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,44478,44071,44253,44190,2461,2445,2475,2453,1587152,0,0,1143072,0,0,0,0,63504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,63504,1506600,1551707,89800,47246976,637875,36450,0,0,36450,2025,1469752,67214876,81,47183472,0,0,0,0,0,0,96768,5376,127575,0,60318,3351,0,0,765450,36761,97426,5383,0,0
504,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,31768,31745,18266,18114,9082,9086,9135,9060,15895,16072,16248,15872,9918,9947,9924,9901,357462,357084,357300,356994,341582,341204,341428,341122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,357507,357127,357303,356999,9922,9947,9925,9902,11761050,0,0,9144576,0,0,0,0,254016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,254016,11785500,12257976,648700,369593280,5103000,291600,0,0,291600,8100,11351436,558282928,324,369339264,0,0,0,0,0,0,789264,21924,1020600,0,497664,13824,0,0,6123600,293794,795485,21928,0,0
756,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,960018,970775,40323,40344,20097,20179,20209,20209,481699,481692,483860,483569,22260,22232,22299,22228,1202310,1201527,1199961,1203228,719389,718390,719341,722443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1202413,1201570,1199961,1203228,22260,22236,22299,22229,39468730,0,0,30862944,0,0,0,0,571536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18225,571536,39475350,41413051,2114800,1237946976,17222625,984150,0,0,984150,18225,38884843,1923771700,729,1237375440,0,0,0,0,0,0,2648646,49049,3444525,0,1664496,30824,0,0,20667150,984668,2709915,49072,0,0
1008,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2420951,2421330,72276,72287,36187,36098,36154,36097,1211692,1210581,1210483,1211185,39688,39704,39697,39671,2856636,2857392,2858724,2857968,1646075,1646843,1648175,1647346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856736,2857448,2858787,2857973,39689,39706,39698,39672,93313808,0,0,73156608,0,0,0,0,1016064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32400,1016064,93214800,98000904,4925500,2923216128,40824000,2332800,0,0,2332800,32400,91992083,4583943744,1296,2922200064,0,0,0,0,0,0,6295968,87444,8164800,0,3963168,55044,0,0,48988800,2334075,6474376,87448,0,0
1260,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4631111,4622600,112899,113144,56593,56437,56482,56608,2311679,2318472,2312833,2319904,61948,61918,61827,61897,5570280,5569785,5571585,5571450,3259136,3250086,3254824,3259835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5570325,5570088,5571608,5571758,61949,61918,61828,61897,180146232,0,0,142884000,0,0,0,0,1587600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50625,1587600,181642500,191061902,9518200,5696308800,79734375,4556250,0,0,4556250,50625,179490420,8949700750,2025,5694721200,0,0,0,0,0,0,12247200,136080,15946875,0,7690950,85455,0,0,95681250,4557718,12500487,136108,0,0
1512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8121467,8119466,161614,161757,81174,80669,81045,80435,4029277,4070266,4022238,4067945,89313,89314,89335,89560,9644508,9640836,9648504,9644832,5592645,5579940,5609451,5605190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9644551,9641875,9650460,9644832,89313,89314,89335,89584,311490032,0,0,246903552,0,0,0,0,2286144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72900,2286144,313397100,329919986,16330300,9828133056,137781000,7873200,0,0,7873200,72900,310160916,15477310098,2916,9825846912,0,0,0,0,0,0,21228480,196560,27556200,0,13355280,123660,0,0,165337200,7875421,21709002,196714,0,0
1764,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,12918760,12914565,221487,221773,110770,110868,110874,110862,6457825,6456706,6457130,6455459,121331,121386,121451,121373,15300936,15289218,15292620,15295392,8839442,8832299,8830360,8836403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,15300981,15289261,15292680,15295397,121331,121390,121452,121374,493098690,0,0,392073696,0,0,0,0,3111696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99225,3111696,497117250,523610530,25799200,15589596960,218791125,12502350,0,0,12502350,99225,492310932,24570939782,3969,15586485264,0,0,0,0,0,0,33672996,267246,43758225,0,21170646,168021,0,0,262549350,12505850,34477283,267298,0,0
2016,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,19282118,19347168,291840,291640,145824,145874,145865,145799,9634940,9644498,9648295,9618493,158730,158810,158777,158723,22857336,22856040,22865904,22866480,13189110,13192888,13203903,13248146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22858204,22858596,22867568,22866496,158730,158814,158781,158723,737204118,0,0,585252864,0,0,0,0,4064256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129600,4064256,741441600,781815960,38362300,23251608576,326592000,18662400,0,0,18662400,129600,736029525,36751582188,5184,23247544320,0,0,0,0,0,0,50295168,349272,65318400,0,31632768,219672,0,0,391910400,18676335,52124136,349362,0,0
2268,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,27446218,27453446,366508,366422,183311,183253,183398,183093,13751508,13722007,13723451,13726161,200772,200700,200731,200669,32519556,32517045,32510160,32518503,18791346,18706929,18787119,18792324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32520368,32519101,32511043,32520019,200776,200701,200732,200670,1047953368,0,0,833299488,0,0,0,0,5143824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164025,5143824,1055008800,1112361334,54457000,33085075968,465010875,26572050,0,0,26572050,164025,1046968668,52275161764,6561,33079932144,0,0,0,0,0,0,71506638,441399,93002175,0,44934588,277374,0,0,558013050,26587974,73763511,441563,0,0
2520,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,37586444,37657163,450786,451607,226136,226219,225943,225721,19074133,19073074,18975878,18944423,248022,248045,248130,248053,44640090,44656290,44665650,44642970,25628551,25835135,25831817,25840675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,44641794,44658755,44666738,44644450,248023,248045,248130,248054,1436611090,0,0,1143072000,0,0,0,0,6350400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202500,6350400,1446457500,1524942667,74520700,45360907200,637875000,36450000,0,0,36450000,202500,1435242034,71679203084,8100,45354556800,0,0,0,0,0,0,98317800,546210,127575000,0,61867800,343710,0,0,765450000,36457986,100709577,546572,0,0
2772,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,50128083,50070429,548194,547676,274153,273796,273479,274058,25261024,25028678,25021856,25225644,299812,299999,299897,299875,59393070,59378418,59369805,59376141,34304635,34360889,34326403,34359006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,59396055,59382618,59371512,59378949,299812,300000,299899,299879,1912146614,0,0,1521428832,0,0,0,0,7683984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245025,7683984,1924426350,2029065133,98990800,60350010336,849011625,48514950,0,0,48514950,245025,1909436490,95405444014,9801,60342326352,0,0,0,0,0,0,130697028,660086,169802325,0,82182078,415061,0,0,1018813950,48527082,133786664,660502,0,0
3024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,69123388,69377789,654352,655268,327412,327523,327457,327441,34695455,34636219,34583163,34535414,357205,357153,357214,357268,77164704,77176800,77152932,77135004,42639700,42636534,42596088,42520850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,77167752,77179255,77154796,77137376,357210,357158,357214,357270,2481832906,0,0,1975228416,0,0,0,0,9144576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291600,9144576,2497554000,2634137559,128304700,78323293440,1102248000,62985600,0,0,62985600,291600,2479414218,123893444842,11664,78314148864,0,0,0,0,0,0,169827840,786240,220449600,0,106842240,494640,0,0,1322697600,63016596,174949985,786814,0,0
3276,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,84163499,84243581,766942,766557,383162,383230,383491,383196,41965062,41988431,42297873,42310629,418772,419004,418819,419079,98022015,98034417,98007858,98043426,55823713,56288816,55530654,55240927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98024862,98037826,98011407,98046146,418774,419005,418821,419079,3153173408,0,0,2511329184,0,0,0,0,10732176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342225,10732176,3174479100,3347878141,162899800,99551664576,1401411375,80080650,0,0,80080650,342225,3151494788,157483579892,13689,99540932400,0,0,0,0,0,0,215601750,921375,280282275,0,135521100,579150,0,0,1681693650,80109210,221053829,922293,0,0
3528,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,110172673,110261220,890156,890243,445021,445187,445383,445311,55484520,55407975,55661455,54222849,486091,486292,486218,486209,122497578,122564106,122506398,122524038,66373841,67187028,66467692,66718706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,122501826,122567694,122511834,122529443,486095,486293,486218,486209,3937856776,0,0,3136589568,0,0,0,0,12446784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396900,12446784,3963840300,4180638131,203213500,124306031808,1750329000,100018800,0,0,100018800,396900,3935693762,196667554156,15876,124293585024,0,0,0,0,0,0,269606232,1069866,350065800,0,169587432,672966,0,0,2100394800,100051416,277152325,1070052,0,0
3780,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,129926014,128694873,1020256,1019509,510225,510003,510869,510155,64581503,63554311,64638961,64110595,557786,557771,557788,557800,150587910,150640290,150588045,150592905,87305835,86616996,86888163,87033536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,150592583,150643915,150593164,150600533,557786,557776,557788,557800,4841170432,0,0,3857868000,0,0,0,0,14288400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455625,14288400,4874276250,5141719342,249683200,152857303200,2152828125,123018750,0,0,123018750,455625,4839480974,241872777640,18225,152843014800,0,0,0,0,0,0,331439850,1227555,430565625,0,208421100,771930,0,0,2583393750,123049815,339289180,1228592,0,0
