256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,85.240969,0.172932,0.962069,50.188173,98.023774,85.240969,0.172932,2.757516,0.000000,2.679785,0.000000,0.000000,0.000000,41.593095,707.393738,784.190196,207.026212,0.000000,0.000000,24.242424,12.500000,99.999931,0.000000,207.026212,0.000000,0.000000,100.000000,0.000000,0.649956,2973.000000,15.659917,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504,65536,0,9,0,3476,59118,17302342,66229,0.000000,0.000000,0.000000,0.000000,207.036239,792.482490,0.000000,107.692000,99.899092,296249,270336,17395990,1050624,33554432,0,0,16777216,0,0,0,0,0,0.650321,1.584037,1.893434,0.000000,0.000000,0.043847,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",6088704,22878400,22049097,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,17301504,65536,0,784.190196,0,0,0.000000,28.889677,0.017561,0.211605,0.000000,18.955621,47.965502,29.428158,0.000000
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,94.698798,0.172446,0.987518,55.730983,54.424788,94.698798,0.172446,2.759375,0.000000,2.687680,0.000000,0.000000,0.000000,72.728046,409.152563,435.398306,229.890306,0.000000,0.000000,24.242424,12.500000,99.968760,0.000000,229.890306,0.000000,0.000309,100.000000,0.000000,0.648289,5917.000000,15.635467,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,138412032,262144,0,11,0,43788,246342,138412117,262508,0.000000,0.000000,0.000000,0.000000,229.890447,436.002878,0.000000,18.270000,99.949299,2240926,2129920,138903851,8396800,268435456,0,0,134217728,0,0,0,0,0,0.648936,1.530041,1.852167,0.000000,0.000000,0.039722,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",48472064,182224679,175796100,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,138412032,262572,0,436.109176,0,0,0.000000,29.079635,0.002125,0.235513,0.000000,18.463862,48.383511,30.511481,0.000000
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,97.493901,0.172083,0.996445,57.477228,37.420070,97.493901,0.172083,2.764735,0.000000,2.690328,0.000000,0.000000,0.000000,822.622348,282.435046,299.360563,237.093566,0.000000,0.000000,24.242424,12.500000,99.654823,0.000000,237.093566,0.000000,0.000072,100.000000,0.000000,0.647845,8861.000000,15.630317,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,467140608,589824,0,8,0,1620796,556476,467142150,590554,0.000000,0.000000,0.000000,0.000000,237.094349,299.731069,0.000000,4.060000,99.966144,7262460,7151616,469210024,28329984,905969664,0,0,452984832,0,0,0,0,0,0.649789,1.509848,1.840530,0.000000,0.000000,0.038542,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",163325952,614879005,593397888,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,467140608,590160,0,299.531097,0,0,0.000000,29.247217,0.000621,0.242349,0.000000,18.302115,48.411337,30.826893,0.000000
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,98.687145,0.171934,0.997043,57.570451,28.110571,98.687145,0.171934,2.766313,0.000000,2.691656,0.000000,0.000000,0.000000,952.686769,214.145155,224.884572,237.478108,0.000000,0.000000,24.242424,12.500000,99.599237,0.000000,237.478108,0.000000,0.000005,100.000000,0.000000,0.647556,11805.000000,15.624781,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,1107296256,1048576,0,8,0,4442121,998501,1107310138,1049145,0.000000,0.000000,0.000000,0.000000,237.481086,225.006603,0.000000,1.715000,99.974587,17127492,16908288,1112073263,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.648477,1.506783,1.841745,0.000000,0.000000,0.038146,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",386826240,1456908860,1406142111,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,1107296256,1048628,0,224.895724,0,0,0.000000,29.244618,0.000265,0.245304,0.000000,18.287160,48.432806,30.872512,0.000000
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,98.872680,0.171893,0.995889,51.024594,19.931481,98.872680,0.171893,2.766409,0.000000,2.692454,0.000000,0.000000,0.000000,841.855189,153.870943,159.451855,210.476449,0.000000,0.000000,24.242424,12.500000,99.601985,0.000000,210.476449,0.000000,0.000010,100.000000,0.000000,0.647420,14749.000000,15.621298,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,2162688000,1638400,0,5,0,8650232,1581055,2162709114,1638402,0.000000,0.000000,0.000000,0.000000,210.478504,159.452050,0.000000,486.000000,99.979660,33439757,32972800,2171277414,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.648636,1.507505,1.834967,0.000000,0.000000,0.038142,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",755148800,2844199503,2745056984,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,2162688000,1638624,0,159.473655,0,0,0.000000,29.235936,0.000146,0.245828,0.000000,18.297034,48.437635,30.857386,0.000000
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.332371,0.171910,0.996896,50.744928,16.518531,99.332371,0.171910,2.766956,0.000000,2.692986,0.000000,0.000000,0.000000,840.732191,127.939527,132.148248,209.322826,0.000000,0.000000,24.242424,12.500000,99.599809,0.000000,209.322826,0.000000,0.000007,100.000000,0.000000,0.647577,17693.000000,15.625538,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,3737124864,2359296,0,5,0,15009931,2284156,3737165246,2359304,0.000000,0.000000,0.000000,0.000000,209.325088,132.148696,0.000000,280.000000,99.983044,57774120,56918016,3751456896,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.648722,1.507333,1.834833,0.000000,0.000000,0.037996,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",1304469504,4913879675,4742726373,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,3737124864,2359568,0,132.163484,0,0,0.000000,29.245460,0.000077,0.247076,0.000000,18.295785,48.429795,30.860737,0.000000
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.753285,0.171862,0.997402,50.660336,14.135138,99.753285,0.171862,2.766890,0.000000,2.693366,0.000000,0.000000,0.000000,843.616028,109.187893,113.081106,208.973885,0.000000,0.000000,24.242424,12.500000,99.598192,0.000000,208.973885,0.000000,0.000008,100.000000,0.000000,0.647259,20637.000000,15.618448,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,5934415872,3211264,0,1,0,23956909,3100705,5934473625,3211271,0.000000,0.000000,0.000000,0.000000,208.975919,113.081353,0.000000,35.000000,99.985463,91318983,90316800,5956546206,359761920,11509170176,0,0,5754585088,0,0,0,0,0,0.648296,1.505098,1.831639,0.000000,0.000000,0.037846,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",2070964224,7801094248,7529653680,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,5934415872,3211740,0,113.097868,0,0,0.000000,29.241677,0.000047,0.248063,0.000000,18.276923,48.458473,30.904853,0.000000
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.604607,0.171820,0.997624,50.821731,12.407649,99.604607,0.171820,2.767037,0.000000,2.693652,0.000000,0.000000,0.000000,845.028258,96.237093,99.261192,209.639639,0.000000,0.000000,24.242424,12.500000,99.598496,0.000000,209.639639,0.000000,0.000000,100.000000,0.000000,0.647252,23581.000000,15.618557,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,8858370048,4194304,0,10,0,35706859,4066520,8858457307,4194307,0.000000,0.000000,0.000000,0.000000,209.641704,99.261263,0.000000,236.000000,99.987278,136174487,134742016,8888521616,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",3090808832,11643189884,11238265479,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,8858370048,4194304,0,99.261192,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.247725,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.709954,0.171822,0.997498,50.956711,11.058313,99.709954,0.171822,2.767438,0.000000,2.693874,0.000000,0.000000,0.000000,870.595774,85.779076,88.466511,210.196431,0.000000,0.000000,24.242424,12.500000,99.588790,0.000000,210.196431,0.000000,0.000001,100.000000,0.000000,0.647326,26525.000000,15.620342,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,12612796416,5308416,0,16,0,52239932,5147157,12612919920,5308477,0.000000,0.000000,0.000000,0.000000,210.198489,88.467527,0.000000,266.000000,99.988690,193940183,191766528,12655441600,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",4400179200,16577403576,16000889895,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,12612796416,5308552,0,88.468777,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.248023,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.819808,0.171820,"<OVERFLOW>",51.515633,10.061647,99.819808,0.171820,2.768278,0.000000,2.694051,0.000000,0.000000,0.000000,874.730989,78.421302,80.493176,212.501986,0.000000,0.000000,24.242424,12.500000,99.591471,0.000000,212.501986,0.000000,0.000001,100.000000,0.000000,0.647290,29469.000000,15.619530,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504000,6553600,0,10,0,71218919,6384912,17301692919,6553606,0.000000,0.000000,0.000000,0.000000,212.504306,80.493250,0.000000,122.000000,99.989820,265890810,262963200,17357205730,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",6035251200,22742504961,21951642660,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,17301504000,6553716,0,80.494601,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.248254,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
2816,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.843275,0.171765,"<OVERFLOW>",52.229071,9.273627,99.843275,0.171765,2.767669,0.000000,2.694197,0.000000,0.000000,0.000000,895.190419,72.137231,74.189020,215.444916,0.000000,0.000000,24.242424,12.500000,99.582312,0.000000,215.444916,0.000000,0.000000,100.000000,0.000000,0.647168,32413.000000,15.616857,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,23028301824,7929856,0,4,0,95684389,7710546,23028560071,7930007,0.000000,0.000000,0.000000,0.000000,215.447332,74.190433,0.000000,37.000000,99.990744,353376648,349904896,23104634113,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (1)","Low (1)","Idle (0)",8032200704,30262670973,29210804647,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,167557857280,0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,23028301824,7929856,0,74.189020,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.248328,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
