256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15,4,4097,4097,2048,2048,2048,2048,1488,31,0,4,2048,2048,2048,2048,655360,655360,655360,655360,655356,655356,655360,655352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,655636,655405,655360,655400,2049,2048,2054,2048,3921657,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,5562715,833691,194838528,0,0,0,0,1048576,2048,3175611,190757568,64,194641920,0,0,0,0,0,0,1048576,2048,0,0,0,0,0,0,0,0,1052050,2048,0,0
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,34987,35052,16384,16384,8192,8192,8192,8621,17513,18596,17469,17584,8192,8192,8192,8192,5242880,5242880,5242880,5242880,5225364,5225320,5225392,5225456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5242923,5242923,5242883,5242885,8196,8193,8193,8192,25917555,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,44250377,6465647,1551106048,0,0,0,0,8388608,8192,24597365,1551246616,256,1550319616,0,0,0,0,0,0,8388608,8192,0,0,0,0,0,0,0,0,8407913,8192,0,0
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,770331,771024,36864,36864,18717,18432,18432,18433,386264,384367,383056,385520,18432,18432,18432,18432,17694720,17694720,17694720,17694720,17308024,17312092,17311940,17307560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,17694760,17694763,17694725,17694725,18433,18432,18436,18432,86012664,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,148980447,21668460,5226430464,0,0,0,0,28311552,18432,83438486,5308774928,576,5224660992,0,0,0,0,0,0,28311552,18432,0,0,0,0,0,0,0,0,28500263,18432,0,0
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2197720,2196168,65537,65536,32768,32768,32768,32768,1096524,1098547,1097221,1096728,32768,32768,32768,32768,41943040,41943040,41943040,41943040,40846032,40846404,40846072,40846056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,41943083,41943085,41943045,41943040,32768,32769,32769,32768,200549640,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,352991504,51098907,12378439680,0,0,0,0,67108864,32768,197973975,12628265254,1024,12375293952,0,0,0,0,0,0,67108864,32768,0,0,0,0,0,0,0,0,68180931,32768,0,0
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4250375,4253697,102904,102401,51200,51200,51201,51201,2131124,2137383,2130268,2118776,51200,51200,51512,51200,81920000,81920000,81920000,81920000,79791164,79789424,79798480,79793144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,81920105,81920040,81921352,81920000,51200,51200,51204,51205,390604902,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,689996125,99720384,24164761600,0,0,0,0,131072000,51200,387204425,24705537148,1600,24159846400,0,0,0,0,0,0,131072000,51200,0,0,0,0,0,0,0,0,133649520,51200,0,0
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7334744,7321385,147457,147457,73729,73728,73728,73916,3661376,3656047,3656861,3651749,73728,73728,73728,73728,141557760,141557760,141557760,141557760,137893872,137896016,137906368,137897384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,141559647,141557883,141557760,141557763,73729,73728,73729,73733,671503641,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1191913431,172225066,41743024128,0,0,0,0,226492416,73728,667987912,42635152776,2304,41735946240,0,0,0,0,0,0,226492416,73728,0,0,0,0,0,0,0,0,230637183,73728,0,0
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,11597800,11665508,200705,200704,100352,100352,100352,100352,5832948,5812092,5843612,5826817,100488,100352,100352,100352,224788480,224788480,224788480,224788480,218944044,218948648,218966364,218956108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,224791043,224788808,224788480,224790016,100352,100352,100352,100353,1066327869,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,1893966994,273231576,66270855168,0,0,0,0,359661568,100352,1062639856,67845784464,3136,66261221376,0,0,0,0,0,0,359661568,100352,0,0,0,0,0,0,0,0,368264223,100352,0,0
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,17273520,17274165,262145,262145,131072,131072,131072,131073,8630560,8595875,8634056,8643396,131072,131072,131072,131072,335544320,335544320,335544320,335544320,326894780,326900652,326898960,326887312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,335545508,335546576,335546369,335546096,131073,131073,131209,131072,1591876746,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,2830444930,407730738,98905882624,0,0,0,0,536870912,131072,1586915151,101342499366,4096,98893299712,0,0,0,0,0,0,536870912,131072,0,0,0,0,0,0,0,0,550293667,131072,0,0
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,24871456,24912076,331777,331776,165888,165888,165888,165888,12441413,12407023,12368544,12482565,165888,165888,165888,165888,477757440,477757440,477757440,477757440,465267112,465297984,465229088,465370832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,477760069,477760407,477759320,477760000,165893,165888,165889,165888,2263735926,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,4029246079,580358361,140805734400,0,0,0,0,764411904,165888,2257525770,144195088054,5184,140789809152,0,0,0,0,0,0,764411904,165888,0,0,0,0,0,0,0,0,785318543,165888,0,0
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,33824279,34195272,409600,409600,204800,204801,204800,204849,16967261,17045399,17139317,16969908,204800,204800,204800,204800,655360000,655360000,655360000,655360000,638412360,638364108,638445840,638342756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,655363545,655365056,655362733,655364896,204802,204800,204800,204800,3109471134,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,5532099054,796087210,193128038400,0,0,0,0,1048576000,204800,3104891743,198083471812,6400,193108377600,0,0,0,0,0,0,1048576000,204800,0,0,0,0,0,0,0,0,1083776400,204800,0,0
