256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,19,4,29672,29795,14886,14779,14955,14829,12,11,0,4,16384,16384,16384,16384,4325376,4325376,4325376,4325376,4325372,4325372,4325376,4325372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,4325416,4325479,4325376,4326159,16384,16385,16388,16385,41146329,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,21220300,829987,194838528,0,0,0,0,1048576,2048,35203460,2166380332,64,194641920,0,0,0,0,0,0,17301504,65536,0,0,16252928,63488,0,0,0,0,17330913,65536,0,0
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21576,22837,123827,122771,61195,61438,61686,61469,10732,10735,10749,11004,65536,65536,65536,65892,34603008,34603008,34603008,34603008,34592248,34592264,34592092,34592244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34603829,34603064,34603008,34604364,65541,65537,65540,65538,296267709,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,169368021,6443185,1551106048,0,0,0,0,8388608,8192,281101574,17776073926,256,1550319616,0,0,0,0,0,0,138412032,262144,0,0,130023424,253952,0,0,0,0,138635584,262144,0,0
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,806395,806933,278674,278165,139242,139374,139968,139281,404372,405607,404152,403112,147456,147456,147456,147456,116785152,116785152,116785152,116785152,116381784,116382572,116382376,116382164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,116785417,116787179,116786472,116786463,147457,147457,147456,147457,971683284,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,571891343,21487149,5226430464,0,0,0,0,28311552,18432,949209337,60506925882,576,5224660992,0,0,0,0,0,0,467140608,589824,0,0,438829056,571392,0,0,0,0,468594306,589824,0,0
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2225836,2225852,498964,500323,249206,249464,249377,249662,1112172,1112323,1112088,1112324,262144,262144,262144,262144,276824064,276824064,276824064,276824064,275713652,275713656,275713112,275712776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,276826705,276827432,276825261,276825917,262148,262144,262146,262144,2274089187,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,1355581018,50772039,12378439680,0,0,0,0,67108864,32768,2249821356,143543564518,1024,12375293952,0,0,0,0,0,0,1107296256,1048576,0,0,1040187392,1015808,0,0,0,0,1111218233,1048577,0,0
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4308559,4309553,790651,788316,394866,394104,393635,394670,2151992,2153151,2159808,2150704,409600,409600,409600,409600,540672000,540672000,540672000,540672000,538519968,538520968,538522024,538513260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,540675892,540676656,540676140,540676591,409600,409600,409600,409600,4431841455,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,2646405884,99137492,24164761600,0,0,0,0,131072000,51200,4393124281,279934611500,1600,24159846400,0,0,0,0,0,0,2162688000,1638400,0,0,2031616000,1587200,0,0,0,0,2169714975,1638400,0,0
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7515351,7511517,1141977,1143341,571108,572059,571729,571433,3757604,3766295,3754200,3765789,589824,589824,589824,589968,934281216,934281216,934281216,934281216,930544316,930526976,930529260,930546660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,934288172,934292116,934289407,934288936,589824,589913,589824,589824,7637422017,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,4572429094,171177710,41743024128,0,0,0,0,226492416,73728,7590188193,484146213910,2304,41735946240,0,0,0,0,0,0,3737124864,2359296,0,0,3510632448,2285568,0,0,0,0,3749371938,2359299,0,0
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,11908876,11914801,1554446,1555458,778041,777967,778475,774635,5973900,5968803,5975340,6005079,802816,802816,802968,802816,1483603968,1483603968,1483603968,1483603968,1477681832,1477621184,1477631708,1477681812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1483617936,1483618160,1483617171,1483615604,802817,802816,802816,802820,12106748871,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,7257118794,271527626,66270855168,0,0,0,0,359661568,100352,12051907433,769222484364,3136,66261221376,0,0,0,0,0,0,5934415872,3211264,0,0,5574754304,3110912,0,0,0,0,5950900713,3211264,0,0
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,17944640,17935537,2032356,2027991,1015909,1016014,1018671,1015880,8989316,8975064,8934320,8983012,1048576,1048576,1048576,1048576,2214592512,2214592512,2214592512,2214592512,2205644640,2205653076,2205693164,2205628164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2214615224,2214612664,2214617357,2214612577,1048581,1048576,1048580,1048581,18076708443,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,10832793003,404938755,98905882624,0,0,0,0,536870912,131072,17990721423,1148478656776,4096,98893299712,0,0,0,0,0,0,8858370048,4194304,0,0,8321499136,4063232,0,0,0,0,8883810247,4194306,0,0
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,26144484,26013541,2574826,2573356,1290313,1286413,1285663,1288240,13021472,13079743,13052415,13095485,1327104,1327104,1327104,1327104,3153199104,3153199104,3153199104,3153199104,3140234222,3140133334,3140245817,3140128403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,3153229636,3153229824,3153231785,3153229056,1327108,1327110,1327104,1327109,25698494355,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,15423230908,576500606,140805734400,0,0,0,0,764411904,165888,25614455217,1635366550110,5184,140789809152,0,0,0,0,0,0,12612796416,5308416,0,0,11848384512,5142528,0,0,0,0,12649194307,5308418,0,0
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,35448928,35427251,3198245,3191467,1598916,1596831,1597783,1600001,17506664,17648064,17734897,17692960,1638400,1638400,1638400,1638400,4325376000,4325376000,4325376000,4325376000,4307648788,4307816100,4307707708,4307618568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4325415056,4325417336,4325410877,4325415220,1638401,1638405,1638401,1638400,35208377466,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,21156270328,790964966,193128038400,0,0,0,0,1048576000,204800,35136318651,"<OVERFLOW>",6400,193108377600,0,0,0,0,0,0,17301504000,6553600,0,0,16252928000,6348800,0,0,0,0,17351980510,6553601,0,0
