256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,81.880903,1.922413,0.939786,534.161644,1.043284,81.880903,1.922413,0.186035,0.000000,0.000000,0.000000,0.000000,0.000000,11.589219,1.072321,1.043284,333.851028,0.000000,0.000000,160.000000,100.000000,99.987335,0.000000,333.851028,0.000000,0.000000,100.000000,0.000000,2.281601,2973.000000,50.475480,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1048576,2048,0,1,0,91,8420,2621569,9093,0.000000,0.000000,0.000000,0.000000,333.867456,1.158030,0.000000,127.354000,99.899092,297080,270336,1057310,1050624,33554432,0,0,16777216,0,0,0,0,0,10.462300,22.525941,20.858553,0.000000,0.000000,1.535130,"Low (1)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",6088704,7221419,6390331,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2621440,8192,0,1.043284,0,0,0.000000,30.124487,0.205217,2.260572,0.000000,0.063949,14.224424,10.131567,0.000000
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,95.472204,1.970340,0.985827,645.174016,630.052749,95.472204,1.970340,0.180922,0.000000,0.000000,0.000000,0.000000,0.000000,1.326153,630.052749,630.052749,403.233760,0.000000,0.000000,160.000000,100.000000,99.670372,0.000000,403.233760,0.000000,0.001771,100.000000,0.000000,2.320310,5917.000000,51.443195,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,8388608,8192,0,4,0,68971,32768,20971935,33179,0.000000,0.000000,0.000000,0.000000,403.241739,637.955328,0.000000,76.910000,99.949299,2258008,2129920,8445050,8396800,268435456,0,0,134217728,0,0,0,0,0,10.509165,22.053065,20.915052,0.000000,0.000000,1.532983,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",48472064,57241729,50763861,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,20971520,33140,0,637.205448,0,0,0.000000,30.505936,0.025286,2.705322,0.000000,0.049374,14.409140,10.619205,0.000000
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,97.400753,1.952429,0.991778,648.904401,422.463802,97.400753,1.952429,0.178150,0.000000,0.000000,0.000000,0.000000,0.000000,8.895376,422.475262,422.463802,405.565251,0.000000,0.000000,160.000000,100.000000,97.808488,0.000000,405.565251,0.000000,0.000559,100.000000,0.000000,2.297171,8861.000000,50.964432,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,28311552,18432,0,6,0,1552413,73730,70778968,73729,0.000000,0.000000,0.000000,0.000000,405.565755,422.469532,0.000000,34.380000,99.966144,7448644,7151616,28749303,28329984,905969664,0,0,452984832,0,0,0,0,0,9.195275,21.631556,28.092486,0.000000,0.000000,1.497981,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",163325952,192422503,170761384,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,70778880,74124,0,424.732895,0,0,0.000000,26.541886,0.007516,2.743357,0.000000,0.209653,12.823646,9.723881,0.000000
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,98.599194,1.948970,0.995236,662.167077,323.323767,98.599194,1.948970,0.177577,0.000000,0.000000,0.000000,0.000000,0.000000,10.839161,323.323767,323.323767,413.854423,0.000000,0.000000,160.000000,100.000000,97.385020,0.000000,413.854423,0.000000,0.000000,100.000000,0.000000,2.295063,11805.000000,50.937697,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,67108864,32768,0,6,0,4394080,131072,167772696,131079,0.000000,0.000000,0.000000,0.000000,413.855745,323.341035,0.000000,14.800000,99.974587,17442941,16908288,68489843,67141632,2147483648,0,0,1073741824,0,0,0,0,0,9.020644,21.467195,29.742881,0.000000,0.000000,1.489476,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",386826240,455517734,404398906,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,167772160,131072,0,323.323767,0,0,0.000000,25.565368,0.003057,2.778186,0.000000,0.295607,12.415773,9.525306,0.000000
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.392435,1.954324,0.996770,666.153217,260.216100,99.392435,1.954324,0.178282,0.000000,0.000000,0.000000,0.000000,0.000000,10.806766,260.217371,260.216100,416.345761,0.000000,0.000000,160.000000,100.000000,97.403574,0.000000,416.345761,0.000000,0.000000,100.000000,0.000000,2.295104,14749.000000,50.947751,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,131072000,51200,0,14,0,8505337,204801,327680951,204803,0.000000,0.000000,0.000000,0.000000,416.346969,260.219912,0.000000,17.788000,99.979660,34021042,32972800,134258611,131123200,4194304000,0,0,2097152000,0,0,0,0,0,8.966773,21.417936,30.794504,0.000000,0.000000,1.496626,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",755148800,889778040,790067671,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,327680000,204800,0,260.216100,0,0,0.000000,24.822036,0.001601,2.800288,0.000000,0.348870,12.151655,9.381589,0.000000
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.403210,1.948353,0.996688,657.070348,213.890087,99.403210,1.948353,0.178408,0.000000,0.000000,0.000000,0.000000,0.000000,10.616993,214.383269,213.890087,410.668968,0.000000,0.000000,160.000000,100.000000,97.406770,0.000000,410.668968,0.000000,0.000070,100.000000,0.000000,2.296580,17693.000000,50.982811,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,226492416,73728,0,9,0,14638727,295592,566234605,295105,0.000000,0.000000,0.000000,0.000000,410.671553,214.030063,0.000000,6.527000,99.983044,58719936,56918016,231992017,226566144,7247757312,0,0,3623878656,0,0,0,0,0,8.974443,21.430025,30.649109,0.000000,0.000000,1.499127,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",1304469504,1537196741,1364996859,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,566231040,295308,0,214.177293,0,0,0.000000,24.917367,0.000908,2.803012,0.000000,0.344257,12.184763,9.403275,0.000000
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.648468,1.949608,0.997681,580.605614,161.999334,99.648468,1.949608,0.177997,0.000000,0.000000,0.000000,0.000000,0.000000,9.424494,161.999334,161.999334,362.878509,0.000000,0.000000,160.000000,100.000000,97.401366,0.000000,362.878509,0.000000,0.000010,100.000000,0.000000,2.308246,20637.000000,51.239434,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,359661568,100352,0,10,0,23352363,401408,899157250,401525,0.000000,0.000000,0.000000,0.000000,362.879853,162.046552,0.000000,4.035000,99.985463,93092119,90316800,368982172,359761920,11509170176,0,0,5754585088,0,0,0,0,0,8.986168,21.526646,29.688442,0.000000,0.000000,1.511563,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",2070964224,2439590494,2166203309,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,899153920,401500,0,162.036463,0,0,0.000000,25.472334,0.000557,2.825846,0.000000,0.292209,12.522082,9.621595,0.000000
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.707439,1.960933,0.997964,576.080224,140.644585,99.707439,1.960933,0.179346,0.000000,0.000000,0.000000,0.000000,0.000000,9.235799,140.645122,140.644585,360.050140,0.000000,0.000000,160.000000,100.000000,97.406631,0.000000,360.050140,0.000000,0.000010,100.000000,0.000000,2.312205,23581.000000,51.334650,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,536870912,131072,0,7,0,34428761,524290,1342183941,524498,0.000000,0.000000,0.000000,0.000000,360.051927,140.700920,0.000000,1.877000,99.987278,139152315,134742016,547350949,537001984,17179869184,0,0,8589934592,0,0,0,0,0,9.209667,21.606174,28.558516,0.000000,0.000000,1.524546,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",3090808832,3645131945,3237110773,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1342177280,524424,0,140.681068,0,0,0.000000,26.104274,0.000372,2.829627,0.000000,0.277036,12.719417,9.736886,0.000000
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.715008,1.960728,0.997967,569.038931,123.489351,99.715008,1.960728,0.179254,0.000000,0.000000,0.000000,0.000000,0.000000,9.292240,123.580355,123.489351,355.649332,0.000000,0.000000,160.000000,100.000000,97.381802,0.000000,355.649332,0.000000,0.000000,100.000000,0.000000,2.311985,26525.000000,51.331458,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,764411904,165888,0,7,0,49930496,664041,1911037923,663862,0.000000,0.000000,0.000000,0.000000,355.650851,123.547043,0.000000,1.302000,99.988690,197964468,191766528,780686785,764577792,24461180928,0,0,12230590464,0,0,0,0,0,9.160003,21.591327,29.443550,0.000000,0.000000,1.529472,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",4400179200,5188927907,4608252165,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1911029760,663552,0,123.489351,0,0,0.000000,25.513836,0.000262,2.830180,0.000000,0.304044,12.457506,9.581701,0.000000
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.837753,1.954456,0.996266,573.022694,111.918494,99.837753,1.954456,0.180270,0.000000,0.000000,0.000000,0.000000,0.000000,9.300249,111.918494,111.918494,358.139184,0.000000,0.000000,160.000000,100.000000,97.402774,0.000000,358.139184,0.000000,0.000005,100.000000,0.000000,2.306740,29469.000000,51.217670,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1048576000,204800,0,7,0,68074219,819200,2621455764,819304,0.000000,0.000000,0.000000,0.000000,358.141337,111.932703,0.000000,956.000000,99.989820,271358109,262963200,1084820018,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,8.996751,21.393087,31.793515,0.000000,0.000000,1.522113,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",6035251200,7123227125,6326417792,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2621440000,819328,0,111.935982,0,0,0.000000,23.854284,0.000193,2.825110,0.000000,0.491342,11.948714,9.314704,0.000000
