256,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15,3465,16730,16822,8766,8428,8836,8554,24,7,0,20,16384,16384,16384,16384,262144,262144,262144,262144,262140,262120,262144,262136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,262187,262187,262236,262144,16386,16385,17353,16385,6698862,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1511424,4882116,103581,48365568,655360,32768,0,0,32768,2048,5628404,346761832,64,48234496,0,0,0,0,0,0,1048576,65536,1966080,491520,1015808,63488,0,0,2621440,524288,1062655,67356,0,0
512,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21599,21529,73560,73243,37166,35918,37006,37130,10960,10835,10788,10897,65536,65536,65536,65548,2097152,2097152,2097152,2097152,2086272,2086156,2086204,2086236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2097197,2097787,2097155,2097155,65538,65541,65536,65536,46604106,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,11812864,38659787,738454,378011648,5242880,262144,0,0,262144,8192,44514218,2801934986,256,377487360,0,0,0,0,0,0,8388608,262144,15728640,3932160,8126464,253952,0,0,20971520,4194304,8509051,262421,0,0
768,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,800692,804768,135164,133464,68880,66231,68150,69301,402016,400736,403393,401680,147456,147456,147456,147456,7077888,7077888,7077888,7077888,6672328,6676192,6673792,6669896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7077933,7077933,7077893,7077903,147462,147461,147461,147456,155299962,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,39555072,131781240,2397330,1265762304,17694720,884736,0,0,884736,18432,151358311,9642603000,576,1264582656,0,0,0,0,0,0,28311552,589824,53084160,13271040,27426816,571392,0,0,70778880,14155823,30452913,590076,0,0
1024,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2190091,2182076,264541,262502,131868,130664,131455,131467,1096476,1092612,1095440,1091804,262144,262144,262144,262144,16777216,16777216,16777216,16777216,15683456,15684520,15682248,15681104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,16777528,16778359,16777219,16778459,262148,262144,262144,262144,363131211,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,93388800,312578837,5571750,2988441600,41943040,2097152,0,0,2097152,32768,358932523,22898414578,1024,2986344448,0,0,0,0,0,0,67108864,1048576,125829120,31457280,65011712,1015808,0,0,167772160,33554446,72897549,1048709,0,0
1280,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4232371,4236441,366964,365199,182684,181611,182482,183181,2117800,2117699,2116348,2120000,409600,409600,409600,409600,32768000,32768000,32768000,32768000,30655040,30652404,30653924,30652528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32769680,32768188,32769120,32768003,409605,409600,409600,409601,705705243,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,181964800,609844315,10753179,5822873600,81920000,4096000,0,0,4096000,51200,700541573,44698046102,1600,5819596800,0,0,0,0,0,0,131072000,1638400,245760000,61440000,126976000,1587200,0,0,327680000,65536044,142306631,1638653,0,0
1536,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7337591,7326688,535301,535455,269021,267662,267752,262535,3673668,3668671,3664137,3666076,589824,589824,589824,589824,56623104,56623104,56623104,56623104,52961952,52959312,52959556,52964816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56624276,56624656,56625236,56623743,589824,589824,589825,589825,1216240248,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,313933824,1051811508,18433179,10045882368,141557760,7077888,0,0,7077888,73728,1210149763,77342324670,2304,10041163776,0,0,0,0,0,0,226492416,2359296,424673280,106168320,219414528,2285568,0,0,566231040,113246259,244579452,2360113,0,0
1792,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,11577115,11568748,735154,733142,368035,367161,369693,367076,5810013,5792560,5793473,5788728,802816,802816,802816,802816,89915392,89915392,89915392,89915392,84123372,84123596,84127948,84119260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,89919215,89916700,89918660,89916732,802820,802820,802816,802816,1927256316,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,497946624,1670513609,29103249,15934291968,224788480,11239424,0,0,11239424,100352,1919160927,122681572624,3136,15927869440,0,0,0,0,0,0,359661568,3211264,674365440,168591360,348422144,3110912,0,0,899153920,179830804,389437933,3211556,0,0
2048,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,17287143,17358616,1119932,1109411,560921,555264,558480,556087,8666352,8644115,8623872,8630616,1048576,1048576,1048576,1048576,134217728,134217728,134217728,134217728,125557560,125594612,125581760,125573412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,134219416,134220427,134221004,134220384,1048576,1048578,1048576,1048581,2874188154,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,742653952,2494016379,43254946,23764926464,335544320,16777216,0,0,16777216,131072,2865801238,183165507006,4096,23756537856,0,0,0,0,0,0,536870912,4194304,1006632960,251658240,520093696,4063232,0,0,1342177280,268435707,582606127,4194583,0,0
2304,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,25644828,25670608,1191445,1184443,589806,596160,594266,598293,12840464,12819415,12845664,12811284,1327104,1327104,1327104,1327104,191102976,191102976,191102976,191102976,178264732,178273068,178279644,178271448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,191107096,191108397,191105975,191108660,1327104,1327104,1327108,1327104,4088784357,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1056706560,3549821098,61379741,33814609920,477757440,23887872,0,0,23887872,165888,4079475586,260881720978,5184,33803993088,0,0,0,0,0,0,764411904,5308416,1433272320,358318080,740524032,5142528,0,0,1911029760,382206123,829244831,5309419,0,0
2560,"GeForce GTX TITAN Black (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,34868163,34889804,1449460,1454855,723408,724066,726931,722369,17385172,17401943,17439748,17394084,1638400,1638400,1638400,1638400,262144000,262144000,262144000,262144000,244792724,244749988,244785980,244734780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,262149397,262147939,262152416,262150688,1638404,1638404,1638400,1638400,5610060291,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1448755200,4875105027,83969180,46360166400,655360000,32768000,0,0,32768000,204800,5602489357,358266369770,6400,46347059200,0,0,0,0,0,0,1048576000,6553600,1966080000,491520000,1015808000,6348800,0,0,2621440000,524288278,1144217830,6556280,0,0
