256,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",48.028477,0.754803,1.155460,1.545238,33.000000,100.000000,100.000000,96.969697,0.046446,37.520069,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,32768,8192,20,151,50.000000,0.000000,119.911898,59.955949,119.911898,59.955949,149.889873,1.105145,119.911898,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,16384,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,65536,65536,0,0,0,67584,70723,"Low (1)","Low (1)",0.000000,"Idle (0)",65536,0,1376256,0,65536,196608,393216,0,68675,4096,4096,32768,14336,0,0.000000,12.543141,14.144365,37.585483,0.000000,0.000000,17.935341,11.225910,0.604677,2.480294,3.480790,0,5,16551,8198,0,0.000000,50.000000,100.000000,100.000000,119.911898,59.955949,16384,8192,121.134145,59.999862,0.000000,37.472467,"Low (3)",0.000000,0,"Low (1)",0.000000,3.011543,0.243476,0.000000
512,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",79.621997,0.782836,1.151920,1.125223,33.000000,100.000000,100.000000,96.969697,0.013491,27.289436,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,1,1,0,0,131072,32768,40216,28422,50.000000,0.000000,131.426216,65.713108,131.426216,65.713108,80.649364,56.997618,131.426216,0.000000,0.000000,8.214138,8.214138,100.000000,100.000000,65536,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,262144,262144,0,0,0,270336,273983,"High (7)","Low (2)",0.000000,"Low (1)",262144,0,5505024,0,262144,786432,1572864,0,265791,16384,16384,131072,57344,0,0.000000,2.666726,8.719466,73.775305,0.000000,0.000000,7.151425,3.330403,0.312313,1.632261,2.412102,0,5,65607,32774,0,0.000000,50.000000,39.843750,0.000000,131.426216,65.713108,65536,32768,131.568600,65.725141,0.000000,10.267673,"Low (3)",0.000000,0,"Low (1)",0.000000,2.212632,0.311963,0.000000
768,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",92.211364,0.807601,0.783094,0.769352,33.000000,100.000000,100.000000,96.969697,0.006025,18.654371,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,294912,73728,147493,69545,50.000000,0.000000,104.254395,52.127197,104.254395,52.127197,104.280555,49.169731,104.254395,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,147456,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,589824,589824,0,0,0,608256,611838,"High (8)","Low (1)",0.000000,"Idle (0)",589824,0,12386304,0,589824,1769472,3538944,0,593406,36864,36864,294912,129024,0,0.000000,2.276670,5.672362,84.848220,0.000000,0.000000,3.466496,0.990353,0.197109,1.075286,1.473504,0,5,173619,73734,0,0.000000,50.000000,0.000000,0.000000,104.254395,52.127197,147456,73728,122.752169,52.131440,0.000000,3.619944,"Low (3)",0.000000,0,"Low (1)",0.000000,1.465737,0.270854,0.000000
1024,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",94.999330,0.827219,0.861051,0.765646,33.000000,100.000000,100.000000,96.969697,0.003373,18.563046,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,524288,131072,262176,127277,50.000000,0.000000,105.150879,52.575439,105.150879,52.575439,105.163715,51.053194,105.150879,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,262144,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,1048576,1048576,0,0,0,1081344,1084991,"High (8)","Low (1)",0.000000,"Idle (0)",1048576,0,22020096,0,1048576,3145728,6291456,0,1052223,65536,65536,524288,229376,0,0.000000,1.404503,5.360810,86.855600,0.000000,0.000000,3.205431,0.556672,0.182526,1.028901,1.405556,0,5,262215,131078,0,0.000000,50.000000,0.000000,0.000000,105.150879,52.575439,262144,131072,105.179358,52.577846,0.000000,2.053727,"Low (3)",0.000000,0,"Low (1)",0.000000,1.458917,0.274609,0.000000
1280,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",96.739067,0.793013,0.850453,0.858620,33.000000,100.000000,100.000000,96.969697,0.002150,20.816416,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,819200,204800,409656,201691,50.000000,0.000000,105.860893,52.930446,105.860893,52.930446,105.875366,52.126927,105.860893,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,409600,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,1638400,1638400,0,0,0,1689600,1693233,"High (8)","Low (1)",0.000000,"Idle (0)",1638400,0,34406400,0,1638400,4915200,9830400,0,1642033,102400,102400,819200,358400,0,0.000000,1.584863,6.303894,85.347978,0.000000,0.000000,3.312288,0.378565,0.210073,1.200753,1.661586,0,5,409767,204806,0,0.000000,50.000000,0.000000,0.000000,105.860893,52.930446,409600,204800,105.904054,52.931997,0.000000,1.323260,"Low (3)",0.000000,0,"Low (1)",0.000000,1.651433,0.311761,0.000000
1536,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",97.721586,0.802436,0.856604,0.853463,33.000000,100.000000,100.000000,96.969697,0.001494,20.690988,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,1179648,294912,589832,291585,50.000000,0.000000,106.427663,53.213832,106.427663,53.213832,106.429107,52.613509,106.427663,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,589824,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,2359296,2359296,0,0,0,2433024,2436658,"High (8)","Low (2)",0.000000,"Idle (0)",2359296,0,49545216,0,2359296,7077888,14155776,0,2362930,147456,147456,1179648,516096,0,0.000000,1.757782,6.206907,85.508766,0.000000,0.000000,3.244760,0.275656,0.205708,1.186349,1.614071,0,5,589895,294918,0,0.000000,50.000000,0.000000,0.000000,106.427663,53.213832,589824,294912,106.440474,53.214914,0.000000,946.023438,"Mid (4)",0.000000,0,"Low (1)",0.000000,1.624577,0.316022,0.000000
1792,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",98.356176,0.800247,0.851247,0.854543,33.000000,100.000000,100.000000,96.969697,0.001101,20.716912,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,1605632,401408,802840,397855,50.000000,0.000000,106.745284,53.372642,106.745284,53.372642,106.748475,52.900223,106.745284,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,802816,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,3211264,3211264,0,0,0,3311616,3315253,"High (8)","Low (2)",0.000000,"Idle (0)",3211264,0,67436544,0,3211264,9633792,19267584,0,3214901,200704,200704,1605632,702464,0,0.000000,1.685528,6.240770,85.458200,0.000000,0.000000,3.424257,0.192187,0.205426,1.177982,1.615650,0,5,802887,401414,0,0.000000,50.000000,0.000000,0.000000,106.745284,53.372642,802816,401408,106.754725,53.373440,0.000000,697.111328,"Mid (4)",0.000000,0,"Low (1)",0.000000,1.630761,0.316759,0.000000
2048,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",98.654910,0.811996,0.852156,0.851304,33.000000,100.000000,100.000000,96.969697,0.000837,20.638208,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,2097152,524288,1048600,521601,50.000000,0.000000,106.809855,53.404927,106.809855,53.404927,106.812299,53.131225,106.809855,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,1048576,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,4194304,4194304,0,0,0,4325376,4329033,"High (8)","Low (2)",0.000000,"Idle (0)",4194304,0,88080384,0,4194304,12582912,25165824,0,4197961,262144,262144,2097152,917504,0,0.000000,1.641134,6.088963,86.028254,0.000193,0.000000,3.157214,0.152748,0.201232,1.158959,1.571303,0,5,1048647,524294,0,0.000000,50.000000,0.000000,0.000000,106.809855,53.404927,1048576,524288,106.817087,53.405538,0.000000,534.048828,"Mid (4)",0.000000,0,"Low (1)",0.000000,1.619243,0.318301,0.000000
2304,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",99.044811,0.796608,0.848522,0.851112,33.000000,100.000000,100.000000,96.969697,0.000664,20.633438,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,2654208,663552,1327120,659966,50.000000,0.000000,106.803076,53.401538,106.803076,53.401538,106.804364,53.112943,106.803076,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,1327104,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,5308416,5308416,0,0,0,5474304,5477941,"High (8)","Low (2)",0.000000,"Idle (0)",5308416,0,111476736,0,5308416,15925248,31850496,0,5312053,331776,331776,2654208,1161216,0,0.000000,1.617636,6.219853,85.921294,0.000000,0.000000,3.145229,0.113138,0.205603,1.181704,1.595543,0,5,1327175,663558,0,0.000000,50.000000,0.000000,0.000000,106.803076,53.401538,1327104,663552,106.808790,53.402021,0.000000,421.937500,"Mid (4)",0.000000,0,"Low (1)",0.000000,1.614487,0.318520,0.000000
2560,"GeForce GTX 980 (0)","1","7","matSum(float*, float*, float*, int)",99.167176,0.796968,0.850438,0.850393,33.000000,100.000000,100.000000,96.969697,0.000537,20.615940,0.000000,0.000000,0.000000,0.000000,8.000000,4.000000,0,0,0,0,3276800,819200,1638432,816211,50.000000,0.000000,106.475394,53.237697,106.475394,53.237697,106.477474,53.043450,106.475394,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,1638400,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,6553600,6553600,0,0,0,6758400,6762031,"High (8)","Low (2)",0.000000,"Idle (0)",6553600,0,137625600,0,6553600,19660800,39321600,0,6557231,409600,409600,3276800,1433600,0,0.000000,1.601056,6.147413,85.820474,0.000000,0.000000,3.322850,0.100515,0.205115,1.184347,1.618231,0,5,1638471,819206,0,0.000000,50.000000,0.000000,0.000000,106.475394,53.237697,1638400,819200,106.480008,53.238087,0.000000,340.720703,"Mid (4)",0.000000,0,"Low (1)",0.000000,1.624175,0.318372,0.000000
