3072,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",16312172544,16312172544,14953218048,14953218048,120675887,113738772,1115101,1070630,1112831,1113216,119461159,119939011,14948499456,14948499456,4718592,4718592,14844670277,14844288364,4076303,4078376,14960751732,14960753301,4718597,4718593,0,0,5,0,35714083864,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,125995883485,14502299648,2039908352,18582110208,594627526656,594599215104,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,35678026451,2152258236906,71364623532,9216,0,0,0,0
3328,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",20739031040,20739031040,19011239936,19011239936,273010938,246864360,2013088,2024953,2010467,2009944,272024430,272690638,19005702144,19005702144,5537792,5537792,18758228959,18757487112,4081369,4083939,19021707584,19021709557,5537865,5537827,0,0,5,0,46752316236,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,165705604919,18437733376,2593418240,23624566784,755986137088,755952910336,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,46680965887,2784641315870,93413973049,10816,0,0,0,0
3584,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",25902055424,25902055424,23744086016,23744086016,422990523,411514786,2849227,2837147,2850330,2850622,421365449,421358806,23737663488,23737663488,6422528,6422528,23349939620,23350212636,4149589,4146953,23757532112,23757534647,6422533,6422529,0,0,5,0,56450236772,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,198831421986,23027573760,3238962176,29505495040,944175841280,944137306112,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,56360570518,3353835302010,113777184741,12544,0,0,0,0
3840,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",31857868800,31857868800,29203660800,29203660800,1115221576,1093190889,4387422,4431423,4384563,4392145,1114328844,1114662189,29196288000,29196288000,7372800,7372800,28099778876,28099679153,3741794,3741360,29223110624,29223114009,7372837,7372823,0,0,5,0,"<OVERFLOW>",0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,265389495690,28322152448,3983618048,36289382400,1161260236800,1161216000000,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,74014632458,4183898136280,148092992220,14400,0,0,0,0
4096,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",38663094272,38663094272,35441868800,35441868800,696115770,659792212,4725211,4697890,4724834,4725353,696071914,696061387,"<OVERFLOW>","<OVERFLOW>",8388608,8388608,"<OVERFLOW>","<OVERFLOW>",4232360,4232370,"<OVERFLOW>","<OVERFLOW>",8388645,8388625,0,0,5,0,"<OVERFLOW>",0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,280442718416,34371798016,4834460672,44040716288,1409302921216,1409252589568,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,79963350063,4750510377138,159015576549,16384,0,0,0,0
4352,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",46374354944,46374354944,42510614528,42510614528,2083405449,2082073683,6295371,6198183,6295472,6291183,2085768340,2084644750,"<OVERFLOW>","<OVERFLOW>",9469952,9469952,"<OVERFLOW>","<OVERFLOW>",3967771,3974258,"<OVERFLOW>","<OVERFLOW>",9469989,9469969,0,0,5,0,"<OVERFLOW>",0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,391009645674,41226846208,5798572032,52823984128,1690367492096,1690310672384,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646916096,110790592557,6104443676560,222278959832,18496,0,0,0,0
4608,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",55048273920,55048273920,50461802496,50461802496,2788818402,2785205268,7426023,7486004,7424142,7424826,2790922678,2790485244,"<OVERFLOW>","<OVERFLOW>",10616832,10616832,"<OVERFLOW>","<OVERFLOW>",3715911,3709786,"<OVERFLOW>","<OVERFLOW>",10616837,10616833,0,0,5,0,"<OVERFLOW>",0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,445162357064,48937625600,6883026944,62703673344,2006517547008,2006453846016,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,126212689274,7099595838368,248024054610,20736,0,0,0,0
4864,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",64741474304,64741474304,59347337216,59347337216,3167151501,3274765846,8756618,8850175,8760279,8763544,3166149907,3165799942,"<OVERFLOW>","<OVERFLOW>",11829248,11829248,"<OVERFLOW>","<OVERFLOW>",3631566,3628469,"<OVERFLOW>","<OVERFLOW>",11829321,11829283,0,0,1,4,"<OVERFLOW>",0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,525171457958,57554468864,8094904320,73744271360,2359816683520,2359745708032,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,149626993402,8417543079568,297860449652,23104,0,0,0,0
5120,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4506320185,4504107007,9887531,9839797,9888573,9888952,4505831872,4507144318,"<OVERFLOW>","<OVERFLOW>",13107200,13107200,"<OVERFLOW>","<OVERFLOW>",4083790,4085795,"<OVERFLOW>","<OVERFLOW>",13107276,13107226,0,0,4,1,"<OVERFLOW>",0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,609450679546,67127709696,9441284096,86010265600,2752328499200,2752249856000,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,173670982171,9412436550696,347623531061,25600,0,0,0,0
5376,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5496692260,5337040011,11263343,11379573,11258244,11257474,5486445489,5486388394,"<OVERFLOW>","<OVERFLOW>",14450688,14450688,"<OVERFLOW>","<OVERFLOW>",3974662,3970639,"<OVERFLOW>","<OVERFLOW>",14450761,14450717,0,0,1,4,"<OVERFLOW>",0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,709550650314,77707673600,10929238016,99566143488,3186116591616,3186029887488,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,204650990934,11281954109198,403858202037,28224,0,0,0,0
5632,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6221784373,6226310165,12488062,12518779,12492377,12493277,6220408823,6220838314,"<OVERFLOW>","<OVERFLOW>",15859712,15859712,"<OVERFLOW>","<OVERFLOW>",4203831,4204055,"<OVERFLOW>","<OVERFLOW>",15859748,15859730,0,0,0,5,"<OVERFLOW>",0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,802371961391,89344699392,12565851136,114476392448,3663244558336,3663149400064,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,233034710476,12529378979728,458924065375,30976,0,0,0,0
5888,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7703349295,7680286476,13734884,13775731,13732835,13732331,7705826806,7707768112,"<OVERFLOW>","<OVERFLOW>",17334272,17334272,"<OVERFLOW>","<OVERFLOW>",4464184,4463927,"<OVERFLOW>","<OVERFLOW>",17334348,17334298,0,0,4,1,"<OVERFLOW>",0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,920851062985,102089113600,14358196224,130805499904,4185775996928,4185671991296,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,269347181289,14451913845942,531886831757,33856,0,0,0,0
6144,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",9476449180,9524658385,15382473,15253301,15387011,15384866,9479373931,9480254453,"<OVERFLOW>","<OVERFLOW>",18874368,18874368,"<OVERFLOW>","<OVERFLOW>",4377592,4376801,"<OVERFLOW>","<OVERFLOW>",18874513,18874427,0,0,1,4,"<OVERFLOW>",0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,1062507731165,115991251968,16313355264,148617953280,4755774504960,4755661258752,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,303175843608,16349530231430,618798634595,36864,0,0,0,0
6400,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",12894823290,13017658647,15996167,15996293,15992071,15988764,12863505784,12863790997,"<OVERFLOW>","<OVERFLOW>",20480000,20480000,"<OVERFLOW>","<OVERFLOW>",5635749,5636296,"<OVERFLOW>","<OVERFLOW>",20480112,20480038,0,0,4,1,"<OVERFLOW>",0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,1350927161622,131101444096,18438404096,167978240000,5375303680000,5375180800000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,379227515691,20534573360902,758564971062,40000,0,0,0,0
6656,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13593844323,13980737840,18440178,18095488,18430571,18432718,13599378573,13597733334,"<OVERFLOW>","<OVERFLOW>",22151168,22151168,"<OVERFLOW>","<OVERFLOW>",5040470,5036635,"<OVERFLOW>","<OVERFLOW>",22151277,22151209,0,0,5,0,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,1516211474658,147470021632,20740420608,188950847488,6046427119616,6046294212608,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,409479107694,22147097075574,850977340686,43264,0,0,0,0
6912,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",20103456,20188611,20104320,20105794,17616528530,17615408310,"<OVERFLOW>","<OVERFLOW>",23887872,23887872,"<OVERFLOW>","<OVERFLOW>",4318970,4316196,"<OVERFLOW>","<OVERFLOW>",23888052,23887944,0,0,0,5,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,1839859271927,165147315200,23226481664,211600263168,6771208421376,6771065094144,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,517253447165,28875843496084,1030819249314,46656,0,0,0,0
7168,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",21409973,21700964,21411273,21411802,20050613612,20050314250,"<OVERFLOW>","<OVERFLOW>",25690112,25690112,"<OVERFLOW>","<OVERFLOW>",4937866,4941448,"<OVERFLOW>","<OVERFLOW>",25690256,25690166,0,0,0,5,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,2103709455385,184183658496,25903667200,235990974464,7551711182848,7551557042176,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,577823073844,32043394996738,1139603224329,50176,0,0,0,0
7424,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",22791992,22907051,22810372,22807495,24387195199,24388960507,"<OVERFLOW>","<OVERFLOW>",27557888,27557888,"<OVERFLOW>","<OVERFLOW>",5728240,5715551,"<OVERFLOW>","<OVERFLOW>",27558141,27557983,0,0,5,0,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,2557167141882,204629382144,28779054080,262187468800,8389999001600,8389833654272,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,705708282866,39746282344054,1405804175109,53824,0,0,0,0
7680,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24886654,25078249,24876658,24892041,28082915100,28100570207,"<OVERFLOW>","<OVERFLOW>",29491200,29491200,"<OVERFLOW>","<OVERFLOW>",5614081,5618048,"<OVERFLOW>","<OVERFLOW>",29491452,29491296,0,0,0,5,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,2985047352131,226534816768,31859719168,290254233600,9288135475200,9287958528000,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,822085065715,45832987622504,1637518146571,57600,0,0,0,0
7936,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",27213706,27226452,27208134,27202248,32359280359,32359965295,"<OVERFLOW>","<OVERFLOW>",31490048,31490048,"<OVERFLOW>","<OVERFLOW>",5438334,5423692,"<OVERFLOW>","<OVERFLOW>",31490336,31490156,0,0,4,1,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,3432555218987,249950295040,35152741376,320255756288,10248184201216,10247995260928,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,941669613818,53574169821048,1878296406190,61504,0,0,0,0
8192,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",28845047,28827945,28845551,28845270,30670563743,30671235008,"<OVERFLOW>","<OVERFLOW>",33554432,33554432,"<OVERFLOW>","<OVERFLOW>",5430368,5433531,"<OVERFLOW>","<OVERFLOW>",33554828,33554576,0,0,4,1,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,5393835010140,274926152704,38665202688,352256524288,11272208777216,11272007450624,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,1427105405881,86753709799466,2852017061253,65536,0,0,0,0
