256,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",3153920,3153920,1318912,1318912,8,0,79,12,76,83,16,4,1310720,1310720,4096,4096,1310720,1310720,4096,4096,1310752,1310759,4100,4098,0,0,4,1,4389684,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,7425146,8436736,1190912,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,4301687,271145320,8505858,64,0,0,0,0
512,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",25198592,25198592,10518528,10518528,31040,31184,22572,22596,22570,22588,31104,31096,10485760,10485760,16384,16384,10454568,10454604,0,0,10485952,10485927,16385,16389,0,0,1,4,29577316,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,39278295,67298304,9479168,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,29331268,1852474102,57119402,256,0,0,0,0
768,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",85008384,85008384,35463168,35463168,709436,707796,49170,49166,49154,49172,709216,709368,35389440,35389440,36864,36864,34679832,34679832,0,0,35500013,35500017,36864,36870,0,0,0,5,94973280,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,118485391,226917376,31943680,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,94428340,5919830548,188874056,576,0,0,0,0
1024,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",201457664,201457664,84017152,84017152,2273068,2162688,77842,77832,77834,77844,2273068,2273074,83886080,83886080,65536,65536,81723392,81723392,0,0,83996644,83996633,65540,65538,0,0,0,5,207318004,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,211515161,537625600,75662336,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,206138767,12900178462,412071744,1024,0,0,0,0
1280,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",393420800,393420800,164044800,164044800,4479700,4489912,115140,115218,115110,115140,4479764,4479108,163840000,163840000,102400,102400,159596068,159596956,0,0,164060776,164060811,102400,102406,0,0,4,1,449205872,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,581966355,1049754624,147713024,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,447228705,27342759920,893356541,1600,0,0,0,0
1536,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",679772160,679772160,283410432,283410432,7519676,7635514,160000,160292,159995,160062,7519004,7519748,283115520,283115520,147456,147456,275821164,275820616,0,0,283446668,283446717,147457,147461,0,0,5,0,739590096,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,859825891,1813636096,255173632,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,737450004,45527439880,1467643863,2304,0,0,0,0
1792,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1079386112,1079386112,449978368,449978368,12036428,12021392,213664,213774,213690,213716,12038648,12037956,449576960,449576960,200704,200704,437972816,437972744,0,0,449919232,449919263,200708,200706,0,0,4,1,1199544284,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,1506401108,2879601664,405122048,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,1196566913,73962881612,2371720823,3136,0,0,0,0
2048,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1611137024,1611137024,671612928,671612928,17788620,17856128,275264,275222,275262,275272,17788452,17788688,671088640,671088640,262144,262144,653970080,653970100,0,0,671640580,671640649,262149,262145,0,0,5,0,1592338560,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,1441707462,4297982976,604636160,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,1588904534,99727859702,3182519918,4096,0,0,0,0
2304,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",2293899264,2293899264,956178432,956178432,25605172,25728782,344892,344796,344957,344965,25602004,25605406,955514880,955514880,331776,331776,930734572,930732184,0,0,956508364,956508473,331781,331777,0,0,5,0,2554663384,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,3111046736,6119111680,860793856,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,2549059989,158191721400,5069102408,5184,0,0,0,0
2560,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",3146547200,3146547200,1311539200,1311539200,36291824,36334552,423080,422956,423053,423093,36287444,36291876,1310720000,1310720000,409600,409600,1275396712,1275396988,0,0,1312044816,1312044975,409601,409605,0,0,5,0,3405169472,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,4084822266,8393319424,1180673024,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,3400820906,209527526382,6813379521,6400,0,0,0,0
