256,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.093339,0.958197,0.545575,0.549995,5281.000000,100.000000,100.000000,99.943193,0.000284,12.236293,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368,65536,12,66,8.333333,0.000000,56.258510,218.214828,450.068083,1.704803,327.321289,1.758078,109.107414,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,4194304,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432,0,16777216,0,0,10815488,10818560,"Low (1)","Low (2)",0.000000,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9627648,141312,141312,4210688,1058816,0,0.000000,0.287097,28.175931,3.532809,8.100974,0.000000,59.028106,0.024239,0.358396,0.338921,0.153526,0,5,17474059,65542,0,0.000000,8.304498,100.000000,100.000000,450.068083,1.704803,17301504,65536,454.556797,1.704959,0.000000,136.383789,"High (9)",0.000000,0,"Low (1)",0.000000,0.583512,0.658971,0.000000
512,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.290105,0.942093,0.567337,0.569241,10529.000000,100.000000,100.000000,99.971507,0.000036,12.667111,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,150994944,262144,142234,32798,8.333333,0.000000,58.511714,113.477262,468.093711,907.818107,492.563631,113.581155,113.477263,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,33554432,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,268435456,0,134217728,0,0,86253568,86256640,"Low (1)","Low (2)",0.000000,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76777472,1089536,1089536,33619968,8429568,0,0.000000,0.291247,28.882085,4.729404,7.934188,0.000000,57.404997,0.004704,0.374557,0.219550,0.159268,0,5,138633218,262150,0,0.000000,8.318891,99.976904,96.875000,468.093711,907.818107,138412032,262144,468.841737,907.838884,0.000000,17.730469,"Max (10)",0.000000,0,"Low (1)",0.000000,0.601968,0.686887,0.000000
768,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",98.258792,0.935343,0.510845,0.510806,15777.000000,100.000000,100.000000,99.980985,0.000011,11.367406,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,509607936,589824,1810264,98437,8.333333,0.000000,52.104595,67.367557,416.836757,538.940454,1.615326,89.944935,101.051335,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,113246208,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,905969664,0,452984832,0,0,290801664,290804736,"Low (1)","Low (1)",0.000000,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258861056,3631104,3631104,113393664,28403712,0,0.000000,0.263688,29.010865,4.912135,8.260707,0.000000,56.930492,0.001280,0.335131,0.163673,0.122028,0,5,467582195,589830,0,0.000000,8.323699,99.701121,96.875000,416.836757,538.940454,467140608,589824,417.230792,538.945936,0.000000,4.677734,"High (9)",0.000000,0,"Low (1)",0.000000,0.527344,0.609905,0.000000
1024,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.165964,0.941419,0.567494,0.566758,21025.000000,100.000000,100.000000,99.985731,0.000004,12.612869,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,1207959552,1048576,5240908,156068,8.333333,0.000000,60.318811,58.490968,482.550485,467.927742,2.283944,69.645449,116.981936,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,268435456,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688950272,"Low (1)","Low (2)",0.000000,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613287936,8552448,8552448,268697600,67272704,0,0.000000,0.286525,29.157021,4.635797,8.031541,0.000000,57.238360,0.000593,0.376354,0.122348,0.151460,0,5,1108179647,1048582,0,0.000000,8.326106,99.606277,96.875000,482.550485,467.927742,1107296256,1048576,482.935459,467.930420,0.000000,2.284180,"Max (10)",0.000000,0,"Low (1)",0.000000,0.594965,0.685893,0.000000
1280,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.570881,0.942472,0.478885,0.474763,26273.000000,100.000000,100.000000,99.988581,0.000002,10.565744,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,2359296000,1638400,10474642,231267,8.333333,0.000000,55.044190,42.700947,440.353520,341.607578,2.132784,48.219336,106.752368,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,524288000,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345180672,"Low (1)","Low (1)",0.000000,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197467648,16640000,16640000,524697600,131328000,0,0.000000,0.249061,28.980434,4.549540,8.511900,0.000000,57.186034,0.000261,0.313865,0.100177,0.108729,0,5,2164675557,1638406,0,0.000000,8.327550,99.608561,96.817383,440.353520,341.607578,2162688000,1638400,440.758214,341.608829,0.000000,1.067383,"High (8)",0.000000,0,"Low (1)",0.000000,0.487119,0.575352,0.000000
1536,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.722446,0.943202,0.504205,0.504454,31521.000000,100.000000,100.000000,99.990483,0.000001,11.226622,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,4076863488,2359296,17629467,322191,8.333333,0.000000,58.367438,37.732485,466.939507,301.859882,2.202735,41.222693,113.197456,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,905969664,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323983360,"Low (1)","Low (1)",0.000000,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068809728,28680192,28680192,906559488,226861056,0,0.000000,0.259071,29.045587,4.504719,8.458777,0.000000,57.195134,0.000169,0.333794,0.083550,0.119200,0,5,3740436593,2359302,0,0.000000,8.328514,99.609319,96.822103,466.939507,301.859882,3737124864,2359296,467.353295,301.860650,0.000000,670.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.519902,0.620579,0.000000
1792,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.709780,0.937090,0.498917,0.499801,36769.000000,100.000000,100.000000,99.991841,0.000001,11.123145,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,6473908224,3211264,28515432,442517,8.333333,0.000000,57.910748,32.089072,463.285982,256.712579,2.226133,35.375379,112.311753,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,1438646272,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689845760,"Low (1)","Low (1)",0.000000,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284723712,45459456,45459456,1439449088,360163328,0,0.000000,0.256984,29.013321,4.844308,8.373271,0.000000,56.995829,0.000101,0.328404,0.071586,0.116197,0,5,5939494557,3211270,0,0.000000,8.329202,99.603847,96.547092,463.285982,256.712579,5934415872,3211264,463.682463,256.713058,0.000000,419.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.514077,0.606772,0.000000
2048,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.697528,0.943881,0.563066,0.562940,42017.000000,100.000000,100.000000,99.992860,0.000001,12.528395,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,9663676416,4194304,41430441,554009,8.333333,0.000000,64.731322,31.384883,517.850579,251.079068,2.421978,33.164039,125.539534,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,2147483648,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507255296,"Low (1)","Low (2)",0.000000,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902619136,67764224,67764224,2148532224,537526272,0,0.000000,0.282720,29.261578,4.597096,8.037231,0.000000,57.242064,0.000186,0.374447,0.062645,0.142034,0,5,8865215041,4194310,0,0.000000,8.329718,99.606683,96.809626,517.850579,251.079068,8858370048,4194304,518.250730,251.079428,0.000000,313.000000,"Max (10)",0.000000,0,"Low (1)",0.000000,0.585912,0.684378,0.000000
2304,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.825259,0.930571,0.492253,0.488127,47265.000000,100.000000,100.000000,99.993653,0.000000,10.863441,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,13759414272,5308416,83616238,1008211,8.333333,0.000000,55.735006,24.020473,445.880050,192.163793,2.955951,36.497073,108.092133,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,3057647616,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840699392,"Low (1)","Low (1)",0.000000,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979905536,96380928,96380928,3058974720,765241344,0,0.000000,0.253275,29.158003,5.103544,8.294929,0.000000,56.704018,0.000059,0.318171,0.056205,0.111796,0,5,12623835659,5308422,0,0.000000,8.330120,99.428431,91.889445,445.880050,192.163793,12612796416,5308416,446.270303,192.164009,0.000000,189.000000,"High (8)",0.000000,0,"Low (1)",0.000000,0.501120,0.594419,0.000000
2560,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.873562,0.943670,0.498392,0.501794,52513.000000,100.000000,100.000000,99.994287,0.000000,11.167636,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368000,6553600,94383843,1051054,8.333333,0.000000,56.515942,21.921334,452.127538,175.370681,2.466464,28.125618,109.606676,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,4194304000,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754665472,"Low (1)","Low (1)",0.000000,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573992448,132096000,132096000,4195942400,1049600000,0,0.000000,0.255588,29.098416,4.424683,8.403955,0.000000,57.320359,0.000084,0.329452,0.050531,0.116931,0,5,17316618069,6553660,0,0.000000,8.330441,99.514354,93.988129,452.127538,175.370681,17301504000,6553600,452.522503,175.372287,0.000000,140.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.517057,0.606397,0.000000
