"","GpuName","GpuId","L2","Bus","Memoryclock","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"2321","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,256,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",92.081895,0.926184,1.941737,1.934889,5281,100,100,99.943193,8.4e-05,43.048352,0,0,0,0,10,16,0,0,0,0,10485760,32768,22,2790,55,0,56.964702,607.623487,341.788212,2.373529,1.631801,206.94208,303.811744,0,0,0,0,16.666667,25,4194304,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,33554432,0,16777216,0,0,10815488,10817155,"Low (1)","Mid (4)",0,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9626612,141312,141312,4210688,1058816,0,0,1.454431,28.833228,13.81728,2.292216,0,50.745196,0.037012,1.236433,0.388453,1.195751,0,5,4718663,32774,0,0,61.137072,116.363636,100,293.724244,2.373529,4055040,32768,341.793354,2.373964,0,379.764648,"High (8)",0,0,"Low (1)",0,2.411295,2.177108,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",5248992,5269536,2371040,2380320,0,0,39,3,23,32,0,0,2359296,2359296,16384,16384,2359296,2359296,16384,16384,2359328,2359335,16385,16389,0,0,5,0,6035562,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,12803414,8436072,1190533,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,5617945,332860654,166681213,1024,0,0,0,0,1.378937,0.000407935,32,32,1,8,8,1,27,0,0
"2322","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,512,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",98.17998,0.968209,1.944091,1.947219,10529,100,100,99.971507,1.4e-05,43.33092,0,0,0,0,10,16,0,0,0,0,83886080,131072,33480,39345,55,0,70.972294,378.518901,425.833764,1.478589,386.743554,454.492986,378.518901,0,0,0,0,16.666667,25,33554432,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,268435456,0,134217728,0,0,86253568,86254771,"Low (1)","Mid (4)",0,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76776122,1089536,1089536,33619968,8429568,0,0,1.119087,29.790739,8.90309,2.446643,0,55.302185,0.010901,1.181021,0.2376,1.008735,0,5,37748807,112390,0,0,54.914197,99.91028,93.75,425.833764,1.478589,37748736,131072,425.834565,1.267843,0,59.143555,"High (8)",0,0,"Low (1)",0,2.339778,2.328182,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",42008576,42008576,18939904,18939904,19412,14272,22647,17070,19849,19830,17092,16964,18874368,18874368,65536,65536,18857560,18857536,61440,61439,18874792,18874823,65540,65538,0,0,4,1,45194840,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,100157424,67297784,9478940,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,44131087,2740418270,1386669109,4096,0,0,0,0,1.421456,0.003089886,64,64,1,8,8,1,27,0,0
"2323","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,768,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.399462,0.979278,1.927613,1.931133,15777,100,100,99.980985,4e-06,42.975169,0,0,0,0,10,16,0,0,0,0,283115520,294912,4037762,97930,55,0,70.581958,250.958074,423.49175,0.980305,13.42176,333.33773,376.437111,0,0,0,0,16.666667,25,113246208,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,905969664,0,452984832,0,0,290801664,290802828,"Low (1)","Mid (4)",0,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258859685,3631104,3631104,113393664,28403712,0,0,1.051798,29.94592,7.859587,2.581297,0,56.236165,0.001479,1.17716,0.163105,0.983489,0,5,127402343,294918,0,0,54.942768,97.092916,82.328627,423.49175,0.980305,127401984,294912,423.492944,0.980325,0,17.426758,"High (8)",0,0,"Low (1)",0,2.318555,2.328072,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",141705216,141705216,63848448,63848448,2289670,1738130,56994,42277,49903,49873,2007549,2006684,63700992,63700992,147456,147456,61723750,61727083,121581,121627,63701205,45551851,147461,147457,0,0,5,0,151675300,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,342744850,226916848,31943450,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,150757378,9450491020,4760323563,9216,0,0,0,0,1.387679,0.01037,96,96,1,8,8,1,27,0,0
"2324","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,1024,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.542837,0.985879,1.95516,1.95541,21025,100,100,99.985731,2e-06,43.516573,0,0,0,0,10,16,0,0,0,0,671088640,524288,14289070,158655,55,0,71.760941,191.362508,430.565645,765.450034,20.37281,231.633139,382.725017,0,0,0,0,16.666667,25,268435456,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688948385,"Low (1)","Mid (4)",0,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613286575,8552448,8552448,268697600,67272704,0,0,1.085877,29.914917,7.725859,2.431769,0,56.531912,0.000644,1.165106,0.11948,1.024437,0,5,301989959,524294,0,0,54.957065,95.2204,77.401352,430.565645,765.450034,301989888,524288,430.565746,765.458795,0,7.474609,"High (8)",0,0,"Low (1)",0,2.368375,2.368863,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",335765472,335847456,151238624,151275552,8241435,6225414,90950,68031,79535,79588,7211632,7211823,150994944,150994944,262144,262144,143733490,143733190,201917,201917,150994976,150994983,262148,262146,0,0,0,5,354050629,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,796845718,537624763,75661813,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,352586298,22238101136,11178826311,16384,0,0,0,0,1.464285,0.024072,128,128,1,8,8,1,27,0,0
"2325","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,1280,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.592022,0.988283,1.881196,1.880874,26273,100,100,99.988581,1e-06,41.858438,0,0,0,0,10,16,0,0,0,0,1310720000,819200,31014943,235199,55,0,67.867483,144.783964,407.204899,579.135857,21.412212,166.274627,361.959911,0,0,0,0,16.666667,25,524288000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345178799,"Low (2)","Mid (4)",0,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197466294,16640000,16640000,524697600,131328000,0,0,1.023049,30.012123,7.506671,2.716675,0,56.512408,0.000657,1.147859,0.094667,0.98589,0,5,589824071,819206,0,0,54.965646,94.78367,75.774902,407.204899,579.135857,589824000,819200,407.204948,579.140099,0,3.619141,"High (8)",0,0,"Low (1)",0,2.280802,2.28088,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",655743984,655795216,295286992,295356208,17713723,13470679,134313,100971,117525,117435,15509559,15509650,294912000,294912000,409600,409600,279641169,279641132,310850,310894,294912032,294912039,409600,409606,0,0,4,1,722516710,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,1684060343,1049753787,147712507,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,720037680,45493408314,22585163624,25600,0,0,0,0,1.41183,0.048656,160,160,1,8,8,1,27,0,0
"2326","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,1536,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.778947,0.990057,1.886887,1.896541,31521,100,100,99.990483,1e-06,42.20751,0,0,0,0,10,16,0,0,0,0,2264924160,1179648,55494096,329831,55,0,67.587517,120.155585,405.525101,480.622341,22.079963,134.382585,360.466756,0,0,0,0,16.666667,25,905969664,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323982458,"Low (2)","Mid (4)",0,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068809023,28680192,28680192,906559488,226861056,0,0,1.034663,29.880642,7.451618,2.632665,0,56.755262,0.000171,1.150009,0.076191,1.018779,0,5,1019215975,1179654,0,0,54.971369,94.603073,74.938541,405.525101,480.622341,1019215872,1179648,405.525142,480.624786,0,2.085938,"High (8)",0,0,"Low (1)",0,2.319362,2.302341,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",1132990432,1133113376,510170080,510225440,31757588,23851249,186213,141406,163022,116331,27788143,19854854,509607936,509607936,589824,589824,482229554,482228789,441986,441943,509608048,509608039,589824,589830,0,0,4,1,1219762693,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,2868959533,1813635590,255173431,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,1216595608,76942982702,39290791128,36864,0,0,1,0,1.386485,0.083577,192,192,1,8,8,1,27,0,0
"2327","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,1792,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.665647,0.990404,1.880208,1.909034,36769,100,100,99.991841,0,42.485848,0,0,0,0,10,16,0,0,0,0,3596615680,1605632,90001159,445214,55,0,65.098397,99.197556,390.590382,396.790229,21.720164,110.023071,347.191451,0,0,0,0,16.666667,25,1438646272,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689845184,"Low (2)","Mid (4)",0,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284723328,45459456,45459456,1439449088,360163328,0,0,1.039563,29.501478,7.358222,2.529809,0,57.324264,0.000232,1.144572,0.066546,1.035314,0,5,1618478463,1605638,0,0,54.975457,94.441449,74.007992,390.590382,396.790229,1618477056,1605632,390.590722,396.791712,0,1.264648,"High (8)",0,0,"Low (1)",0,2.344601,2.273438,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",1799182368,1799038944,810041344,810041344,51461762,38585179,255055,191341,223195,223279,45032133,45033243,809238528,809238528,802816,802816,764244554,764246917,594464,594269,809238560,809238567,802816,573446,0,0,4,1,1977504122,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,4539454266,2879601143,405121827,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,1972935611,124816780352,61368492896,50176,0,0,0,0,1.479645,0.132881,224,224,1,8,8,1,27,0,0
"2328","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,2048,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.820489,0.991936,1.966929,1.9592,42017,100,100,99.99286,0,43.602542,0,0,0,0,10,16,0,0,0,0,5368709120,2097152,134998265,580941,55,0,69.703381,92.937841,418.220287,371.751366,23.369579,102.980428,371.751366,0,0,0,0,16.666667,25,2147483648,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507254345,"Low (2)","Mid (4)",0,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902618402,67764224,67764224,2148532224,537526272,0,0,1.103805,29.977051,7.764038,2.32815,0,56.514503,7.8e-05,1.165669,0.06081,1.085897,0,5,2415919207,2097158,0,0,54.978524,94.41162,73.637486,418.220287,371.751366,2415919104,2097152,418.220305,371.75243,0,929,"High (9)",0,0,"Low (1)",0,2.412002,2.394373,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",2685321184,2685485088,1208989680,1209026576,77173511,57868460,329372,249023,288372,205830,67534896,48243436,1207959552,1207959552,1048576,1048576,1140437562,1140437509,772595,772593,1207959768,1207959759,1048576,1048582,0,0,0,5,2805576545,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,6340481982,4297982142,604635638,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,2799498321,176887625684,89548023917,65536,0,0,0,0,1.510773,0.189345,256,256,1,8,8,1,27,0,0
"2329","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,2304,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.894781,0.988017,1.872626,1.834981,47265,100,100,99.993653,0,40.838183,0,0,0,0,10,16,0,0,0,0,7644119040,2654208,193513211,747722,55,0,65.097895,77.15306,390.587369,308.612242,21.972975,86.939743,347.188772,0,0,0,0,16.666667,25,3057647616,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840698505,"Low (2)","Mid (4)",0,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904842,96380928,96380928,3058974720,765241344,0,0,1.014331,29.445654,7.213214,2.67163,0,57.474581,0.000114,1.14933,0.051398,0.979749,0,5,3439853639,2654214,0,0,54.980909,94.372314,62.408071,390.587369,308.612242,3439853568,2654208,390.587377,308.612939,0,609,"High (8)",0,0,"Low (1)",0,2.228419,2.264394,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",3823294432,3823478816,1721170880,1721336896,110669762,82903394,426601,319337,373357,373334,96819557,96819006,1719926784,1719926784,1327104,1327104,1622999942,1622999703,968248,967884,1719927297,1228567007,1327109,1327105,0,0,5,0,4246154182,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,10133605588,6119111175,860793663,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,4238992989,267370007278,133620178296,82944,0,0,0,0,1.531105,0.27603,288,288,1,8,8,1,27,0,0
"2330","GTX-970",10,1.75,256,3505,"matMul_gpu_uncoalesced",1,2560,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",99.919429,0.993348,1.849546,1.83892,52513,100,100,99.994287,0,40.925978,0,0,0,0,10,16,0,0,0,0,10485760000,3276800,267149271,936626,55,0,64.464711,68.762358,386.788263,275.049432,21.898525,78.618911,343.81179,0,0,0,0,16.666667,25,4194304000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754664564,"Low (2)","Mid (4)",0,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573991739,132096000,132096000,4195942400,1049600000,0,0,1.026717,30.041709,6.820688,2.774017,0,57.106762,3.7e-05,1.181115,0.04757,1.001384,0,5,4718593063,3276806,0,0,54.982818,94.324091,72.274628,386.788263,275.049432,4718592000,3276800,386.788351,275.049935,0,440,"High (8)",0,0,"Low (1)",0,2.235322,2.261869,0,"GeForce GTX 970 (0)",1,7,"matMul(float*, float*, float*, int)",5244415968,5244620832,2360888288,2360980512,152140823,114136529,534598,399588,467779,467812,133161448,133156705,2359296000,2359296000,1638400,1638400,2225751777,2225756466,1183686,1183549,2359296485,1685381551,1638400,1638406,0,0,4,1,5869191099,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,13846988129,8393318592,1180672500,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,5860217772,367965614916,184410816604,102401,1,1,0,0,1.515962,0.375044,320,320,1,8,8,1,27,0,0
