"","GpuName","GpuId","L2","Bus","Memoryclock","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"1085","TitanX",8,3,384,3505,"subSeqMax",9,109051904,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.037834,0.083349,0.348406,0.336412,1196691.28125,99.999983,99.999976,84.008152,3e-06,7.626581,32.026816,1.030303,0,0,7.992795,17.333333,3620864,112590976,0,0,27262976,19968,13631348,48824,50,0,26.663768,7.010455,53.327536,39.058253,26.663494,95.501811,26.663768,0,0,880.930869,28.330253,50,17.948718,13631488,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,153176484,153176944,"Low (1)","Low (1)",6.143594,"Low (3)",4096,0,2386215851,8192,340828163,334135296,937304063,0,138903021,21514883,21514883,20774914,10548866,0,0,7.014966,36.662611,54.544883,0,0.642159,0.650879,0.003272,0.325333,0.000113,0.155784,0,5,13631687,19974,0,0,49.963406,0.001438,92.257612,26.663768,39.058253,13631488,19968,26.664157,39.069989,0,9.78,"Low (1)",0,0,"Low (1)",0,0.312827,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",11936288,15346656,6399120,7252336,6815680,6815784,24207,21301,24131,24091,6815640,6815672,6815744,6815744,9984,9984,96,96,9205,9217,6816128,6816183,9988,9986,0,0,0,5,444123192,0,0,109051904,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1034434783,124629098,14273923,153176484,4901646328,4117783470,0,0,128,3514368,0,0,0,0,0,3407872,1152,3,17787139,439687255,2346993708,586673959,32,109072382,0,112590976,3620864,10.582576,0.018851,32,1,1,128,1,1,24,16392,0
"1086","TitanX",8,3,384,3505,"subSeqMax",9,113246208,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.021071,0.083402,0.336377,0.348241,1242707.28125,99.999984,99.999977,84.008056,3e-06,7.89474,32.025823,1.030303,0,0,7.993062,17.333333,3760128,116916352,0,0,28311552,19968,14155900,45161,50,0,26.664372,6.750962,53.328744,37.612504,26.664606,85.067021,26.664372,0,0,880.912812,28.330895,50,17.948718,14155776,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,159066532,159066988,"Low (1)","Low (1)",6.143713,"Low (3)",4096,0,2477966251,8192,353935363,346980352,973348863,0,144244201,22342275,22342275,21573634,10954370,0,0,7.264426,37.957643,52.847782,0,0.709807,0.679689,0.002961,0.333627,0.000112,0.203953,0,5,14156247,19974,0,0,49.96476,0.001159,92.307692,26.664372,37.612504,14155776,19968,26.665259,37.623805,0,9.418,"Low (1)",0,0,"Low (1)",0,0.325953,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",10624320,17707200,6644880,7530864,7077812,7077816,24139,23955,24067,24019,7077796,7077820,7077888,7077888,9984,9984,92,80,9211,9221,7078272,7078327,9989,9985,0,0,1,4,461862496,0,0,113246208,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1075141504,129421413,14822787,159066532,5090127864,4276118446,0,0,128,3649536,0,0,0,0,0,3538944,1152,3,18471171,456913075,2439030204,609697652,32,113262590,0,116916352,3760128,10.531813,0.019599,32,1,1,128,1,1,24,16392,0
"1087","TitanX",8,3,384,3505,"subSeqMax",9,117440512,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.907154,0.083345,0.336163,0.335939,1288723.28125,99.999984,99.999978,84.007967,3e-06,7.615857,32.024901,1.030303,0,0,7.993309,17.333333,3899392,121241728,0,0,29360128,19968,14680048,47904,50,0,26.665342,6.510093,53.330684,36.270519,26.665313,87.014371,26.665342,0,0,880.909546,28.331926,50,17.948718,14680064,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,164956580,164957040,"Low (1)","Low (1)",6.143822,"Low (3)",4096,0,2569716651,8192,367042563,359825408,1009393663,0,149585389,23169667,23169667,22372354,11359874,0,0,7.023204,36.609771,54.564033,0,0.661234,0.656044,0.002857,0.326312,0.000105,0.156441,0,5,14680231,19974,0,0,49.966018,0.001063,92.307692,26.665342,36.270519,14680064,19968,26.665645,36.281418,0,9.082,"Low (1)",0,0,"Low (1)",0,0.312429,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",13771920,15608176,6890640,7809392,7340060,7339980,21344,24249,21368,21332,7340052,7340092,7340032,7340032,9984,9984,88,68,9211,9221,7340088,7340151,9985,9989,0,0,5,0,479566748,0,0,117440512,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1117107704,134213733,15371651,164956580,5278609400,4434453422,0,0,128,3784704,0,0,0,0,0,3670016,1152,3,19155203,474453482,2532732732,633351344,32,117452798,0,121241728,3899392,10.580293,0.020372,32,1,1,128,1,1,24,16392,0
"1088","TitanX",8,3,384,3505,"subSeqMax",9,121634816,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.90232,0.083344,0.336077,0.336142,1334739.28125,99.999985,99.999979,84.007884,3e-06,7.620453,32.024043,1.030303,0,0,7.99354,17.333333,4038656,125567104,0,0,30408704,19968,15204620,48609,50,0,26.665676,6.285686,53.331353,35.020251,26.666146,85.251371,26.665676,0,0,880.887723,28.332281,50,17.948718,15204352,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,170846628,170847088,"Low (1)","Low (1)",6.143924,"Low (3)",4096,0,2661467051,8192,380149763,372670464,1045438463,0,154926573,23997059,23997059,23171074,11765378,0,0,7.00673,36.623169,54.594713,0,0.640718,0.655547,0.002964,0.315035,0.000101,0.161023,0,5,15205175,19974,0,0,49.967189,0.000921,92.257612,26.665676,35.020251,15204352,19968,26.66712,35.030774,0,8.769,"Low (1)",0,0,"Low (1)",0,0.312844,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",15214336,15214336,7612160,7612160,7602104,7602244,24109,21466,24114,24088,7602112,7602124,7602176,7602176,9984,9984,60,84,9205,9217,7602568,7602623,9985,9989,0,0,1,4,496451544,0,0,121634816,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1155873105,139006058,15920515,170846628,5467090934,4592788396,0,0,128,3919872,0,0,0,0,0,3801088,1152,3,19839235,491200833,2621993128,655405055,32,121643006,0,125567104,4038656,10.608246,0.021049,32,1,1,128,1,1,24,16392,0
"1089","TitanX",8,3,384,3505,"subSeqMax",9,125829120,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",98.632048,0.083417,0.343213,0.343114,1380755.28125,99.999985,99.999979,84.007807,3e-06,7.77852,32.023241,1.030303,0,0,7.993755,17.333333,4177920,129892480,0,0,31457280,19968,15728524,48458,50,0,24.921351,5.678693,49.842701,31.638433,24.921167,76.779607,24.921351,0,0,823.236091,26.478935,50,17.948718,15728640,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,176736676,176737136,"Low (1)","Low (1)",6.14402,"Low (3)",4096,0,2753217451,8192,393256963,385515520,1081483263,0,160267757,24824451,24824451,23969794,12170882,0,0,7.156449,37.408368,53.655599,0,0.654504,0.663182,0.002899,0.320659,1e-04,0.138239,0,5,15729463,19974,0,0,49.968282,0.001068,92.307692,24.921351,31.638433,15728640,19968,24.922655,31.64794,0,7.922,"Low (1)",0,0,"Low (1)",0,0.318027,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",18689616,12787632,8366448,7382160,7864368,7864252,23886,23854,23959,23943,7864360,7864412,7864320,7864320,9984,9984,88,76,9221,9211,7864752,7864807,9985,9989,0,0,5,0,513593576,0,0,125829120,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1196317256,143798373,16469379,176736676,5655572470,4751123372,0,0,128,4055040,0,0,0,0,0,3932160,1152,3,20523267,508212087,2712661346,678297304,32,125833214,0,129892480,4177920,10.636022,0.021811,32,1,1,128,1,1,24,16392,0
"1090","TitanX",8,3,384,3505,"subSeqMax",9,130023424,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.9294,0.083339,0.335948,0.33601,1426771.28125,99.999986,99.99998,84.007735,2e-06,7.617457,32.022492,1.030303,0,0,7.993956,17.333333,4317184,134217856,0,0,32505856,19968,16252888,48032,50,0,26.550917,5.854851,53.101834,32.619888,26.550851,78.46547,26.550917,0,0,877.037572,28.210349,50,17.948718,16252928,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,182626724,182627179,"Low (1)","Low (1)",6.144109,"Low (3)",4096,0,2844967851,8192,406364163,398360576,1117528063,0,165608936,25651843,25651843,24768514,12576386,0,0,7.023287,36.612074,54.596728,0,0.628412,0.656805,0.002583,0.324181,9.5e-05,0.155836,0,5,16253079,19974,0,0,49.969304,0.000886,92.307692,26.550917,32.619888,16252928,19968,26.551163,32.62969,0,8.168,"Low (1)",0,0,"Low (1)",0,0.312464,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",14230048,18295776,8644976,7627920,8126400,8126532,24148,23952,24135,24087,8126392,8126404,8126464,8126464,9984,9984,64,48,9221,9211,8126512,8126567,9984,9990,0,0,0,5,531110816,0,0,130023424,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1236719893,148590698,17018243,182626724,5844054006,4909458348,0,0,128,4190208,0,0,0,0,0,4063232,1152,3,21207299,525346987,2804368882,701169601,32,130023422,0,134217856,4317184,10.62909,0.022565,32,1,1,128,1,1,24,16392,0
"1091","TitanX",8,3,384,3505,"subSeqMax",9,134217728,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.95465,0.083337,0.335947,0.335894,1472787.28125,99.999986,99.999981,84.007667,2e-06,7.614832,32.021789,1.030303,0,0,7.994145,17.333333,4456448,138543232,0,0,33554432,19968,16777172,48251,50,0,26.667879,5.696873,53.335758,31.739724,26.667809,76.696385,26.667879,0,0,880.87419,28.334621,50,17.948718,16777216,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,188516772,188517228,"Low (1)","Low (1)",6.144193,"Low (3)",4096,0,2936718251,8192,419471363,411205632,1153572863,0,170950121,26479235,26479235,25567234,12981890,0,0,7.016118,36.564948,54.631724,0,0.645183,0.656888,0.002656,0.31131,9.2e-05,0.171081,0,5,16777367,19974,0,0,49.970263,0.000739,92.307692,26.667879,31.739724,16777216,19968,26.668119,31.749261,0,7.947,"Low (1)",0,0,"Low (1)",0,0.313124,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",14688800,18885600,8923504,7873680,8388560,8388604,24218,24411,24226,24195,8388536,8388576,8388608,8388608,9984,9984,72,56,9221,9211,8388656,8388711,9989,9985,0,0,5,0,547915376,0,0,134217728,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1275986689,153383018,17567107,188516772,6032535542,5067793324,0,0,128,4325376,0,0,0,0,0,4194304,1152,3,21891331,542177128,2894124586,723473463,32,134213630,0,138543232,4456448,10.640107,0.02328,32,1,1,128,1,1,24,16392,0
"1092","TitanX",8,3,384,3505,"subSeqMax",9,138412032,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",98.613227,0.083417,0.342949,0.342948,1518803.28125,99.999987,99.999981,84.007603,2e-06,7.774758,32.021129,1.030303,0,0,7.994322,17.333333,4595712,142868608,0,0,34603008,19968,17301508,48940,50,0,24.904584,5.158975,49.809168,28.742861,24.90459,70.446496,24.904584,0,0,822.606692,26.46112,50,17.948718,17301504,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,194406820,194407280,"Low (1)","Low (1)",6.144271,"Low (3)",4096,0,3028468651,8192,432578563,424050688,1189617663,0,176291309,27306627,27306627,26365954,13387394,0,0,7.149312,37.384529,53.669133,0,0.6839,0.661979,0.002451,0.318998,9.1e-05,0.129608,0,5,17301991,19974,0,0,49.971164,0.000971,92.307692,24.904584,28.742861,17301504,19968,24.905285,28.751498,0,7.197,"Low (1)",0,0,"Low (1)",0,0.317448,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",16229520,18393456,9743328,7578144,8651072,8650696,23998,23924,23950,23870,8651040,8651056,8650752,8650752,9984,9984,80,80,9221,9211,8651296,8651359,9988,9986,0,0,0,5,565358724,0,0,138412032,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1316895816,158175333,18115971,194406820,6221017080,5226128302,0,0,128,4460544,0,0,0,0,0,4325376,1152,3,22575363,559481830,2986508138,746598360,32,138403838,0,142868608,4595712,10.665574,0.024019,32,1,1,128,1,1,24,16392,0
"1093","TitanX",8,3,384,3505,"subSeqMax",9,142606336,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.034176,0.083357,0.347478,0.336347,1564819.28125,99.999987,99.999982,84.007543,2e-06,7.625098,32.020508,1.030303,0,0,7.994489,17.333333,4734976,147193984,0,0,35651584,19968,17825752,48335,50,0,26.668031,5.361793,53.336062,29.872851,26.667971,72.310912,26.668031,0,0,880.830145,28.334783,50,17.948718,17825792,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,200296868,200297323,"Low (1)","Low (1)",6.144345,"Low (3)",4096,0,3120219051,8192,445685763,436895744,1225662463,0,181632488,28134019,28134019,27164674,13792898,0,0,7.008852,36.648016,54.534349,0,0.680192,0.655424,0.002751,0.311711,8.6e-05,0.15862,0,5,17826615,19974,0,0,49.972011,0.00083,92.307692,26.668031,29.872851,17825792,19968,26.669262,29.881828,0,7.48,"Low (1)",0,0,"Low (1)",0,0.312909,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",16721040,18950512,7249840,10595920,8912860,8912992,24122,24235,24220,24137,8912840,8912844,8912896,8912896,9984,9984,68,68,9211,9221,8913280,8913335,9985,9989,0,0,0,5,582215284,0,0,142606336,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1355985381,162967654,18664835,200296868,6409498614,5384463276,0,0,128,4595712,0,0,0,0,0,4456448,1152,3,23259395,576254889,3076006954,768813731,32,142594046,0,147193984,4734976,10.650008,0.024975,32,1,1,128,1,1,24,16392,0
"1094","TitanX",8,3,384,3505,"subSeqMax",9,146800640,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.744412,0.083423,0.335959,0.347196,1610835.28125,99.999987,99.999982,84.007486,2e-06,7.87105,32.019922,1.030303,0,0,7.994646,17.333333,4874240,151519360,0,0,36700160,19968,18350072,45299,50,0,26.247196,5.126405,52.494392,28.561402,26.247185,64.793817,26.247196,0,0,866.908124,27.887646,50,17.948718,18350080,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,206186916,206187376,"Low (1)","Low (1)",6.144415,"Low (3)",4096,0,3211969451,8192,458792963,449740800,1261707263,0,186973677,28961411,28961411,27963394,14198402,0,0,7.022681,36.570226,54.585816,0,0.651532,0.658678,0.002423,0.316179,8.4e-05,0.192382,0,5,18350287,19974,0,0,49.972811,0.000698,92.307692,26.247196,28.561402,18350080,19968,26.247492,28.569984,0,7.151,"Low (1)",0,0,"Low (1)",0,0.324752,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",21802576,14917552,9185024,9185024,9175052,9175004,24156,24515,24189,24220,9175028,9175056,9175040,9175040,9984,9984,24,12,9211,9221,9175095,9175144,9984,9990,0,0,4,1,599790048,0,0,146800640,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1398935755,167759976,19213699,206186916,6597980150,5542798252,0,0,128,4730880,0,0,0,0,0,4587520,1152,3,23943427,594069627,3171667684,792959515,32,146784254,0,151519360,4874240,10.700464,0.02552,32,1,1,128,1,1,24,16392,0
"1095","TitanX",8,3,384,3505,"subSeqMax",9,150994944,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.071522,0.083424,0.347182,0.347207,1656851.28125,99.999988,99.999983,84.007433,2e-06,7.871308,32.019369,1.030303,0,0,7.994795,17.333333,5013504,155844736,0,0,37748736,19968,18874316,48205,50,0,26.205663,4.976118,52.411325,27.724089,26.20559,66.929073,26.205663,0,0,865.515509,27.843516,50,17.948718,18874368,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,212076964,212077420,"Low (1)","Low (1)",6.144481,"Low (3)",4096,0,3303719851,8192,471900163,462585856,1297752063,0,192314857,29788803,29788803,28762114,14603906,0,0,7.265794,37.862291,53.021157,0,0.700948,0.679652,0.002748,0.328245,8.4e-05,0.139081,0,5,18875191,19974,0,0,49.973565,0.000509,92.257612,26.205663,27.724089,18874368,19968,26.206805,27.73242,0,6.942,"Low (1)",0,0,"Low (1)",0,0.321777,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",20064624,17704080,8266272,10628064,9437692,9437156,21412,24210,21452,21452,9437684,9437720,9437184,9437184,9984,9984,60,64,9205,9217,9437264,9437335,9988,9986,0,0,4,1,616862232,0,0,150994944,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1439012751,172552294,19762563,212076964,6786461686,5701133228,0,0,128,4866048,0,0,0,0,0,4718592,1152,3,24627459,610675081,3259931716,815668604,32,150974462,0,155844736,5013504,10.666176,0.026204,32,1,1,128,1,1,24,16392,0
"1096","TitanX",8,3,384,3505,"subSeqMax",9,155189248,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.071468,0.083421,0.346436,0.346437,1702867.28125,99.999988,99.999983,84.007382,2e-06,7.853848,32.018845,1.030303,0,0,7.994936,17.333333,5152768,160170112,0,0,38797312,19968,19398600,48361,50,0,25.727132,4.753217,51.454263,26.482214,25.727057,64.137938,25.727132,0,0,849.69135,27.335077,50,17.948718,19398656,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,217967012,217967472,"Low (1)","Low (1)",6.144543,"Low (3)",4096,0,3395470251,8192,485007363,475430912,1333796863,0,197656045,30616195,30616195,29560834,15009410,0,0,7.248953,37.768112,53.12629,0,0.713581,0.672263,0.002158,0.323557,8.2e-05,0.145004,0,5,19399479,19974,0,0,49.974279,0.00066,92.307692,25.727132,26.482214,19398656,19968,25.728223,26.490171,0,6.631,"Low (1)",0,0,"Low (1)",0,0.321374,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",19408640,19408640,12136640,7281984,9699332,9699264,24398,24125,24336,24265,9699340,9699336,9699328,9699328,9984,9984,56,68,9211,9221,9699391,9699440,9989,9985,0,0,1,4,634804536,0,0,155189248,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1483172850,177344613,20311427,217967012,6974943222,5859468204,0,0,128,5001216,0,0,0,0,0,4849664,1152,3,25311491,629673937,3361756808,840419249,32,155164670,0,160170112,5152768,10.715372,0.026963,32,1,1,128,1,1,24,16392,0
"1097","TitanX",8,3,384,3505,"subSeqMax",9,159383552,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.785297,0.083386,0.336205,0.340795,1748883.28125,99.999988,99.999984,84.007335,2e-06,7.725955,32.01835,1.030303,0,0,7.995069,17.333333,5292032,164495488,0,0,39845888,19968,19922908,48541,50,0,25.69577,4.622491,51.39154,25.753881,25.695724,62.606127,25.69577,0,0,848.637281,27.301756,50,17.948718,19922944,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,223857060,223857520,"Low (1)","Low (1)",6.144602,"Low (3)",4096,0,3487220651,8192,498114563,488275968,1369841663,0,202997229,31443587,31443587,30359554,15414914,0,0,7.025634,36.613723,54.655429,0,0.582166,0.656595,0.002108,0.318864,7.7e-05,0.145404,0,5,19923095,19974,0,0,49.974956,0.000602,92.307692,25.69577,25.753881,19922944,19968,25.695965,25.76162,0,6.448,"Low (1)",0,0,"Low (1)",0,0.316383,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",19932928,19932928,9348240,10594672,9961412,9961432,24579,24658,24611,24610,9961420,9961404,9961472,9961472,9984,9984,52,80,9221,9211,9961520,9961575,9989,9985,0,0,1,4,653955068,0,0,159383552,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1521466839,182136934,20860291,223857060,7163424760,6017803182,0,0,128,5136384,0,0,0,0,0,4980736,1152,3,25995523,646399077,3449998612,862236992,32,159354878,0,164495488,5292032,10.71789,0.027877,32,1,1,128,1,1,24,16392,0
"1098","TitanX",8,3,384,3505,"subSeqMax",9,163577856,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",99.268554,0.083343,0.335854,0.335783,1794899.28125,99.999989,99.999984,84.007289,2e-06,7.612319,32.017879,1.030303,0,0,7.995195,17.333333,5431296,168820864,0,0,40894464,19968,20447636,48126,50,0,26.475395,4.640619,52.95079,25.854877,26.475918,62.314295,26.475395,0,0,874.367547,28.130107,50,17.948718,20447232,"Low (1)","Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)",0,0,0,0,0,0,0,0,4096,229747108,229747565,"Low (1)","Low (1)",6.144658,"Low (3)",4096,0,3578971051,8192,511221763,501121024,1405886463,0,208338410,32270979,32270979,31158274,15820418,0,0,7.020643,36.589418,54.628872,0,0.619322,0.656134,0.002601,0.325246,7.5e-05,0.157687,0,5,20447415,19974,0,0,49.975598,0.000567,92.257612,26.475395,25.854877,20447232,19968,26.475632,25.862646,0,6.474,"Low (1)",0,0,"Low (1)",0,0.312348,0,0,"Graphics Device (0)",2,14,"subSeqMax(int*, int*, int, int)",24292944,16621488,10233600,10233600,10223648,10223568,24383,24457,24427,24367,10223612,10223640,10223616,10223616,9984,9984,64,52,9217,9205,10224000,10224063,9988,9986,0,0,4,1,672007396,0,0,163577856,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1563064267,186929254,21409155,229747108,7351906294,6176138156,0,0,128,5271552,0,0,0,0,0,5111808,1152,3,26679555,663508649,3542571440,885706138,32,163545086,0,168820864,5431296,10.715617,0.028403,32,1,1,128,1,1,24,16392,0
