"","compute_version","gpu_id","gpu_name","l1_cache_used","max_clock_rate","num_of_cores","L2","bus","memory_clock","bandwith","AppName","AppId","Input.Size","Device","Context","Stream","Kernel","Multiprocessor.Activity","Achieved.Occupancy","Executed.IPC","Issued.IPC","Instructions.per.warp","Branch.Efficiency","Warp.Execution.Efficiency","Warp.Non.Predicated.Execution.Efficiency","Instruction.Replay.Overhead","Issue.Slot.Utilization","Shared.Memory.Load.Transactions.Per.Request","Shared.Memory.Store.Transactions.Per.Request","Local.Memory.Load.Transactions.Per.Request","Local.Memory.Store.Transactions.Per.Request","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Shared.Store.Transactions","Shared.Load.Transactions","Local.Load.Transactions","Local.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Device.Memory.Read.Transactions","Device.Memory.Write.Transactions","Global.Hit.Rate","Local.Hit.Rate","Requested.Global.Load.Throughput","Requested.Global.Store.Throughput","Global.Load.Throughput","Global.Store.Throughput","Device.Memory.Read.Throughput","Device.Memory.Write.Throughput","Unified.Cache.Throughput","Local.Memory.Load.Throughput","Local.Memory.Store.Throughput","Shared.Memory.Load.Throughput","Shared.Memory.Store.Throughput","Global.Memory.Load.Efficiency","Global.Memory.Store.Efficiency","Unified.Cache.Transactions","Control.Flow.Function.Unit.Utilization","Texture.Function.Unit.Utilization","Load.Store.Function.Unit.Utilization","Double.Precision.Function.Unit.Utilization","Special.Function.Unit.Utilization","Single.Precision.Function.Unit.Utilization","Floating.Point.Operations.Double.Precision.","Floating.Point.Operations.Double.Precision.Add.","Floating.Point.Operations.Double.Precison.FMA.","Floating.Point.Operations.Double.Precision.Mul.","Floating.Point.Operations.Single.Precision.","Floating.Point.Operations.Single.Precision.Add.","Floating.Point.Operations.Single.Precision.FMA.","Floating.Point.Operation.Single.Precision.Mul.","Floating.Point.Operations.Single.Precision.Special.","Instructions.Executed","Instructions.Issued","Device.Memory.Utilization","Unified.Cache.Utilization","Shared.Memory.Efficiency","Shared.Memory.Utilization","FP.Instructions.Single.","FP.Instructions.Double.","Integer.Instructions","Bit.Convert.Instructions","Control.Flow.Instructions","Load.Store.Instructions","Misc.Instructions","Inter.Thread.Instructions","Issue.Slots","Issued.Control.Flow.Instructions","Executed.Control.Flow.Instructions","Issued.Load.Store.Instructions","Executed.Load.Store.Instructions","Atomic.Transactions","Atomic.Transactions.Per.Request","Issue.Stall.Reasons..Instructions.Fetch.","Issue.Stall.Reasons..Execution.Dependency.","Issue.Stall.Reasons..Data.Request.","Issue.Stall.Reasons..Texture.","Issue.Stall.Reasons..Synchronization.","Issue.Stall.Reasons..Other.","Issue.Stall.Reasons..Immediate.constant.","Issue.Stall.Reasons..Pipe.Busy.","Issue.Stall.Reasons..Memory.Throttle.","Issue.Stall.Reasons..Not.Selected.","System.Memory.Read.Transactions","System.Memory.Write.Transactions","L2.Read.Transactions","L2.Write.Transactions","ECC.Transactions","Local.Memory.Overhead","Unified.Cache.Hit.Rate","L2.Hit.Rate..Texture.Reads.","L2.Hit.Rate..Texture.Writes.","L2.Throughput..Texture.Reads.","L2.Throughput..Texture.Writes.","L2.Transactions..Texture.Reads.","L2.Transactions..Texture.Writes.","L2.Throughput..Reads.","L2.Throughput..Writes.","System.Memory.Read.Throughput","System.Memory.Write.Throughput","L2.Cache.Utilization","L2.Throughput..Atomic.requests.","L2.Transactions..Atomic.requests.","System.Memory.Utilization","ECC.Throughput","Eligible.Warps.Per.Active.Cycle","FLOP.Efficiency.Peak.Single.","FLOP.Efficiency.Peak.Double.","Device","Context","Stream","Kernel","tex0_cache_sector_queries","tex1_cache_sector_queries","tex0_cache_sector_misses","tex1_cache_sector_misses","fb_subp0_read_sectors","fb_subp1_read_sectors","fb_subp0_write_sectors","fb_subp1_write_sectors","l2_subp0_write_sector_misses","l2_subp1_write_sector_misses","l2_subp0_read_sector_misses","l2_subp1_read_sector_misses","l2_subp0_read_tex_sector_queries","l2_subp1_read_tex_sector_queries","l2_subp0_write_tex_sector_queries","l2_subp1_write_tex_sector_queries","l2_subp0_read_tex_hit_sectors","l2_subp1_read_tex_hit_sectors","l2_subp0_write_tex_hit_sectors","l2_subp1_write_tex_hit_sectors","l2_subp0_total_read_sector_queries","l2_subp1_total_read_sector_queries","l2_subp0_total_write_sector_queries","l2_subp1_total_write_sector_queries","l2_subp0_read_sysmem_sector_queries","l2_subp1_read_sysmem_sector_queries","l2_subp0_write_sysmem_sector_queries","l2_subp1_write_sysmem_sector_queries","elapsed_cycles_sm","gld_inst_8bit","gld_inst_16bit","gld_inst_32bit","gld_inst_64bit","gld_inst_128bit","gst_inst_8bit","gst_inst_16bit","gst_inst_32bit","gst_inst_64bit","gst_inst_128bit","prof_trigger_00","prof_trigger_01","prof_trigger_02","prof_trigger_03","prof_trigger_04","prof_trigger_05","prof_trigger_06","prof_trigger_07","warps_launched","inst_issued0","inst_issued1","inst_issued2","inst_executed","thread_inst_executed","not_predicated_off_thread_inst_executed","local_store","local_load","shared_load","shared_store","shared_atom_cas","shared_atom","global_atom_cas","atom_count","gred_count","global_load","global_store","divergent_branch","branch","active_cycles","active_warps","active_ctas","sm_cta_launched","shared_ld_bank_conflict","shared_st_bank_conflict","shared_ld_transactions","shared_st_transactions","Start","Duration","Grid.X","Grid.Y","Grid.Z","Block.X","Block.Y","Block.Z","Registers.Per.Thread","Static.SMem","Dynamic.SMem"
"2801",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,256,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",55.280891,0.687092,1.110264,1.130578,33,100,100,96.969697,0.027566,27.431245,0,0,0,0,8,8,0,0,0,0,32768,16384,0,44,50,0,76.822097,38.411049,76.822097,76.822097,0,211.260767,76.822097,0,0,0,0,100,50,16384,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,65536,65536,0,0,0,67584,69474,"Low (1)","Low (1)",0,"Idle (0)",65536,0,1376256,0,65536,196608,393216,0,67426,4096,4096,32768,14336,0,0,3.936256,10.048047,61.40732,0.038936,0,4.031767,2.578382,0.457655,16.167856,1.333781,0,5,16551,16390,0,0,33.333333,100,100,76.822097,76.822097,16384,16384,77.605135,76.85023,0,24.006905,"Low (3)",0,0,"Low (1)",0,1.625159,0.233845,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",24600,24552,16400,16368,0,0,23,21,8,30,0,0,8192,8192,8192,8192,8192,8192,8192,5760,8224,8231,8196,8194,0,0,0,5,107475,0,0,131072,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,163178,64706,2048,67584,2162688,2097152,0,0,0,0,0,0,0,0,0,4096,2048,0,4096,58119,2537972,1310208,1024,0,0,0,0,1.417368,6.3455e-06,32,32,1,8,8,1,8,0,0
"2802",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,512,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",84.507275,0.82595,1.004862,0.968521,33,100,100,96.969697,0.010309,23.487029,0,0,0,0,8,8,0,0,0,0,131072,65536,51420,36576,50,0,91.799445,45.899723,91.799445,91.799445,72.026481,51.233772,91.799445,0,0,0,0,100,50,65536,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,262144,262144,0,0,0,270336,273214,"Mid (6)","Low (2)",0,"Idle (0)",262144,0,5505024,0,262144,786432,1572864,0,265022,16384,16384,131072,57344,0,0,1.972425,5.272689,79.988605,0.00213,0,2.909231,0.839502,0.096485,8.315645,0.603288,0,5,65607,56198,0,0,33.333333,19.171143,87.5,91.799445,91.799445,65536,65536,91.898899,78.719257,0,7.171831,"Mid (4)",0,0,"Low (1)",0,1.244652,0.308719,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",98304,98304,65552,65520,29240,28097,20692,13368,18293,17793,25412,25736,32768,23424,32768,32768,7380,7268,28672,28672,32800,32807,32773,32769,0,0,5,0,333060,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,804257,255536,8192,270336,8650752,8388608,0,0,0,0,0,0,0,0,0,16384,8192,0,16384,284376,14864626,8763475,4096,0,0,0,0,1.413435,2.08826e-05,64,64,1,8,8,1,8,0,0
"2803",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,768,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",93.167276,0.863522,0.83949,0.800527,33,100,100,96.969697,0.002607,19.409575,0,0,0,0,8,8,0,0,0,0,294912,147456,147488,76904,50,0,84.054383,42.027191,84.054383,84.054383,84.072624,43.837608,84.054383,0,0,0,0,100,50,147456,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,589824,589824,0,0,0,608256,611129,"High (7)","Low (1)",0,"Idle (0)",589824,0,12386304,0,589824,1769472,3538944,0,592697,36864,36864,294912,129024,0,0,1.318829,4.457731,82.793914,0.032242,0,1.604986,0.59722,0.071856,8.702755,0.420468,0,5,147623,147462,0,0,33.333333,0,87.5,84.054383,84.054383,147456,147456,84.149578,84.057803,0,2.918554,"Mid (4)",0,0,"Low (1)",0,0.989217,0.298089,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",221160,221208,147472,147440,84256,63232,41670,32930,36470,26061,73744,52688,73728,73728,73728,73728,0,0,64512,64512,73792,73831,73733,73729,0,0,1,4,777920,0,0,1179648,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,2258163,572984,18432,608256,19464192,18874368,0,0,0,0,0,0,0,0,0,36864,18432,0,36864,726364,39619548,20952177,9216,0,0,0,0,1.400637,5.15737e-05,96,96,1,8,8,1,8,0,0
"2804",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,1024,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",96.341749,0.869239,0.858402,0.860758,33,100,100,96.969697,0.0015,20.868545,0,0,0,0,8,8,0,0,0,0,524288,262144,262176,134841,50,0,89.071942,44.535971,89.071942,89.071942,89.082815,45.816611,89.071942,0,0,0,0,100,50,262144,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,1048576,1048576,0,0,0,1081344,1084137,"High (7)","Low (1)",0,"Idle (0)",1048576,0,22020096,0,1048576,3145728,6291456,0,1051369,65536,65536,524288,229376,0,0,1.22778,4.466588,84.082723,0.014744,0,1.54607,0.338155,0.071674,7.844451,0.407815,0,5,262215,224710,0,0,33.333333,0,87.5,89.071942,89.071942,262144,262144,89.096066,76.352524,0,1.739686,"Mid (4)",0,0,"Low (1)",0,1.054129,0.310661,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",393216,393216,262160,262128,149768,112384,76912,57300,67213,67177,131080,131072,131072,131072,131072,131072,0,0,114688,114688,131104,131111,131073,131077,0,0,1,4,1298692,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,3965251,1017393,32768,1081344,34603008,33554432,0,0,0,0,0,0,0,0,0,65536,32768,0,65536,1247612,69902874,36730667,16384,0,0,0,0,1.39632,8.66196e-05,128,128,1,8,8,1,8,0,0
"2805",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,1280,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",97.406838,0.876347,0.83284,0.844364,33,100,100,96.969697,0.000945,20.4705,0,0,0,0,8,8,0,0,0,0,819200,409600,409632,208290,50,0,87.554556,43.777278,87.554556,87.554556,87.561396,44.523287,87.554556,0,0,0,0,100,50,409600,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,1638400,1638400,0,0,0,1689600,1692442,"High (7)","Low (1)",0,"Idle (0)",1638400,0,34406400,0,1638400,4915200,9830400,0,1641242,102400,102400,819200,358400,0,0,1.059577,4.341207,82.730903,0.025797,0,1.444245,0.203338,0.072262,9.75874,0.363931,0,5,409671,409606,0,0,33.333333,0,87.5,87.554556,87.554556,409600,409600,87.569732,87.555838,0,1.094432,"Mid (4)",0,0,"Low (1)",0,1.018489,0.309122,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",614400,614400,409584,409616,234084,175552,118394,89426,103696,103533,204816,204820,204800,204800,204800,204800,0,0,179200,179200,204832,204839,204805,204801,0,0,1,4,2059332,0,0,3276800,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,6410062,1588818,51200,1689600,54067200,52428800,0,0,0,0,0,0,0,0,0,102400,51200,0,102400,2007221,111874302,60422195,25600,0,0,0,0,1.457917,0.0001375053,160,160,1,8,8,1,8,0,0
"2806",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,1536,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",98.326802,0.879618,0.812921,0.827852,33,100,100,96.969697,0.001155,20.069862,0,0,0,0,8,8,0,0,0,0,1179648,589824,589856,298010,50,0,86.381964,43.190982,86.381964,86.381964,86.386651,43.644696,86.381964,0,0,0,0,100,50,589824,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,2359296,2359296,0,0,0,2433024,2435834,"High (7)","Low (1)",0,"Idle (0)",2359296,0,49545216,0,2359296,7077888,14155776,0,2362106,147456,147456,1179648,516096,0,0,1.075396,4.182367,83.43086,0.029576,0,1.38858,0.074033,0.064337,9.405901,0.34895,0,5,589895,589830,0,0,33.333333,0,87.5,86.381964,86.381964,589824,589824,86.392362,86.382843,0,767.838867,"Mid (4)",0,0,"Low (1)",0,0.994956,0.303014,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",884760,884712,589856,589792,337032,252800,170180,127780,148833,148800,294920,294912,294912,294912,294912,294912,0,0,258048,258048,294976,295015,294917,294913,0,0,1,4,3002484,0,0,4718592,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,9494148,2287198,73728,2433024,77856768,75497472,0,0,0,0,0,0,0,0,0,147456,73728,0,147456,2954345,167158202,87280537,36864,0,0,0,0,1.483665,0.0002029604,192,192,1,8,8,1,8,0,0
"2807",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,1792,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",98.196014,0.874952,0.840931,0.842204,33,100,100,96.969697,0.000487,20.417617,0,0,0,0,8,8,0,0,0,0,1605632,802816,802848,404712,50,0,88.250869,44.125434,88.250869,88.250869,88.254386,44.488632,88.250869,0,0,0,0,100,50,802816,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,3211264,3211264,0,0,0,3311616,3313230,"High (7)","Low (2)",0,"Idle (0)",3211264,0,67436544,0,3211264,9633792,19267584,0,3212878,200704,200704,1605632,702464,0,0,1.052133,4.297561,83.913368,0.033092,0,1.454437,0.103796,0.065404,8.710691,0.369517,0,5,802887,802822,0,0,33.333333,0,87.5,88.250869,88.250869,802816,802816,88.258673,88.251528,0,576.332031,"Mid (4)",0,0,"Low (1)",0,1.018854,0.313356,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",1204200,1204248,802832,802800,458760,344064,230761,173542,202223,201903,401416,401408,401408,401408,401408,286720,0,0,351232,351232,401472,401511,401409,401413,0,0,1,4,3972019,0,0,6422528,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,12626127,3114030,100352,3311616,105971712,102760448,0,0,0,0,0,0,0,0,0,200704,100352,0,200704,3919242,220534068,115537316,50176,0,0,0,0,1.488404,0.0002675224,224,224,1,8,8,1,8,0,0
"2808",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,2048,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",98.571153,0.871856,0.871469,0.870494,33,100,100,96.969697,0.000366,21.103134,0,0,0,0,8,8,0,0,0,0,2097152,1048576,1048584,527996,50,0,91.467876,45.733938,91.467876,91.467876,91.468574,46.057389,91.467876,0,0,0,0,100,50,1048576,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,4194304,4194304,0,0,0,4325376,4326960,"High (7)","Low (2)",0,"Idle (0)",4194304,0,88080384,0,4194304,12582912,25165824,0,4195888,262144,262144,2097152,917504,0,0,1.099525,4.466746,84.106871,0.016651,0,1.465972,0.043865,0.072425,8.311765,0.41618,0,5,1048743,1048582,0,0,33.333333,0,87.5,91.467876,91.467876,1048576,1048576,91.482444,91.4684,0,457.338867,"Mid (4)",0,0,"Low (1)",0,1.070151,0.326037,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",1572792,1572936,1048560,1048592,599176,449408,301502,226782,263754,263844,524296,524288,524288,524288,524288,374400,0,0,458752,458752,524320,524327,524288,524294,0,0,4,1,5049901,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,15707341,4066368,131072,4325376,138412032,134217728,0,0,0,0,0,0,0,0,0,262144,131072,0,262144,4977181,277199964,149523946,65536,0,0,0,0,1.486405,0.0003394895,256,256,1,8,8,1,8,0,0
"2809",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,2304,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",98.958295,0.883287,0.824628,0.828149,33,100,100,96.969697,0.000291,20.076529,0,0,0,0,8,8,0,0,0,0,2654208,1327104,1327112,667142,50,0,87.2025,43.60125,87.2025,87.2025,87.203026,43.837145,87.2025,0,0,0,0,100,50,1327104,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,5308416,5308416,0,0,0,5474304,5475910,"High (7)","Low (1)",0,"Idle (0)",5308416,0,111476736,0,5308416,15925248,31850496,0,5310022,331776,331776,2654208,1161216,0,0,1.044964,4.203186,83.420965,0.038497,0,1.366655,0.063221,0.06383,9.456081,0.3426,0,5,1327175,1327110,0,0,33.333333,0,75.001206,87.2025,87.2025,1327104,1327104,87.207166,87.202895,0,344.50293,"Mid (4)",0,0,"Low (1)",0,0.991553,0.309206,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",1990632,1990680,1327168,1327040,758368,568825,381144,284307,333546,333564,663568,663568,663552,473984,663552,663552,0,0,580608,580608,663616,663655,663556,663554,0,0,4,1,6688150,0,0,10616832,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,21166344,5144120,165888,5474304,175177728,169869312,0,0,0,0,0,0,0,0,0,331776,165888,0,331776,6619105,373208398,196426739,82944,0,0,0,0,1.531834,0.0004502879,288,288,1,8,8,1,8,0,0
"2810",5.2,10,"GTX-970",0,1076,3072,1.75,256,3505,"224,32","matrix_sum_coalesced",6,2560,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",99.141086,0.885078,0.811292,0.811813,33,100,100,96.969697,0.000414,19.680457,0,0,0,0,8,8,0,0,0,0,3276800,1638400,1638408,821910,50,0,85.816944,42.908472,85.816944,85.816944,85.817363,43.050418,85.816944,0,0,0,0,100,50,1638400,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,6553600,6553600,0,0,0,6758400,6761195,"High (7)","Low (1)",0,"Idle (0)",6553600,0,137625600,0,6553600,19660800,39321600,0,6556395,409600,409600,3276800,1433600,0,0,1.015487,4.108639,83.109096,0.037512,0,1.35524,0.050971,0.061826,9.932601,0.328626,0,5,1638471,1638406,0,0,33.333333,0,87.5,85.816944,85.816944,1638400,1638400,85.820663,85.817259,0,274.613281,"Mid (4)",0,0,"Low (1)",0,0.967902,0.305128,0,"GeForce GTX 970 (0)",1,7,"matSum(float*, float*, float*, int)",2457624,2457576,1638368,1638432,936200,702208,469896,352482,411178,411292,819208,819200,819200,819200,819200,819200,0,0,716800,716800,819365,585359,819205,819201,0,0,1,4,8414575,0,0,13107200,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,26643565,6350407,204800,6758400,216268800,209715200,0,0,0,0,0,0,0,0,0,409600,204800,0,409600,8344354,471253160,245009259,102400,0,0,0,0,1.554725,0.000558657,320,320,1,8,8,1,8,0,0
