256,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,89.412514,0.332865,0.893579,16.347882,116.251601,89.412514,0.332865,1.368941,0.000000,1.296670,0.000000,0.000000,0.000000,146.832925,832.095817,465.006408,123.517327,0.000000,0.000000,13.235294,25.000000,99.946101,0.000000,123.517327,0.000000,0.006841,100.000000,0.000000,0.786890,2973.000000,17.831977,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,1,0,10347,58636,8913809,33598,0.000000,0.000000,0.000000,0.000000,123.529980,476.784829,0.000000,14.531250,99.899092,293431,270336,9010380,1050624,33554432,0,0,16777216,0,0,0,0,0,1.237117,3.355778,3.966797,0.000000,0.000000,0.209571,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",6088704,14423782,13075680,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,8912896,33380,0,473.691219,0,32691,463.913711,28.324569,0.032008,0.426262,0.000000,16.492468,46.381693,26.150885,0.000000
512,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.542297,0.332160,0.959514,17.421719,61.943891,99.542297,0.332160,1.370916,0.000000,1.300490,0.000000,0.000000,0.000000,496.447166,130.500322,247.775563,131.630768,0.000000,0.000000,13.235294,25.000000,99.817029,0.000000,131.630768,0.000000,0.000470,100.000000,0.000000,0.787333,5917.000000,17.856996,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,14,0,262618,69034,71308398,132209,0.000000,0.000000,0.000000,0.000000,131.640423,249.924923,0.000000,27.099609,99.949299,2243279,2129920,71919616,8396800,268435456,0,0,134217728,0,0,0,0,0,1.233758,3.127588,3.738712,0.000000,0.000000,0.204104,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",48472064,114923215,104260212,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,71303168,131408,0,248.410730,0,162057,306.348911,28.815609,0.003358,0.476732,0.000000,15.465595,47.411276,28.643377,0.000000
768,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.504012,0.330891,0.966368,17.494703,41.468925,99.504012,0.330891,1.377689,0.000000,1.301772,0.000000,0.000000,0.000000,2.687098,101.209872,165.875703,132.182201,0.000000,0.000000,13.235294,25.000000,98.977734,0.000000,132.182201,0.000000,0.000118,100.000000,0.000000,0.786762,8861.000000,17.853104,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,0,0,4892076,179942,240661396,304300,0.000000,0.000000,0.000000,0.000000,132.189454,171.156062,0.000000,0.000000,99.966144,7483867,7151616,243649075,28329984,905969664,0,0,452984832,0,0,0,0,0,1.223473,3.089190,3.706672,0.000000,0.000000,0.201656,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (2)","Low (1)","Idle (0)",163325952,388338396,352482937,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,240648192,295196,0,166.035441,0,2643326,1.451915,28.940074,0.000838,0.475594,0.000000,15.388621,47.449477,28.904305,0.000000
1024,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.422673,0.330471,0.973796,17.538331,31.179255,99.422673,0.330471,1.380669,0.000000,1.302414,0.000000,0.000000,0.000000,3.637633,71.223540,124.717020,132.511835,0.000000,0.000000,13.235294,25.000000,98.637354,0.000000,132.511835,0.000000,0.000043,100.000000,0.000000,0.786634,11805.000000,17.856309,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,4,0,15658963,299411,570462090,537399,0.000000,0.000000,0.000000,0.000000,132.520371,127.835850,0.000000,997.000000,99.974587,17525867,16908288,578360818,67141632,2147483648,0,0,1073741824,0,0,0,0,0,1.221264,3.054702,3.666423,0.000000,0.000000,0.198995,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",386826240,920798772,836071744,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,570425344,524536,0,124.776014,0,8079047,1.876791,29.048847,0.000360,0.474998,0.000000,15.271680,47.537729,29.236406,0.000000
1280,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.682101,0.330173,0.979415,17.558981,24.972773,99.682101,0.330173,1.381649,0.000000,1.302800,0.000000,0.000000,0.000000,3.954968,58.671140,99.891091,132.667856,0.000000,0.000000,13.235294,25.000000,98.504690,0.000000,132.667856,0.000000,0.000041,100.000000,0.000000,0.786389,14749.000000,17.854012,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,4,0,33212849,481158,1114191199,841782,0.000000,0.000000,0.000000,0.000000,132.677287,102.644681,0.000000,511.000000,99.979660,33902462,32972800,1130499988,131123200,4194304000,0,0,2097152000,0,0,0,0,0,1.224670,3.034884,3.650617,0.000000,0.000000,0.197271,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",755148800,1798465974,1633279622,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,1114112000,819652,0,99.946207,0,16798254,2.000327,29.128830,0.000212,0.476081,0.000000,15.199628,47.563888,29.414958,0.000000
1536,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.716888,0.330048,0.980611,17.578003,20.833188,99.716888,0.330048,1.382076,0.000000,1.303058,0.000000,0.000000,0.000000,4.195677,51.890683,83.332754,132.811577,0.000000,0.000000,13.235294,25.000000,98.425414,0.000000,132.811577,0.000000,0.000000,100.000000,0.000000,0.786264,17693.000000,17.852385,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,0,0,60818914,734558,1829096975,1242564,0.000000,0.000000,0.000000,0.000000,126.182775,87.777269,0.000000,0.000000,99.983044,58539518,56918016,1953903123,226566144,7247757312,0,0,3623878656,0,0,0,0,0,1.223338,3.029695,3.659319,0.000000,0.000000,0.197360,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (2)","Low (1)","Idle (0)",1304469504,3107466619,2822243093,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,1925185536,1179648,0,83.332754,0,30833905,2.127119,29.089230,0.000102,0.476215,0.000000,15.184543,47.616412,29.483868,0.000000
1792,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.809645,0.329890,0.974198,17.590355,17.869566,99.809645,0.329890,1.384015,0.000000,1.303242,0.000000,0.000000,0.000000,4.410210,51.658489,71.478266,132.904901,0.000000,0.000000,13.235294,25.000000,98.348587,0.000000,132.904901,0.000000,0.000000,100.000000,0.000000,0.786480,20637.000000,17.855059,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,2,0,101445140,1160416,3057330241,1789970,0.000000,0.000000,0.000000,0.000000,132.913897,79.684481,0.000000,93.000000,99.985463,93813352,90316800,3104068271,359761920,11509170176,0,0,5754585088,0,0,0,0,0,1.215380,3.048714,3.704839,0.000000,0.000000,0.199177,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",2070964224,4937175479,4483446968,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,3057123328,1605632,0,71.478266,0,51175376,2.224790,29.053191,0.000064,0.476535,0.000000,15.300868,47.477767,29.207490,0.000000
2048,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.918663,0.329499,0.967404,17.580799,15.627377,99.918663,0.329499,1.386548,0.000000,1.303380,0.000000,0.000000,0.000000,5.015772,57.919490,62.509508,132.832705,0.000000,0.000000,13.235294,25.000000,98.123491,0.000000,132.832705,0.000000,0.000000,100.000000,0.000000,0.786539,23581.000000,17.855652,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,2,0,172314416,1943160,4563720307,2658618,0.000000,0.000000,0.000000,0.000000,132.841948,79.245044,0.000000,62.000000,99.987278,140832386,134742016,4638165641,537001984,17179869184,0,0,8589934592,0,0,0,0,0,1.208008,3.066720,3.725954,0.000000,0.000000,0.200725,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",3090808832,7376787830,6698581638,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,4563402752,2097152,0,62.509508,0,87116177,2.535800,28.983038,0.000044,0.476637,0.000000,15.412713,47.402797,28.965041,0.000000
2304,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.917463,0.329166,0.967433,17.563295,13.877171,99.917463,0.329166,1.389227,0.000000,1.303487,0.000000,0.000000,0.000000,6.212810,59.632359,55.508684,132.700448,0.000000,0.000000,13.235294,25.000000,92.830521,0.000000,132.700448,0.000000,0.000000,100.000000,0.000000,0.786508,26525.000000,17.857418,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,9,0,304201996,2851386,6497957118,3656642,0.000000,0.000000,0.000000,0.000000,132.709760,76.473051,0.000000,197.000000,99.988690,200614700,191766528,6619826599,764577792,24461180928,0,0,12230590464,0,0,0,0,0,1.208951,3.066414,3.800031,0.000000,0.000000,0.200642,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",4400179200,10516220965,9550705615,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,6497501184,2654208,0,55.508684,0,155283715,3.171407,28.958968,0.000031,0.476026,0.000000,15.459099,47.305865,28.870444,0.000000
2560,"Tesla K20c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.881251,0.328581,"<OVERFLOW>",17.537508,12.471116,99.881251,0.328581,1.393105,0.000000,1.303573,0.000000,0.000000,0.000000,6.998371,56.935518,49.884465,132.505613,0.000000,0.000000,13.235294,25.000000,97.353554,0.000000,132.505613,0.000000,0.000002,100.000000,0.000000,0.786359,29469.000000,17.856819,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,9,0,470740429,3739968,8913542840,4786912,0.000000,0.000000,0.000000,0.000000,132.515230,72.873702,0.000000,143.000000,99.989820,274980592,262963200,9098778388,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",6035251200,14443388121,13119342019,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,8912896000,3276948,0,49.886719,0,236518799,3.516261,"<OVERFLOW>","<OVERFLOW>",0.475176,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
