3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,936002355,935851012,939258,939871,469692,469882,469750,469804,468006548,467931287,468380580,467820684,921600,921600,921600,921600,1769472000,1769472000,1769472000,1769472000,1301093628,1301231924,1300999216,1301930540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1769472016,1769472018,1769472020,1769472018,921600,921600,921604,921601,"<OVERFLOW>",0,0,28311552000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,921600,14745600,22147891200,28315527178,893030656,4423680000,1769472000,0,0,1769472000,921600,"<OVERFLOW>","<OVERFLOW>",921600,885657600,0,0,0,0,0,0,0,7077888000,3686400,884736000,0,5308416000,2764800,0,0,5308416000,1769472000,7077888002,3686400,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1144872603,1144302448,1074423,1074619,537225,537093,537235,537220,572512268,572061151,572611708,572079128,1048576,1048576,1048576,1048576,2147483648,2147483648,2147483648,2147483648,1575108392,1574724616,1574904416,1574946864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2147483668,2147483668,2147483668,2147483668,1048580,1048576,1048577,1048580,"<OVERFLOW>",0,0,34359738368,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,1048576,16777216,26877100032,34363531203,1083179264,5368709120,2147483648,0,0,2147483648,1048576,"<OVERFLOW>","<OVERFLOW>",1048576,1074790400,0,0,0,0,0,0,0,8589934592,4194304,1073741824,0,6442450944,3145728,0,0,6442450944,2147483648,8589934593,4194304,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1379335895,1379676916,1209577,1209798,604817,604816,604679,604914,689712088,689801407,689810008,689599012,1183744,1183744,1183744,1183744,2575826944,2575826944,2575826944,2575826944,1886378276,1885944740,1886068244,1886183240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2575826960,2575826962,2575826960,2575826960,1183745,1183744,1183744,1183745,"<OVERFLOW>",0,0,41213231104,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,1183744,18939904,32235716608,41210733924,1298567424,6439567360,2575826944,0,0,2575826944,1183744,"<OVERFLOW>","<OVERFLOW>",1183744,1289097216,0,0,0,0,0,0,0,10303307776,4734976,1287913472,0,7727480832,3551232,0,0,7727480832,2575826944,10303307777,4734976,0,0
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1637336827,1632275604,1361293,1362310,680842,681166,681270,681051,818669700,816134407,815862340,816140508,1327104,1327104,1327104,1327104,3057647616,3057647616,3057647616,3057647616,2239927116,2240925480,2239765828,2241811632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057647636,3057647632,3057647632,3057647632,1327104,1327104,1327104,1327104,"<OVERFLOW>",0,0,48922361856,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,1327104,21233664,38263062528,48917581209,1540768000,7644119040,3057647616,0,0,3057647616,1327104,"<OVERFLOW>","<OVERFLOW>",1327104,1530150912,0,0,0,0,0,0,0,12230590464,5308416,1528823808,0,9172942848,3981312,0,0,9172942848,3057647616,12230590465,5308416,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1944221811,1944935780,1511349,1510897,755635,755391,755299,755638,972135276,972444231,971613064,971840128,1478656,1478656,1478656,1478656,3596091392,3596091392,3596091392,3596091392,2623765760,2624500396,2624128164,2624175712,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3596091412,3596091408,3596091408,3596091408,1478656,1478656,1478656,1478657,"<OVERFLOW>",0,0,57537462272,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,1478656,23658496,44998459392,57522265185,1811353856,8990228480,3596091392,0,0,3596091392,1478656,"<OVERFLOW>","<OVERFLOW>",1478656,1799524352,0,0,0,0,0,0,0,14384365568,5914624,1798045696,0,10788274176,4435968,0,0,10788274176,3596091392,14384365569,5914624,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2270394879,2274280472,1680228,1677894,840208,838872,838876,838745,1135168800,1137167855,1135969164,1136274004,1638400,1638400,1638400,1638400,4194304000,4194304000,4194304000,4194304000,3057606080,3057951268,3056295960,3056725260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4194304020,4194304016,4194304018,4194304018,1638400,1638400,1638400,1638404,"<OVERFLOW>",0,0,67108864000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,1638400,26214400,52481228800,67086618125,2111897856,10485760000,4194304000,0,0,4194304000,1638400,"<OVERFLOW>","<OVERFLOW>",1638400,2098790400,0,0,0,0,0,0,0,16777216000,6553600,2097152000,0,12582912000,4915200,0,0,12582912000,4194304000,16777216000,6553600,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2633625487,2635687388,1847169,1846746,923705,923422,922298,923128,1316833800,1317843491,1319876696,1318494224,1806336,1806336,1806336,1806336,4855431168,4855431168,4855431168,4855431168,3534379476,3538371680,3539121408,3536038576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855431186,4855431184,4855431184,4855431396,1806336,1806340,1806337,1806340,"<OVERFLOW>",0,0,77686898688,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,1806336,28901376,60750692352,77655726847,2443972864,12138577920,4855431168,0,0,4855431168,1806336,"<OVERFLOW>","<OVERFLOW>",1806336,2429521920,0,0,0,0,0,0,0,19421724672,7225344,2427715584,0,14566293504,5419008,0,0,14566293504,4855431168,19421724673,7225344,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3042429035,3043173976,2024876,2024941,1012574,1012649,1013769,1012479,1521229908,1521570927,1520351568,1520763408,1982464,1982464,1982464,1982464,5582618624,5582618624,5582618624,5582618624,4060995440,4060739388,4061377480,4062802572,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5582618644,5582618640,5582618642,5582618640,1982465,1982464,1982464,1982465,"<OVERFLOW>",0,0,89321897984,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,1982464,31719424,69846171648,89279348617,2809151744,13956546560,5582618624,0,0,5582618624,1982464,"<OVERFLOW>","<OVERFLOW>",1982464,2793291776,0,0,0,0,0,0,0,22330474496,7929856,2791309312,0,16747855872,5947392,0,0,16747855872,5582618624,22330474498,7929856,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3497404935,3496782200,2206044,2206329,1103052,1102933,1103142,1103332,1748677996,1748414099,1746837960,1748949520,2166784,2166784,2166784,2166784,6379012096,6379012096,6379012096,6379012096,4630655552,4631059836,4631236760,4629789736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6379012112,6379012116,6379012116,6379012114,2166784,2166784,2166788,2166788,"<OVERFLOW>",0,0,102064193536,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,2166784,34668544,79806988288,102000783514,3209007360,15947530240,6379012096,0,0,6379012096,2166784,"<OVERFLOW>","<OVERFLOW>",2166784,3191672832,0,0,0,0,0,0,0,25516048384,8667136,3189506048,0,19137036288,6500352,0,0,19137036288,6379012096,25516048395,8667136,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3936594051,3939722464,2433699,2432338,1216673,1216404,1216196,1216787,1968344232,1969809063,1970035020,1969190744,2359296,2359296,2359296,2359296,7247757312,7247757312,7247757312,7247757312,5283032272,5279674452,5281861836,5283321984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7247757330,7247757332,7247757328,7247757332,2359300,2359300,2359296,2359296,"<OVERFLOW>",0,0,115964116992,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,2359296,37748736,90672463872,115910884893,3645112576,18119393280,7247757312,0,0,7247757312,2359296,"<OVERFLOW>","<OVERFLOW>",2359296,3626237952,0,0,0,0,0,0,0,28991029248,9437184,3623878656,0,21743271936,7077888,0,0,21743271936,7247757312,28991029251,9437184,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4504894727,4505269964,2611699,2611463,1305968,1305942,1305706,1305841,2252365228,2252753087,2251472924,2252676272,2560000,2560000,2560000,2560000,8192000000,8192000000,8192000000,8192000000,5939993304,5941703164,5940021524,5940138560,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8192000016,8192000052,8192000016,8192000016,2560000,2560000,2560001,2560005,"<OVERFLOW>",0,0,131072000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,2560000,40960000,102481920000,130983993720,4119040256,20480000000,8192000000,0,0,8192000000,2560000,"<OVERFLOW>","<OVERFLOW>",2560000,4098560000,0,0,0,0,0,0,0,32768000000,10240000,4096000000,0,24576000000,7680000,0,0,24576000000,8192000000,32768000006,10240000,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5046217931,5047943328,2828154,2827616,1413747,1414008,1413662,1413918,2523074912,2523970295,2525327428,2522868520,2768896,2768896,2768896,2768896,9214885888,9214885888,9214885888,9214885888,6692533612,6691609608,6690769788,6689406960,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,9214885904,9214885904,9214885906,9214885936,2768900,2768896,2768900,2768896,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,2768896,44302336,115274678272,"<OVERFLOW>",4632363264,23037214720,9214885888,0,0,9214885888,2768896,"<OVERFLOW>","<OVERFLOW>",2768896,4610211840,0,0,0,0,0,0,0,"<OVERFLOW>",11075584,4607442944,0,27644657664,8306688,0,0,27644657664,9214885888,"<OVERFLOW>",11075584,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5701302743,5700011424,3044946,3044351,1522597,1522275,1522839,1522545,2850590260,2850077747,2849809672,2852102752,2985984,2985984,2985984,2985984,10319560704,10319560704,10319560704,10319560704,7469110376,7465570440,7469990160,7469221584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10319560720,10319560752,10319560724,10319560722,2985989,2985984,2985988,2985984,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,2985984,47775744,129090060288,"<OVERFLOW>",5186654464,25798901760,10319560704,0,0,10319560704,2985984,"<OVERFLOW>","<OVERFLOW>",2985984,5162766336,0,0,0,0,0,0,0,"<OVERFLOW>",11943936,5159780352,0,30958682112,8957952,0,0,30958682112,10319560704,"<OVERFLOW>",11943936,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6344431087,6348483124,3277388,3276710,1638885,1638241,1638649,1638640,3172219272,3174206395,3172733629,3172709348,3211264,3211264,3211264,3211264,11509170176,11509170176,11509170176,11509170176,8335366668,8335871908,8333818404,8338926848,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,11509170192,11509170192,11509170194,11509170194,3211264,3211264,3211264,3211264,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,3211264,51380224,"<OVERFLOW>","<OVERFLOW>",5783486720,28772925440,11509170176,0,0,11509170176,3211264,"<OVERFLOW>","<OVERFLOW>",3211264,5757796352,0,0,0,0,0,0,0,"<OVERFLOW>",12845056,5754585088,0,"<OVERFLOW>",9633792,0,0,"<OVERFLOW>",11509170176,"<OVERFLOW>",12845056,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7115190915,7113140036,3507233,3507926,1753839,1753955,1753909,1753818,3557637996,3556529743,3557065788,3559407428,3444736,3444736,3444736,3444736,12786860032,12786860032,12786860032,12786860032,9229629396,9229164084,9228580056,9226870348,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,12786860050,12786860050,12786860052,12786860050,3444736,3444736,3444736,3444740,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,3444736,55115776,"<OVERFLOW>","<OVERFLOW>",6424432896,31967150080,12786860032,0,0,12786860032,3444736,"<OVERFLOW>","<OVERFLOW>",3444736,6396874752,0,0,0,0,0,0,0,"<OVERFLOW>",13778944,6393430016,0,"<OVERFLOW>",10334208,0,0,"<OVERFLOW>",12786860032,"<OVERFLOW>",13778944,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7582284139,7587892820,3807567,3806349,1903618,1904028,1904618,1903388,3791107380,3793984115,3781945872,3802345968,3686400,3686400,3686400,3686400,14155776000,14155776000,14155776000,14155776000,10360218112,10356344208,10362987460,10365612012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14155776018,14155776016,14155776016,14155776018,3686404,3686400,3686400,3686404,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,3686400,58982400,"<OVERFLOW>","<OVERFLOW>",7111065856,35389440000,14155776000,0,0,14155776000,3686400,"<OVERFLOW>","<OVERFLOW>",3686400,7081574400,0,0,0,0,0,0,0,"<OVERFLOW>",14745600,7077888000,0,"<OVERFLOW>",11059200,0,0,"<OVERFLOW>",14155776000,"<OVERFLOW>",14745600,0,0
7936,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8717984491,8717444664,4004272,4004200,2002042,2001996,2001809,2001984,4359196620,4358523355,4360124276,4357717316,3936256,3936256,3936256,3936256,15619063808,15619063808,15619063808,15619063808,11262566024,11260021896,11260318488,11260334764,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15619063826,15619063856,15619063826,15619063824,3936260,3936257,3936256,3936256,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,0,3936256,62980096,"<OVERFLOW>","<OVERFLOW>",7844958464,39047659520,15619063808,0,0,15619063808,3936256,"<OVERFLOW>","<OVERFLOW>",3936256,7813468160,0,0,0,0,0,0,0,"<OVERFLOW>",15745024,7809531904,0,"<OVERFLOW>",11808768,0,0,"<OVERFLOW>",15619063808,"<OVERFLOW>",15745024,0,0
8192,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,9589956835,9591438876,4271291,4270971,2135796,2135342,2135462,2135115,4795083820,4795603599,4795331520,4801663400,4194304,4194304,4194304,4194304,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",12385969172,12383087736,12380673136,12384600696,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4194308,4194309,4194304,4194304,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,"<OVERFLOW>","<OVERFLOW>",8627683584,42949672960,17179869184,0,0,17179869184,4194304,"<OVERFLOW>","<OVERFLOW>",4194304,8594128896,0,0,0,0,0,0,0,"<OVERFLOW>",16777216,8589934592,0,"<OVERFLOW>",12582912,0,0,"<OVERFLOW>",17179869184,"<OVERFLOW>",16777216,0,0
