2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.998993,0.592875,0.249921,24.185453,17.589419,99.998993,0.592875,0.359566,0.039927,0.239735,0.000000,0.000000,0.000000,12.527706,17.996367,35.178840,48.370906,0.000000,31.250000,50.000000,50.000000,74.100774,0.000000,48.370906,0.000000,0.000000,0.806053,17632.000000,19.551949,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,2093481984,697827328,2791309312,1982464,0,7,0,722928427,1014165,2791309382,1982466,0.000000,0.000000,290.225435,96.741812,48.370907,35.178876,0.000000,130.000000,1047732224,699809792,5933925270,3491119104,44660948992,0,0,22330474496,0,0,0,0,0,"Low (3)","Low (1)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",8738701312,11880841001,11527466537,0.000000,22330474496,0,50370445312,0,5582618624,50251497472,11268325376,0,0.000000,0,0.000000,0,0.000000,2791309312,1982464,0,35.178840,0,0.789057,0.000000,0.965267,0.000000
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.998130,0.593669,"<OVERFLOW>",24.249367,16.166245,99.998130,0.593669,0.359359,0.039933,0.239757,0.000000,0.000000,0.000000,12.598994,16.613676,32.332489,48.498734,0.000000,31.250000,50.000000,50.000000,74.017978,0.000000,48.498734,0.000000,0.000000,0.807009,19232.000000,19.575602,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,2717908992,905969664,3623878656,2359296,0,5,0,941410651,1212297,3623878722,2359300,0.000000,0.000000,290.992406,96.997469,48.498735,32.332544,0.000000,71.000000,1360134144,908328960,7700947062,4532207616,57982058496,0,0,28991029248,0,0,0,0,0,"Low (3)","Low (1)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",11343495168,15419886754,14961593250,0.000000,28991029248,0,65380810752,0,7247757312,65239252992,14618198016,0,0.000000,0,0.000000,0,0.000000,3623878656,2359296,0,32.332489,0,0.790226,0.000000,0.965655,0.000000
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.997851,0.592025,"<OVERFLOW>",24.179906,14.879942,99.997851,0.592025,0.359331,0.039939,0.239775,0.000000,0.000000,0.000000,12.683002,15.203132,29.759884,48.359813,0.000000,31.250000,50.000000,50.000000,73.773687,0.000000,48.359813,0.000000,0.000000,0.804758,20832.000000,19.521443,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,3455582208,1151860736,4607442944,2768896,0,6,0,1208363011,1414518,4607443012,2768908,0.000000,0.000000,290.158877,96.719626,48.359814,29.760014,0.000000,67.000000,1729175552,1154629632,9790276766,5762072576,73719087104,0,0,36859543552,0,0,0,0,0,"Low (3)","Low (1)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",14420410368,19602111987,19019951347,0.000000,36859543552,0,83111182336,0,9214885888,82945048576,18573754368,0,0.000000,0,0.000000,0,0.000000,4607442944,2768896,0,29.759884,0,0.788137,0.000000,0.963308,0.000000
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.999337,0.592724,"<OVERFLOW>",24.207071,13.832612,99.999337,0.592724,0.359268,0.039943,0.239791,0.000000,0.000000,0.000000,12.760344,14.162534,27.665224,48.414142,0.000000,31.250000,50.000000,50.000000,73.635444,0.000000,48.414142,0.000000,0.000000,0.805671,22432.000000,19.543948,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,4315938816,1438646272,5754585088,3211264,0,10,0,1516715555,1643928,5754585266,3211269,0.000000,0.000000,290.484855,96.828285,48.414144,27.665267,0.000000,90.000000,2159575040,1441857536,12224905620,7196442624,92073361408,0,0,46036680704,0,0,0,0,0,"Low (3)","Low (1)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",18008768512,24478738096,23752189360,0.000000,46036680704,0,103788052480,0,11509170176,103595376640,23185326080,0,0.000000,0,0.000000,0,0.000000,5754585088,3211264,0,27.665224,0,0.789166,0.000000,0.964666,0.000000
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.180372,12.896198,"<OVERFLOW>","<OVERFLOW>",0.359134,0.039947,0.239805,0.000000,0.000000,0.000000,12.792382,13.149155,25.792397,48.360744,0.000000,31.250000,50.000000,50.000000,73.561502,0.000000,48.360744,0.000000,0.000000,"<OVERFLOW>",24032.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,5308416000,1769472000,7077888000,3686400,0,8,0,1872242627,1879354,7077888100,3686400,0.000000,0.000000,290.164466,96.721489,48.360745,25.792397,0.000000,58.000000,2656051200,1773158400,15032676026,8851046400,113246208000,0,0,56623104000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",22147891200,30101961705,29208931049,0.000000,56623104000,0,127637913600,0,14155776000,127416729600,28503244800,0,0.000000,0,0.000000,0,0.000000,7077888000,3686400,0,25.792397,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.236207,12.118103,"<OVERFLOW>","<OVERFLOW>",0.359143,0.039950,0.239817,0.000000,0.000000,0.000000,12.927133,12.393847,24.236206,48.472414,0.000000,31.250000,50.000000,50.000000,73.335562,0.000000,48.472414,0.000000,0.000000,"<OVERFLOW>",25632.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,6442450944,2147483648,8589934592,4194304,0,13,0,2290853995,2144872,8589934692,4194306,0.000000,0.000000,290.834483,96.944828,48.472414,24.236217,0.000000,78.000000,3223322624,2151677952,18243788744,10741612544,137438953472,0,0,68719476736,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",26877100032,36529822159,35446642895,0.000000,68719476736,0,"<OVERFLOW>",0,17179869184,"<OVERFLOW>",34577842176,0,0.000000,0,0.000000,0,0.000000,8589934592,4194304,0,24.236206,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.191146,11.384068,"<OVERFLOW>","<OVERFLOW>",0.358971,0.039953,0.239828,0.000000,0.000000,0.000000,12.966169,11.629720,22.768137,48.382292,0.000000,31.250000,50.000000,50.000000,73.216285,0.000000,48.382292,0.000000,0.000000,"<OVERFLOW>",27232.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,7727480832,2575826944,10303307776,4734976,0,8,0,2761225703,2418575,10303307908,4734984,0.000000,0.000000,290.293753,96.764584,48.382293,22.768175,0.000000,40.000000,3866107904,2580561920,21876345839,12883869696,164852924416,0,0,82426462208,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",32235716608,43807396936,42508829512,0.000000,82426462208,0,"<OVERFLOW>",0,20606615552,"<OVERFLOW>",41459449856,0,0.000000,0,0.000000,0,0.000000,10303307776,4734976,0,22.768137,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.157921,10.736854,"<OVERFLOW>","<OVERFLOW>",0.358956,0.039956,0.239838,0.000000,0.000000,0.000000,12.912784,11.012369,21.473707,48.315843,0.000000,31.250000,50.000000,50.000000,73.280476,0.000000,48.315843,0.000000,0.000000,"<OVERFLOW>",28832.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,9172942848,3057647616,12230590464,5308416,0,0,0,3268720255,2722317,12230590600,5308422,0.000000,0.000000,289.895055,96.631685,48.315843,21.473732,0.000000,0.000000,4589125632,3062956032,25968312089,15293546496,195689447424,0,0,97844723712,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",38263062528,51997814360,50457046360,0.000000,97844723712,0,"<OVERFLOW>",0,24461180928,"<OVERFLOW>",49198399488,0,0.000000,0,0.000000,0,0.000000,12230590464,5308416,0,21.473707,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.239122,10.205946,"<OVERFLOW>","<OVERFLOW>",0.358834,0.039958,0.239846,0.000000,0.000000,0.000000,13.097256,10.444613,20.411892,48.478244,0.000000,31.250000,50.000000,50.000000,72.988739,0.000000,48.478244,0.000000,0.000000,"<OVERFLOW>",30432.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,10788274176,3596091392,14384365568,5914624,0,5,0,3886190899,3026469,14384365670,5914626,0.000000,0.000000,290.869465,96.956488,48.478245,20.411899,0.000000,18.000000,5397094400,3602006016,30533781996,17986371584,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",44998459392,61145440660,59334086804,0.000000,115074924544,0,"<OVERFLOW>",0,28768731136,"<OVERFLOW>",57845022720,0,0.000000,0,0.000000,0,0.000000,14384365568,5914624,0,20.411892,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.218621,9.687448,"<OVERFLOW>","<OVERFLOW>",0.358792,0.039960,0.239854,0.000000,0.000000,0.000000,13.121648,9.920978,19.374896,48.437242,0.000000,31.250000,50.000000,50.000000,72.928356,0.000000,48.437242,0.000000,0.000000,"<OVERFLOW>",32032.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,12582912000,4194304000,16777216000,6553600,0,5,0,4544947347,3355792,16777216136,6553609,0.000000,0.000000,290.623454,96.874485,48.437243,19.374923,0.000000,15.000000,6294732800,4200857600,35607499766,20978073600,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",52481228800,71311056027,69199158171,0.000000,134217728000,0,"<OVERFLOW>",0,33554432000,"<OVERFLOW>",67449651200,0,0.000000,0,0.000000,0,0.000000,16777216000,6553600,0,19.374896,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.186350,9.213847,"<OVERFLOW>","<OVERFLOW>",0.358744,0.039962,0.239861,0.000000,0.000000,0.000000,13.128656,9.420406,18.427694,48.372700,0.000000,"<OVERFLOW>",50.000000,50.000000,72.823915,0.000000,48.372700,0.000000,0.000000,"<OVERFLOW>",33632.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,14566293504,4855431168,19421724672,7225344,0,1,0,5271178699,3693662,19421724744,7225348,0.000000,0.000000,290.236198,96.745399,48.372700,18.427705,0.000000,2.000000,7286759424,4862656512,41212712351,24284381184,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",60750692352,82544617906,80100645042,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,38843449344,"<OVERFLOW>",78062616576,0,0.000000,0,0.000000,0,0.000000,19421724672,7225344,0,18.427694,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.189944,8.796343,"<OVERFLOW>","<OVERFLOW>",0.358664,0.039964,0.239867,0.000000,0.000000,0.000000,13.180498,8.986207,17.592686,48.379888,0.000000,"<OVERFLOW>",50.000000,50.000000,72.758002,0.000000,48.379888,0.000000,0.000000,"<OVERFLOW>",35232.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,16747855872,5582618624,22330474496,7929856,0,4,0,6083659823,4050509,22330474606,7929856,0.000000,0.000000,290.279325,96.759775,48.379888,17.592686,0.000000,9.000000,8377892864,5590548480,47385133243,27921022976,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",69846171648,94897457666,92088305922,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,44660948992,"<OVERFLOW>",89734250496,0,0.000000,0,0.000000,0,0.000000,22330474496,7929856,0,17.592686,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.116586,8.388377,"<OVERFLOW>","<OVERFLOW>",0.358577,0.039965,0.239873,0.000000,0.000000,0.000000,13.204207,8.547606,16.776755,48.233173,0.000000,"<OVERFLOW>",50.000000,50.000000,72.617414,0.000000,48.233173,0.000000,0.000000,"<OVERFLOW>",36832.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,19137036288,6379012096,25516048384,8667136,0,5,0,6985217223,4415828,25516048450,8667137,0.000000,0.000000,289.399036,96.466345,48.233173,16.776757,0.000000,10.000000,9572851712,6387679232,54136367846,31903727616,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",79806988288,108423943513,105214936153,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,51032096768,"<OVERFLOW>",102514884608,0,0.000000,0,0.000000,0,0.000000,25516048384,8667136,0,16.776755,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24.237104,8.079034,"<OVERFLOW>","<OVERFLOW>",0.358790,0.039967,0.239878,0.000000,0.000000,0.000000,13.135568,8.338235,16.158069,48.474208,0.000000,"<OVERFLOW>",50.000000,50.000000,72.896290,0.000000,48.474208,0.000000,0.000000,"<OVERFLOW>",38432.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,21743271936,7247757312,28991029248,9437184,0,0,0,7856005655,4869979,28991029348,9437191,0.000000,0.000000,290.845247,96.948416,48.474208,16.158081,0.000000,0.000000,10876354560,7257194496,61524262092,36248223744,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",90672463872,123204861819,119559749243,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,57982058496,"<OVERFLOW>",116454850560,0,0.000000,0,0.000000,0,0.000000,28991029248,9437184,0,16.158069,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
