256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.472616,0.852967,0.459814,71.612121,1.118939,97.472616,0.852967,0.267011,0.057245,0.174419,0.000000,0.000000,0.000000,79.631550,1.123037,1.118939,71.612121,0.000000,64.285714,100.000000,100.000000,99.893188,0.000000,71.612121,0.000000,0.015022,100.000000,0.000000,1.080719,1118.000000,25.615558,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432,131072,524288,8192,0,0,0,583,8222,524406,8942,0.000000,0.000000,859.345447,143.224241,71.628238,1.221381,0.000000,0.000000,99.910555,201446,200704,1526185,919552,33554432,0,0,16777216,0,0,0,0,0,2.317578,19.955230,8.955422,0.000000,15.103888,0.372282,"Mid (4)","Low (2)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (2)","Low (1)","Idle (0)",2289664,2901029,2750446,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,19922944,0,2162688,29425664,4915200,0,0.000000,0,0.000000,524288,8272,0,1.129867,0,0,0.000000,21.978236,0.143589,0.226639,0.000000,9.252906,21.920869,6.621497,0.000000
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.339771,0.874036,0.489221,75.525926,590.046299,99.339771,0.874036,0.268174,0.058024,0.175431,0.000000,0.000000,0.000000,1.180597,590.064306,590.046299,75.525926,0.000000,64.285714,100.000000,100.000000,98.437500,0.000000,75.525926,0.000000,0.000000,100.000000,0.000000,1.108430,2206.000000,26.349802,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,6291456,1048576,4194304,32768,0,8,0,65564,32769,4194915,33134,0.000000,0.000000,906.311117,151.051853,75.536929,596.636782,0.000000,144.054000,99.954669,1591986,1589248,12179656,7348224,268435456,0,0,134217728,0,0,0,0,0,2.150106,19.120127,8.939076,0.000000,15.787405,0.347932,"Mid (4)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",18071552,22917881,21792317,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,155189248,0,17039360,235143168,36438016,0,0.000000,0,0.000000,4194304,32768,0,590.046299,0,0,0.000000,22.264753,0.017733,0.239904,0.000000,8.988778,22.384090,7.185374,0.000000
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.795437,0.842691,0.495008,73.424717,382.420399,99.795437,0.842691,0.287627,0.058288,0.175774,0.000000,0.000000,0.000000,35.396134,382.430773,382.420399,73.424717,0.000000,64.285714,100.000000,100.000000,51.653975,0.000000,73.424717,0.000000,0.000000,100.000000,0.000000,1.085187,3294.000000,25.841747,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,21233664,3538944,14155776,73728,0,4,0,6824129,73730,14155920,74481,0.000000,0.000000,881.096601,146.849433,73.425464,386.326141,0.000000,20.747000,99.969642,5351354,5345280,42224191,24791040,905969664,0,0,452984832,0,0,0,0,0,2.102326,18.912985,15.116684,0.000000,13.652348,0.336480,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",60715008,78178305,74466950,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,519045120,0,57212928,793313280,119734272,0,0.000000,0,0.000000,14155776,73728,0,382.420399,0,0,0.000000,20.493597,0.008066,0.233444,0.000000,8.508311,20.869204,6.856851,0.000000
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.840402,0.841227,0.496983,73.492953,287.081849,99.840402,0.841227,0.288420,0.058421,0.175947,0.000000,0.000000,0.000000,36.817949,287.086229,287.081849,73.492953,0.000000,64.285714,100.000000,100.000000,49.843189,0.000000,73.492953,0.000000,0.000997,100.000000,0.000000,1.083854,4382.000000,25.822897,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,50331648,8388608,33554432,131072,0,9,0,16809848,131074,33555915,131082,0.000000,0.000000,881.915441,146.985907,73.496202,287.103751,0.000000,19.712000,99.977179,12659333,12648448,100124957,58753024,2147483648,0,0,1073741824,0,0,0,0,0,2.094366,18.787556,15.469038,0.000000,13.566158,0.328883,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",143589376,185003419,176308753,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,1224736768,0,135266304,1880096768,279969792,0,0.000000,0,0.000000,33554432,131408,0,287.817776,0,0,0.000000,20.417794,0.002097,0.233651,0.000000,8.470521,20.863587,6.896066,0.000000
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.889824,0.839907,0.498036,73.541113,229.815979,99.889824,0.839907,0.288871,0.058501,0.176051,0.000000,0.000000,0.000000,36.913117,229.815979,229.815979,73.541113,0.000000,64.285714,100.000000,100.000000,49.758374,0.000000,73.541113,0.000000,0.000000,100.000000,0.000000,1.082531,5470.000000,25.799054,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,98304000,16384000,65536000,204800,0,9,0,32895042,204800,65536091,205162,0.000000,0.000000,882.493360,147.082227,73.541215,230.222196,0.000000,10.099000,99.981718,24695036,24678400,195565634,114739200,4194304000,0,0,2097152000,0,0,0,0,0,2.084003,18.731695,15.761489,0.000000,13.669476,0.326951,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",280064000,360966252,344104225,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,2385510400,0,263782400,3671654400,542310400,0,0.000000,0,0.000000,65536000,204800,0,229.815979,0,0,0.000000,20.286007,0.001065,0.233720,0.000000,8.427094,20.712220,6.864917,0.000000
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.851216,0.840723,0.499087,73.656880,191.814792,99.851216,0.840723,0.288899,0.058554,0.176121,0.000000,0.000000,0.000000,37.218042,192.242113,191.814792,73.656880,0.000000,64.285714,100.000000,100.000000,49.478065,0.000000,73.656880,0.000000,0.000000,100.000000,0.000000,1.083606,6558.000000,25.829541,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,169869312,28311552,113246208,294912,0,6,0,57222110,295569,113248940,295234,0.000000,0.000000,883.882562,147.313760,73.658657,192.024225,0.000000,3.902000,99.984751,42638781,42614784,337834225,198254592,7247757312,0,0,3623878656,0,0,0,0,0,2.071841,18.710607,15.710019,0.000000,13.711107,0.325713,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",483508224,623193067,594193436,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,4114612224,0,455344128,6344146944,931921920,0,0.000000,0,0.000000,113246208,294912,0,191.814792,0,0,0.000000,20.314657,0.000628,0.234070,0.000000,8.430094,20.725333,6.880859,0.000000
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.942787,0.840220,0.499126,73.731410,164.579039,99.942787,0.840220,0.289150,0.058593,0.176171,0.000000,0.000000,0.000000,37.151517,164.579449,164.579039,73.731410,0.000000,64.285714,100.000000,100.000000,49.615123,0.000000,73.731410,0.000000,0.000000,100.000000,0.000000,1.083209,7646.000000,25.823762,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,269746176,44957696,179830784,401408,0,0,0,90612488,401409,179834929,401689,0.000000,0.000000,884.776917,147.462820,73.733109,164.694250,0.000000,0.000000,99.986921,67670388,67637248,536509395,314804224,11509170176,0,0,5754585088,0,0,0,0,0,2.070879,18.709257,15.787458,0.000000,13.675205,0.323613,"Mid (4)","Low (2)","Idle (0)","Low (2)","Idle (0)","Mid (6)","Low (2)","Low (1)","Idle (0)",767291392,989153375,943259014,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,6525288448,0,722534400,10073735168,1473970176,0,0.000000,0,0.000000,179830784,401408,0,164.579039,0,0,0.000000,20.278427,0.000391,0.234307,0.000000,8.433716,20.721054,6.880489,0.000000
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.959950,0.840208,0.499286,73.771980,144.085899,99.959950,0.840208,0.289227,0.058621,0.176208,0.000000,0.000000,0.000000,37.110783,144.086448,144.085899,73.771980,0.000000,64.285714,100.000000,100.000000,49.690967,0.000000,73.771980,0.000000,0.000000,100.000000,0.000000,1.083219,8734.000000,25.826656,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,402653184,67108864,268435456,524288,0,4,0,135035687,524290,268439504,524293,0.000000,0.000000,885.263765,147.543961,73.773093,144.087273,0.000000,1.099000,99.988550,100968781,100925440,800773747,469893120,17179869184,0,0,8589934592,0,0,0,0,0,2.070870,18.697429,15.695322,0.000000,13.620325,0.320694,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1144782848,1475884439,1407551869,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,9730785280,0,1077936128,15036579840,2193620992,0,0.000000,0,0.000000,268435456,524288,0,144.085899,0,0,0.000000,20.330943,0.000262,0.234450,0.000000,8.457263,20.806892,6.909238,0.000000
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.973494,0.839708,0.499392,73.762974,128.060718,99.973494,0.839708,0.289349,0.058644,0.176237,0.000000,0.000000,0.000000,37.143946,128.060718,128.060718,73.762974,0.000000,64.285714,100.000000,100.000000,49.646278,0.000000,73.762974,0.000000,0.000087,100.000000,0.000000,1.082626,9822.000000,25.814677,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,573308928,95551488,382205952,663552,0,14,0,192462918,663552,382218111,663885,0.000000,0.000000,885.155687,147.525948,73.765321,128.124985,0.000000,2.701000,99.989819,143713801,143659008,1140211189,669026304,24461180928,0,0,12230590464,0,0,0,0,0,2.074122,18.686745,15.825117,0.000000,13.801040,0.321760,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1629351936,2100803577,2003704096,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,13844348928,0,1534132224,21408841728,3116040192,0,0.000000,0,0.000000,382205952,663884,0,128.124792,0,0,0.000000,20.224116,0.000297,0.234421,0.000000,8.420873,20.645928,6.864519,0.000000
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.969812,0.839678,0.499462,73.789994,115.296865,99.969812,0.839678,0.289372,0.058662,0.176260,0.000000,0.000000,0.000000,37.201573,115.356680,115.296865,73.789994,0.000000,64.285714,100.000000,100.000000,49.586239,0.000000,73.789994,0.000000,0.000000,100.000000,0.000000,1.082728,10910.000000,25.818737,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,786432000,131072000,524288000,819200,0,5,0,264322268,819625,524299955,819401,0.000000,0.000000,885.479923,147.579987,73.791676,115.325154,0.000000,703.000000,99.990834,197085234,197017600,1563941350,917708800,33554432000,0,0,16777216000,0,0,0,0,0,2.073617,18.687950,15.860102,0.000000,13.762556,0.320976,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",2234368000,2880932307,2747948979,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,18979225600,0,2103705600,29366681600,4266393600,0,0.000000,0,0.000000,524288000,819200,0,115.296865,0,0,0.000000,20.223875,0.000135,0.234502,0.000000,8.425140,20.645648,6.864985,0.000000
