256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.838137,0.985724,0.454874,260.932093,509.632993,97.838137,0.985724,0.432164,0.000000,0.271288,0.000000,0.000000,0.000000,72.351461,613.463250,509.632993,163.082558,0.000000,0.000000,160.000000,100.000000,99.978638,0.000000,163.082558,0.000000,0.034214,100.000000,0.000000,1.406870,2842.000000,27.034617,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440,8192,0,5,0,1163,9861,2621523,10065,0.000000,0.000000,0.000000,0.000000,163.087721,626.154306,0.000000,311.055000,99.894441,612940,270336,2630152,1050624,33554432,0,0,16777216,0,0,0,0,0,4.241054,24.891420,19.157245,0.000000,0.000000,1.423043,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",5820416,8335788,6407267,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,720896,0,0.000000,0,0.000000,2621440,9092,0,565.622946,0,2304,143.334279,15.962482,0.056341,0.103064,0.000000,20.848137,13.420278,4.618267,0.000000
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.619084,1.026232,0.482785,276.717115,270.231557,99.619084,1.026232,0.432490,0.000000,0.272004,0.000000,0.000000,0.000000,540.694025,276.144522,270.231557,172.948197,0.000000,0.000000,160.000000,100.000000,99.687538,0.000000,172.948197,0.000000,0.000000,100.000000,0.000000,1.470846,5658.000000,28.253772,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,20971520,32768,0,8,0,65564,33485,20971696,33176,0.000000,0.000000,0.000000,0.000000,172.949648,273.596257,0.000000,65.974000,99.946978,4877275,2129920,21016066,8396800,268435456,0,0,134217728,0,0,0,0,0,4.173636,24.270408,19.218260,0.000000,0.000000,1.417910,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",46350336,66396372,51016832,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,2883584,0,0.000000,0,0.000000,20971520,32768,0,270.231557,0,360,2.968852,16.395756,0.006814,0.110191,0.000000,20.596026,13.921190,5.054883,0.000000
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.658627,1.023203,0.493157,277.010045,180.345081,99.658627,1.023203,0.448444,0.000000,0.272245,0.000000,0.000000,0.000000,7.669177,180.345081,180.345081,173.131278,0.000000,0.000000,160.000000,100.000000,95.573131,0.000000,173.131278,0.000000,0.000000,100.000000,0.000000,1.482053,8474.000000,28.506807,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,70778880,73728,0,0,0,3135284,73728,70778993,73731,0.000000,0.000000,0.000000,0.000000,173.131555,180.352419,0.000000,0.000000,99.964598,16757903,7151616,71330107,28329984,905969664,0,0,452984832,0,0,0,0,0,4.121507,24.398758,22.814119,0.000000,0.000000,1.447900,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Mid (5)","Low (1)","Idle (0)",156192768,226236534,174063492,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,6488064,0,0.000000,0,0.000000,70778880,73728,0,180.345081,0,980,2.397164,14.400888,0.001985,0.110020,0.000000,20.368676,12.446167,4.727344,0.000000
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.746400,1.025382,0.495654,277.985347,135.735032,99.746400,1.025382,0.451314,0.000000,0.272365,0.000000,0.000000,0.000000,10.133029,136.427833,135.735032,173.740842,0.000000,0.000000,160.000000,100.000000,94.168692,0.000000,173.740842,0.000000,0.000000,100.000000,0.000000,1.488189,11290.000000,28.640530,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,167772160,131072,0,6,0,9784920,131741,167774538,131074,0.000000,0.000000,0.000000,0.000000,173.743305,135.737103,0.000000,6.213000,99.973428,39648574,16908288,169305188,67141632,2147483648,0,0,1073741824,0,0,0,0,0,4.095109,24.392553,24.034466,0.000000,0.000000,1.444146,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",369950720,536914768,413321696,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,11534336,0,0.000000,0,0.000000,167772160,131072,0,135.735032,0,795,823.283000,13.779048,0.000823,0.110439,0.000000,20.298340,11.955514,4.620290,0.000000
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.964426,1.022437,0.497205,277.906648,108.557284,99.964426,1.022437,0.455165,0.000000,0.272437,0.000000,0.000000,0.000000,12.592449,108.557284,108.557284,173.691655,0.000000,0.000000,160.000000,100.000000,92.751563,0.000000,173.691655,0.000000,0.000102,100.000000,0.000000,1.487698,14106.000000,28.653062,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,327680000,204800,0,0,0,23756431,204800,327681979,204809,0.000000,0.000000,0.000000,0.000000,173.692704,108.562054,0.000000,0.000000,99.978732,77373689,32972800,331640244,131123200,4194304000,0,0,2097152000,0,0,0,0,0,4.063648,24.384179,25.431803,0.000000,0.000000,1.444185,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Mid (5)","Low (1)","Idle (0)",722227200,1050959555,809659454,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,18022400,0,0.000000,0,0.000000,327680000,205136,0,108.735386,0,685,363.094000,13.077907,0.000421,0.110401,0.000000,20.225839,11.372018,4.465951,0.000000
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.913783,1.019751,0.498709,277.139865,90.214799,99.913783,1.019751,0.457527,0.000000,0.272486,0.000000,0.000000,0.000000,15.014367,90.215411,90.214799,173.212416,0.000000,0.000000,160.000000,100.000000,91.333214,0.000000,173.212416,0.000000,0.000066,100.000000,0.000000,1.486315,16922.000000,28.653713,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,566231040,294912,0,8,0,49081936,294914,566234902,294922,0.000000,0.000000,0.000000,0.000000,173.213597,90.217858,0.000000,2.447000,99.982272,133007323,56918016,574897177,226566144,7247757312,0,0,3623878656,0,0,0,0,0,4.027335,24.339022,26.822301,0.000000,0.000000,1.442353,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",1247625216,1818447837,1402267976,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,25952256,0,0.000000,0,0.000000,566231040,295284,0,90.328596,0,1573,481.187000,12.400349,0.000249,0.110098,0.000000,20.158428,10.809963,4.316005,0.000000
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.922062,1.014999,0.499237,275.894971,76.979623,99.922062,1.014999,0.459798,0.000000,0.272520,0.000000,0.000000,0.000000,17.332695,76.979815,76.979623,172.434357,0.000000,0.000000,160.000000,100.000000,89.947708,0.000000,172.434357,0.000000,0.000104,100.000000,0.000000,1.481692,19738.000000,28.598719,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,899153920,401408,0,7,0,90380832,401409,899160725,401415,0.000000,0.000000,0.000000,0.000000,172.435662,76.980965,0.000000,1.342000,99.984801,209311769,90316800,915851969,359761920,11509170176,0,0,5754585088,0,0,0,0,0,3.988246,24.288926,28.331626,0.000000,0.000000,1.439664,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",1980747776,2891490875,2232391342,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,35323904,0,0.000000,0,0.000000,899153920,402340,0,77.158356,0,9460,1.814182,11.651297,0.000156,0.109618,0.000000,20.100676,10.199410,4.141420,0.000000
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.965212,1.014961,0.499183,276.089231,67.404597,99.965212,1.014961,0.459593,0.000000,0.272546,0.000000,0.000000,0.000000,17.370767,67.474150,67.404597,172.555769,0.000000,0.000000,160.000000,100.000000,89.931135,0.000000,172.555769,0.000000,0.000021,100.000000,0.000000,1.481450,22554.000000,28.594540,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1342177280,524288,0,5,0,135113700,524829,1342192991,524850,0.000000,0.000000,0.000000,0.000000,172.557789,67.476850,0.000000,642.000000,99.986699,312148714,134742016,1366767418,537001984,17179869184,0,0,8589934592,0,0,0,0,0,3.990210,24.284073,28.303298,0.000000,0.000000,1.438036,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",2956197888,4314847040,3331360195,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,46137344,0,0.000000,0,0.000000,1342177280,524568,0,67.440595,0,0,0.000000,11.672588,0.000102,0.109681,0.000000,20.097767,10.213925,4.145582,0.000000
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.877195,1.016045,0.499894,276.181347,59.935188,99.877195,1.016045,0.459921,0.000000,0.272566,0.000000,0.000000,0.000000,17.463303,59.979447,59.935188,172.613342,0.000000,0.000000,160.000000,100.000000,89.884516,0.000000,172.613342,0.000000,0.000015,100.000000,0.000000,1.483387,25370.000000,28.629178,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,1911029760,663552,0,6,0,193339006,664042,1911048343,663553,0.000000,0.000000,0.000000,0.000000,172.615020,59.935278,0.000000,541.000000,99.988175,445062355,191766528,1946446358,764577792,24461180928,0,0,12230590464,0,0,0,0,0,3.988179,24.271357,28.292940,0.000000,0.000000,1.439148,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",4208578560,6144190978,4743282524,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,58392576,0,0.000000,0,0.000000,1911029760,663832,0,59.960479,0,0,0.000000,11.679149,0.000079,0.109717,0.000000,20.107189,10.221960,4.153739,0.000000
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.957057,1.015104,0.499538,276.173586,53.940153,99.957057,1.015104,0.459394,0.000000,0.272582,0.000000,0.000000,0.000000,17.357081,53.971034,53.940153,172.608491,0.000000,0.000000,160.000000,100.000000,89.947361,0.000000,172.608491,0.000000,0.000000,100.000000,0.000000,1.481436,28186.000000,28.598743,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,2621440000,819200,0,4,0,263605491,819669,2621467288,819450,0.000000,0.000000,0.000000,0.000000,172.610288,53.956614,0.000000,263.000000,99.989356,608328748,262963200,2670004727,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,3.985800,24.261650,28.367438,0.000000,0.000000,1.436396,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Mid (5)","Low (1)","Idle (0)",5772492800,8424340384,6505189076,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,72089600,0,0.000000,0,0.000000,2621440000,819200,0,53.940153,0,17402,1.145833,11.650918,0.000080,0.109711,0.000000,20.101018,10.196700,4.143172,0.000000
