256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.901966,0.565302,0.456373,149.375785,291.749580,96.901966,0.565302,0.747131,0.000000,0.633005,0.000000,0.000000,0.000000,20.762940,576.696894,583.499160,168.047758,0.000000,0.000000,88.888889,50.000000,99.984656,0.000000,168.047758,0.000000,0.016555,100.000000,0.000000,0.987657,2842.000000,20.074067,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592,16384,0,5,0,583,16193,4718697,17235,0.000000,0.000000,0.000000,0.000000,168.051498,613.806642,0.000000,178.069000,99.894441,585871,270336,4736888,1050624,33554432,0,0,16777216,0,0,0,0,0,2.223592,12.271050,13.321634,0.000000,0.000000,0.650341,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",5820416,10169027,8267393,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,720896,0,0.000000,0,0.000000,4718592,17168,0,611.420507,0,2,71.227000,20.194920,0.032278,0.058742,0.000000,26.628036,24.678149,7.427826,0.000000
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.113106,0.587069,0.486136,157.926387,154.224987,99.113106,0.587069,0.749652,0.000000,0.634677,0.000000,0.000000,0.000000,201.125988,305.781348,308.449975,177.667186,0.000000,0.000000,88.888889,50.000000,99.885792,0.000000,177.667186,0.000000,0.001195,100.000000,0.000000,1.027167,5658.000000,20.873862,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,37748736,65536,0,8,0,42733,64969,37748933,65550,0.000000,0.000000,0.000000,0.000000,177.668113,308.515867,0.000000,37.652000,99.946978,4671461,2129920,37834327,8396800,268435456,0,0,134217728,0,0,0,0,0,2.167947,11.820778,13.006497,0.000000,0.000000,0.645836,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",46350336,81096970,65921361,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,2883584,0,0.000000,0,0.000000,37748736,65988,0,310.577346,0,0,0.000000,21.019297,0.003807,0.062683,0.000000,25.935244,25.400593,8.191339,0.000000
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.641764,0.580636,0.488646,157.195760,102.340989,99.641764,0.580636,0.769023,0.000000,0.635237,0.000000,0.000000,0.000000,8.723721,201.071560,204.681979,176.845230,0.000000,0.000000,88.888889,50.000000,95.090002,0.000000,176.845230,0.000000,0.000307,100.000000,0.000000,1.028066,8474.000000,20.942101,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,127401984,147456,0,5,0,6284701,144855,127402616,147462,0.000000,0.000000,0.000000,0.000000,176.846107,204.690307,0.000000,6.940000,99.964598,15740905,7151616,130026483,28329984,905969664,0,0,452984832,0,0,0,0,0,2.142375,11.743751,13.402281,0.000000,0.000000,0.639306,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",156192768,276308535,225140447,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,6488064,0,0.000000,0,0.000000,127401984,147848,0,205.226109,0,47459,65.877292,20.796370,0.001098,0.062477,0.000000,26.334534,24.940286,8.105228,0.000000
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.828405,0.580462,0.488079,157.537017,76.922371,99.828405,0.580462,0.772817,0.000000,0.635518,0.000000,0.000000,0.000000,9.596277,151.306525,153.844743,177.229144,0.000000,0.000000,88.888889,50.000000,94.622363,0.000000,177.229144,0.000000,0.000131,100.000000,0.000000,1.028945,11290.000000,20.967657,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,301989888,262144,0,0,0,16351592,257819,301993000,262153,0.000000,0.000000,0.000000,0.000000,177.230970,153.850024,0.000000,0.000000,99.973428,37304834,16908288,309232680,67141632,2147483648,0,0,1073741824,0,0,0,0,0,2.131220,11.772627,13.586500,0.000000,0.000000,0.638613,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (3)","Low (1)","Idle (0)",369950720,655854978,534595981,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,11534336,0,0.000000,0,0.000000,301989888,262540,0,154.077144,0,777,455.998000,20.584905,0.000480,0.062562,0.000000,26.515570,24.770085,8.040605,0.000000
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.877014,0.580684,0.494845,157.643072,61.579325,99.877014,0.580684,0.772781,0.000000,0.635687,0.000000,0.000000,0.000000,9.754831,120.898436,123.158650,177.348456,0.000000,0.000000,88.888889,50.000000,94.495761,0.000000,177.348456,0.000000,0.000102,100.000000,0.000000,1.029460,14106.000000,20.978215,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,589824000,409600,0,1,0,32442534,402083,589832435,409959,0.000000,0.000000,0.000000,0.000000,177.350993,123.266594,0.000000,300.000000,99.978732,72772781,32972800,604039239,131123200,4194304000,0,0,2097152000,0,0,0,0,0,2.124578,11.596999,13.342231,0.000000,0.000000,0.637555,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",722227200,1280350599,1043633718,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,18022400,0,0.000000,0,0.000000,589824000,410200,0,123.339058,0,0,0.000000,20.926396,0.000244,0.062654,0.000000,26.169000,25.202997,8.273659,0.000000
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.923425,0.579748,0.489349,157.586816,51.297791,99.923425,0.579748,0.776144,0.000000,0.635800,0.000000,0.000000,0.000000,10.448503,101.826060,102.595583,177.285168,0.000000,0.000000,88.888889,50.000000,94.129228,0.000000,177.285168,0.000000,0.000034,100.000000,0.000000,1.029716,16922.000000,20.990117,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1019215872,589824,0,1,0,60068648,585400,1019225593,589828,0.000000,0.000000,0.000000,0.000000,177.286859,102.596279,0.000000,173.000000,99.982272,125859553,56918016,1046535477,226566144,7247757312,0,0,3623878656,0,0,0,0,0,2.122833,11.730069,13.734682,0.000000,0.000000,0.637459,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",1247625216,2215961501,1806839453,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,25952256,0,0.000000,0,0.000000,1019215872,590172,0,102.656115,0,126955,22.082896,20.513289,0.000165,0.062599,0.000000,26.522990,24.738513,8.059906,0.000000
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.948884,0.579969,0.490763,157.682280,43.996171,99.948884,0.579969,0.775604,0.000000,0.635880,0.000000,0.000000,0.000000,10.398805,87.357623,87.992343,177.392565,0.000000,0.000000,88.888889,50.000000,94.114322,0.000000,177.392565,0.000000,0.000000,100.000000,0.000000,1.029795,19738.000000,20.990680,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1618477056,802816,0,1,0,94875603,797025,1618494625,802818,0.000000,0.000000,0.000000,0.000000,177.394491,87.992562,0.000000,109.000000,99.984801,199693774,90316800,1661245155,359761920,11509170176,0,0,5754585088,0,0,0,0,0,2.119549,11.680030,13.625687,0.000000,0.000000,0.635839,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",1980747776,3517024311,2867550039,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,35323904,0,0.000000,0,0.000000,1618477056,802816,0,87.992343,0,0,0.000000,20.648753,0.000134,0.062652,0.000000,26.435576,24.854432,8.121509,0.000000
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.940658,0.579711,0.491687,157.676607,38.495265,99.940658,0.579711,0.776155,0.000000,0.635940,0.000000,0.000000,0.000000,10.296249,76.540956,76.990530,177.386182,0.000000,0.000000,88.888889,50.000000,94.175293,0.000000,177.386182,0.000000,0.000000,100.000000,0.000000,1.029727,22554.000000,20.990424,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,2415919104,1048576,0,14,0,140230232,1042453,2415941975,1048583,0.000000,0.000000,0.000000,0.000000,177.387862,76.991044,0.000000,1.027000,99.986699,298032067,134742016,2480616001,537001984,17179869184,0,0,8589934592,0,0,0,0,0,2.118112,11.655831,13.597772,0.000000,0.000000,0.635253,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",2956197888,5250666435,4281280961,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,46137344,0,0.000000,0,0.000000,2415919104,1048576,0,76.990530,0,0,0.000000,20.672460,0.000058,0.062634,0.000000,26.397144,24.923370,8.155555,0.000000
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.966083,0.578516,0.490158,157.386579,34.155073,99.966083,0.578516,0.780328,0.000000,0.635987,0.000000,0.000000,0.000000,11.761727,67.796857,68.310146,177.059901,0.000000,0.000000,88.888889,50.000000,93.406745,0.000000,177.059901,0.000000,0.000008,100.000000,0.000000,1.029920,25370.000000,21.003531,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,3439853568,1327104,0,6,0,228502431,1317132,3439880874,1327382,0.000000,0.000000,0.000000,0.000000,177.061306,68.324456,0.000000,308.000000,99.988175,424779324,191766528,3545428102,764577792,24461180928,0,0,12230590464,0,0,0,0,0,2.115128,11.694996,13.930041,0.000000,0.000000,0.637127,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",4208578560,7492650635,6112015578,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,58392576,0,0.000000,0,0.000000,3439853568,1327392,0,68.324971,0,0,0.000000,20.425941,0.000041,0.062523,0.000000,26.540615,24.656111,8.060017,0.000000
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.977102,0.579730,0.494288,157.737286,30.808063,99.977102,0.579730,0.776368,0.000000,0.636025,0.000000,0.000000,0.000000,10.802169,61.215720,61.616127,177.454446,0.000000,0.000000,88.888889,50.000000,93.912877,0.000000,177.454446,0.000000,0.000000,100.000000,0.000000,1.029803,28186.000000,20.992286,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592000,1638400,0,5,0,287234435,1627753,4718647276,1638414,0.000000,0.000000,0.000000,0.000000,177.456525,61.616653,0.000000,188.000000,99.989356,581907089,262963200,4844275444,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,2.115833,11.595902,13.585408,0.000000,0.000000,0.635729,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (3)","Low (1)","Idle (0)",5772492800,10254074037,8361069075,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,72089600,0,0.000000,0,0.000000,4718592000,1638400,0,61.616127,0,1936070,72.810751,20.773897,0.000047,0.062668,0.000000,26.270164,25.023021,8.221443,0.000000
