256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3339,220,8095,8102,4065,4056,4053,4050,159,148,172,144,4096,4096,4964,4832,1179648,1179648,1179648,1179648,1179508,1179484,1179560,1179508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1179688,1179691,1179653,1179648,4097,4096,4097,4096,10605378,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,5820416,6364808,1901651,186253312,0,0,0,0,1048576,2048,10279374,297706364,1024,186056704,0,0,0,0,0,0,4718592,16384,0,0,3670016,14336,0,0,0,0,4720684,16384,0,0
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,21316,21284,32518,32482,16187,16198,16260,16259,10723,10669,10640,10608,16384,16384,16776,16384,9437184,9437184,9437184,9437184,9426516,9426568,9426552,9426520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9437227,9437229,9437184,9437184,16384,16384,16385,16384,79773988,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,46350336,50744613,15175867,1483210752,0,0,0,0,8388608,8192,79011536,2456796568,4096,1482424320,0,0,0,0,0,0,37748736,65536,0,0,29360128,57344,0,0,0,0,37764782,65536,0,0
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3093164,3188926,72528,72525,36144,36735,36130,36167,1577974,1569625,1552939,1564677,36864,36864,36864,36864,31850496,31850496,31850496,31850496,30286674,30260382,30283649,30335394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,31850553,31850601,31850501,31850496,36865,36866,36864,36864,269309516,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,156192768,173953724,51169065,4998168576,0,0,0,0,28311552,18432,268834771,8398270262,9216,4996399104,0,0,0,0,0,0,127401984,147456,0,0,99090432,129024,0,0,0,0,129907455,147456,0,0
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8221001,8075733,128764,128659,64471,64369,64329,64306,4080973,4109821,4092950,4041317,65536,65536,65536,65536,75497472,75497472,75497472,75497472,71448928,71442423,71459293,71395241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75497528,75499716,75499584,75497472,65537,65537,65537,65537,638887704,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,369950720,413467952,121254240,11838423040,0,0,0,0,67108864,32768,637547052,19886716916,16384,11835277312,0,0,0,0,0,0,301989888,262144,0,0,234881024,229376,0,0,0,0,309098372,262144,0,0
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,16234949,16298369,200409,200692,100232,100330,100447,100592,8137260,8131749,8128307,8146954,102400,102400,102400,102400,147456000,147456000,147456000,147456000,139312455,139356796,139324735,139338897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,147456904,147457047,147456892,147457899,102405,102400,102405,102401,1244320280,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,722227200,806819800,236716001,23111270400,0,0,0,0,131072000,51200,1243574995,39384750102,25600,23106355200,0,0,0,0,0,0,589824000,409600,0,0,458752000,358400,0,0,0,0,603559972,409600,0,0
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,30046125,30080033,291846,291906,145977,146001,145995,145919,14997829,14973991,15031551,15038495,147456,147456,147456,147456,254803968,254803968,254803968,254803968,239836811,239841360,239742338,239862679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254807472,254806432,254805868,254805836,147461,147456,147460,147456,2153420122,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1247625216,1397669228,409120336,39924006912,0,0,0,0,226492416,73728,2151875189,67363391454,36864,39916929024,0,0,0,0,0,0,1019215872,589824,0,0,792723456,516096,0,0,0,0,1046035737,589824,0,0
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,47778623,47754036,398523,398508,199069,199116,199309,199310,23532164,23926777,23759518,23731134,200704,200704,200704,200704,404619264,404619264,404619264,404619264,381093563,380835847,380789672,380949357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,404623669,404623211,404623261,404623255,200704,200704,200705,200704,3418050230,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,1980747776,2218893174,649461729,63383928832,0,0,0,0,359661568,100352,3416280267,107171486708,50176,63374295040,0,0,0,0,0,0,1618477056,802816,0,0,1258815488,702464,0,0,0,0,1660873361,802816,0,0
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,70331988,70684953,521130,521634,260730,260869,260659,260721,34859983,35326502,35147457,35136928,262144,262144,262144,262144,603979776,603979776,603979776,603979776,568887878,568673887,569015417,568928709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,603985903,603986856,603986328,603984673,262145,262144,262144,262150,5101270958,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,2956197888,3311788364,969391136,94598332416,0,0,0,0,536870912,131072,5099092813,160385561268,65536,94585749504,0,0,0,0,0,0,2415919104,1048576,0,0,1879048192,917504,0,0,0,0,2479588856,1048576,0,0
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,115186057,114327904,658424,658626,329737,329533,329356,329581,58324177,57246073,57913461,57275837,331776,331776,331776,331776,859963392,859963392,859963392,859963392,802650311,802707432,802770323,802691259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,859972420,859971425,859970833,859974024,331776,331776,331776,331776,7277814950,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4208578560,4730873019,1380608186,134674513920,0,0,0,0,764411904,165888,7275598170,228330141772,82944,134658588672,0,0,0,0,0,0,3439853568,1327104,0,0,2675441664,1161216,0,0,0,0,3544232897,1327104,0,0
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,142160607,143097303,813536,814395,406850,407144,406730,406919,71131205,71419884,71186359,71718842,409600,409600,409600,409600,1179648000,1179648000,1179648000,1179648000,1107962890,1108048972,1108363265,1107490678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1179662339,1179657627,1179659655,1179663671,409600,409600,409600,409601,9961105910,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,5772492800,6469307282,1893038355,184719769600,0,0,0,0,1048576000,204800,9957915372,315004870412,102400,184700108800,0,0,0,0,0,0,4718592000,1638400,0,0,3670016000,1433600,0,0,0,0,4843876362,1638400,0,0
