256,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,279,2696,5265,4993,2585,2524,2558,2569,139,184,132,156,4096,4096,4096,4096,8192,8192,8192,8192,8056,8064,8064,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8237,8235,8212,8192,4101,4100,4097,4097,157052,0,0,131072,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,51200,93177,4544,1638400,0,0,0,0,4096,2048,102901,2647224,1024,1572864,0,0,0,0,0,0,32768,16384,0,0,28672,14336,0,0,0,0,33795,16384,0,0
512,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,29147,29148,17579,17556,8812,9201,8826,8759,14599,14680,14576,14568,16384,16384,16384,16384,32768,32768,32768,32768,18208,18172,18216,18208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,32808,32808,32768,32768,16384,16385,16384,16385,478142,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,204800,412999,16832,6553600,0,0,0,0,16384,8192,424451,11834862,4096,6291456,0,0,0,0,0,0,131072,65536,0,0,114688,57344,0,0,0,0,175611,65536,0,0
768,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,72269,72235,39910,39821,19924,19954,19989,19948,36112,36159,36523,36110,36864,36864,36864,36864,73728,73728,73728,73728,37636,37611,37587,37599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,73771,73771,73751,73733,36870,36865,36868,36865,1613878,0,0,1179648,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,460800,1317499,37312,14745600,0,0,0,0,36864,18432,1559284,45023990,9216,14155776,0,0,0,0,0,0,294912,147456,0,0,258048,129024,0,0,0,0,805204,147456,0,0
1024,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,130836,130477,69661,69461,34858,34767,34825,34812,65219,65248,65244,65224,65536,65536,65536,65536,131072,131072,131072,131072,65836,65832,65832,65832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,131137,131115,131072,131224,65541,65541,65536,65536,1836016,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,819200,1731566,65984,26214400,0,0,0,0,65536,32768,1779886,50698700,16384,25165824,0,0,0,0,0,0,524288,262144,0,0,458752,229376,0,0,0,0,781772,262144,0,0
1280,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,204296,204217,105859,105744,52940,53013,53024,52947,102131,102217,102097,102117,102400,102400,102400,102400,204800,204800,204800,204800,102680,102636,102676,102672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,204840,204840,204805,204800,102400,102400,102400,102400,3984288,0,0,3276800,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,1280000,3155790,102848,40960000,0,0,0,0,102400,51200,3930045,115295386,25600,39321600,0,0,0,0,0,0,819200,409600,0,0,716800,358400,0,0,0,0,1664373,409600,0,0
1536,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,294704,294668,154364,154489,77309,77173,77062,77231,147372,147358,147320,147325,147456,147772,147456,147456,294912,294912,294912,294912,147595,147551,147590,147589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294955,294955,294912,294915,147456,147456,147457,147456,8102612,0,0,4718592,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1843200,5851939,147904,58982400,0,0,0,0,147456,73728,8049072,239988666,36864,56623104,0,0,0,0,0,0,1179648,589824,0,0,1032192,516096,0,0,0,0,3750545,589828,0,0
1792,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,401308,401200,206579,206725,103219,103170,103410,103282,200587,200577,200676,200625,200704,200704,200704,200704,401408,401408,401408,401408,200828,200848,200828,200776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,401453,401453,401411,401408,200708,200704,200706,200705,7621404,0,0,6422528,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2508800,6416826,201152,80281600,0,0,0,0,200704,100352,7567667,221279524,50176,77070336,0,0,0,0,0,0,1605632,802816,0,0,1404928,702464,0,0,0,0,3539041,803187,0,0
2048,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,524235,524212,272747,272108,136022,136145,136047,135919,262131,262112,262116,262101,262144,262144,262144,262144,524288,524288,524288,524288,262176,262188,262176,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524333,524328,524291,524293,262144,262144,262145,262145,6934436,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3276800,6880789,262592,104857600,0,0,0,0,262144,131072,6879807,195668936,65536,100663296,0,0,0,0,0,0,2097152,1048576,0,0,1835008,917504,0,0,0,0,3078208,1048580,0,0
2304,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,663476,663474,343297,343536,171842,171920,171704,171862,331738,331734,331728,331741,331776,331776,331776,331776,663552,663552,663552,663552,331809,331807,331824,331807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,663592,663595,663555,663552,331777,331781,331776,331777,18491886,0,0,10616832,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4147200,12746192,332224,132710400,0,0,0,0,331776,165888,18439960,553623944,82944,127401984,0,0,0,0,0,0,2654208,1327104,0,0,2322432,1161216,0,0,0,0,7749063,1332373,0,0
2560,"GeForce GTX TITAN (0)","1","7","matSum(float*, float*, float*, int)",0,0,0,0,0,0,0,0,819146,819138,422919,423152,211435,211400,211701,211537,409565,409588,409569,409569,409600,409600,409600,409600,819200,819200,819200,819200,409640,409620,409632,409631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,819245,819240,819203,819220,409604,409605,409601,409600,16514627,0,0,13107200,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,5120000,13386150,410048,163840000,0,0,0,0,409600,204800,16462379,484049666,102400,157286400,0,0,0,0,0,0,3276800,1638400,0,0,2867200,1433600,0,0,0,0,7472314,1638407,0,0
