256,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,307,280,4097,4096,2048,2048,2048,2048,155,144,124,96,2048,2048,2048,2048,655360,655360,655360,655360,655216,655216,655212,655216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,655400,655405,655385,655365,2048,2048,2048,2053,6009010,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,5820416,4477714,1929063,186253312,0,0,0,0,1048576,2048,5920287,171454532,1024,186056704,0,0,0,0,0,0,2621440,8192,0,0,1572864,6144,0,0,0,0,2621561,8192,0,0
512,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,32799,32768,16384,16384,8596,8192,8192,8192,16399,16388,16492,16376,8192,8192,8192,8192,5242880,5242880,5242880,5242880,5226496,5226516,5226496,5226496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5242920,5242925,5242880,5242880,8193,8192,8192,8197,45471020,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,46350336,35634177,15381299,1483210752,0,0,0,0,8388608,8192,45128051,1396687252,4096,1482424320,0,0,0,0,0,0,20971520,32768,0,0,12582912,24576,0,0,0,0,20980172,32768,0,0
768,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1566723,1566548,36864,36864,18432,18432,18432,18432,783299,783316,783309,783356,18432,18432,18432,18432,17694720,17694720,17694720,17694720,16911364,16911428,16911420,16911396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17695548,17694760,17694720,17694723,18434,18437,18433,18432,153180216,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,156192768,121917913,52182236,4998168576,0,0,0,0,28311552,18432,152656283,4810114322,9216,4996399104,0,0,0,0,0,0,70778880,73728,0,0,42467328,55296,0,0,0,0,71243469,73728,0,0
1024,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4891816,4891565,65537,65537,32768,32769,32768,32769,2446575,2445824,2445825,2445832,32768,32768,32768,32768,41943040,41943040,41943040,41943040,39497180,39497240,39497228,39497204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,41944135,41943080,41943040,41944880,32773,32768,32769,32768,361759804,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,369950720,289754525,123575160,11838423040,0,0,0,0,67108864,32768,361078414,11445823396,16384,11835277312,0,0,0,0,0,0,167772160,131072,0,0,100663296,98304,0,0,0,0,169139337,131072,0,0
1280,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,11877852,11875849,102401,102401,51200,51200,51200,51200,5940323,5937924,5939244,5940040,51200,51200,51200,51200,81920000,81920000,81920000,81920000,75982080,75982080,75982080,75982080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81920052,81920055,81920839,81920003,51569,51201,51200,51204,706672078,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,722227200,568347204,241320301,23111270400,0,0,0,0,131072000,51200,706387745,22477773040,25600,23106355200,0,0,0,0,0,0,327680000,204800,0,0,196608000,153600,0,0,0,0,331363116,204800,0,0
1536,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,24536300,24537407,147457,147456,73729,73728,73728,73728,12268368,12267868,12278210,12268373,74112,73728,73728,73728,141557760,141557760,141557760,141557760,129290327,129290768,129287940,129290396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141558689,141558771,141560749,141558876,73728,73733,73732,73728,1224285664,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1247625216,985904995,416163800,39924006912,0,0,0,0,226492416,73728,1223186217,39043480088,36864,39916929024,0,0,0,0,0,0,566231040,294912,0,0,339738624,221184,0,0,0,0,574256320,294912,0,0
1792,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,45171040,45174120,200704,200704,100352,100352,100352,100353,22593869,22591299,22601758,22598297,100352,100352,100352,100352,224788480,224788480,224788480,224788480,202200235,202205810,202197928,202202813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224789535,224792847,224792763,224790699,100357,100352,100352,100688,1953376740,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,1980747776,1573265751,659122294,63383928832,0,0,0,0,359661568,100352,1951693452,62352196740,50176,63374295040,0,0,0,0,0,0,899153920,401408,0,0,539492352,301056,0,0,0,0,915194191,401408,0,0
2048,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,67518191,67551529,262144,262145,131073,131072,131072,131072,33771799,33751245,33774992,33776992,131072,131072,131072,131356,335544320,335544320,335544320,335544320,301799236,301771272,301788308,301790152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,335546916,335550404,335547648,335547964,131072,131077,131073,131072,2914352700,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,2956197888,2348266672,983527842,94598332416,0,0,0,0,536870912,131072,2912610426,93065439142,65536,94585749504,0,0,0,0,0,0,1342177280,524288,0,0,805306368,393216,0,0,0,0,1365995538,524288,0,0
2304,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,96643145,96665487,332320,331777,165888,165889,165889,165888,48358503,48377756,48338298,48376785,165888,165888,165888,165888,477757440,477757440,477757440,477757440,429437895,429426731,429351379,429366723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,477761347,477760777,477761704,477763755,165889,165893,165888,165888,4147892700,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4208578560,3342976707,1400916643,134674513920,0,0,0,0,764411904,165888,4142805700,132541337386,82944,134658588672,0,0,0,0,0,0,1911029760,663552,0,0,1146617856,497664,0,0,0,0,1945497120,663552,0,0
2560,"GeForce GTX TITAN (0)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,131918615,131821749,409600,409600,204801,204800,204801,204801,65901166,65888563,65875008,65972911,204800,204800,204800,205044,655360000,655360000,655360000,655360000,589401184,589398518,589412400,589503253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,655365445,655365965,655365885,655366063,204801,204800,204801,204801,5688109588,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,5772492800,4585483487,1918966716,184719769600,0,0,0,0,1048576000,204800,5685692175,181779129476,102400,184700108800,0,0,0,0,0,0,2621440000,819200,0,0,1572864000,614400,0,0,0,0,2668225421,819200,0,0
