2816,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.388736,0.000000,99.936484,0.494231,0.998877,24.908147,72.460065,99.936484,0.494231,1.359297,0.639385,0.565766,0.105928,0.000000,0.000000,42.515571,113.260812,289.840261,398.530359,0.000000,30.357083,6.250000,25.000000,51.552875,0.000000,70.184980,0.000000,0.017654,100.000000,0.000000,1.165972,9359.000000,27.278683,0.000000,0.000000,2.400000,4.000055,16.000000,16.000000,0,0,2093481984,348918493,1395654656,3964928,0,9,0,595558686,1549374,983519825,3964938,0.000000,0.000000,1195.591078,199.267938,70.211228,289.840992,0.000000,689.000000,99.978630,174146456,131338240,4156437677,1046988800,44660948992,0,0,22330474496,0,0,0,0,0,0.784125,4.132812,0.128721,0.000000,28.540682,0.337146,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",2319235072,5471845396,5120696853,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,12687769600,0,1395654656,33503641600,4282122240,0,0.000000,0,0.000000,983152148,3964928,0,289.840261,0,119964601,8.563998,30.083708,0.000113,2.476710,0.000000,21.246347,14.746346,10.408445,0.000000
3072,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",83.001470,0.000000,99.933730,0.497570,0.999249,25.074271,66.864722,99.933730,0.497570,1.354260,0.639561,0.565788,0.102322,0.000000,0.000000,42.549964,101.738731,267.458889,401.188334,0.000000,30.357071,6.250000,25.000000,50.044263,0.000000,68.079904,0.000000,"<INVALID>",100.000000,0.000000,1.171188,10207.000000,27.397227,0.000000,0.000000,2.400000,4.000066,16.000000,16.000000,0,0,2717908992,452992338,1811939328,4718592,0,0,0,768695858,1794906,1231467474,4718648,0.000000,0.000000,1203.565002,200.597491,68.165967,267.462063,0.000000,0.000000,99.980406,226035895,170459136,5379646337,1359249408,57982058496,0,0,28991029248,0,0,0,0,0,0.788943,4.157779,0.125628,0.000000,28.511167,0.338712,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (9)","Low (1)","Low (1)","Idle (0)",3010166784,7087046539,6631402855,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,16458448896,0,1811939328,43495981056,5549064192,0,0.000000,0,0.000000,1229912684,4718640,0,267.461610,0,151164431,8.367472,30.320192,0.000071,2.493651,0.000000,21.066443,14.691066,10.383512,0.000000
3328,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",81.563460,0.000000,99.960919,0.487680,0.999163,24.585537,60.518246,99.960919,0.487680,1.375103,0.639711,0.565807,0.111090,0.000000,0.000000,43.124095,94.793841,242.072983,393.368598,0.000000,30.357087,6.250000,25.000000,52.426448,0.000000,72.502137,0.000000,0.015414,100.000000,0.000000,1.158146,11055.000000,27.108764,0.000000,0.000000,2.400000,4.000051,16.000000,16.000000,0,0,3455582208,575937742,2303721472,5537792,0,1,0,1010206761,2168555,1698992330,5537800,0.000000,0.000000,1180.105795,196.686817,72.527239,242.073333,0.000000,45.000000,99.981909,287325753,216666112,6918086416,1728137216,73719087104,0,0,36859543552,0,0,0,0,0,0.774165,4.077700,0.135419,0.000000,28.509541,0.333948,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",3826268160,9087676257,8508624976,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,20910702592,0,2303721472,55300390912,7044071424,0,0.000000,0,0.000000,1698404304,5537824,0,242.074382,0,202628048,8.649864,29.718604,0.000056,2.445622,0.000000,21.698604,14.751965,10.408598,0.000000
3584,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",81.751160,0.000000,99.938390,0.488383,0.999377,24.626328,56.288750,99.938390,0.488383,1.373756,0.639839,0.565824,0.109934,0.000000,0.000000,43.257462,86.600283,225.155000,394.021250,0.000000,30.357087,6.250000,25.000000,51.913836,0.000000,71.878353,0.000000,0.138326,100.000000,0.000000,1.159308,11903.000000,27.135393,0.000000,0.000000,2.400000,4.000052,16.000000,16.000000,0,0,4315938816,719332468,2877292544,6422528,0,0,0,1263529542,2470266,2099721465,6422551,0.000000,0.000000,1182.063749,197.013181,71.884842,225.155806,0.000000,0.000000,99.983198,358799648,270548992,8633963888,2158370816,92073361408,0,0,46036680704,0,0,0,0,0,0.774901,4.080676,0.133270,0.000000,28.507444,0.333833,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (9)","Low (1)","Low (1)","Idle (0)",4777959424,11342283240,10619342363,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,26101153792,0,2877292544,69067866112,8786018304,0,0.000000,0,0.000000,2099531948,6422528,0,225.155000,0,255311618,8.740700,29.802836,0.000044,2.449253,0.000000,21.621592,14.745404,10.413102,0.000000
3840,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",81.912957,0.000000,99.962339,0.489297,0.999317,24.254270,51.742441,99.962339,0.489297,1.373243,0.639950,0.565838,0.108932,0.000000,0.000000,44.371270,80.103627,206.969768,388.068315,0.000000,30.357082,6.250000,25.000000,49.358297,0.000000,70.181620,0.000000,"<INVALID>",100.000000,0.000000,1.161189,12751.000000,27.179183,0.000000,0.000000,2.400000,4.000057,16.000000,16.000000,0,0,5308416000,884748509,3538944000,7372800,0,9,0,1618554590,2853499,2559419352,7372814,0.000000,0.000000,1164.204945,194.036901,70.164261,206.970160,0.000000,264.000000,99.984315,441245623,332697600,10613528653,2654668800,113246208000,0,0,56623104000,0,0,0,0,0,0.776864,4.092379,0.131747,0.000000,28.540342,0.334231,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",5875660800,13944154922,13055265591,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,32086425600,0,3538944000,84949401600,10793779200,0,0.000000,0,0.000000,2560052584,7372800,0,206.969768,0,323967878,8.881298,29.835683,0.000036,2.454932,0.000000,21.587202,14.701517,10.377518,0.000000
4096,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",83.745037,0.000000,99.951282,0.508064,0.999347,25.625538,51.251077,99.951282,0.508064,1.332516,0.640047,0.565850,0.097938,0.000000,0.000000,45.930830,79.477473,205.004307,410.008615,0.000000,30.356948,6.250000,25.000000,44.602546,0.000000,66.665610,0.000000,0.063269,100.000000,0.000000,1.185078,13599.000000,27.705581,0.000000,0.000000,2.400000,4.000180,16.000000,16.000000,0,0,6442450944,1073790113,4294967296,8388608,0,5,0,1924558698,3252153,2794111902,8388616,0.000000,0.000000,1230.025846,205.013527,66.683276,205.004502,0.000000,128.000000,99.985293,535437229,403701760,12589839014,3221749760,137438953472,0,0,68719476736,0,0,0,0,0,0.804955,4.245008,0.113559,0.000000,28.682365,0.343401,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",7129792512,16630355117,15551887391,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,38923141120,0,4294967296,103095992320,13086228480,0,0.000000,0,0.000000,2793371676,8388616,0,205.004502,0,376662050,8.989282,30.864997,0.000031,2.549363,0.000000,20.356312,14.589371,10.332935,0.000000
4352,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",81.724444,0.000000,99.979412,0.487999,0.999437,24.622007,46.347307,99.979412,0.487999,1.375646,0.640133,0.565861,0.110106,0.000000,0.000000,44.682421,71.448509,185.389230,393.952114,0.000000,30.357083,6.250000,25.000000,50.325950,0.000000,71.971034,0.000000,0.000823,100.000000,0.000000,1.159446,14447.000000,27.140720,0.000000,0.000000,2.400000,4.000055,16.000000,16.000000,0,0,7727480832,1287931238,5151653888,9469952,0,0,0,2337221799,3649694,3763645560,9469983,0.000000,0.000000,1181.856343,196.978774,71.952433,185.389836,0.000000,0.000000,99.986156,642153066,484151296,15468024626,3864332288,164852924416,0,0,82426462208,0,0,0,0,0,0.774907,4.080805,0.135094,0.000000,28.567650,0.333621,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (9)","Low (1)","Low (1)","Idle (0)",8550774784,20313613492,19020366289,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,46667923456,0,5151653888,123658633216,15682240512,0,0.000000,0,0.000000,3764618536,9469960,0,185.389386,0,469273871,8.971460,29.717667,0.000030,2.449910,0.000000,21.703829,14.686398,10.371123,0.000000
4608,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",81.721253,0.000000,99.974501,0.487931,0.999446,24.621750,43.772000,99.974501,0.487931,1.376437,0.640209,0.565871,0.110208,0.000000,0.000000,46.552273,68.124823,175.088002,393.939664,0.000000,30.357081,6.250132,25.000000,48.272419,0.000000,71.995807,0.000000,"<INVALID>",100.000000,0.000000,1.159780,15295.000000,27.149337,0.000000,0.000000,2.400000,4.000057,16.000000,16.000000,0,0,9172942848,1528845549,6115295232,10616832,0,0,0,2890542782,4130893,4469981452,10616848,0.000000,0.000000,1181.844021,196.976805,71.989177,175.088266,0.000000,0.000000,99.986924,762202262,574636032,18367662566,4587134976,195689447424,0,0,97844723712,0,0,0,0,0,0.774365,4.077821,0.138120,0.000000,28.519610,0.333516,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (9)","Low (1)","Low (1)","Idle (0)",10149027840,24117721085,22582917811,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,55377395712,0,6115295232,146788319232,18600689664,0,0.000000,0,0.000000,4470393112,10616832,0,175.088002,0,578443522,9.315849,29.733248,0.000021,2.449992,0.000000,21.734128,14.689172,10.380152,0.000000
4864,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.953572,0.000000,99.981355,0.498266,0.999604,25.140730,42.342281,99.981355,0.498266,1.353192,0.640278,0.565880,0.102724,0.000000,0.000000,46.217933,65.667597,169.369128,402.267263,0.000000,30.357063,6.249758,25.000000,46.076560,0.000000,68.586652,0.000000,0.007211,100.000000,0.000000,1.172455,16143.000000,27.427881,0.000000,0.000000,2.400000,4.000074,16.000000,16.000000,0,0,10788274176,1798078866,7192182784,11829248,0,9,0,3305471059,4586422,4906851744,11829259,0.000000,0.000000,1206.755042,201.129551,68.608843,169.369286,0.000000,135.000000,99.987611,896351405,675745792,21324178927,5394876416,230149849088,0,0,115074924544,0,0,0,0,0,0.790164,4.162670,0.128675,0.000000,28.530152,0.338803,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",11934971904,28085276536,26280569784,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,65108180992,0,7192182784,172636045312,21860450304,0,0.000000,0,0.000000,4905264624,11829248,0,169.369128,0,662032708,9.256709,30.286603,0.000018,2.501599,0.000000,21.131093,14.631823,10.354154,0.000000
5120,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.344553,0.000000,99.973550,0.493096,0.999516,24.461158,39.137853,99.973550,0.493096,1.364295,0.640339,0.565888,0.106442,0.000000,0.000000,46.087405,60.693508,156.551413,391.378531,0.000000,30.357077,6.250000,25.000000,46.661339,0.000000,69.114655,0.000000,"<INVALID>",100.000000,0.000000,1.165766,16991.000000,27.280403,0.000000,0.000000,2.400000,4.000060,16.000000,16.000000,0,0,12582912000,2097183655,8388608000,13107200,0,1,0,3951255801,5081538,5927414501,13107221,0.000000,0.000000,1174.135594,195.692220,69.137299,156.551663,0.000000,12.000000,99.988229,1045364273,788070400,25024677178,6292275200,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",13919027200,32909540676,30805007396,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,75916902400,0,8388608000,201352806400,25480396800,0,0.000000,0,0.000000,5925473176,13107200,0,156.551413,0,792192701,9.240127,"<OVERFLOW>","<OVERFLOW>",2.475616,0.000000,"<OVERFLOW>","<OVERFLOW>",10.354901,0.000000
5376,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",81.023166,0.000000,99.982392,0.479839,"<OVERFLOW>",24.220396,36.907269,99.982392,0.479839,1.398769,0.640395,0.565895,0.114299,0.000000,0.000000,46.005886,56.293906,147.629078,387.526331,0.000000,30.357105,6.250000,25.000000,49.927505,0.000000,73.535936,0.000000,0.063202,"<OVERFLOW>",0.000000,1.151101,17839.000000,26.963710,0.000000,0.000000,2.400000,4.000035,16.000000,16.000000,0,0,14566293504,2427736933,9710862336,14450688,0,10,0,4611370010,5510335,7374105787,14450823,0.000000,0.000000,1162.578992,193.764869,73.568651,147.630457,0.000000,107.000000,"<OVERFLOW>",1210020107,912199680,29520189322,7284049920,310747594752,0,0,155373797376,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",16111613952,38648040732,36212187779,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,87860183040,0,9710862336,233089597440,29479403520,0,0.000000,0,0.000000,7370826608,14450688,0,147.629078,0,916962209,9.148183,"<OVERFLOW>","<OVERFLOW>",2.409911,0.000000,"<OVERFLOW>","<OVERFLOW>",10.339106,0.000000
5632,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.195033,0.000000,99.975129,0.491455,"<OVERFLOW>",24.808607,36.085246,99.975129,0.491455,1.369349,0.640445,0.565901,0.107204,0.000000,0.000000,46.719311,55.686934,144.340984,396.906323,0.000000,30.357080,6.250494,25.000000,47.086357,0.000000,70.626825,0.000000,0.043443,"<OVERFLOW>",0.000000,1.164351,18687.000000,27.251557,0.000000,0.000000,2.400000,4.000058,16.000000,16.000000,0,0,16747855872,2791349642,11165237248,15859712,0,0,0,5256564779,6118697,7947905596,15859746,0.000000,0.000000,1190.813123,198.471721,70.639418,144.341293,0.000000,0.000000,"<OVERFLOW>",1391176921,1048723456,33397803465,8374919168,357287591936,0,0,178643795968,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (9)","Low (1)","Low (1)","Idle (0)",18523152384,43887816198,41087576169,0.000000,0,0.000000,0.000000,0.000000,0.000000,178643795968,0,100994646016,0,11165237248,"<OVERFLOW>",33876344832,0,0.000000,0,0.000000,7946488704,15859712,0,144.340984,0,1050874141,9.339962,"<OVERFLOW>","<OVERFLOW>",2.467785,0.000000,"<OVERFLOW>","<OVERFLOW>",10.326455,0.000000
