256,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",83.674812,0.000000,95.086665,0.510356,0.878574,22.955796,734.585458,95.086665,0.510356,1.297144,0.618885,0.563140,0.095451,0.000000,0.000000,36.227115,1.821794,2.869474,367.292729,0.000000,30.357027,6.250000,25.000000,99.356732,0.000000,60.388216,0.000000,1.299600,100.000000,0.000000,1.170609,879.000000,27.257921,0.000000,0.000000,2.400000,4.000107,16.000000,16.000000,0,0,1572864,262151,1048576,32768,0,5,0,404,20804,684193,34907,0.000000,0.000000,1101.878188,183.651269,59.914378,3.056785,0.000000,459.115234,99.772469,134577,102400,3072801,788480,33554432,0,0,16777216,0,0,0,0,0,0.833544,4.821115,0.054775,0.000000,25.786352,0.364105,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",1800192,4122719,3839940,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,10485760,0,1048576,25231360,3932160,0,0.000000,0,0.000000,689604,32772,0,2.869825,0,4543,407.375700,32.182746,0.136638,2.359210,0.000000,20.057403,15.763323,9.783595,0.000000
512,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",83.201432,0.000000,97.402401,0.508292,0.977566,24.146191,386.339050,97.402401,0.508292,1.315744,0.629994,0.564563,0.099605,0.000000,0.000000,20.710991,608.571252,1.509137,386.339051,0.000000,30.357114,6.250000,25.000000,74.148821,0.000000,64.999367,0.000000,"<INVALID>",100.000000,0.000000,1.179101,1727.000000,27.522477,0.000000,0.000000,2.400000,4.000027,16.000000,16.000000,0,0,12582912,2097166,8388608,131072,0,4,0,1798797,51617,5629956,131086,0.000000,0.000000,1159.017153,193.170815,64.822193,1.509298,0.000000,48.291992,99.884192,1060142,802816,24649999,6299648,268435456,0,0,134217728,0,0,0,0,0,0.819884,4.313226,0.090890,0.000000,28.073966,0.347588,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",14147584,32762179,30588874,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,79691776,0,8388608,201588736,28311552,0,0.000000,0,0.000000,5645344,131468,0,1.513696,0,379665,4.371387,31.428232,0.019243,2.450181,0.000000,19.766663,15.140308,10.488928,0.000000
768,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.531491,0.000000,98.884087,0.499753,0.988482,24.154660,257.649705,98.884087,0.499753,1.340497,0.633786,0.565049,0.103914,0.000000,0.000000,29.312393,403.465292,1.006444,386.381133,0.000000,30.357044,6.251511,25.000000,65.201478,0.000000,67.408416,0.000000,0.121333,100.000000,0.000000,1.169558,2575.000000,27.331728,0.000000,0.000000,2.400000,4.000091,16.000000,16.000000,0,0,42467328,7078049,28311552,294912,0,4,0,8589226,115454,19760416,295293,0.000000,0.000000,1159.423675,193.241675,67.436236,1.007744,0.000000,14.313477,99.922330,3559545,2691072,83989194,21252096,905969664,0,0,452984832,0,0,0,0,0,0.794786,4.224724,0.117987,0.000000,27.924089,0.343701,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",47462400,111089168,103842915,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,264241152,0,28311552,680067072,92012544,0,0.000000,0,0.000000,19752264,294964,0,1.006622,0,1775763,6.060134,30.711531,0.004598,2.456174,0.000000,20.806910,15.071673,10.486449,0.000000
1024,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",83.278805,0.000000,99.505530,0.505887,0.993052,24.618130,196.945037,99.505530,0.505887,1.328958,0.635700,0.565294,0.100103,0.000000,0.000000,33.472632,306.230060,787.780150,393.890076,0.000000,30.357024,6.250000,25.000000,59.351644,0.000000,65.898415,0.000000,"<INVALID>",100.000000,0.000000,1.178173,3423.000000,27.528962,0.000000,0.000000,2.400000,4.000109,16.000000,16.000000,0,0,100663296,16777674,67108864,524288,0,11,0,22811545,203804,44914072,524632,0.000000,0.000000,1181.670227,196.950414,65.904883,788.297035,0.000000,16.924805,99.941572,8415534,6356992,197311827,50364416,2147483648,0,0,1073741824,0,0,0,0,0,0.798889,4.234131,0.109288,0.000000,28.597442,0.343651,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",112164864,261227268,244152334,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,620756992,0,67108864,1611661312,213909504,0,0.000000,0,0.000000,44909664,524288,0,787.780150,0,4592194,6.738378,30.887764,0.001934,2.509899,0.000000,20.184202,14.842699,10.451617,0.000000
1280,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.332013,0.000000,99.696759,0.494620,0.995909,24.223254,155.028822,99.696759,0.494620,1.355362,0.636853,0.565441,0.106199,0.000000,0.000000,33.786047,239.396900,620.115290,387.559862,0.000000,30.357077,6.250197,25.000000,60.686839,0.000000,68.656374,0.000000,"<INVALID>",100.000000,0.000000,1.164940,4271.000000,27.244467,0.000000,0.000000,2.400000,4.000061,16.000000,16.000000,0,0,196608000,32768496,131072000,819200,0,2,0,45704067,316254,92948131,819496,0.000000,0.000000,1162.716168,193.788961,68.710515,620.339355,0.000000,1.549805,99.953173,16411219,12390400,390695245,98355200,4194304000,0,0,2097152000,0,0,0,0,0,0.784932,4.148456,0.123473,0.000000,28.366651,0.338635,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",218675200,515066211,481834383,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,1205862400,0,131072000,3147366400,412876800,0,0.000000,0,0.000000,92874892,819480,0,620.327243,0,9229774,6.822972,30.243692,0.000974,2.462920,0.000000,21.046526,14.946663,10.494263,0.000000
1536,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.486086,0.000000,99.786492,0.497947,0.996834,24.395528,130.109480,99.786492,0.497947,1.347817,0.637625,0.565540,0.104947,0.000000,0.000000,36.579850,204.620047,520.437922,390.328442,0.000000,30.357061,6.250000,25.000000,57.231876,0.000000,68.303731,0.000000,0.064046,100.000000,0.000000,1.169074,5119.000000,27.337425,0.000000,0.000000,2.400000,4.000076,16.000000,16.000000,0,0,339738624,56624178,226492416,1179648,0,9,0,84903458,463801,158525759,1179915,0.000000,0.000000,1170.985326,195.167923,68.299321,520.555717,0.000000,4.065430,99.960930,28328846,21381120,671568988,169943040,7247757312,0,0,3623878656,0,0,0,0,0,0.789249,4.169308,0.120150,0.000000,28.389145,0.339948,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",377413632,886198922,828909001,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,2076180480,0,226492416,5438177280,707788800,0,0.000000,0,0.000000,158535996,1179852,0,520.527923,0,17335630,7.468892,30.454436,0.000568,2.484591,0.000000,20.853126,14.884069,10.476383,0.000000
1792,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.414551,0.000000,99.797347,0.494776,0.998016,24.308830,111.126079,99.797347,0.494776,1.357256,0.638177,0.565611,0.105625,0.000000,0.000000,37.404571,172.470660,444.504316,388.941277,0.000000,30.357077,6.250000,25.000000,56.080082,0.000000,68.459341,0.000000,0.130202,100.000000,0.000000,1.166211,5967.000000,27.279255,0.000000,0.000000,2.400000,4.000060,16.000000,16.000000,0,0,539492352,89916750,359661568,1605632,0,10,0,138354940,622996,253258173,1605645,0.000000,0.000000,1166.823831,194.473576,68.468920,444.507915,0.000000,2.833984,99.966482,44951377,33918976,1071357255,269846528,11509170176,0,0,5754585088,0,0,0,0,0,0.784740,4.138597,0.122874,0.000000,28.414769,0.338104,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",598800384,1411469305,1320647396,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,3288334336,0,359661568,8635088896,1117519872,0,0.000000,0,0.000000,253222740,1605964,0,444.596227,0,27451909,7.421686,30.264275,0.000350,2.471368,0.000000,21.080998,14.855294,10.469801,0.000000
2048,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",83.582468,0.000000,99.846374,0.506103,0.998090,24.936053,99.744210,99.846374,0.506103,1.331771,0.638591,0.565664,0.098516,0.000000,0.000000,39.763638,153.260687,398.976843,398.950900,0.000000,30.356990,6.250406,25.000000,51.273118,0.000000,65.452043,0.000000,0.083416,100.000000,0.000000,1.179968,6815.000000,27.581531,0.000000,0.000000,2.400000,4.000141,16.000000,16.000000,0,0,805306368,134222474,536870912,2097152,0,9,0,214026863,805588,352374779,2097167,0.000000,0.000000,1196.930531,199.495476,65.467030,398.979697,0.000000,1.752930,99.970653,67060334,50593792,1575894845,402784256,17179869184,0,0,8589934592,0,0,0,0,0,0.801180,4.230372,0.110725,0.000000,28.720117,0.342522,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",893255680,2082867301,1947466026,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1660944384,0,0.000000,0,0.000000,352294112,2097152,0,398.976843,0,42905338,7.971300,30.773517,0.000241,2.530636,0.000000,20.266559,14.754767,10.420787,0.000000
2304,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",82.259002,0.000000,99.893947,0.493397,0.998527,24.851979,88.362593,99.893947,0.493397,1.361198,0.638914,0.565705,0.106682,0.000000,0.000000,41.826990,138.012219,353.450371,397.653255,0.000000,30.357076,6.249661,25.000000,52.683620,0.000000,70.554270,0.000000,"<INVALID>",100.000000,0.000000,1.165006,7663.000000,27.256272,0.000000,0.000000,2.400000,4.000061,16.000000,16.000000,0,0,1146617856,191105902,764411904,2654208,0,6,0,321634839,1036392,542589900,2654227,0.000000,0.000000,1192.895003,198.818878,70.561083,353.452901,0.000000,837.000000,99.973901,95442895,71995392,2280182933,573474816,24461180928,0,0,12230590464,0,0,0,0,0,0.782626,4.126484,0.131883,0.000000,28.439679,0.336889,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",1271199744,3001527956,2808927937,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,6964641792,0,764411904,18351194112,2356936704,0,0.000000,0,0.000000,542537508,2654208,0,353.450371,0,64992963,8.452007,30.096248,0.000205,2.469854,0.000000,21.300293,14.785693,10.430906,0.000000
2560,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int)",81.715285,0.000000,99.905825,0.489114,0.998687,24.645216,78.864691,99.905825,0.489114,1.370371,0.639173,0.565738,0.109996,0.000000,0.000000,41.183283,121.936924,315.458766,394.323458,0.000000,30.357079,6.250000,25.000000,54.293678,0.000000,72.113521,0.000000,0.039031,100.000000,0.000000,1.159411,8511.000000,27.133273,0.000000,0.000000,2.400000,4.000059,16.000000,16.000000,0,0,1572864000,262147847,1048576000,3276800,0,5,0,438054612,1266609,767282385,3276812,0.000000,0.000000,1182.970375,197.164623,72.135316,315.459922,0.000000,504.000000,99.976501,130876436,98713600,3142858140,786636800,33554432000,0,0,16777216000,0,0,0,0,0,0.776073,4.089517,0.134007,0.000000,28.488139,0.334673,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",1743052800,4131651496,3867659862,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,3224371200,0,0.000000,0,0.000000,767050564,3276800,0,315.458766,0,87847373,8.258886,29.834823,0.000147,2.449759,0.000000,21.538823,14.803797,10.441717,0.000000
