256,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",83.130410,0.000000,87.426677,0.403825,0.934185,22.951045,163.207430,87.426677,0.403825,1.812723,0.000000,1.296670,0.256225,0.000000,0.000000,7.271815,1.157331,652.829722,693.631581,0.000000,0.000000,3.308824,25.000000,99.366302,0.000000,120.253913,0.000000,"<INVALID>",100.000000,0.000000,1.105673,2973.000000,25.540848,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,2,0,365,59485,6019628,32772,0.000000,0.000000,0.000000,0.000000,117.116930,652.909413,0.000000,40.801758,99.899092,284573,270336,11387313,1050624,33554432,0,0,16777216,0,0,0,0,0,1.315506,3.532513,1.673440,0.000000,0.000000,0.225312,"Low (3)","Low (3)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",6088704,17125840,15784982,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,6180864,32768,0,652.829722,0,27713,552.120059,23.926517,0.021102,0.478541,0.000000,54.692519,14.613090,9.482565,0.000000
512,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",50.924624,0.000000,98.476931,0.257389,0.922948,16.410148,58.347193,98.476931,0.257389,2.538152,0.000000,1.300490,0.727769,0.000000,0.000000,106.425579,119.897713,233.388772,495.951142,0.000000,0.000000,3.308824,25.000000,99.972637,0.000000,245.550290,0.000000,2.248211,100.000000,0.000000,0.915863,5917.000000,21.439992,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,10,0,59769,67335,140046968,131972,0.000000,0.000000,0.000000,0.000000,243.525133,234.991326,0.000000,18.233398,99.949299,2393752,2129920,127665895,8396800,268435456,0,0,134217728,0,0,0,0,0,0.918440,2.520424,2.680010,0.000000,0.000000,0.172311,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",48472064,169746762,158948133,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,141211600,131180,0,233.581079,0,43335,77.162951,15.488912,0.002790,0.371426,0.000000,63.209671,15.007441,9.580179,0.000000
768,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",42.348009,0.000000,99.304604,0.233224,0.904191,14.991164,35.534611,99.304604,0.233224,2.655271,0.000000,1.301772,0.857226,0.000000,0.000000,1.992542,127.502492,142.138445,453.066296,0.000000,0.000000,3.308824,25.000000,99.231521,0.000000,268.819462,0.000000,1.944223,100.000000,0.000000,0.860921,8861.000000,20.214910,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,1,0,4233391,264545,567834670,364155,0.000000,0.000000,0.000000,0.000000,267.264371,175.511426,0.000000,505.000000,99.966144,8149792,7151616,453089950,28329984,905969664,0,0,452984832,0,0,0,0,0,0.850811,2.293330,2.650046,0.000000,0.000000,0.156806,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",163325952,597000602,560578177,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,571138644,294912,0,142.138445,0,1124716,542.078260,11.138099,0.000746,0.337375,0.000000,71.525518,11.384643,7.409913,0.000000
1024,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",33.144348,0.000000,99.377312,0.228504,0.856630,14.825082,26.355701,99.377312,0.228504,2.667943,0.000000,1.302414,1.001867,0.000000,0.000000,3.227610,107.538952,105.422807,454.436102,0.000000,0.000000,3.262303,25.000000,100.000000,0.000000,303.724144,0.000000,"<INVALID>",100.000000,0.000000,0.848031,11805.000000,19.887495,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,6,0,16436764,534812,1568480628,742193,0.000000,0.000000,0.000000,0.000000,307.995137,149.238718,0.000000,1.235352,99.974587,20815627,16908288,1080800634,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.838369,2.371522,3.270134,0.000000,0.000000,0.163808,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",386826240,1422128520,1334034324,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,1546730380,524568,0,105.479108,0,3830633,770.256200,16.633042,0.000328,0.331405,0.000000,59.059253,17.663544,10.574368,0.000000
1280,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",29.396586,0.000000,99.613764,0.215252,0.919629,13.820339,19.655593,99.613764,0.215252,2.790039,0.000000,1.302800,1.039013,0.000000,0.000000,3.322915,90.769876,78.622374,417.681363,0.000000,0.000000,3.308824,25.000000,99.006861,0.000000,294.646549,0.000000,0.168252,100.000000,0.000000,0.814959,14749.000000,19.179613,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,9,0,35453816,945770,3144324300,1167869,0.000000,0.000000,0.000000,0.000000,294.702341,112.085733,0.000000,905.000000,99.979660,36466668,32972800,2185867841,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.779805,2.098067,2.758876,0.000000,0.000000,0.142987,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",755148800,2864262358,2696352771,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,3143729020,819200,0,78.622374,0,7857100,754.081856,9.716172,0.000147,0.309579,0.000000,74.192674,10.311272,6.765274,0.000000
1536,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",27.763572,0.000000,99.789548,0.212486,0.923291,13.894269,16.467281,99.789548,0.212486,2.825859,0.000000,1.303058,1.071337,0.000000,0.000000,7.391885,89.107094,65.869126,419.915682,0.000000,0.000000,3.308824,25.000000,98.284320,0.000000,303.159048,0.000000,0.469187,100.000000,0.000000,0.813114,17693.000000,19.148760,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,9,0,135558172,1595816,5558266326,1849908,0.000000,0.000000,0.000000,0.000000,303.088086,103.295071,0.000000,526.000000,99.983044,62672287,56918016,3830412739,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.774392,2.063008,2.893860,0.000000,0.000000,0.141941,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1304469504,4990716915,4701371158,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,5559567680,1179648,0,65.869126,0,28266836,1.541369,10.156426,0.000084,0.306780,0.000000,73.192313,10.777976,7.071013,0.000000
1792,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",25.453574,0.000000,99.895136,0.208110,0.931026,13.394781,13.607396,99.895136,0.208110,2.867278,0.000000,1.303242,1.102971,0.000000,0.000000,5.607337,74.859055,54.429586,404.820053,0.000000,0.000000,3.308824,25.000000,98.540156,0.000000,302.163987,0.000000,"<INVALID>",100.000000,0.000000,0.805606,20637.000000,18.987531,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,10,0,169382134,2208286,9133093960,2555035,0.000000,0.000000,0.000000,0.000000,302.347925,86.613557,0.000000,355.000000,99.985463,98661524,90316800,6155684672,359761920,11509170176,0,0,5754585088,0,0,0,0,0,0.756662,2.003736,2.803119,0.000000,0.000000,0.137874,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",2070964224,8012173378,7553642119,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,9127537696,1605740,0,54.433248,0,35834181,1.186278,9.669584,0.000050,0.301043,0.000000,74.249113,10.379862,6.884998,0.000000
2048,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",28.532587,0.000000,99.832769,0.212880,0.924886,13.724458,12.199517,99.832769,0.212880,2.861687,0.000000,1.303380,1.053692,0.000000,0.000000,4.492457,64.649129,48.798072,414.783615,0.000000,0.000000,3.308824,25.000000,98.945441,0.000000,296.470650,0.000000,0.152519,100.000000,0.000000,0.825244,23581.000000,19.445114,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,0,0,197702016,2778369,13039159144,3357558,0.000000,0.000000,0.000000,0.000000,296.293679,78.126124,0.000000,0.000000,99.987278,148214886,134742016,9165430758,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Mid (6)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",3090808832,11935736754,11249654925,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,13046947180,2097152,0,48.798072,0,39718698,924.203823,"<OVERFLOW>","<OVERFLOW>",0.308786,0.000000,"<OVERFLOW>","<OVERFLOW>",8.780738,0.000000
2304,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",23.866952,0.000000,99.871528,0.204781,0.940774,13.406402,10.592712,99.871528,0.204781,2.886932,0.000000,1.303487,1.122179,0.000000,0.000000,14.787502,64.751746,42.370851,405.171265,0.000000,0.000000,3.308824,25.000000,96.136253,0.000000,308.068524,0.000000,0.051219,100.000000,0.000000,0.795555,26525.000000,18.759121,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,1,0,948555023,4056199,19762834465,4497238,0.000000,0.000000,0.000000,0.000000,308.092773,71.792339,0.000000,16.000000,99.988690,206466411,191766528,13158607565,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",4400179200,17103197402,16131748179,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,19761278936,2654268,0,42.371809,0,190122456,2.963915,"<OVERFLOW>","<OVERFLOW>",0.295959,0.000000,"<OVERFLOW>","<OVERFLOW>",6.223987,0.000000
2560,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",22.568095,0.000000,99.910970,0.202460,0.944465,13.259500,9.428977,99.910970,0.202460,2.889271,0.000000,1.303573,1.141815,0.000000,0.000000,11.024506,57.280209,37.715909,400.731542,0.000000,0.000000,3.308824,25.000000,97.167296,0.000000,310.098523,0.000000,0.086054,100.000000,0.000000,0.787358,29469.000000,18.568163,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,5,0,980808993,4976568,27592382332,5541790,0.000000,0.000000,0.000000,0.000000,310.144366,63.785904,0.000000,60.000000,99.989820,281910905,262963200,18075370715,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",6035251200,23484575262,22153360474,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,27588303872,3276800,0,37.715909,0,199443602,2.241789,"<OVERFLOW>","<OVERFLOW>",0.292699,0.000000,"<OVERFLOW>","<OVERFLOW>",5.860120,0.000000
