256,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,85,4303,6119,6120,2048,2048,2048,2048,32,1720,30,44,2048,2048,2048,2048,480352,479304,502492,479908,496728,466752,452012,489772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,491803,477064,516700,514639,2053,2658,2051,2048,3806796,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,4750878,1342344,194838528,0,0,0,0,1048576,2048,3441873,188699290,256,194641920,0,0,0,0,1095457,477407,0,4096,0,0,524288,2048,0,0,0,0,2090345,4220,0,0
512,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,41038,42175,24528,24540,8194,8201,8197,8192,16429,16864,16687,16400,8192,8516,8192,8192,5701748,5661596,5656952,5632984,5649672,5594388,5528108,5659836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5688272,5694320,5647912,5721460,8200,8194,8197,8196,30199293,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,40012493,10678638,1551106048,0,0,0,0,8388608,8192,29380426,1734212162,1024,1550319616,0,0,0,0,6894184,5688728,0,16384,0,0,4194304,8192,0,0,0,0,18538072,16912,0,0
768,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1636518,1596049,55047,55004,18436,18433,18437,18744,654747,638512,678703,683153,18432,18432,18432,18432,16818340,17317904,18658388,19332036,17252664,16915680,16887788,17391616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,18610407,17908989,18066840,17886887,18436,18434,18435,18434,100212270,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,133792209,35884365,5226430464,0,0,0,0,28311552,18432,99368076,5989125404,2304,5224660992,0,0,0,0,24721942,17745386,0,36864,0,0,14155776,18432,0,0,0,0,61395435,37470,0,0
1024,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,5891027,5851597,96396,96414,32786,32770,32773,32768,2356999,2340814,2357086,2318729,32768,32768,32768,32768,32908680,32484636,34670144,35409696,32986212,30777712,30219480,32208472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,32618883,33009156,34657108,32040501,32773,32773,32772,32771,219093891,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,309069401,84489089,12378439680,0,0,0,0,67108864,32768,217686919,13600062414,4096,12375293952,0,0,0,0,70114908,30548388,0,65536,0,0,33554432,32768,0,0,0,0,140054585,67515,0,0
1280,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,13218251,13197080,152947,152784,51219,51202,51204,51202,5293743,5284196,5325464,5385370,51200,51200,51200,51436,91583680,87819324,89038848,91874784,84314220,81728548,84830604,84059380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,87969805,92194799,88379024,86315440,51208,51206,51203,51205,474187524,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,625869346,165549644,24164761600,0,0,0,0,131072000,51200,471469994,28872723686,6400,24159846400,0,0,0,0,106608970,89999030,0,102400,0,0,65536000,51200,0,0,0,0,291330825,104313,0,0
1536,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,34262974,34622618,219285,219153,73731,73730,73730,73735,13708436,13836144,13942484,14121668,73728,73940,73728,73728,169192760,164468596,165930976,168002228,150955588,152576772,151186132,147436196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160975553,162904664,163061625,163948392,73732,73730,73731,73735,828516546,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1099207000,286392104,41743024128,0,0,0,0,226492416,73728,825681967,50350483952,9216,41735946240,0,0,0,0,173061659,166676965,0,147456,0,0,113246208,73728,0,0,0,0,513923979,151034,0,0
1792,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,57067781,57468704,299386,299303,100355,100353,100356,100353,22828531,22981253,22750658,22830800,100352,100352,100352,100352,274654708,276028440,274345688,276914816,252738404,251701012,250113536,256995124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,273673432,277123669,274324328,273509688,100355,100354,100359,100352,1349192022,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,1763411434,454546086,66270855168,0,0,0,0,359661568,100352,1345731878,82284482908,12544,66261221376,0,0,0,0,264598523,274893829,0,200704,0,0,179830784,100352,0,0,0,0,825984846,205035,0,0
2048,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,72601229,73073481,391159,391240,131076,131073,131077,131072,29043019,29231612,28747798,28778513,131072,131072,131072,131072,430943808,429572608,431810604,430338184,403611376,400170116,398810060,398303424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430773783,429684664,431116725,427917905,131080,131073,131144,131072,2087197539,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,2665459432,677083712,98905882624,0,0,0,0,536870912,131072,2083732151,128766866966,16384,98893299712,0,0,0,0,377343424,427962944,0,262144,0,0,268435456,131072,0,0,0,0,1273892615,268265,0,0
2304,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,186977784,189875944,493287,493406,165889,165891,165892,165889,74812113,75971237,76505122,75169244,165888,165888,165924,165888,609564672,610466760,613487648,609332516,534687796,538695780,535222324,530393476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,612090601,608350825,608685244,611550156,165891,165889,165893,165889,2919888096,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,3768384713,966014510,140805734400,0,0,0,0,764411904,165888,2916598703,178141107608,20736,140789809152,0,0,0,0,534600286,612017570,0,331776,0,0,382205952,165888,0,0,0,0,1766546835,338227,0,0
2560,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,272698302,272949688,609694,609695,204803,204803,204805,204800,109155999,109369833,110102938,108697217,204800,204800,204800,204800,857447108,858335252,850670648,856893228,747747640,744072788,744769036,743879964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,855492569,856392112,851077776,859429692,204803,204801,204807,204801,4050195246,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,5194871009,1324165481,193128038400,0,0,0,0,1048576000,204800,4044331359,248040795578,25600,193108377600,0,0,0,0,720833781,852030219,0,409600,0,0,524288000,204800,0,0,0,0,2442653138,418035,0,0
