131072,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.986619,0.000000,94.642841,0.200177,0.123720,5.553555,1.110788,94.642841,0.200177,0.903919,0.753461,0.021527,0.000000,0.000000,0.000000,3.995027,4.767008,5.554175,8.885688,0.000000,4.626614,62.500000,19.999163,21.972656,0.000000,5.077536,0.000000,"<INVALID>",0.381120,1300.664062,8.054554,0.000000,0.000000,16.113994,1.000000,0.914286,4.991091,0,0,134149,4224,4096,4482,0,4,0,12891,15382,16460,17930,0.000000,0.000000,332.591005,10.472418,5.101089,5.556654,0.000000,1.269383,35146,66198,151774,21445,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",166485,316974,267956,0.000000,4096,0,3215787,12288,774168,569472,520148,0,0.000000,0,0.000000,0,0.000000,16384,17922,0,5.554175,0,0.000000,0.000000,0.326490,0.000000
262144,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.994556,0.000000,96.838272,0.205210,0.124765,6.379490,682.510264,96.838272,0.205210,0.781284,0.650510,0.012324,0.000000,0.000000,0.000000,6.104070,2.711618,3.332570,8.379032,0.000000,5.136754,76.136364,20.000000,0.000000,0.000000,6.093842,0.000000,"<INVALID>",0.365537,2272.062500,7.665973,0.000000,0.000000,16.111040,1.000000,0.955224,5.000000,0,0,202113,8448,8192,4480,0,8,0,32823,14581,32918,17921,0.000000,0.000000,300.694487,12.568548,6.121737,3.332756,0.000000,1.523460,64832,121471,232151,34006,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",290824,518040,434569,0.000000,4096,0,5546104,12288,1433596,974848,962447,0,0.000000,0,0.000000,0,0.000000,32768,17920,0,3.332570,0,0.000000,0.000000,0.310773,0.000000
524288,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.997159,0.000000,97.379671,0.212811,0.124703,6.922171,378.764267,97.379671,0.212811,0.702212,0.585692,0.006629,0.000000,0.000000,0.000000,6.769427,1.562938,1.849435,8.031832,0.000000,5.531516,86.184211,20.000000,0.000000,0.000000,6.763648,0.000000,"<INVALID>",0.362249,4224.062500,7.554310,0.000000,0.000000,15.920985,1.000000,0.977099,5.000000,0,0,338305,16896,16384,4480,0,13,0,65592,15144,65690,17929,0.000000,0.000000,279.318337,13.950023,6.779541,1.850364,0.000000,1.373865,124288,232191,393137,59331,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",540680,920352,767717,0.000000,4096,0,10207480,12288,2752508,1785856,1847055,0,0.000000,0,0.000000,0,0.000000,65536,17920,0,1.849435,0,0.000000,0.000000,0.306032,0.000000
1048576,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.998547,0.000000,98.629675,0.216164,0.124883,7.303177,202.120346,98.629675,0.216164,0.659074,0.549722,0.003447,0.000000,0.000000,0.000000,7.402915,949.582140,0.986916,7.895326,0.000000,5.789456,92.500000,20.000000,0.000000,0.000000,7.218584,0.000000,"<INVALID>",0.358633,8124.101562,7.454145,0.000000,0.000000,15.797248,1.000000,0.988417,5.000000,0,0,610690,33792,32768,4480,0,1,0,134419,16838,131218,17928,0.000000,0.000000,269.062313,14.888329,7.226625,0.987356,0.000000,57.748047,243072,453377,715224,110018,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",1039885,1725246,1434362,0.000000,4096,0,19529980,12288,5390331,3407872,3616524,0,0.000000,0,0.000000,0,0.000000,131072,17920,0,0.986916,0,0.000000,0.000000,0.302062,0.000000
2097152,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.999266,0.000000,98.776802,0.217012,0.124891,7.433089,103.457049,98.776802,0.217012,0.635809,0.530376,0.001757,0.000000,0.000000,0.000000,7.391114,504.612915,517.285249,7.736186,0.000000,5.939289,96.082090,20.000000,0.000000,0.000000,7.389789,0.000000,"<INVALID>",0.354990,15932.101562,7.364720,0.000000,0.000000,15.726080,1.000000,0.994175,5.000000,0,0,1155458,67584,65536,4480,0,4,0,262191,17481,262296,17925,0.000000,0.000000,260.577122,15.241440,7.394074,517.429581,0.000000,118.236328,480896,896257,1359314,211409,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",2039309,3335920,2768314,0.000000,4096,0,38175484,12288,10665979,6651904,7154956,0,0.000000,0,0.000000,0,0.000000,262144,17920,0,517.285249,0,0.000000,0.000000,0.298274,0.000000
4194304,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.999631,0.000000,98.673630,0.217984,0.124863,7.507135,52.396439,98.673630,0.217984,0.623817,0.520412,0.000888,0.000000,0.000000,0.000000,7.485877,254.847860,261.982197,7.660640,0.000000,6.020431,97.996183,20.000000,0.000000,0.000000,7.485206,0.000000,"<INVALID>",0.353966,31548.101562,7.336299,0.000000,0.000000,15.687630,1.000000,0.997079,5.000000,0,0,2244994,135168,131072,4480,0,10,0,524335,17432,524520,17930,0.000000,0.000000,256.412380,15.438237,7.488518,262.128392,0.000000,149.704102,956544,1782017,2647526,414126,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",4038157,6557228,5436200,0.000000,4096,0,75466492,12288,21217275,13139968,14231820,0,0.000000,0,0.000000,0,0.000000,524288,17920,0,261.982197,0,0.000000,0.000000,0.296803,0.000000
8388608,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.999815,0.000000,99.343033,0.219022,0.124935,7.619642,26.629740,99.343033,0.219022,0.618048,0.515606,0.000446,0.000000,0.000000,0.000000,8.263100,130.704173,133.148700,7.697659,0.000000,6.062710,98.986486,20.000000,0.000000,0.000000,7.608497,0.000000,"<INVALID>",0.354388,62749.414062,7.341521,0.000000,0.000000,15.667620,1.000000,0.998537,5.000000,0,0,4424066,270336,262144,4480,0,0,0,1138791,17591,1048722,17925,0.000000,0.000000,256.809186,15.692525,7.609557,133.185851,0.000000,0.000000,1906858,3551573,5223888,819646,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (2)","Low (1)","Low (1)","Idle (0)",8031925,12996038,10769078,0.000000,4096,0,150046544,12288,42319867,26116096,28387512,0,0.000000,0,0.000000,0,0.000000,1048576,17920,0,133.148700,0,0.000000,0.000000,0.297015,0.000000
16777216,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.999907,0.000000,99.651403,0.219317,0.124963,7.671992,13.416160,99.651403,0.219317,0.615160,0.513195,0.000224,0.000000,0.000000,0.000000,7.995883,65.800572,67.080798,7.711297,0.000000,6.084299,99.490291,20.000000,0.000000,0.000000,7.666377,0.000000,"<INVALID>",0.354232,125149.414062,7.336530,0.000000,0.000000,15.657410,1.000000,0.999268,5.000000,0,0,8782210,540672,524288,4480,0,6,0,2187289,17578,2097298,17920,0.000000,0.000000,256.834916,15.811902,7.666911,67.080798,0.000000,22.999023,3807402,7090517,10376664,1630664,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",16019125,25873444,21434672,0.000000,4096,0,299206480,12288,84525051,52068352,56699064,0,0.000000,0,0.000000,0,0.000000,2097152,17920,0,67.080798,0,0.000000,0.000000,0.296760,0.000000
33554432,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.999954,0.000000,99.730288,0.219320,0.124987,7.683354,6.720473,99.730288,0.219320,0.613698,0.511984,0.000112,0.000000,0.000000,0.000000,8.010713,32.497916,33.602369,7.703043,0.000000,6.095208,99.744401,20.000000,0.000000,0.000000,7.680542,0.000000,"<INVALID>",0.353917,249949.414062,7.329122,0.000000,0.000000,15.652252,1.000000,0.999634,5.000000,0,0,17498498,1081344,1048576,4480,0,10,0,4374609,17331,4194376,17924,0.000000,0.000000,256.343730,15.841117,7.680673,33.609869,0.000000,19.201172,7608490,14168405,20682198,3252676,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",31993525,51627895,42765662,0.000000,4096,0,597526352,12288,168935419,103972864,113322168,0,0.000000,0,0.000000,0,0.000000,4194304,17920,0,33.602369,0,0.000000,0.000000,0.296531,0.000000
67108864,"GeForce GTX 680 (0)","2","14","subSeqMax(int*, int*, int, int)",0.000000,99.999977,0.000000,99.786186,0.219108,0.124997,7.685831,3.361935,99.786186,0.219108,0.612968,0.511377,0.000056,0.000000,0.000000,0.000000,8.014720,16.379117,16.809677,7.695681,0.000000,6.100692,99.872014,20.000000,0.000000,0.000000,7.684424,0.000000,"<INVALID>",0.353415,499549.414062,7.318279,0.000000,0.000000,15.649660,1.000000,0.999817,5.000000,0,0,34931074,2162688,2097152,4480,0,5,0,8749171,17461,8388676,17939,0.000000,0.000000,255.990209,15.849125,7.684486,16.827500,0.000000,4.802734,15210666,28324181,41293274,6496716,0,0,0,0,0,0,0,0,4096,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",63942325,103136940,85427701,0.000000,4096,0,1194166096,12288,337756155,207781888,226568376,0,0.000000,0,0.000000,0,0.000000,8388608,17920,0,16.809677,0,0.000000,0.000000,0.296055,0.000000
