252,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",341248,341420,243277,243587,0,0,6,4,0,6,0,0,0,0,0,0,117243,116802,118503,118440,3696,3697,3639,3633,117243,116802,118503,118440,3696,3697,3639,3633,117243,116802,118511,118456,3696,3702,3640,3633,0,0,0,0,4,0,1,0,1103412,0,0,2667168,0,0,0,0,63504,0,0,0,0,0,0,0,0,0,0,2205,2407484,1413645,518415,2449755,70552944,70425936,0,0,694575,92610,0,0,0,0,0,92610,2205,0,50715,1083805,62868396,12630906,441,0,0,833490,92610
504,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2699260,2698580,1923201,1918791,31517,31513,26136,25560,13045,13091,13060,13098,15760,15757,15736,15752,944286,945210,944790,944202,14616,14594,14590,14592,928510,929450,929046,928442,12147,12091,12049,12079,944286,945222,944830,944226,14620,14594,14591,14593,0,0,0,0,4,0,1,0,8592244,0,0,21337344,0,0,0,0,254016,0,0,0,0,0,0,0,0,0,0,8820,19169896,11025240,4110360,19245240,554262912,553754880,0,0,5556600,740880,0,0,0,0,0,740880,8820,0,388080,8571033,509502240,101956389,1764,0,0,6667920,740880
756,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",9073388,9072880,6441705,6441669,2192993,2094718,53610,53682,26804,26806,26831,26803,1097494,1095523,1097100,1098572,3183957,3186225,3185595,3184713,32992,33088,33079,33005,2121416,2125606,2123615,2121393,27234,27318,27250,27191,3248821,3251099,3250467,3249585,32992,33092,33080,33006,0,0,0,0,0,4,0,1,29359768,0,0,72013536,0,0,0,0,571536,0,0,0,0,0,0,0,0,0,0,19845,66382996,36892095,13832205,64555785,1859206608,1858063536,0,0,18753525,2500470,0,0,0,0,0,2500470,19845,0,1289925,29340208,1751792342,350012382,3969,0,0,22504230,2500470
1008,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",21465028,21463676,15238444,15243476,5526348,5529114,81381,81386,40686,40695,40718,40706,2763170,2763178,2764538,2764518,7551600,7559664,7562352,7554288,58610,58638,58758,58775,4853278,4861332,4862652,4854596,48531,48603,48760,48748,7602916,7610986,7613672,7605608,58611,58642,58758,58776,0,0,0,0,4,1,0,0,71603444,0,0,170698752,0,0,0,0,1016064,0,0,0,0,0,0,0,0,0,0,35280,164544198,87071280,32740080,152550720,4393460736,4391428608,0,0,44452800,5927040,0,0,0,0,0,5927040,35280,0,3034080,71564621,4281042126,851080483,7056,0,0,53343360,5927040
1260,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",41872528,41873372,29701266,29701434,10649030,10780218,117299,118533,58640,58659,58664,58633,5324455,5324575,5325275,5325269,14743995,14738220,14756175,14767410,91514,91514,91735,91704,9484360,9478462,9495709,9506916,75665,75658,76025,76060,14873723,14867960,14885911,14897146,91514,91514,91736,91709,0,0,0,0,0,0,4,1,139200436,0,0,333396000,0,0,0,0,1587600,0,0,0,0,0,0,0,0,0,0,55125,320768826,169619865,63890115,297399375,8565102000,8561926800,0,0,86821875,11576250,0,0,0,0,0,11576250,55125,0,5898375,139162691,8332275750,1670271283,11025,0,0,104186250,11576250
1512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",72299304,72299304,51299132,51291580,18538901,18538430,160697,161968,80336,80361,80468,80422,9269961,9268940,9268871,9268887,25514748,25517016,25490430,25496982,131622,131548,131798,131872,16439045,16442347,16415769,16422284,109031,108879,109117,109219,25709356,25711646,25685046,25691598,131623,131548,131798,131877,0,0,0,0,1,0,0,4,243928532,0,0,576108288,0,0,0,0,2286144,0,0,0,0,0,0,0,0,0,0,79380,578378042,292594920,110338440,513271080,14782207104,14777634816,0,0,150028200,20003760,0,0,0,0,0,20003760,79380,0,10160640,243892300,14610824354,2939418268,15876,0,0,180033840,20003760
1764,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",114744380,114743200,81358287,81357483,29436746,29440866,213716,213021,106894,106822,107023,107016,14718520,14718226,14720613,14720559,40487328,40486152,40480713,40483653,179599,179681,179550,179480,26092854,26091943,26084208,26087133,148652,148841,148771,148639,40811672,40810506,40805073,40808005,179604,179682,179550,179480,0,0,0,0,4,1,0,0,391615284,0,0,914838624,0,0,0,0,3111696,0,0,0,0,0,0,0,0,0,0,108045,927462454,464053515,175141185,814335165,23452852752,23446629360,0,0,238239225,31765230,0,0,0,0,0,31765230,108045,0,16098705,391576180,23465239358,4705208207,21609,0,0,285887070,31765230
2016,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",171205436,171208132,121470556,121368740,43842694,43843430,273780,272073,136878,136902,136825,136837,21921357,21921337,21921416,21921439,60429432,60440520,60491592,60461688,233417,233483,233435,233538,38961862,38972986,39023980,38994095,193586,193651,193639,193751,60883597,60894702,60945800,60915896,233421,233483,233436,233539,0,0,0,0,0,4,1,0,573761012,0,0,1365590016,0,0,0,0,4064256,0,0,0,0,0,0,0,0,0,0,141120,1336488102,692052720,261354480,1214760960,34985115648,34976987136,0,0,355622400,47416320,0,0,0,0,0,47416320,141120,0,23990400,573728992,34387659604,6853532129,28224,0,0,426746880,47416320
2268,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",243689420,243687904,172750306,172743206,62525618,62390977,341374,340162,170694,170680,170710,170650,31262763,31262855,31260311,31259916,86028831,86058693,86061528,86058504,295770,295782,295603,295681,55479284,55509105,55514538,55511828,245134,245302,244910,244933,86742495,86772331,86775176,86772152,295771,295782,295608,295681,0,0,0,0,0,0,5,0,827953680,0,0,1944365472,0,0,0,0,5143824,0,0,0,0,0,0,0,0,0,0,178605,1955661250,984649605,372034455,1728717795,49787072496,49776784848,0,0,506345175,67512690,0,0,0,0,0,67512690,178605,0,34113555,827879004,49628410378,9927774731,35721,0,0,607614210,67512690
2520,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",334189800,334189800,236941950,236956650,85589889,85588455,414980,415089,207468,207512,207549,207542,42795039,42794850,42794520,42796564,118011180,118101480,118122480,118075860,365512,365381,365712,365578,76126486,76216932,76237923,76189511,303581,303375,303742,303473,118984388,119074694,119095688,119049076,365512,365382,365713,365582,0,0,0,0,0,1,0,4,1141647476,0,0,2667168000,0,0,0,0,6350400,0,0,0,0,0,0,0,0,0,0,220500,2704370380,1349901240,510237240,2370375000,68266800000,68254099200,0,0,694575000,92610000,0,0,0,0,0,92610000,220500,0,46746000,1141550935,68441887808,13680953608,44100,0,0,833490000,92610000
