256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,90.636611,1.297558,0.836803,86.482278,2.702571,90.636611,1.297558,0.140556,0.074160,0.038239,0.000000,0.000000,0.000000,84.125445,3.042372,2.702571,86.482278,0.000000,65.383234,100.000000,100.000000,99.992371,0.000000,86.482278,0.000000,0.045848,100.000000,0.000000,1.479937,863.000000,33.560247,0.000000,0.000000,1.200000,1.000443,2.000000,2.000000,0,0,786432,65554,131072,4096,0,9,0,255,9222,262240,8317,0.000000,0.000000,2075.574672,173.012062,86.513949,2.743809,0.000000,2.969133,99.768250,102409,102400,1031323,788480,33554432,0,0,16777216,0,0,0,0,0,3.328368,12.886346,4.462938,0.000000,18.875914,0.804373,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1767424,2015846,1828518,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,10485760,0,1048576,25231360,2883584,0,0.000000,0,0.000000,262144,8316,0,2.743479,0,0,0.000000,34.755992,0.432941,5.814445,0.000000,3.283716,21.169412,12.350196,0.000000
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,98.242837,1.325812,0.961445,96.613592,1.509587,98.242837,1.325812,0.140196,0.075516,0.038348,0.000000,0.000000,0.000000,3.051239,1.542250,1.509587,96.613592,0.000000,65.381805,100.000000,100.000000,96.867371,0.000000,96.613592,0.000000,0.015397,100.000000,0.000000,1.511686,1695.000000,34.446008,0.000000,0.000000,1.200000,1.000414,2.000000,2.000000,0,0,6291456,524581,1048576,16384,0,9,0,66232,33477,2097397,32802,0.000000,0.000000,2318.726217,193.335170,96.624879,1.511154,0.000000,414.620000,99.882006,802977,802816,8234504,6299648,268435456,0,0,134217728,0,0,0,0,0,3.379338,11.670047,4.376630,0.000000,21.739401,0.745096,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",13885440,15832130,14430338,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,79691776,0,8388608,201588736,19922944,0,0.000000,0,0.000000,2097152,33096,0,1.524698,0,0,0.000000,33.840309,0.059833,6.557404,0.000000,3.049251,21.140094,13.902552,0.000000
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.412316,1.293176,0.983395,95.766034,997.562852,99.412316,1.293176,0.147230,0.075979,0.038385,0.000000,0.000000,0.000000,44.787051,997.589913,997.562852,95.766034,0.000000,65.384482,100.000000,100.000000,53.312061,0.000000,95.766034,0.000000,0.005145,100.000000,0.000000,1.483672,2527.000000,33.879715,0.000000,0.000000,1.200000,1.000027,2.000000,2.000000,0,0,21233664,1769519,3538944,36864,0,4,0,3310127,73730,7078081,73740,0.000000,0.000000,2298.384812,191.537155,95.768645,997.725216,0.000000,54.121000,99.920855,2691098,2691072,28091612,21252096,905969664,0,0,452984832,0,0,0,0,0,3.298932,11.389765,7.545536,0.000000,20.994884,0.723680,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",46577664,53435283,48807891,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,264241152,0,28311552,680067072,63700992,0,0.000000,0,0.000000,7077888,74096,0,1.002542,0,0,0.000000,32.134370,0.016979,6.512269,0.000000,2.952118,20.943736,14.024705,0.000000
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.556811,1.291677,0.991418,96.364015,752.843870,99.556811,1.291677,0.148015,0.076213,0.038404,0.000000,0.000000,0.000000,47.954291,755.951235,752.843870,96.364015,0.000000,65.384531,100.000000,100.000000,50.237203,0.000000,96.364015,0.000000,0.001774,100.000000,0.000000,1.482864,3359.000000,33.889239,0.000000,0.000000,1.200000,1.000017,2.000000,2.000000,0,0,50331648,4194374,8388608,65536,0,4,0,8348962,131613,16777319,131082,0.000000,0.000000,2312.736371,192.731247,96.364607,752.901308,0.000000,22.974000,99.940458,6357057,6356992,66617364,50364416,2147483648,0,0,1073741824,0,0,0,0,0,3.295737,11.305120,7.818061,0.000000,21.044072,0.712115,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",110067712,126359401,115512233,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,620756992,0,67108864,1611661312,146800640,0,0.000000,0,0.000000,16777216,131372,0,754.566993,0,0,0.000000,31.990474,0.005887,6.533764,0.000000,2.934989,20.893545,14.105406,0.000000
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.560941,1.289824,0.994656,97.612389,610.077429,99.560941,1.289824,0.148168,0.076354,0.038416,0.000000,0.000000,0.000000,49.373024,610.080408,610.077429,97.612389,0.000000,65.384589,100.000000,100.000000,49.373474,0.000000,97.612389,0.000000,0.001286,100.000000,0.000000,1.480839,4191.000000,33.858793,0.000000,0.000000,1.200000,1.000004,2.000000,2.000000,0,0,98304000,8192043,16384000,102400,0,8,0,16574282,204801,32768088,205077,0.000000,0.000000,2342.697331,195.225802,97.612651,610.902583,0.000000,23.831000,99.952279,12390406,12390400,130099539,98355200,4194304000,0,0,2097152000,0,0,0,0,0,3.296398,11.269171,7.950431,0.000000,21.147800,0.706979,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",214579200,246372917,225328757,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,1205862400,0,131072000,3147366400,281804800,0,0.000000,0,0.000000,32768000,205224,0,611.340480,0,0,0.000000,31.782695,0.003045,6.536308,0.000000,2.928205,20.915276,14.145801,0.000000
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.728570,1.289388,0.996716,96.712948,503.713271,99.728570,1.289388,0.148266,0.076448,0.038423,0.000000,0.000000,0.000000,49.491146,503.713271,503.713271,96.712948,0.000000,65.384599,100.000000,100.000000,48.830986,0.000000,96.712948,0.000000,0.000295,100.000000,0.000000,1.480972,5023.000000,33.872378,0.000000,0.000000,1.200000,1.000003,2.000000,2.000000,0,0,169869312,14155822,28311552,147456,0,4,0,28975875,294912,56625934,294918,0.000000,0.000000,2321.110756,193.426525,96.717782,503.723519,0.000000,6.832000,99.960183,21381171,21381120,224774154,169943040,7247757312,0,0,3623878656,0,0,0,0,0,3.297022,11.239658,7.791669,0.000000,21.409635,0.699373,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",370335744,425244031,389042623,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,2076180480,0,226492416,5438177280,481296384,0,0.000000,0,0.000000,56623104,295080,0,504.000217,0,0,0.000000,31.749236,0.001744,6.555420,0.000000,2.924574,20.887089,14.168691,0.000000
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.822941,1.288930,0.997063,96.514343,430.867602,99.822941,1.288930,0.148428,0.076516,0.038429,0.000000,0.000000,0.000000,49.247947,431.127363,430.867602,96.514343,0.000000,65.384607,100.000000,100.000000,48.963461,0.000000,96.514343,0.000000,0.000000,100.000000,0.000000,1.480230,5855.000000,33.863212,0.000000,0.000000,1.200000,1.000002,2.000000,2.000000,0,0,269746176,22478884,44957696,200704,0,5,0,45880729,401650,89915614,401412,0.000000,0.000000,2316.344233,193.028995,96.514581,430.871896,0.000000,5.366000,99.965841,33919002,33918976,356951954,269846528,11509170176,0,0,5754585088,0,0,0,0,0,3.294471,11.229701,7.802510,0.000000,21.459457,0.693271,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",587560960,674771265,617469313,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,3288334336,0,359661568,8635088896,757858304,0,0.000000,0,0.000000,89915392,401408,0,430.867602,0,0,0.000000,31.722919,0.001111,6.563204,0.000000,2.925032,20.871528,14.167190,0.000000
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.880777,1.287545,0.997674,96.345704,376.350406,99.880777,1.287545,0.148578,0.076566,0.038433,0.000000,0.000000,0.000000,49.206718,376.350406,376.350406,96.345704,0.000000,65.384594,100.000000,100.000000,48.927222,0.000000,96.345704,0.000000,0.000000,100.000000,0.000000,1.478881,6687.000000,33.838252,0.000000,0.000000,1.200000,1.000004,2.000000,2.000000,0,0,402653184,33554576,67108864,262144,0,8,0,68549127,524288,134221106,524598,0.000000,0.000000,2312.296897,192.692235,96.348129,376.572934,0.000000,5.742000,99.970091,50593879,50593792,532895275,402784256,17179869184,0,0,8589934592,0,0,0,0,0,3.291856,11.215880,7.791220,0.000000,21.415335,0.690299,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",876478464,1006703589,921374757,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1124073472,0,0.000000,0,0.000000,134217728,524288,0,376.350406,0,0,0.000000,31.773445,0.000726,6.564507,0.000000,2.924437,20.896802,14.189410,0.000000
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.929855,1.288319,0.998061,97.150760,337.329026,99.929855,1.288319,0.148596,0.076606,0.038436,0.000000,0.000000,0.000000,49.715637,337.330042,337.329026,97.150760,0.000000,65.384594,100.000000,100.000000,48.826905,0.000000,97.150760,0.000000,0.000044,100.000000,0.000000,1.479811,7519.000000,33.863870,0.000000,0.000000,1.200000,1.000004,2.000000,2.000000,0,0,573308928,47775944,95551488,331776,0,1,0,97794461,663554,191108450,663563,0.000000,0.000000,2331.618228,194.302332,97.153542,337.334618,0.000000,508.000000,99.973401,71995496,71995392,758564270,573474816,24461180928,0,0,12230590464,0,0,0,0,0,3.295677,11.219078,7.744868,0.000000,21.444667,0.688509,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1247311872,1432657958,1311392870,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,6964641792,0,764411904,18351194112,1592524800,0,0.000000,0,0.000000,191102976,663636,0,337.371729,0,0,0.000000,31.797221,0.000512,6.575143,0.000000,2.925935,20.883532,14.185070,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0.000000,0.000000,99.948050,1.289281,0.998422,83.625946,261.331080,99.948050,1.289281,0.148621,0.076638,0.038439,0.000000,0.000000,0.000000,42.883060,261.331399,261.331080,83.625946,0.000000,65.384591,100.000000,100.000000,48.727580,0.000000,83.625946,0.000000,0.000009,100.000000,0.000000,1.479203,8351.000000,33.853451,0.000000,0.000000,1.200000,1.000005,2.000000,2.000000,0,0,786432000,65536315,131072000,409600,0,4,0,134426424,819201,262152402,819232,0.000000,0.000000,2007.022695,167.252695,83.628626,261.341288,0.000000,1.276000,99.976051,98713686,98713600,1040619095,786636800,33554432000,0,0,16777216000,0,0,0,0,0,3.299616,11.213418,7.754339,0.000000,21.443568,0.681962,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1710284800,1964468281,1798374521,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,2175795200,0,0.000000,0,0.000000,262144000,819224,0,261.338736,0,0,0.000000,31.796567,0.000374,6.576212,0.000000,2.927010,20.883146,14.190323,0.000000
