256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,95.748045,1.418059,0.861285,460.855554,900.108503,95.748045,1.418059,0.352392,0.000000,0.086445,0.000000,0.000000,0.000000,10.328393,900.218379,900.108503,230.427777,0.000000,0.000000,200.000000,100.000000,99.997902,0.000000,230.427777,0.000000,0.038554,100.000000,0.000000,1.917772,2973.000000,39.946830,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864,4096,0,6,0,94,8193,2097283,8204,0.000000,0.000000,0.000000,0.000000,230.442171,901.427021,0.000000,659.259000,99.899092,313775,270336,2323391,1050624,33554432,0,0,16777216,0,0,0,0,0,6.647828,19.073371,23.121252,0.000000,0.000000,1.675624,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",6088704,8234316,6860769,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2097152,9004,0,989.328242,0,0,0.000000,16.475760,0.133756,1.948579,0.000000,16.270358,16.602051,10.386520,0.000000
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,96.112435,1.490496,0.969817,492.606070,481.060614,96.112435,1.490496,0.362288,0.000000,0.086699,0.000000,0.000000,0.000000,976.038632,481.089976,481.060614,246.303035,0.000000,0.000000,200.000000,100.000000,99.601960,0.000000,246.303035,0.000000,0.000000,100.000000,0.000000,2.030484,5917.000000,42.521259,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,12582912,16384,0,4,0,66484,32770,16777302,33202,0.000000,0.000000,0.000000,0.000000,246.304297,487.432084,0.000000,58.723000,99.949299,2293008,2129920,19409113,8396800,268435456,0,0,134217728,0,0,0,0,0,6.567473,17.478727,23.094105,0.000000,0.000000,1.651912,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",48472064,66032895,55312956,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,16777216,32768,0,481.060614,0,0,0.000000,17.018422,0.015758,2.065986,0.000000,16.668771,17.504832,12.242462,0.000000
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,98.881726,1.485549,0.976916,508.249179,330.891392,98.881726,1.485549,0.358218,0.000000,0.086785,0.000000,0.000000,0.000000,9.104311,333.911818,330.891392,254.124590,0.000000,0.000000,200.000000,100.000000,96.298186,0.000000,254.124590,0.000000,0.000713,100.000000,0.000000,2.020889,8861.000000,42.322709,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,42467328,36864,0,9,0,2028589,74401,56623232,73730,0.000000,0.000000,0.000000,0.000000,254.125164,330.900368,0.000000,40.392000,99.966144,7627015,7151616,65371773,28329984,905969664,0,0,452984832,0,0,0,0,0,6.512706,17.368698,24.037237,0.000000,0.000000,1.624409,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",163325952,221832297,185829964,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,56623104,74132,0,332.704545,0,0,0.000000,16.726357,0.004681,2.125280,0.000000,16.633307,17.092606,11.975562,0.000000
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.010430,1.490515,0.992607,509.523028,248.790540,99.010430,1.490515,0.355429,0.000000,0.086828,0.000000,0.000000,0.000000,14.037935,248.794337,248.790540,254.761514,0.000000,0.000000,200.000000,100.000000,94.584760,0.000000,254.761514,0.000000,0.000000,100.000000,0.000000,2.018248,11805.000000,42.291751,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,100663296,65536,0,0,0,7395700,131074,134217924,131073,0.000000,0.000000,0.000000,0.000000,254.761886,248.792439,0.000000,0.000000,99.974587,17633007,16908288,155419687,67141632,2147483648,0,0,1073741824,0,0,0,0,0,6.424067,16.989063,24.604787,0.000000,0.000000,1.582553,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (6)","High (7)","Low (1)","Idle (0)",386826240,524315484,439474683,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,134217728,131072,0,248.790540,0,0,0.000000,16.737927,0.002323,2.131382,0.000000,16.542673,17.116607,12.173667,0.000000
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.783916,1.490082,0.992357,503.793446,196.794315,99.783916,1.490082,0.354963,0.000000,0.086853,0.000000,0.000000,0.000000,15.510259,196.794315,196.794315,251.896723,0.000000,0.000000,200.000000,100.000000,93.847787,0.000000,251.896723,0.000000,0.000000,100.000000,0.000000,2.019592,14749.000000,42.322069,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,196608000,102400,0,5,0,16141224,204800,262144218,205052,0.000000,0.000000,0.000000,0.000000,251.896933,197.036464,0.000000,4.804000,99.979660,34306852,32972800,303693052,131123200,4194304000,0,0,2097152000,0,0,0,0,0,6.403170,16.935155,24.826339,0.000000,0.000000,1.572430,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",755148800,1023198502,857675738,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,262144000,204800,0,196.794315,0,0,0.000000,16.639763,0.000986,2.151260,0.000000,16.597458,17.024699,12.148470,0.000000
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.667938,1.490422,0.995622,508.279173,165.455460,99.667938,1.490422,0.354716,0.000000,0.086871,0.000000,0.000000,0.000000,16.002979,165.663042,165.455460,254.139587,0.000000,0.000000,200.000000,100.000000,93.712678,0.000000,254.139587,0.000000,0.000000,100.000000,0.000000,2.019098,17693.000000,42.316377,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,339738624,147456,0,2,0,28524114,295282,452993063,295045,0.000000,0.000000,0.000000,0.000000,254.144204,165.530077,0.000000,1.122000,99.983044,58997158,56918016,525715281,226566144,7247757312,0,0,3623878656,0,0,0,0,0,6.397112,16.878928,24.841391,0.000000,0.000000,1.586564,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",1304469504,1767185408,1481471126,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,452984832,294912,0,165.455460,0,0,0.000000,16.682519,0.000579,2.149330,0.000000,16.550312,17.062596,12.196731,0.000000
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.863455,1.488411,0.994596,434.958074,121.361069,99.863455,1.488411,0.358757,0.000000,0.086883,0.000000,0.000000,0.000000,13.739959,121.361069,121.361069,217.479037,0.000000,0.000000,200.000000,100.000000,93.683020,0.000000,217.479037,0.000000,0.000064,100.000000,0.000000,2.022348,20637.000000,42.400913,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,539492352,200704,0,0,0,45445622,401408,719332714,401631,0.000000,0.000000,0.000000,0.000000,217.481933,121.428491,0.000000,0.000000,99.985463,94057354,90316800,836421236,359761920,11509170176,0,0,5754585088,0,0,0,0,0,6.442535,16.951800,24.264460,0.000000,0.000000,1.592489,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","High (7)","High (7)","Low (1)","Idle (0)",2070964224,2813937742,2359901554,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,719323136,401868,0,121.500145,0,0,0.000000,16.842491,0.000410,2.151100,0.000000,16.575628,17.330187,12.345458,0.000000
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.853591,1.487992,0.996080,435.206462,106.251577,99.853591,1.487992,0.358793,0.000000,0.086892,0.000000,0.000000,0.000000,13.742184,106.251982,106.251577,217.603231,0.000000,0.000000,200.000000,100.000000,93.683877,0.000000,217.603231,0.000000,0.000000,100.000000,0.000000,2.021873,23581.000000,42.395534,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,805306368,262144,0,5,0,67809460,524290,1073753232,524292,0.000000,0.000000,0.000000,0.000000,217.605543,106.252388,0.000000,1.013000,99.987278,139864373,134742016,1246396894,537001984,17179869184,0,0,8589934592,0,0,0,0,0,6.418335,16.862390,24.648305,0.000000,0.000000,1.585075,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",3090808832,4199769943,3522505770,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1073741824,524288,0,106.251577,0,0,0.000000,16.648636,0.000237,2.150704,0.000000,16.514321,17.322701,12.391545,0.000000
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.923673,1.487749,0.996281,436.050175,94.628944,99.923673,1.487749,0.357025,0.000000,0.086899,0.000000,0.000000,0.000000,13.804517,94.628944,94.628944,218.025088,0.000000,0.000000,200.000000,100.000000,93.674886,0.000000,218.025088,0.000000,0.000011,100.000000,0.000000,2.020690,26525.000000,42.363587,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1146617856,331776,0,8,0,96799296,663552,1528839867,663554,0.000000,0.000000,0.000000,0.000000,218.027378,94.629229,0.000000,1.140000,99.988690,199260754,191766528,1778764137,764577792,24461180928,0,0,12230590464,0,0,0,0,0,6.443062,16.928884,24.276982,0.000000,0.000000,1.591028,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",4400179200,5971153103,5007387964,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1528823808,663724,0,94.653473,0,0,0.000000,16.873911,0.000157,2.154051,0.000000,16.648289,17.237688,12.303858,0.000000
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.933465,1.487562,0.996451,436.528140,85.259402,99.933465,1.487562,0.355832,0.000000,0.086905,0.000000,0.000000,0.000000,13.827363,85.259506,85.259402,218.264070,0.000000,0.000000,200.000000,100.000000,93.670733,0.000000,218.264070,0.000000,0.000003,100.000000,0.000000,2.019442,29469.000000,42.332999,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864000,409600,0,8,0,132857791,819201,2097171237,819205,0.000000,0.000000,0.000000,0.000000,218.266072,85.259922,0.000000,832.000000,99.989820,273173593,262963200,2435649944,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,6.445105,16.935593,24.316045,0.000000,0.000000,1.591398,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",6035251200,8182784853,6861338287,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2097152000,819268,0,85.266479,0,0,0.000000,16.887659,0.000114,2.155062,0.000000,16.663792,17.160295,12.251742,0.000000
