256,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15,20,4113,4304,2049,2088,2049,2100,8,7,4,4,2048,2048,2060,2132,65536,65536,65536,65536,65532,65400,65528,65532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,65636,65585,65541,65536,2080,2056,2069,2052,1499472,0,0,2097152,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1767424,1641104,187328,56557568,655360,65536,0,0,65536,2048,1363090,73339924,256,56426496,0,0,0,0,0,0,131072,4096,131072,0,65536,2048,0,0,786432,65571,131072,4097,0,0
512,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,32823,32832,16384,16384,8192,8192,8192,8192,16976,16392,16428,16380,8568,8192,8552,8192,524288,524288,524288,524288,507860,507884,507904,507856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,524328,524331,524291,524293,8244,8192,8196,8197,10714437,0,0,16777216,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,13885440,13029611,1401792,444334080,5242880,524288,0,0,524288,8192,10495675,645668596,1024,443809792,0,0,0,0,0,0,1048576,16384,1048576,0,524288,8192,0,0,6291456,524569,1048588,16384,0,0
768,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1652628,1661980,36865,36864,18433,18432,18433,18432,828256,824245,828690,824233,18780,18432,18432,18432,1769472,1769472,1769472,1769472,941596,946366,938786,939944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1769577,1769517,1769472,1769472,18432,18437,18437,18433,36286923,0,0,56623104,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,46577664,44182207,4627392,1490485248,17694720,1769472,0,0,1769472,18432,36031542,2267330898,2304,1489305600,0,0,0,0,0,0,3538944,36864,3538944,0,1769472,18432,0,0,21233664,1769564,3539367,36864,0,0
1024,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4169859,4176768,65536,65536,32768,32768,32768,32768,2089008,2092044,2086158,2090963,32768,32768,33052,32768,4194304,4194304,4194304,4194304,2104824,2105870,2102954,2105240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4194404,4194344,4194304,4194309,32769,32769,32772,32769,85771158,0,0,134217728,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,110067712,104666024,10847168,3522166784,41943040,4194304,0,0,4194304,32768,85235924,5407315776,4096,3520069632,0,0,0,0,0,0,8388608,65536,8388608,0,4194304,32768,0,0,50331648,4194336,8390169,65536,0,0
1280,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8281602,8295347,102401,102401,51200,51200,51200,51200,4149886,4148975,4148032,4145346,51200,51200,51420,51200,8192000,8192000,8192000,8192000,4045662,4044552,4041748,4051538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8192040,8193227,8192005,8192000,51420,51204,51200,51205,166936323,0,0,262144000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,214579200,204287896,21044160,6866534400,81920000,8192000,0,0,8192000,51200,166343005,10591130154,6400,6863257600,0,0,0,0,0,0,16384000,102400,16384000,0,8192000,51200,0,0,98304000,8192025,16386793,102400,0,0
1536,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,14485863,14478340,147456,147456,73728,73729,73728,73728,7244598,7239157,7244553,7240835,73728,73728,73728,73908,14155776,14155776,14155776,14155776,6914996,6911752,6913986,6912394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14155816,14155831,14155776,14158569,73729,73729,73730,73729,288189108,0,0,452984832,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,370335744,352835170,36201408,11850743808,141557760,14155776,0,0,14155776,73728,287289772,18330901148,9216,11846025216,0,0,0,0,0,0,28311552,147456,28311552,0,14155776,73728,0,0,169869312,14155844,28317477,147456,0,0
1792,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,22944184,22955285,200705,200705,100353,100352,100353,100352,11464888,11475326,11472876,11461466,100352,100352,100352,100352,22478848,22478848,22478848,22478848,10996736,11000602,11006984,11007206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,22478893,22480108,22478936,22478848,100352,100357,100353,100354,457025925,0,0,719323136,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,587560960,560158352,57301952,18801950720,224788480,22478848,0,0,22478848,100352,456166264,29110221946,12544,18795528192,0,0,0,0,0,0,44957696,200704,44957696,0,22478848,100352,0,0,269746176,22478903,44965773,200704,0,0
2048,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,34257996,34259165,262145,262293,131072,131072,131072,131072,17134240,17131837,17147210,17132856,131072,131072,131072,131072,33554432,33554432,33554432,33554432,16418130,16419060,16419454,16408814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,33555568,33554472,33554455,33554437,131077,131072,131073,131160,681720549,0,0,1073741824,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,876478464,836045496,85328832,28047310848,335544320,33554432,0,0,33554432,131072,680825636,43477335122,16384,28038922240,0,0,0,0,0,0,67108864,262144,67108864,0,33554432,131072,0,0,402653184,33554582,67120280,262144,0,0
2304,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,48897860,48891194,331777,331776,165889,165889,165888,165968,24444246,24441261,24446187,24437198,165888,165888,165888,165888,47775744,47775744,47775744,47775744,23330638,23334520,23340624,23339438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,47777116,47778188,47776941,47775747,165889,165889,165888,165890,969354948,0,0,1528823808,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1247311872,1190082797,121265088,39913979904,477757440,47775744,0,0,47775744,165888,968439178,61856537402,20736,39903363072,0,0,0,0,0,0,95551488,331776,95551488,0,47775744,165888,0,0,573308928,47775906,95568705,331776,0,0
2560,"GeForce GTX TITAN Black (2)","3","21","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,67182159,67246172,409600,409600,204852,204800,204800,204800,33628594,33592813,33593658,33613914,204800,204800,204800,204800,65536000,65536000,65536000,65536000,31925612,31935240,31939192,31930064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,65538636,65537780,65537376,65537449,204801,204800,204801,204800,1329920256,0,0,2097152000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1710284800,1632219523,166093760,54729113600,655360000,65536000,0,0,65536000,204800,1328507143,84886003518,25600,54716006400,0,0,0,0,0,0,131072000,409600,131072000,0,65536000,204800,0,0,786432000,65536187,131095301,409600,0,0
