32768,"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
32768,s,s,,,,,,,,B,B,KB,GB/s,,,,
32768,4.038361,2.364800e-05,,,,,,,,,,262.144000,11.085250,"GeForce GTX TITAN Black (1)","3","21","[CUDA memcpy HtoD]"
32768,4.038418,4.544000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [277]"
32768,4.038428,3.616000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [283]"
32768,4.038437,3.648000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [289]"
32768,4.038446,3.392000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [295]"
32768,4.038455,3.360000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [301]"
32768,4.038464,3.424000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [307]"
32768,4.038473,3.360000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [313]"
32768,4.038482,3.392000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [319]"
32768,4.038490,3.360000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [325]"
32768,4.038499,3.392000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [331]"
32768,4.038508,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [337]"
32768,4.038517,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [343]"
32768,4.038526,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [349]"
32768,4.038534,2.784000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [355]"
32768,4.038546,2.784000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [361]"
32768,4.038554,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [367]"
32768,4.038563,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [373]"
32768,4.038572,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [379]"
32768,4.038581,2.784000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [385]"
32768,4.038590,2.784000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [391]"
32768,4.038598,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [397]"
32768,4.038608,2.560000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [403]"
32768,4.038617,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [409]"
32768,4.038626,2.688000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [415]"
32768,4.038634,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [421]"
32768,4.038643,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [427]"
32768,4.038652,2.688000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [433]"
32768,4.038660,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [439]"
32768,4.038669,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [445]"
32768,4.038677,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [451]"
32768,4.038686,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [457]"
32768,4.038695,2.688000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [463]"
32768,4.038703,2.688000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [469]"
32768,4.038712,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [475]"
32768,4.038721,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [481]"
32768,4.038729,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [487]"
32768,4.038738,2.305000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [493]"
32768,4.038747,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [499]"
32768,4.038755,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [505]"
32768,4.038763,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [511]"
32768,4.038772,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [517]"
32768,4.038781,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [523]"
32768,4.038789,2.784000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [529]"
32768,4.038798,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [535]"
32768,4.038806,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [541]"
32768,4.038814,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [547]"
32768,4.038823,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [553]"
32768,4.038831,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [559]"
32768,4.038840,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [565]"
32768,4.038848,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [571]"
32768,4.038857,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [577]"
32768,4.038865,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [583]"
32768,4.038874,2.784000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [589]"
32768,4.038882,2.817000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [595]"
32768,4.038891,2.784000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [601]"
32768,4.038899,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [607]"
32768,4.038908,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [613]"
32768,4.038916,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [619]"
32768,4.038925,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [625]"
32768,4.038933,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [631]"
32768,4.038942,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [637]"
32768,4.038950,2.688000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [643]"
32768,4.038959,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [649]"
32768,4.038967,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [655]"
32768,4.038976,2.720000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [661]"
32768,4.038986,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [667]"
32768,4.038995,2.176000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [673]"
32768,4.039003,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [679]"
32768,4.039011,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [685]"
32768,4.039019,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [691]"
32768,4.039028,2.369000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [697]"
32768,4.039037,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [703]"
32768,4.039045,2.592000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [709]"
32768,4.039054,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN Black (1)","3","21","Bitonic_Sort(int*, int, int, int) [715]"
