2816,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",4187955200,4187955200,1745559552,1745559552,51871900,39059372,580984,436048,508537,508605,45472252,45475360,1744568320,1744568320,495616,495616,1699088332,1699078568,0,0,1744667904,1744666279,495620,495618,0,0,0,5,4288589969,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,4518528642,11170937664,1571351360,14313637888,458036412416,458012622848,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175695872,4283486407,268388081952,8581782033,7745,1,1,0,0
3072,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",5436997632,5436997632,2266103808,2266103808,68504620,51629197,689150,515168,603093,603065,60063620,60062932,2264924160,1617838080,589824,589824,2204883340,2204879980,0,0,2265047496,2265045479,589824,589830,0,0,4,1,5554883193,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,5801748917,14502298432,2039907136,18582110208,594627526656,594599215104,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,5552451926,347325063488,11140670313,9216,0,0,0,0
3328,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",6912548864,6912548864,2881036288,2881036288,89006576,66965640,806142,604704,705378,705476,78066588,78095708,2879651840,2879651840,692224,692224,2801778548,2801760172,0,0,2879816416,2879813719,692229,692225,0,0,5,0,7173397843,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,7784832673,18437733184,2593418048,23624566784,755986137088,755952910336,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,7167287945,446691766710,14356919947,10816,0,0,0,0
3584,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",8633483264,8633483264,3598221312,3598221312,112645264,84430817,932338,698064,815929,815913,98741444,98733836,3596615680,2569011200,802816,802816,3498462256,3498474280,0,0,3596815030,3596811783,802821,802817,0,0,5,0,8716786654,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,8527312986,23027573568,3238961984,29505495040,944175841280,944137306112,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,8713455060,546356602460,17436352462,12544,0,0,0,0
3840,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",10618675200,10618675200,4425523200,4425523200,150225904,113540888,1067944,801532,934754,934676,131710070,131681492,4423680000,4423680000,921600,921600,4291345496,4291381980,0,0,4423955752,4423951255,921601,658244,0,0,5,0,11368930484,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,13173872886,28322151232,3983616832,36289382400,1161260236800,1161216000000,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,11363237448,704417242400,22449477107,14400,0,0,0,0
4096,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",12886999040,12886999040,5370806272,5370806272,173220712,129644964,1213500,910332,1061961,1062029,151819196,151819512,5368709120,5368709120,1048576,1048576,5218095340,5218092476,0,0,5369014336,5369009383,1048576,1048582,0,0,4,1,12593841292,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,10917064597,34371797824,4834460480,44040716288,1409302921216,1409252589568,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,12587966443,790822754736,25133201466,16384,0,0,0,0
4352,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",15457329152,15457329152,6441934848,6441934848,221015660,166757928,1368064,1025912,1197041,1197033,193758892,193797696,6439567360,6439567360,1183744,1183744,6245544632,6245511388,0,0,6439960528,6439954031,1183748,1183746,0,0,0,5,16024030988,0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,18130384657,41226844992,5798570816,52823984128,1690367492096,1690310672384,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646916096,16020324580,998619424028,32062529708,18496,0,0,0,0
4608,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",18348539904,18348539904,7646773248,7646773248,259185548,195153458,1531916,1147662,1340538,1340568,227216256,227219796,7644119040,5460000768,1327104,1327104,7418083332,7418079087,0,0,7644535552,7644528735,1327104,1327110,0,0,0,5,18504476392,0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,18154532026,48937624384,6883025728,62703673344,2006517547008,2006453846016,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,18496338802,1159445614848,37237042336,20736,0,0,0,0
4864,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",21579505664,21579505664,8993185792,8993185792,315040084,236250216,1705208,1278040,1492122,1492112,276160970,276156840,8990228480,8990228480,1478656,1478656,8714310968,8714309892,0,0,8990769816,8990760903,1478660,1478658,0,0,0,5,22114086142,0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,21783054600,57554467648,8094903104,73744271360,2359816683520,2359745708032,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,22107348186,1383453389646,44133468337,23104,0,0,0,0
5120,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",25169100800,25169100800,10489036800,10489036800,376932818,282764814,1887546,1414401,1651685,1651689,330333286,330337276,10485760000,7489945600,1638400,1638400,10152573657,10152553623,0,0,10486376072,10486365959,1638401,1638405,0,0,5,0,25697150173,0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,25976809780,67127706432,9441280832,86010265600,2752328499200,2752249856000,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,25690154611,1608625698812,51368293837,25600,0,0,0,0
5376,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",29136199680,29136199680,12142190592,12142190592,437031220,329953136,2079575,1559913,1819638,1819616,383063284,383058090,12138577920,12138577920,1806336,1806336,11757608838,11757594778,0,0,12139246832,12139235895,1806340,1290241,0,0,0,5,29565170057,0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,30127195924,77707672384,10929236800,99566143488,3186116591616,3186029887488,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,29560851134,1856360424902,58961119759,28224,0,0,0,0
5632,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",33499676672,33499676672,13960511488,13960511488,521764388,391630126,2280915,1710635,1995890,1995908,457322769,457275428,13956546560,13956546560,1982464,1982464,13502753608,13502763856,0,0,13957356296,13957342959,1982465,1982469,0,0,5,0,33956096161,0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,33895068696,89344697152,12565848896,114476392448,3663244558336,3663149400064,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,33948123987,2126444832268,67880036077,30976,0,0,0,0
5888,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",38278406144,38278406144,15951863808,15951863808,608457929,462745521,2491719,1868895,2180313,2180285,533499215,533514829,15947530240,15947530240,2166784,2166784,15420538289,15420520948,0,0,15948415858,15948401247,2166785,2166789,0,0,5,0,38918824794,0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,40221238651,102089112384,14358195008,130805499904,4185775996928,4185671991296,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,38910760250,2437767177336,78618282755,33856,0,0,0,0
6144,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",43491262464,43491262464,18124111872,18124111872,695166269,525697663,2711395,2033881,2372770,2372720,609206765,609212765,18119393280,18119393280,2359296,2359296,17505570950,17505525933,0,0,18120454936,18120437487,2359296,2359302,0,0,4,1,43474177976,0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,39680943283,115991249728,16313353024,148617953280,4755774504960,4755661258752,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,43465889542,2727532938054,87221493917,36864,0,0,0,0
6400,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",49157120000,49157120000,20485120000,20485120000,791597094,605854186,2939002,2206029,2571612,1836918,693831834,495996395,20480000000,20480000000,2560000,2560000,19779124775,19779120290,0,0,20481184778,20481165327,2560001,2560005,0,0,1,4,49943412474,0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,49587055617,131101440832,18438400832,167978240000,5375303680000,5375180800000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,49941363756,3138962035612,99972603791,40000,0,0,0,0
6656,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",23042752512,23042752512,974658677,728008162,3180107,2385103,2782561,2782433,854603525,854638203,23037214720,23037214720,2768896,2768896,22208596419,15863103353,0,0,23038575162,23038552855,2768901,2768897,0,0,1,4,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,58819732460,147470017344,20740416320,188950847488,6046427119616,6046294212608,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,57018180577,3565430055218,113943508867,43264,0,0,0,0
6912,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",25804873728,25804873728,1038588483,774566835,3427755,2569708,2999573,2999489,910414734,910303361,25798901760,18427944960,2985984,2985984,24888025840,24888065679,0,0,25800391512,25800366967,2985988,2985986,0,0,0,5,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,59765860990,165147310912,23226477376,211600263168,6771208421376,6771065094144,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,62566873399,3929698280558,124196772036,46656,0,0,0,0
7168,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",28779347968,28779347968,1178713923,873599481,3685353,2762746,3224813,3224869,1032911295,1032795639,28772925440,20552089600,3211264,3211264,27740420165,27740506808,0,0,28774503290,28774477351,3211269,3211265,0,0,5,0,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,68279798144,184183653184,25903661888,235990974464,7551711182848,7551557042176,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,69228770913,4349472270504,138563567544,50176,0,0,0,0
7424,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",31974039552,31974039552,1326597607,994088173,3952127,2964303,3458150,3458236,1162807982,1162714325,"<OVERFLOW>","<OVERFLOW>",3444736,3444736,"<OVERFLOW>","<OVERFLOW>",0,0,"<OVERFLOW>","<OVERFLOW>",3444741,3444737,0,0,5,0,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,76544996585,204629375808,28779047744,262187468800,8389999001600,8389833654272,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,77500039476,4869142474016,155662432109,53824,0,0,0,0
7680,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",35396812800,35396812800,1698215185,1266294518,4228313,3171663,3700013,3699981,1487822496,1487603960,"<OVERFLOW>","<OVERFLOW>",3686400,3686400,"<OVERFLOW>","<OVERFLOW>",0,0,"<OVERFLOW>","<OVERFLOW>",3686405,3686401,0,0,1,4,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,106564993734,226534810432,31859712832,290254233600,9288135475200,9287958528000,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,90722382267,5658313597808,181424543923,57600,0,0,0,0
7936,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",39055532032,39055532032,1682554713,1253630528,4513740,3385625,3949778,3949724,1474350413,1474398933,"<OVERFLOW>","<OVERFLOW>",3936256,3936256,"<OVERFLOW>","<OVERFLOW>",0,0,"<OVERFLOW>","<OVERFLOW>",3936257,3936261,0,0,5,0,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,96482479032,249950288704,35152735040,320255756288,10248184201216,10247995260928,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,95441513608,5997141246596,189409474122,61504,0,0,0,0
8192,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",42958061568,42958061568,1845535259,1385174415,4809114,3606850,4208049,4208001,1616948326,1616928618,"<OVERFLOW>","<OVERFLOW>",4194304,4194304,"<OVERFLOW>","<OVERFLOW>",0,0,"<OVERFLOW>","<OVERFLOW>",4194308,4194306,0,0,4,1,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,98917244577,274926142272,38665192256,352256524288,11272208777216,11272007450624,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,104638245262,6581146130566,208372236438,65536,0,0,0,0
