2816,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",99.910728,0.936380,0.528029,0.530844,57761.000000,100.000000,100.000000,99.994806,0.000000,11.814206,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,25121783808,7929856,129867584,1570864,8.333333,0.000000,55.448737,19.552172,443.589897,156.417374,2.501615,30.985483,107.536945,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,5582618624,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,44660948992,0,22330474496,0,0,14313637888,14313640384,"Low (1)","Low (2)",0.000000,"Idle (0)",22330474496,0,323894968320,0,5598478336,44668878848,61519822848,0,12742289024,175695872,175695872,5584601088,1396893696,0,0.000000,0.270060,29.250202,4.559277,8.286173,0.000000,57.104519,0.000024,0.352613,0.045922,0.131212,0,5,23029359927,6797062,0,0.000000,8.330704,99.471232,89.667845,443.589897,156.417374,23028301824,7929856,443.610279,134.072874,0.000000,103.000000,"High (8)",0.000000,0,"Low (1)",0.000000,0.550369,0.646157,0.000000
3072,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",99.915887,0.933823,0.528123,0.530873,63009.000000,100.000000,100.000000,99.995239,0.000000,11.814860,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,32614907904,9437184,236775239,2622834,8.333333,0.000000,55.484086,17.934250,443.872690,143.474000,3.515338,39.875082,107.605501,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,7247757312,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,57982058496,0,28991029248,0,0,18582110208,18582112704,"Low (1)","Low (2)",0.000000,"Idle (0)",28991029248,0,420492607488,0,7266631680,57991495680,79857451008,0,16542205568,227966976,227966976,7250116608,1813413888,0,0.000000,0.270175,29.251597,4.856773,8.250060,0.000000,56.845825,0.000018,0.351921,0.042181,0.131452,0,5,29898406863,9437190,0,0.000000,8.330923,99.251836,82.829348,443.872690,143.474000,29896998912,9437184,443.893594,143.474092,0.000000,79.000000,"High (8)",0.000000,0,"Low (1)",0.000000,0.550506,0.643062,0.000000
3328,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",99.929787,0.927247,0.523190,0.523741,68257.000000,100.000000,100.000000,99.995605,0.000000,11.656172,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,41466986496,11075584,474364651,3967993,8.333333,0.000000,54.769881,16.341596,438.159049,130.732769,5.468021,46.836963,106.220375,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,9214885888,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,73719087104,0,36859543552,0,0,23624566784,23624569280,"Low (1)","Low (2)",0.000000,"Idle (0)",36859543552,0,534607364096,0,9237037056,73730162688,101518802944,0,21031151232,289695744,289695744,9217654784,2305452032,0,0.000000,0.268215,29.114115,5.124015,8.237055,0.000000,56.741381,0.000016,0.346590,0.038682,0.129930,0,5,38013173649,11075590,0,0.000000,8.331108,98.753160,73.818166,438.159049,130.732769,38011404288,11075584,438.179444,130.732841,0.000000,61.000000,"High (8)",0.000000,0,"Low (1)",0.000000,0.542964,0.638072,0.000000
3584,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",99.938898,0.927313,0.535052,0.535742,73505.000000,100.000000,100.000000,99.995919,0.000000,11.923269,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,51791265792,12845056,710899632,5359631,8.333333,0.000000,56.245514,15.583172,449.964110,124.665380,6.737801,52.016934,109.082208,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,11509170176,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,92073361408,0,46036680704,0,0,29505495040,29505497536,"Low (1)","Low (2)",0.000000,"Idle (0)",46036680704,0,667698855936,0,11534860288,92086206464,126780702720,0,26266535552,361668608,361668608,11512381440,2879299584,0,0.000000,0.274791,29.289004,5.137284,8.132134,0.000000,56.638473,0.000012,0.357252,0.036099,0.134952,0,5,47477525239,12845062,0,0.000000,8.331267,98.523669,68.201548,449.964110,124.665380,47475326976,12845056,449.984945,124.665439,0.000000,50.000000,"High (9)",0.000000,0,"Low (1)",0.000000,0.556055,0.652563,0.000000
3840,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.907058,0.507382,0.505070,78753.000000,100.000000,100.000000,99.996191,0.000000,11.240670,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,63700992000,14745600,1245322067,7572653,8.333333,0.000000,53.191569,13.754587,425.532550,110.036699,9.075213,56.509721,103.159406,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,14155776000,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,113246208000,0,56623104000,0,0,36289382400,36289384896,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",56623104000,0,821226700800,0,14185267200,113260953600,155919974400,0,32305768064,444672000,444672000,14159462400,3541248000,0,0.000000,0.270578,29.456744,6.149052,8.273817,0.000000,55.347108,0.000010,0.340420,0.033901,0.128370,0,5,58395437847,14745606,0,0.000000,8.331405,97.668158,55.657939,425.532550,110.036699,58392576000,14745600,425.553406,110.036744,0.000000,39.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.522669,"<OVERFLOW>","<OVERFLOW>"
4096,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.924891,0.548418,0.547158,84001.000000,100.000000,100.000000,99.996429,0.000000,12.177385,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,77309411328,16777216,1491667640,8968521,8.333333,0.000000,57.420400,13.920096,459.363200,111.360775,9.669065,59.529630,111.360776,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,17179869184,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,137438953472,0,68719476736,0,0,44040716288,44040718784,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",68719476736,0,996650516480,0,17213423616,137455730688,189213442048,0,39206258304,539492352,539492352,17184063488,4297588736,0,0.000000,0.281404,29.285001,5.473961,8.047867,0.000000,56.371584,0.000008,0.365094,0.031440,0.143641,0,5,"<OVERFLOW>",16777222,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",54.890943,"<OVERFLOW>",111.360775,"<OVERFLOW>",16777216,"<OVERFLOW>",111.360815,0.000000,34.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.570991,"<OVERFLOW>","<OVERFLOW>"
4352,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.878448,0.503252,0.500642,89249.000000,100.000000,100.000000,99.996639,0.000000,11.142143,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,92729769984,18939904,2954437693,12239625,8.333333,0.000000,52.816564,12.050838,422.532514,96.406705,14.686028,62.301367,102.432125,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,20606615552,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,164852924416,0,82426462208,0,0,52823984128,52823986624,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",82426462208,0,1195429920768,0,20644495360,164871864320,226937929728,0,47025415808,646916096,646916096,20611350528,5154613248,0,0.000000,0.277021,29.470926,7.578292,8.008353,0.000000,54.164341,0.000006,0.338455,0.029728,0.132877,0,5,"<OVERFLOW>",18939910,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",41.916955,"<OVERFLOW>",96.406705,"<OVERFLOW>",18939904,"<OVERFLOW>",96.406735,0.000000,26.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.518864,"<OVERFLOW>","<OVERFLOW>"
4608,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.885531,0.523991,0.523019,94497.000000,100.000000,100.000000,99.996825,0.000000,11.640171,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,110075314176,21233664,3941738473,14629007,8.333333,0.000000,54.725128,11.792620,437.801026,94.340961,17.102642,64.996535,106.133582,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,24461180928,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,195689447424,0,97844723712,0,0,62703673344,62703675840,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",97844723712,0,1419024531456,0,24503648256,195710681088,269370261504,0,55820650112,767729664,767729664,24466489344,6118612992,0,0.000000,0.281476,29.330614,7.128776,7.876878,0.000000,54.864755,0.000006,0.350864,0.027969,0.138662,0,5,"<OVERFLOW>",21233670,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.662084,"<OVERFLOW>",94.340961,"<OVERFLOW>",21233664,"<OVERFLOW>",94.340988,0.000000,23.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.543295,"<OVERFLOW>","<OVERFLOW>"
4864,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.870394,0.510150,0.511580,99745.000000,100.000000,100.000000,99.996992,0.000000,11.385587,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",23658496,5455720000,16948100,"<OVERFLOW>",0.000000,53.511199,10.924136,"<OVERFLOW>",87.393090,19.680770,62.605283,103.779295,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,28768731136,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,230149849088,0,115074924544,0,0,73744271360,73744273856,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",115074924544,0,1668893966336,0,28816048128,230173507584,316787261440,0,65649370752,902719488,902719488,28774645760,7195879424,0,0.000000,0.281538,29.598115,7.543806,7.895483,0.000000,54.172773,0.000005,0.344274,0.026628,0.137377,0,5,"<OVERFLOW>",23658502,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",34.102557,"<OVERFLOW>",87.393090,"<OVERFLOW>",23658496,"<OVERFLOW>",87.393112,0.000000,19.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.531335,"<OVERFLOW>","<OVERFLOW>"
5120,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.854656,0.506679,0.506148,104993.000000,100.000000,100.000000,99.997143,0.000000,11.264710,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",26214400,6864817002,19540202,"<OVERFLOW>",0.000000,53.300231,10.337014,"<OVERFLOW>",82.696115,21.148239,61.641647,103.370145,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,33554432000,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,268435456000,0,134217728000,0,0,86010265600,86010268096,"Low (2)","<OVERFLOW>",0.000000,"<OVERFLOW>",134217728000,0,1946497843200,0,33606860800,268461670400,369465753600,0,76568987264,1052672000,1052672000,33560985600,8392704000,0,0.000000,0.282955,29.506499,8.025865,7.996054,0.000000,53.681194,0.000004,0.344836,0.025101,0.137493,0,5,"<OVERFLOW>",26214406,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",30.294346,"<OVERFLOW>",82.696115,"<OVERFLOW>",26214400,"<OVERFLOW>",82.696135,0.000000,16.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.525270,"<OVERFLOW>","<OVERFLOW>"
5376,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.851508,0.507378,0.507350,110241.000000,100.000000,100.000000,99.997279,0.000000,11.291470,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",28901376,8703468680,22024284,"<OVERFLOW>",0.000000,53.244196,9.834425,"<OVERFLOW>",78.675406,23.137311,59.954567,103.261471,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,38843449344,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,310747594752,0,155373797376,0,0,99566143488,99566145984,"Low (2)","<OVERFLOW>",0.000000,"<OVERFLOW>",155373797376,0,2253295779840,0,38901252096,310776496128,427682562048,0,88636909184,1218373632,1218373632,38850674688,9715378176,0,0.000000,0.285154,29.770677,8.150402,7.960521,0.000000,53.325114,0.000004,0.345140,0.024051,0.138938,0,5,"<OVERFLOW>",24772614,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",28.723158,"<OVERFLOW>",78.675406,"<OVERFLOW>",28901376,"<OVERFLOW>",67.436078,0.000000,14.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.526957,"<OVERFLOW>","<OVERFLOW>"
5632,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.841124,0.497684,0.495882,115489.000000,100.000000,100.000000,99.997402,0.000000,11.036250,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",31719424,10584460114,24171205,"<OVERFLOW>",0.000000,52.068923,9.180195,"<OVERFLOW>",73.441566,23.932352,55.964797,100.982153,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,44660948992,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,357287591936,0,178643795968,0,0,114476392448,114476394944,"Low (2)","<OVERFLOW>",0.000000,"<OVERFLOW>",178643795968,0,2590747394048,0,44724387840,357319311360,491714510848,0,101910546048,1400610816,1400610816,44668878848,11170193408,0,0.000000,0.286470,29.825456,8.767140,7.910324,0.000000,52.708507,0.000003,0.340668,0.022746,0.138687,0,5,"<OVERFLOW>",31719430,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",25.083526,"<OVERFLOW>",73.441566,"<OVERFLOW>",31719424,"<OVERFLOW>",73.441580,0.000000,12.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.514863,"<OVERFLOW>","<OVERFLOW>"
5888,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.836854,0.492997,0.496047,120737.000000,100.000000,100.000000,99.997515,0.000000,11.039928,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",34668544,12877655095,27038914,"<OVERFLOW>",0.000000,51.565161,8.696100,"<OVERFLOW>",69.568807,25.235725,54.258552,100.005160,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,51032096768,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,408256774144,0,204128387072,0,0,130805499904,130805502400,"Low (2)","<OVERFLOW>",0.000000,"<OVERFLOW>",204128387072,0,2960312303616,0,51101433856,408291442688,561838424064,0,116447307392,1600169984,1600169984,51040763904,12763441152,0,0.000000,0.283148,29.712795,8.710312,7.870956,0.000000,52.929318,0.000003,0.335351,0.021660,0.136458,0,5,"<OVERFLOW>",34668550,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",26.705927,"<OVERFLOW>",69.568807,"<OVERFLOW>",34668544,"<OVERFLOW>",69.568818,0.000000,10.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.514895,"<OVERFLOW>","<OVERFLOW>"
6144,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.829626,0.487432,0.486424,125985.000000,100.000000,100.000000,99.997619,0.000000,10.825775,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,1,1,0,0,"<OVERFLOW>",37748736,16109242359,29004660,"<OVERFLOW>",0.000000,51.235096,8.280419,"<OVERFLOW>",66.243356,27.606737,50.898817,99.365035,0.000000,0.000000,7.000000,7.000000,"<OVERFLOW>",12.500000,57982058496,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,463856467968,0,231928233984,0,0,148617953280,148617955776,"Low (2)","<OVERFLOW>",0.000000,"<OVERFLOW>",231928233984,0,3363450126336,0,58057555968,463894216704,638331125760,0,132304602752,1817837568,1817837568,57991495680,14501412864,0,0.000000,0.285264,29.622865,9.231087,7.877881,0.000000,52.489975,0.000002,0.335189,0.020405,0.137332,0,5,"<OVERFLOW>",37748742,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",28.359199,"<OVERFLOW>",66.243356,"<OVERFLOW>",37748736,"<OVERFLOW>",66.243366,0.000000,9.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.504894,"<OVERFLOW>","<OVERFLOW>"
