256,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",9469952,9469952,8683520,8683520,0,880,15,3539,20,22,0,0,8650752,6217728,32768,32768,8650752,8650752,32768,32768,8650912,8650951,32773,32769,0,0,5,0,22530267,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,67409386,8436544,1190720,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,19204551,1134009530,36855511,64,0,0,0,0
512,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",75628544,75628544,69337088,69337088,19168,25608,21794,16636,19209,19257,16988,16936,69206016,69206016,131072,131072,69189088,69189276,126976,126976,69212101,49477479,131073,131077,0,0,5,0,158571833,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,542386594,67298112,9478976,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,154904184,9284994856,307105822,256,0,0,0,0
768,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",255098880,255098880,233865216,233865216,1002180,781436,56060,42456,49201,49305,888648,888040,233570304,233570304,294912,294912,232695508,232695316,285696,285696,233587802,233587575,294913,294917,0,0,1,4,563435106,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,1957522938,226917184,31943488,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,556195430,33443819176,1108090332,576,0,0,0,0
1024,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",604504064,604504064,554172416,554172416,2488912,1936670,89006,67090,77989,77961,2201200,2200816,553648128,553648128,524288,374528,551467692,551467776,507904,507904,553672058,553671695,524292,524290,0,0,4,1,1255407317,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,4375439563,537625408,75662144,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,1247953471,74779709336,2488862964,1024,0,0,0,0
1280,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",1180467200,1180467200,1082163200,1082163200,4825106,3719878,131707,98947,115411,115361,4273567,4273268,1081344000,1081344000,819200,819200,1077116546,769465760,793480,793544,1081396808,1081395951,819201,819205,0,0,5,0,2724161666,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,9665324386,1049754432,147712832,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,2713194368,163534264484,5405217557,1601,1,1,0,0
1536,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",2039611392,2039611392,1869742080,1869742080,8339382,6444210,183851,138328,161108,160907,7387722,7385496,1868562432,1868562432,1179648,842240,1861251560,1861253115,1142156,1142189,1868650338,1868648871,1179653,1179649,0,0,5,0,4454906274,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,15775485497,1813635904,255173440,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,4441428833,267799130278,8880464506,2304,0,0,0,0
1792,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",3238559744,3238559744,2968813568,2968813568,13376919,10285227,250902,188553,219700,219264,11834582,11831648,2967207936,2967207936,1605632,1605632,2955502276,2955522636,1551004,1551264,2967343174,2967340919,1605632,1605638,0,0,4,1,6936825418,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,24406630305,2879601472,405121856,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,6923232482,416041254470,13832647530,3136,0,0,0,0
2048,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",4833935360,4833935360,4431282176,4431282176,20119073,15494483,337691,251106,294094,294189,17804955,17807730,4429185024,4429185024,2097152,1497600,4411555277,4411549521,2019616,2019600,4429384304,4429381079,2097153,2097157,0,0,5,0,9986405173,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,35004180059,4297982784,604635968,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,9968328963,594031163210,19924008457,4096,0,0,0,0
2304,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",6882361344,6882361344,6309052416,6309052416,30162704,23472971,443197,336438,389690,278363,26808128,19269808,6306398208,6306398208,2654208,2654208,6279790199,6279739018,2532685,2532096,6306691144,6306686335,2654212,2654210,0,0,0,5,14965762592,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,52698631757,6119111488,860793664,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,14946656546,900919283268,29875702181,5184,0,0,0,0
2560,"GeForce GTX 970 (1)","1","7","matMul(float*, float*, float*, int)",9440460800,9440460800,8654028800,8654028800,47942423,37058703,629836,471453,550377,551326,42322318,42316661,8650752000,8650752000,3276800,3276800,8608813697,8608745452,3059381,3061315,8651175320,8651168351,3276804,3276802,0,0,0,0,21507390424,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,75993176366,8393319232,1180672832,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,21483853166,1295648569462,42825175082,6400,0,0,0,0
