256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.769733,0.663183,0.468777,46.434844,742.957505,96.769733,0.663183,0.497267,0.057041,0.405526,0.000000,0.000000,0.000000,1.239147,824.853333,1.451089,92.869688,0.000000,64.285714,50.000000,50.000000,99.218750,0.000000,92.869688,0.000000,0.000000,100.000000,0.000000,0.992883,1122.000000,23.238407,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,786432,131072,1048576,16384,0,1,0,13991,9095,1048996,17876,0.000000,0.000000,557.218129,92.869688,92.906887,1.583231,0.000000,92.869141,99.821747,206848,200704,2058543,919552,33554432,0,0,16777216,0,0,0,0,0,1.526666,13.888241,5.281368,0.000000,13.542957,0.476594,"Low (3)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",2297856,3440696,3221176,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,19922944,0,2097152,29425664,5177344,0,0.000000,0,0.000000,1048576,16384,0,1.451089,0,0,0.000000,21.741428,0.100652,2.440114,0.000000,16.296484,27.145610,8.709410,0.000000
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.289371,0.665400,0.491906,48.344080,386.752639,99.289371,0.665400,0.506852,0.057919,0.408597,0.000000,0.000000,0.000000,7.767491,401.871966,773.505278,96.688160,0.000000,64.285714,50.000000,50.000000,91.926074,0.000000,96.688160,0.000000,0.000000,100.000000,0.000000,1.002722,2210.000000,23.539669,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,6291456,1048576,8388608,65536,0,6,0,673903,34049,8388697,65547,0.000000,0.000000,580.128959,96.688160,96.689186,773.635108,0.000000,72.515625,99.909502,1613824,1589248,16518923,7348224,268435456,0,0,134217728,0,0,0,0,0,1.482076,13.350025,6.374512,0.000000,13.725692,0.411467,"Mid (4)","Low (3)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",18104320,27281812,25618452,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,155189248,0,16777216,235143168,37486592,0,0.000000,0,0.000000,8388608,65536,0,773.505278,0,0,0.000000,21.728619,0.012184,2.551049,0.000000,16.081885,26.833539,9.030434,0.000000
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.791734,0.650589,0.496282,47.650770,254.137442,99.791734,0.650589,0.541188,0.058217,0.409642,0.000000,0.000000,0.000000,23.879766,256.295238,508.274884,95.301541,0.000000,64.285714,50.000000,50.000000,75.007312,0.000000,95.301541,0.000000,0.000914,100.000000,0.000000,1.002762,3298.000000,23.594560,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,21233664,3538944,28311552,147456,0,6,0,7094043,74354,28314261,147883,0.000000,0.000000,571.809245,95.301541,95.310660,509.746736,0.000000,21.177734,99.939357,5400576,5345280,57662470,24791040,905969664,0,0,452984832,0,0,0,0,0,1.416937,12.894029,9.166245,0.000000,13.478533,0.378225,"Mid (4)","Low (3)","Idle (0)","Low (2)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",60788736,93686871,88175319,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,519045120,0,56623104,793313280,122093568,0,0.000000,0,0.000000,28311552,147716,0,509.171094,0,0,0.000000,20.882425,0.003498,2.519457,0.000000,16.894137,24.885971,8.533300,0.000000
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.892823,0.647090,0.497864,47.569831,190.279324,99.892823,0.647090,0.547314,0.058368,0.410169,0.000000,0.000000,0.000000,24.774960,192.021382,380.558647,95.139662,0.000000,64.285714,50.000000,50.000000,73.981635,0.000000,95.139662,0.000000,0.000338,100.000000,0.000000,1.001457,4386.000000,23.579155,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,50331648,8388608,67108864,262144,0,0,0,17475566,132272,67112748,262357,0.000000,0.000000,570.837972,95.139662,95.145168,380.867863,0.000000,0.000000,99.954400,12746752,12648448,137423989,58753024,2147483648,0,0,1073741824,0,0,0,0,0,1.408923,12.807122,9.521062,0.000000,13.363035,0.363567,"Mid (4)","Low (3)","Idle (0)","Low (2)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",143720448,222380668,209436924,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,1224736768,0,134217728,1880096768,284164096,0,0.000000,0,0.000000,67108864,262372,0,380.889639,0,0,0.000000,20.789041,0.001450,2.515799,0.000000,17.021023,24.724778,8.517748,0.000000
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.779429,0.647659,0.499377,47.639405,152.446095,99.779429,0.647659,0.545223,0.058458,0.410486,0.000000,0.000000,0.000000,24.596787,152.563705,304.892192,95.278810,0.000000,64.285714,50.000000,50.000000,74.123684,0.000000,95.278810,0.000000,"<INVALID>",100.000000,0.000000,1.000769,5474.000000,23.567467,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,98304000,16384000,131072000,409600,0,2,0,33837010,204958,131085291,409616,0.000000,0.000000,571.672862,95.278810,95.288472,304.904102,0.000000,1.524414,99.963464,24832000,24678400,267585412,114739200,4194304000,0,0,2097152000,0,0,0,0,0,1.406625,12.769385,9.567423,0.000000,13.374505,0.356395,"Mid (4)","Low (3)","Idle (0)","Low (2)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",280268800,433249976,408110392,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,2385510400,0,262144000,3671654400,548864000,0,0.000000,0,0.000000,131072000,358400,0,266.780668,0,0,0.000000,20.793956,0.001238,2.517474,0.000000,16.921918,24.808555,8.560122,0.000000
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.949881,0.499577,0.499352,36.987598,98.633595,99.949881,0.499577,0.833226,0.058519,0.410698,0.000000,0.000000,0.000000,22.315127,99.587449,197.267191,73.975197,0.000000,64.285714,50.000000,50.000000,69.880209,0.000000,73.975197,0.000000,0.000055,100.000000,0.000000,0.920535,6562.000000,21.885355,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,169869312,28311552,226492416,589824,0,4,0,68322995,297764,226513192,589830,0.000000,0.000000,443.851182,73.975197,73.981983,197.269198,0.000000,1.369141,99.969521,42835968,42614784,599649173,198254592,7247757312,0,0,3623878656,0,0,0,0,0,1.083319,10.082970,31.400588,0.000000,8.950011,0.289279,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",483803136,886920351,843641631,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,4114612224,0,452984832,6344146944,941359104,0,0.000000,0,0.000000,226492416,589948,0,197.308663,0,0,0.000000,12.463475,0.000330,1.966781,0.000000,21.823624,13.906403,5.207532,0.000000
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.951683,0.647541,0.499246,47.814543,109.290382,99.951683,0.647541,0.546372,0.058562,0.410850,0.000000,0.000000,0.000000,24.721813,109.672647,218.580766,95.629085,0.000000,64.285714,50.000000,50.000000,84.774584,0.000000,83.675449,0.000000,"<INVALID>",100.000000,0.000000,1.001309,7650.000000,23.587412,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,269746176,44957696,359661568,802816,0,0,0,92978889,402812,359688252,802951,0.000000,0.000000,573.774510,95.629085,95.636180,218.617521,0.000000,0.000000,99.973856,67938304,67637248,734139224,314804224,11509170176,0,0,5754585088,0,0,0,0,0,1.406813,12.769649,9.412636,0.000000,13.560308,0.348586,"Low (3)","Low (3)","Idle (0)","Low (2)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",767692800,1187127159,1118586359,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,6525288448,0,719323136,10073735168,1486815232,0,0.000000,0,0.000000,314703872,802916,0,218.607992,0,0,0.000000,20.787948,0.000428,2.526816,0.000000,16.943819,24.769813,8.554057,0.000000
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.976181,0.602753,0.499481,44.520073,89.040145,99.976181,0.602753,0.623014,0.058595,0.410964,0.000000,0.000000,0.000000,27.683903,89.072243,178.080290,89.040145,0.000000,64.285714,50.000000,50.000000,78.824959,0.000000,77.910127,0.000000,"<INVALID>",100.000000,0.000000,0.979579,8738.000000,23.145414,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,402653184,67108864,536870912,1048576,0,6,0,166921139,524477,536914184,1048723,0.000000,0.000000,534.240872,89.040145,89.047322,178.105255,0.000000,1.042969,99.977111,101318656,100925440,1186677348,469893120,17179869184,0,0,8589934592,0,0,0,0,0,1.303160,11.956123,14.925312,0.000000,11.980575,0.324329,"Low (3)","Low (3)","Idle (0)","Low (2)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1145307136,1858849450,1756743978,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,9730785280,0,1073741824,15036579840,2210398208,0,0.000000,0,0.000000,469762048,1048688,0,178.099311,0,0,0.000000,18.783710,0.000170,2.355145,0.000000,18.802326,21.924295,7.691660,0.000000
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.961907,0.631641,0.499590,46.678938,82.984778,99.961907,0.631641,0.571024,0.058620,0.411052,0.000000,0.000000,0.000000,26.664483,83.089455,165.969557,93.357876,0.000000,64.285714,50.000000,50.000000,71.548883,0.000000,93.357876,0.000000,0.000000,100.000000,0.000000,0.991673,9826.000000,23.386628,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,573308928,95551488,764411904,1327104,0,2,0,218328110,664389,764474556,1327111,0.000000,0.000000,560.147255,93.357876,93.365528,165.970432,0.000000,262.000000,99.979646,144156672,143659008,1598265098,669026304,24461180928,0,0,12230590464,0,0,0,0,0,1.368070,12.498616,12.468655,0.000000,12.506387,0.335783,"Low (3)","Low (3)","Idle (0)","Low (2)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1630015488,2560898974,2415746590,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,13844348928,0,1528823808,21408841728,3137273856,0,0.000000,0,0.000000,764411904,1327104,0,165.969557,0,0,0.000000,19.820733,0.000125,2.465795,0.000000,17.433620,23.568011,8.190689,0.000000
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.977258,0.532191,0.499713,39.329200,62.926720,99.977258,0.532191,0.754767,0.058640,0.411123,0.000000,0.000000,0.000000,25.325947,63.040943,125.853439,78.658400,0.000000,64.285714,50.000000,50.000000,67.838966,0.000000,78.658400,0.000000,0.000000,100.000000,0.000000,0.932017,10914.000000,22.116001,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,786432000,131072000,1048576000,1638400,0,7,0,337614043,820687,1048663713,1638456,0.000000,0.000000,471.950398,78.658400,78.664979,125.857740,0.000000,563.000000,99.981675,197632000,197017600,2598525302,917708800,33554432000,0,0,16777216000,0,0,0,0,0,1.142607,10.612732,31.066938,0.000000,9.066080,0.292409,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",2235187200,3912061307,3713200123,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,18979225600,0,2097152000,29366681600,4292608000,0,0.000000,0,0.000000,1048576000,1638400,0,125.853439,0,0,0.000000,13.017253,0.000119,2.081316,0.000000,19.896029,14.905833,5.534620,0.000000
