256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,97.730669,0.584135,0.466769,23.287089,248.395613,97.730669,0.584135,0.882421,0.000000,0.605113,0.000000,0.000000,0.000000,266.255112,530.599954,496.791225,139.722532,0.000000,0.000000,16.666667,50.000000,99.826389,0.000000,139.722532,0.000000,0.000000,100.000000,0.000000,1.104372,2973.000000,25.054425,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592,16384,0,0,0,8781,17499,4719010,17089,0.000000,0.000000,0.000000,0.000000,139.734910,518.168045,0.000000,0.000000,99.899092,529137,270336,5291976,1050624,33554432,0,0,16777216,0,0,0,0,0,2.006464,12.455534,14.157497,0.000000,0.000000,0.505218,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (3)","Low (1)","Idle (0)",6088704,11461504,10400721,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,4718592,16384,0,496.791225,0,0,0.000000,16.019671,0.033613,0.822916,0.000000,31.054876,23.767128,7.820340,0.000000
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.034831,0.591034,0.488907,23.991675,127.955598,99.034831,0.591034,0.891649,0.000000,0.606895,0.000000,0.000000,0.000000,1.747448,252.103924,255.911197,143.950048,0.000000,0.000000,16.666667,50.000000,100.000000,0.000000,125.956292,0.000000,"<INVALID>",100.000000,0.000000,1.119980,5917.000000,25.428372,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,37748736,65536,0,8,0,458242,64561,37751035,65605,0.000000,0.000000,0.000000,0.000000,143.958815,256.180634,0.000000,31.988281,99.949299,4199928,2129920,42776757,8396800,268435456,0,0,134217728,0,0,0,0,0,1.914325,11.925520,14.007468,0.000000,0.000000,0.490931,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",48472064,91692143,83274671,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,33030144,65536,0,255.911197,0,0,0.000000,16.408271,0.004091,0.845556,0.000000,30.854124,24.395269,8.347231,0.000000
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.790813,0.586178,0.491646,23.950788,85.158359,99.790813,0.586178,0.902906,0.000000,0.607494,0.000000,0.000000,0.000000,7.607146,166.900126,170.316717,143.704731,0.000000,0.000000,16.666667,50.000000,94.726971,0.000000,143.704731,0.000000,0.000370,100.000000,0.000000,1.115640,8861.000000,25.350072,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,127401984,147456,0,5,0,6744145,144498,127409624,147464,0.000000,0.000000,0.000000,0.000000,143.713348,170.325957,0.000000,5.913086,99.966144,14105374,7151616,146493900,28329984,905969664,0,0,452984832,0,0,0,0,0,1.882959,11.697752,13.682416,0.000000,0.000000,0.477689,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",163325952,310812212,282496581,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,127401984,147928,0,170.861894,0,0,0.000000,16.562564,0.001878,0.845082,0.000000,31.163265,24.531479,8.417778,0.000000
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.817195,0.584902,0.491981,23.972057,63.925484,99.817195,0.584902,0.907535,0.000000,0.607793,0.000000,0.000000,0.000000,8.456010,125.090027,127.850968,143.832340,0.000000,0.000000,16.666667,50.000000,94.128280,0.000000,143.832340,0.000000,0.000083,100.000000,0.000000,1.115663,11805.000000,25.356860,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,301989888,262144,0,8,0,17754210,256483,302009150,262154,0.000000,0.000000,0.000000,0.000000,143.841514,127.855845,0.000000,3.995117,99.974587,33397551,16908288,348533563,67141632,2147483648,0,0,1073741824,0,0,0,0,0,1.872537,11.688527,13.872489,0.000000,0.000000,0.475031,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",386826240,737854767,670800661,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,301989888,262396,0,127.973872,0,0,0.000000,16.469873,0.000492,0.844046,0.000000,31.268717,24.352335,8.364178,0.000000
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.895909,0.585247,0.496668,23.993307,51.185721,99.895909,0.585247,0.906342,0.000000,0.607973,0.000000,0.000000,0.000000,8.554664,98.961394,102.371443,143.959842,0.000000,0.000000,16.666667,50.000000,94.103307,0.000000,143.959842,0.000000,0.000000,100.000000,0.000000,1.116199,14749.000000,25.367671,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,589824000,409600,0,4,0,35049678,395956,589859233,409609,0.000000,0.000000,0.000000,0.000000,143.968442,102.373693,0.000000,1.023438,99.979660,65231411,32972800,680368476,131123200,4194304000,0,0,2097152000,0,0,0,0,0,1.851094,11.558505,13.727260,0.000000,0.000000,0.472870,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",755148800,1439572137,1308654083,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,589824000,409600,0,102.371443,0,0,0.000000,16.698389,0.000396,0.845878,0.000000,31.017521,24.673966,8.542310,0.000000
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.899608,0.579789,0.495606,23.785511,42.285352,99.899608,0.579789,0.923707,0.000000,0.608094,0.000000,0.000000,0.000000,11.517544,72.579015,84.570704,142.713065,0.000000,0.000000,16.666667,50.000000,91.944120,0.000000,142.713065,0.000000,"<INVALID>",100.000000,0.000000,1.115194,17693.000000,25.377437,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1019215872,589824,0,4,0,82255001,506190,1019268725,590050,0.000000,0.000000,0.000000,0.000000,142.720466,84.603109,0.000000,601.000000,99.983044,111868771,56918016,1190486192,226566144,7247757312,0,0,3623878656,0,0,0,0,0,1.844232,11.598009,15.570612,0.000000,0.000000,0.469408,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",1304469504,2509417752,2284068582,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,1019215872,516348,0,74.035500,0,0,0.000000,15.905781,0.000146,0.837699,0.000000,31.227889,23.383924,8.128013,0.000000
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.954065,0.584474,0.495536,23.996854,36.566634,99.954065,0.584474,0.909459,0.000000,0.608179,0.000000,0.000000,0.000000,8.650295,72.001675,73.133268,143.981123,0.000000,0.000000,16.666667,50.000000,94.005503,0.000000,143.981123,0.000000,0.000000,100.000000,0.000000,1.116121,20637.000000,25.370671,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1618477056,802816,0,8,0,97237077,790394,1618557977,802886,0.000000,0.000000,0.000000,0.000000,143.988322,73.139646,0.000000,764.000000,99.985463,178760219,90316800,1869664935,359761920,11509170176,0,0,5754585088,0,0,0,0,0,1.852201,11.593152,13.811800,0.000000,0.000000,0.472177,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",2070964224,3954618097,3595714771,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,1618477056,802816,0,73.133268,0,0,0.000000,16.599778,0.000093,0.845512,0.000000,31.138253,24.532546,8.473961,0.000000
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.944776,0.583277,0.498004,23.949374,31.932499,99.944776,0.583277,0.915200,0.000000,0.608244,0.000000,0.000000,0.000000,10.319936,58.501945,63.864998,143.696246,0.000000,0.000000,16.666667,50.000000,92.829952,0.000000,143.696246,0.000000,0.000002,100.000000,0.000000,1.117205,23581.000000,25.403761,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,2415919104,1048576,0,5,0,173505785,960522,2416042533,1048613,0.000000,0.000000,0.000000,0.000000,143.703587,63.867251,0.000000,319.000000,99.987278,266726453,134742016,2800452680,537001984,17179869184,0,0,8589934592,0,0,0,0,0,1.845708,11.569797,14.243619,0.000000,0.000000,0.471691,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",3090808832,5919516726,5383965486,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,2415919104,1048636,0,63.868652,0,0,0.000000,16.481503,0.000099,0.843733,0.000000,31.040529,24.347054,8.456046,0.000000
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.968362,0.582820,0.496297,23.938229,28.371234,99.968362,0.582820,0.915954,0.000000,0.608294,0.000000,0.000000,0.000000,10.307313,54.750054,56.742469,143.629376,0.000000,0.000000,16.666667,50.000000,92.845718,0.000000,143.629376,0.000000,0.000000,100.000000,0.000000,1.116709,26525.000000,25.393225,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,3439853568,1327104,0,5,0,246855124,1280505,3440044271,1327150,0.000000,0.000000,0.000000,0.000000,143.637339,56.744436,0.000000,224.000000,99.988690,379664455,191766528,3989188285,764577792,24461180928,0,0,12230590464,0,0,0,0,0,1.847465,11.592253,14.330327,0.000000,0.000000,0.470962,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",4400179200,8430822562,7668451508,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,3439853568,1327104,0,56.742469,0,0,0.000000,16.400171,0.000044,0.843488,0.000000,31.141257,24.217521,8.394180,0.000000
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.953138,0.578043,0.497260,23.738530,25.321098,99.953138,0.578043,0.932250,0.000000,0.608334,0.000000,0.000000,0.000000,13.603970,41.138346,50.642197,142.431179,0.000000,0.000000,16.666667,50.000000,90.516606,0.000000,142.431179,0.000000,0.000001,100.000000,0.000000,1.116841,29469.000000,25.425261,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592000,1638400,0,7,0,450684925,1330927,4718857335,1638412,0.000000,0.000000,0.000000,0.000000,142.439188,50.642568,0.000000,226.000000,99.989820,517457276,262963200,5532130668,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,1.831781,11.601870,16.142893,0.000000,0.000000,0.469897,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",6035251200,11661614004,10619048989,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,4718592000,1638440,0,50.643433,0,0,0.000000,15.711833,0.000031,0.836367,0.000000,31.181846,23.059849,8.057569,0.000000
