2816,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.979616,0.583193,0.497715,23.961577,23.235468,99.979616,0.583193,0.914657,0.000000,0.608367,0.000000,0.000000,0.000000,9.811586,44.884894,46.470936,143.769460,0.000000,0.000000,16.666667,50.000000,93.204997,0.000000,143.769460,0.000000,0.000000,100.000000,0.000000,1.116614,32413.000000,25.388918,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,6280445952,1982464,0,5,0,428610749,1914803,6280821914,1734673,0.000000,0.000000,0.000000,0.000000,143.778066,40.662468,0.000000,122.000000,99.990744,693192590,349904896,7277286788,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,1.843233,11.549001,14.079098,0.000000,0.000000,0.470580,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",8032200704,15378910945,13987122862,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,167557857280,0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,6280445952,1982480,0,46.471312,0,0,0.000000,16.546415,0.000038,0.844315,0.000000,31.067566,24.444070,8.483960,0.000000
3072,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.980824,0.574959,0.496947,23.616921,20.992818,99.980824,0.574959,0.940199,0.000000,0.608394,0.000000,0.000000,0.000000,14.729267,31.915811,41.985636,141.701523,0.000000,0.000000,16.666667,50.000000,89.634509,0.000000,141.701523,0.000000,0.000000,100.000000,0.000000,1.115317,35357.000000,25.408024,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,8153726976,2359296,0,8,0,847545052,1793443,8154200761,2359324,0.000000,0.000000,0.000000,0.000000,141.709757,41.986135,0.000000,149.000000,99.991515,889271480,454164480,9620676968,1812234240,57982058496,0,0,28991029248,0,0,0,0,0,1.821063,11.583439,17.448729,0.000000,0.000000,0.467334,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",10427203584,20234042372,18438067050,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,"<OVERFLOW>",0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,8153726976,2359296,0,41.985636,0,0,0.000000,15.215795,0.000018,0.832137,0.000000,31.205375,22.258246,7.811927,0.000000
3328,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.976669,0.582746,0.498596,23.943805,19.646198,99.976669,0.582746,0.916713,0.000000,0.608418,0.000000,0.000000,0.000000,10.239222,37.107763,39.292397,143.662830,0.000000,0.000000,16.666667,50.000000,92.895285,0.000000,143.662830,0.000000,0.000000,"<OVERFLOW>",0.000000,1.116899,38301.000000,25.397848,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,10366746624,2768896,0,0,0,738864904,2614947,10367350884,2768902,0.000000,0.000000,0.000000,0.000000,143.671204,39.292482,0.000000,0.000000,"<OVERFLOW>",1144489510,577314816,12025403498,2304067584,73719087104,0,0,36859543552,0,0,0,0,0,1.838055,11.535131,14.210470,0.000000,0.000000,0.470411,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (3)","Low (1)","Idle (0)",13256435712,25408777815,23111379800,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,10366746624,2768896,0,39.292397,0,0,0.000000,16.516307,0.000014,0.843668,0.000000,31.038018,24.391593,8.481743,0.000000
3584,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.970888,0.576003,0.497469,23.670123,18.034379,99.970888,0.576003,0.940684,0.000000,0.608437,0.000000,0.000000,0.000000,15.068592,28.822746,36.068758,142.020738,0.000000,0.000000,16.666667,50.000000,89.445581,0.000000,142.020738,0.000000,0.000000,"<OVERFLOW>",0.000000,1.117899,41245.000000,25.456275,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,12947816448,3211264,0,5,0,1373780773,2566139,12948586114,3211278,0.000000,0.000000,0.000000,0.000000,142.029180,36.068915,0.000000,58.000000,"<OVERFLOW>",1424493499,720928768,15254044698,2877693952,92073361408,0,0,46036680704,0,0,0,0,0,1.830810,11.624693,16.351957,0.000000,0.000000,0.471537,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",16556072960,32133559019,29269229763,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,12947816448,3211264,0,36.068758,0,0,0.000000,15.602629,0.000011,0.833911,0.000000,31.251748,22.866615,8.002016,0.000000
3840,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.982156,0.579341,0.497755,23.808299,16.930346,99.982156,0.579341,0.928603,0.000000,0.608455,0.000000,0.000000,0.000000,13.066944,31.081908,33.860691,142.849792,0.000000,0.000000,16.666667,50.000000,90.860851,0.000000,142.849792,0.000000,0.000000,"<OVERFLOW>",0.000000,1.117288,44189.000000,25.425699,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,15925248000,3686400,0,4,0,1456735251,3383875,15926183558,3225605,0.000000,0.000000,0.000000,0.000000,142.858184,29.628151,0.000000,38.000000,"<OVERFLOW>",1753151449,886579200,18618329763,3539404800,113246208000,0,0,56623104000,0,0,0,0,0,1.834736,11.580370,15.144749,0.000000,0.000000,0.469594,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",20362291200,39270780933,35746882698,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,15925248000,3686400,0,33.860691,0,0,0.000000,16.101252,0.000017,0.838888,0.000000,31.177169,23.692112,8.257701,0.000000
4096,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.980698,0.576540,0.498429,23.695328,15.796885,99.980698,0.576540,0.940417,0.000000,0.608470,0.000000,0.000000,0.000000,15.196645,22.703616,31.593771,142.171970,0.000000,0.000000,16.666667,50.000000,89.350976,0.000000,142.171970,0.000000,0.000000,"<OVERFLOW>",0.000000,1.118799,47133.000000,25.476028,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,19327352832,4194304,0,1,0,2065884908,3014071,19328506286,4194310,0.000000,0.000000,0.000000,0.000000,142.180455,31.593816,0.000000,7.000000,"<OVERFLOW>",2126527072,1075838976,22735201648,4295491584,137438953472,0,0,68719476736,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",24711266304,47951506486,43675906614,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,137455730688,34594619392,0,0.000000,0,0.000000,19327352832,4194304,0,31.593771,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.834919,0.000000,"<OVERFLOW>","<OVERFLOW>",8.033374,0.000000
4352,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",23.814144,14.942207,"<OVERFLOW>","<OVERFLOW>",0.928879,0.000000,0.608483,0.000000,0.000000,0.000000,13.049098,28.092231,29.884415,142.884862,0.000000,0.000000,16.666667,50.000000,100.000000,0.000000,125.024254,0.000000,"<INVALID>","<OVERFLOW>",0.000000,"<OVERFLOW>",50077.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,23182442496,4734976,0,4,0,2117158926,4451017,23183795688,4734986,0.000000,0.000000,0.000000,0.000000,142.893202,29.884479,0.000000,26.000000,"<OVERFLOW>",2560173989,1290280960,27098782700,5152245760,164852924416,0,0,82426462208,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",29639174144,57169168236,52031296180,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,164871864320,41478389760,0,0.000000,0,0.000000,20284637184,4734976,0,29.884415,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4608,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",22.642809,13.417960,"<OVERFLOW>","<OVERFLOW>",0.975317,0.000000,0.608495,0.000000,0.000000,0.000000,15.669073,19.814712,26.835921,135.856853,0.000000,0.000000,16.666667,50.000000,88.486717,0.000000,135.856853,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",53021.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,27518828544,5308416,0,5,0,3173888685,3919550,24080342536,5308422,0.000000,0.000000,0.000000,0.000000,118.881498,26.835952,0.000000,26.000000,"<OVERFLOW>",2873216596,1531478016,33688678120,6115958784,195689447424,0,0,97844723712,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35182190592,69495970774,63563263740,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,"<OVERFLOW>",49219633152,0,0.000000,0,0.000000,27518828544,5308416,0,26.835921,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4864,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",23.818647,13.371871,"<OVERFLOW>","<OVERFLOW>",0.928726,0.000000,0.608505,0.000000,0.000000,0.000000,12.757832,24.910082,26.743743,142.911881,0.000000,0.000000,16.666667,50.000000,91.094038,0.000000,142.911881,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",55965.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,32364822528,5914624,0,0,0,2889227668,5509093,32366661238,5914626,0.000000,0.000000,0.000000,0.000000,142.920000,26.743752,0.000000,0.000000,"<OVERFLOW>",3575173270,1801003008,37831475577,7192922112,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",41376491520,79800902006,72627420682,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,"<OVERFLOW>",57868681216,0,0.000000,0,0.000000,32364822528,5914624,0,26.743743,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",23.386358,12.472724,"<OVERFLOW>","<OVERFLOW>",0.957037,0.000000,0.608515,0.000000,0.000000,0.000000,17.039805,17.798263,24.945448,140.318147,0.000000,0.000000,16.666667,50.000000,100.000000,0.000000,122.778378,0.000000,"<INVALID>","<OVERFLOW>",0.000000,"<OVERFLOW>",58909.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,37748736000,6553600,0,5,0,4584090702,4675911,37750921915,6553606,0.000000,0.000000,0.000000,0.000000,140.326272,24.945471,0.000000,19.000000,"<OVERFLOW>",4082970996,2100428800,45125522368,8389427200,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",48258252800,94443179444,86163135930,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,33030144000,6553600,0,24.945448,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",23.764791,12.071005,"<OVERFLOW>","<OVERFLOW>",0.933730,0.000000,0.608523,0.000000,0.000000,0.000000,13.771110,20.988479,24.142010,142.588748,0.000000,0.000000,16.666667,50.000000,100.000000,0.000000,124.765155,0.000000,"<INVALID>","<OVERFLOW>",0.000000,"<OVERFLOW>",61853.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,43698880512,7225344,0,2,0,4220403662,6281539,43701422499,7225344,0.000000,0.000000,0.000000,0.000000,142.597043,24.142010,0.000000,7.000000,"<OVERFLOW>",4824498390,2431328256,51244412968,9711765504,310747594752,0,0,155373797376,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",55863650304,108025209306,98342631905,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,"<OVERFLOW>",0,77715800064,"<OVERFLOW>",78091517952,0,0.000000,0,0.000000,38236520448,7225344,0,24.142010,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
