2816,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.954700,1.042791,0.499651,42.857409,41.558700,99.954700,1.042791,0.575759,0.000000,0.260729,0.000000,0.000000,0.000000,14.494014,41.558784,41.558700,142.858031,0.000000,0.000000,30.000000,100.000000,89.879457,0.000000,142.858031,0.000000,0.000000,100.000000,0.000000,1.643192,32413.000000,36.756878,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,3489136640,991232,0,5,0,353998969,991234,3489342316,991247,0.000000,0.000000,0.000000,0.000000,142.866452,41.559328,0.000000,219.000000,99.990744,633323130,349904896,4031069275,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,3.430770,23.655810,29.218161,0.000000,0.000000,1.079554,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",8032200704,12656808684,11324934068,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,167557857280,0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,3489136640,991240,0,41.559035,0,0,0.000000,8.225703,0.000043,1.509248,0.000000,24.025429,10.364529,4.576778,0.000000
3072,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.963958,1.041217,0.499814,42.802369,38.046550,99.963958,1.041217,0.577722,0.000000,0.260740,0.000000,0.000000,0.000000,14.604662,38.047098,38.046550,142.674564,0.000000,0.000000,30.000000,100.000000,89.775056,0.000000,142.674564,0.000000,0.000000,100.000000,0.000000,1.643210,35357.000000,36.754121,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,4529848320,1179648,0,4,0,463690944,1179665,3963846926,1179662,0.000000,0.000000,0.000000,0.000000,124.847477,38.047002,0.000000,135.000000,99.991515,825704486,454164480,5246392703,1812234240,57982058496,0,0,28991029248,0,0,0,0,0,3.428455,23.630714,29.094377,0.000000,0.000000,1.080498,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",10427203584,16451061830,14718611959,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,"<OVERFLOW>",0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,4529848320,1179648,0,38.046550,0,0,0.000000,8.257260,0.000063,1.507666,0.000000,24.104693,10.403940,4.590084,0.000000
3328,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.972229,1.042587,0.499792,42.856825,35.164574,99.972229,1.042587,0.574677,0.000000,0.260750,0.000000,0.000000,0.000000,14.571208,35.164574,35.164574,142.856084,0.000000,0.000000,30.000000,100.000000,89.821303,0.000000,142.856084,0.000000,0.000000,"<OVERFLOW>",0.000000,1.641884,38301.000000,36.734695,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,5759303680,1384448,0,6,0,587444425,1384448,5759632304,1384462,0.000000,0.000000,0.000000,0.000000,142.864235,35.164929,0.000000,159.000000,"<OVERFLOW>",1040336471,577314816,6655208756,2304067584,73719087104,0,0,36859543552,0,0,0,0,0,3.421901,23.622462,29.308578,0.000000,0.000000,1.075131,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",13256435712,20875070309,18681933967,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,5759303680,1384448,0,35.164574,0,0,0.000000,8.208605,0.000041,1.509533,0.000000,24.021487,10.341796,4.570250,0.000000
3584,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.971737,1.042148,0.499820,42.842536,32.641932,99.971737,1.042148,0.574710,0.000000,0.260759,0.000000,0.000000,0.000000,14.613069,32.642054,32.641932,142.808453,0.000000,0.000000,30.000000,100.000000,89.778624,0.000000,142.808453,0.000000,"<INVALID>","<OVERFLOW>",0.000000,1.641159,41245.000000,36.720983,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,7193231360,1605632,0,5,0,736057193,1605638,7193636505,1605633,0.000000,0.000000,0.000000,0.000000,142.816497,32.641952,0.000000,106.000000,"<OVERFLOW>",1297800923,720928768,8318349448,2877693952,92073361408,0,0,46036680704,0,0,0,0,0,3.421459,23.600020,29.266998,0.000000,0.000000,1.073152,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",16556072960,26072252325,23334697102,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,7193231360,1404928,0,28.561690,0,0,0.000000,8.223211,0.000021,1.508871,0.000000,24.051667,10.363473,4.576187,0.000000
3840,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.972403,1.042355,0.499932,42.847381,30.469248,99.972403,1.042355,0.577235,0.000000,0.260766,0.000000,0.000000,0.000000,14.640050,30.469315,30.469248,142.824602,0.000000,0.000000,30.000000,100.000000,100.000000,0.000000,124.971527,0.000000,"<INVALID>","<OVERFLOW>",0.000000,1.644002,44189.000000,36.770492,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,8847360000,1843200,0,2,0,906887136,1843204,8847876146,1843202,0.000000,0.000000,0.000000,0.000000,142.832934,30.469281,0.000000,34.000000,"<OVERFLOW>",1612135895,886579200,10231432708,3539404800,113246208000,0,0,56623104000,0,0,0,0,0,3.429733,23.654917,29.183428,0.000000,0.000000,1.081347,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",20362291200,32116121458,28732904507,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,7741440000,1843200,0,30.469248,0,0,0.000000,8.231485,0.000017,1.509222,0.000000,24.048202,10.370872,4.580810,0.000000
4096,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.974232,1.042072,0.499844,42.848978,28.565985,99.974232,1.042072,0.575210,0.000000,0.260773,0.000000,0.000000,0.000000,14.680804,28.566012,28.565985,142.829928,0.000000,0.000000,30.000000,100.000000,78.525296,0.000000,142.829928,0.000000,0.000000,"<OVERFLOW>",0.000000,1.641622,47133.000000,36.729187,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,10737418240,2097152,0,4,0,1103647772,2097154,10738023594,2097158,0.000000,0.000000,0.000000,0.000000,142.837980,28.566067,0.000000,57.000000,"<OVERFLOW>",1941276200,1075838976,12420383525,4295491584,137438953472,0,0,68719476736,0,0,0,0,0,3.421430,23.599753,29.193844,0.000000,0.000000,1.073710,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",24711266304,38925425434,34837130052,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,137455730688,34594619392,0,0.000000,0,0.000000,10737418240,2097152,0,28.565985,0,0,0.000000,8.247064,0.000015,1.508856,0.000000,24.070996,10.393187,4.585439,0.000000
4352,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.988646,1.041581,0.499875,42.822917,26.869281,99.988646,1.041581,0.575652,0.000000,0.260778,0.000000,0.000000,0.000000,14.880785,26.869292,26.869281,142.743055,0.000000,0.000000,30.000000,100.000000,89.606346,0.000000,142.743055,0.000000,0.000000,"<OVERFLOW>",0.000000,1.641081,50077.000000,36.715612,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,12879134720,2367488,0,6,0,1342633732,2367489,12879892477,2367493,0.000000,0.000000,0.000000,0.000000,142.751454,26.869337,0.000000,71.000000,"<OVERFLOW>",2329669401,1290280960,14901755411,5152245760,164852924416,0,0,82426462208,0,0,0,0,0,3.419092,23.592261,29.306962,0.000000,0.000000,1.073718,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",29639174144,46708173484,41799741939,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,164871864320,41478389760,0,0.000000,0,0.000000,12879134720,2367488,0,26.869281,0,0,0.000000,8.211816,0.000012,1.508180,0.000000,24.050595,10.345544,4.571250,0.000000
4608,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.989314,1.040905,0.499886,42.807407,25.367352,99.989314,1.040905,0.576172,0.000000,0.260783,0.000000,0.000000,0.000000,14.868461,25.367361,25.367352,142.691357,0.000000,0.000000,30.000000,100.000000,89.613956,0.000000,142.691357,0.000000,0.000000,"<OVERFLOW>",0.000000,1.641173,53021.000000,36.717869,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,15288238080,2654208,0,1,0,1593036692,2654209,15289145114,2654214,0.000000,0.000000,0.000000,0.000000,142.699823,25.367410,0.000000,10.000000,"<OVERFLOW>",2763213729,1531478016,17704794057,6115958784,195689447424,0,0,97844723712,0,0,0,0,0,3.418572,23.580350,29.227807,0.000000,0.000000,1.072513,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",35182190592,55459650340,49631825855,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,"<OVERFLOW>",49219633152,0,0.000000,0,0.000000,15288238080,2654208,0,25.367352,0,0,0.000000,8.232523,0.000015,1.507881,0.000000,24.091707,10.376513,4.580985,0.000000
4864,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.990066,1.041583,0.499891,42.830958,24.045449,99.990066,1.041583,0.573747,0.000000,0.260788,0.000000,0.000000,0.000000,14.796854,24.045458,24.045449,142.769859,0.000000,0.000000,30.000000,100.000000,100.000000,0.000000,124.923626,0.000000,"<INVALID>","<OVERFLOW>",0.000000,1.638717,55965.000000,36.675575,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,17980456960,2957312,0,12,0,1863517995,2957313,17981508808,2957328,0.000000,0.000000,0.000000,0.000000,142.778211,24.045580,0.000000,102.000000,"<OVERFLOW>",3227114083,1801003008,20799453101,7192922112,230149849088,0,0,115074924544,0,0,0,0,0,3.410086,23.547417,29.395632,0.000000,0.000000,1.067626,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",41376491520,65118062839,58295411909,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,"<OVERFLOW>",57868681216,0,0.000000,0,0.000000,15732899840,2957312,0,24.045449,0,0,0.000000,8.197375,0.000008,1.508130,0.000000,24.053515,10.328341,4.564057,0.000000
5120,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.991468,1.040064,0.499903,42.769069,22.810169,99.991468,1.040064,0.577475,0.000000,0.260792,0.000000,0.000000,0.000000,15.089759,22.810177,22.810169,142.563562,0.000000,0.000000,30.000000,100.000000,89.449675,0.000000,142.563562,0.000000,0.000000,"<OVERFLOW>",0.000000,1.640649,58909.000000,36.704293,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,20971520000,3276800,0,5,0,2219748061,3276801,18351139231,3276806,0.000000,0.000000,0.000000,0.000000,124.750318,22.810211,0.000000,36.000000,"<OVERFLOW>",3807287462,2100428800,24319396956,8389427200,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",48258252800,76126184318,68122328556,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,20971520000,3276800,0,22.810169,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",1.506570,0.000000,"<OVERFLOW>","<OVERFLOW>",4.582860,0.000000
5376,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",42.800075,21.739720,"<OVERFLOW>","<OVERFLOW>",0.575377,0.000000,0.260796,0.000000,0.000000,0.000000,14.989475,21.739732,21.739720,142.666915,0.000000,0.000000,30.000000,100.000000,89.517096,0.000000,142.666915,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",61853.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,24277155840,3612672,0,10,0,2550709309,3612674,24278579565,3612678,0.000000,0.000000,0.000000,0.000000,142.675282,21.739756,0.000000,63.000000,"<OVERFLOW>",4376499382,2431328256,28098757023,9711765504,310747594752,0,0,155373797376,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",55863650304,88009026469,78772238802,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,"<OVERFLOW>",0,77715800064,"<OVERFLOW>",78091517952,0,0.000000,0,0.000000,24277155840,3612672,0,21.739720,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5632,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",42.765495,20.734785,"<OVERFLOW>","<OVERFLOW>",0.574149,0.000000,0.260799,0.000000,0.000000,0.000000,15.159051,20.734790,20.734785,142.551650,0.000000,0.000000,30.000000,100.000000,89.387465,0.000000,142.551650,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",64797.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,27913093120,3964928,0,0,0,2968299601,3964929,27914753755,3964930,0.000000,0.000000,0.000000,0.000000,142.560131,20.734796,0.000000,0.000000,"<OVERFLOW>",4999249163,2795274240,32346956794,11166228480,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",64228859904,101105795779,90522751620,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,89353617408,"<OVERFLOW>",89765969920,0,0.000000,0,0.000000,27913093120,3964928,0,20.734785,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
