256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4103,4282,4097,4097,2048,2048,2048,2048,2051,2160,2056,2056,2048,2048,2780,2048,655360,655360,655360,655360,653312,653312,653312,653312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,655383,655464,655380,655380,2052,2048,2832,2052,6168543,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,7655752,1089575,194838528,0,0,0,0,1048576,2048,6033534,180082306,1024,194641920,0,0,0,0,0,0,2621440,8192,0,0,1572864,6144,0,0,0,0,3078984,8192,0,0
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,241796,239403,16385,16385,8193,8192,8192,8192,119959,120216,119480,121700,8192,8192,8192,8192,5242880,5242880,5242880,5242880,5121820,5123260,5124136,5123976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5243144,5243372,5242905,5243148,8192,8193,8192,8193,47090588,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,61078808,8557586,1551106048,0,0,0,0,8388608,8192,46963532,1476204650,4096,1550319616,0,0,0,0,0,0,20971520,32768,0,0,12582912,24576,0,0,0,0,24828420,32768,0,0
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3024742,3093042,36865,36865,18433,18432,18433,18432,1514135,1523764,1604060,1609556,18432,18432,18432,18432,17694720,17694720,17694720,8847360,16120376,16089752,16081848,16096820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,17696056,17696416,17695383,17695388,18432,18432,18433,18433,158495099,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,203682350,27484289,5226430464,0,0,0,0,28311552,18432,157205117,5012392358,9216,5224660992,0,0,0,0,0,0,70778880,73728,0,0,42467328,55296,0,0,0,0,82321852,73728,0,0
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8270611,8268765,65536,65537,32768,32768,32768,32768,4135495,4133912,4132352,4114648,32768,32768,32768,32768,41943040,41943040,41943040,41943040,37822820,37831716,37817300,37819516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41945121,41944245,41945003,41944353,32768,32770,32769,32984,372448274,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,481393221,64560101,12378439680,0,0,0,0,67108864,32768,371302279,11843245018,16384,12375293952,0,0,0,0,0,0,167772160,131072,0,0,100663296,98304,0,0,0,0,193896500,131072,0,0
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,16437387,16460748,102400,102400,51200,51200,51201,51200,8218947,8229981,8214356,8222644,51200,51200,51200,51400,81920000,81920000,81920000,81920000,73719860,73719152,73717788,73711229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,81924357,81925079,81924240,81925459,51201,51204,51200,51201,725211436,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,939289322,125582756,24164761600,0,0,0,0,131072000,51200,724667387,23124908954,25600,24159846400,0,0,0,0,0,0,327680000,204800,0,0,196608000,153600,0,0,0,0,378325745,204800,0,0
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,28776608,28790860,147749,147456,73885,73729,73728,73728,14389195,14396480,14404149,14395936,73728,73728,73728,73728,141557760,141557760,141557760,141557760,127189124,127188756,127185072,127197800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141564293,141566916,141565323,141568852,73733,73728,73729,73732,1256581866,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1625933668,216858468,41743024128,0,0,0,0,226492416,73728,1253326715,40092171608,36864,41735946240,0,0,0,0,0,0,566231040,294912,0,0,339738624,221184,0,0,0,0,657001137,294912,0,0
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,45458660,45461232,200705,200704,100353,100353,100352,100352,22730899,22730316,22716549,22728606,100352,100352,100352,100352,224788480,224788480,224788480,224788480,202106636,202098026,202113960,202097366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224796492,224801019,224807204,224798029,100353,100356,100352,100352,1987388336,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,2576118862,344259042,66270855168,0,0,0,0,359661568,100352,1984804906,63451011858,50176,66261221376,0,0,0,0,0,0,899153920,401408,0,0,539492352,301056,0,0,0,0,1037538267,401408,0,0
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,67856848,67772812,262145,262144,131073,131073,131072,131073,33930707,33886463,33910335,33898618,131072,131072,131072,131072,335544320,335544320,335544320,335544320,301652851,301712629,301741255,301693932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,335558016,335565316,335570076,335565099,131072,131077,131120,131072,2964524597,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,3846405434,514027884,98905882624,0,0,0,0,536870912,131072,2963318749,94745322634,65536,98893299712,0,0,0,0,0,0,1342177280,524288,0,0,805306368,393216,0,0,0,0,1549935922,524288,0,0
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,97632978,97555614,331777,331776,165889,165888,165888,165888,48820114,48778898,48825206,48789497,165936,165888,165888,165888,477757440,477757440,477757440,477757440,429068943,429063200,429065456,429060622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,477782087,477785764,477785479,477789344,165889,165888,165892,82944,4223363978,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,5477212342,731780559,140805734400,0,0,0,0,764411904,165888,4220505764,134984021046,82944,140789809152,0,0,0,0,0,0,1911029760,663552,0,0,1146617856,497664,0,0,0,0,2208231414,663552,0,0
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,132923355,132878247,409601,409601,204801,204800,204801,204801,66466046,66438088,66434012,66422610,204800,204800,204800,204800,655360000,327680000,655360000,655360000,589027334,589069941,589057649,589087271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,655395296,655408516,655397799,655405096,204800,204800,204806,204801,5789129149,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,7508571051,1001445837,193128038400,0,0,0,0,1048576000,204800,5786492087,185065882178,102400,193108377600,0,0,0,0,0,0,2621440000,819200,0,0,1572864000,614400,0,0,0,0,3026736712,819200,0,0
2816,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,176782722,177154912,495617,495617,247809,247808,247808,247809,88396131,88577196,88487336,88424527,247808,247808,123904,247808,872284160,872284160,872284160,872284160,784002961,783971868,784003607,783988596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,872327508,872344808,872329287,872343265,247809,247812,247809,247814,7705607003,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,9992817969,1331829317,257030422528,0,0,0,0,1395654656,247808,7702632735,246332566606,123904,257006632960,0,0,0,0,0,0,3489136640,991232,0,0,2093481984,743424,0,0,0,0,4028569914,991232,0,0
