256,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",84.043035,0.916716,0.675239,0.675736,5153.000000,100.000000,100.000000,99.941781,0.000435,14.987039,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368,65536,0,4103,52.777778,0.000000,195.210169,381.269862,878.445762,3.050159,0.000000,190.960723,195.210169,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,4194304,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432,0,16777216,0,0,10553344,10557936,"Low (1)","Low (2)",0.000000,"Idle (0)",16777216,0,244318208,0,4259840,33619968,38535168,0,9366512,139264,139264,4210688,1058816,0,0.000000,0.384062,25.825290,14.281512,11.766248,0.000000,47.033582,0.048825,0.314500,0.203910,0.142071,0,5,8913383,65542,0,0.000000,52.595156,100.000000,100.000000,414.821610,3.050159,8912896,65536,414.844276,3.050438,0.000000,232.708000,"Mid (6)",0.000000,0,"Low (1)",0.000000,0.682728,0.738464,0.000000
512,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",91.817923,0.970643,1.009772,1.011872,10273.000000,100.000000,100.000000,99.970797,0.000055,22.447420,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,150994944,262144,20651,38469,52.777778,0.000000,323.466583,315.885335,1455.599624,2.527083,199.076783,370.843290,323.466583,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,33554432,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,268435456,0,134217728,0,0,84156416,84161024,"Low (1)","Low (2)",0.000000,"Idle (0)",134217728,0,1950351360,0,33816576,268697600,305135616,0,74681344,1081344,1081344,33619968,8429568,0,0.000000,0.518329,24.620406,13.587569,11.381693,0.000000,48.904816,0.010247,0.516063,0.137295,0.323581,0,5,71303655,262150,0,0.000000,52.686308,99.969123,96.905518,687.366489,2.527083,71303168,262144,687.371184,2.527141,0.000000,48.200000,"High (8)",0.000000,0,"Low (1)",0.000000,1.096243,1.157175,0.000000
768,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",98.646024,0.981674,0.952179,0.951060,15393.000000,100.000000,100.000000,99.980511,0.000014,21.099555,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,509607936,589824,141591,103268,52.777778,0.000000,326.906600,212.829817,1471.079700,1.702639,408.729203,298.102615,326.906600,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,113246208,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,905969664,0,452984832,0,0,283723776,283727679,"Low (1)","Low (2)",0.000000,"Idle (0)",452984832,0,6577717248,0,113836032,906559488,1026293760,0,251783487,3612672,3612672,113393664,28403712,0,0.000000,0.477118,24.281177,13.242601,11.543836,0.000000,49.580014,0.003868,0.484542,0.097623,0.289221,0,5,240648679,589830,0,0.000000,52.716763,99.940991,96.875000,694.676525,1.702639,240648192,589824,694.677931,1.702656,0.000000,14.433000,"High (8)",0.000000,0,"Low (1)",0.000000,1.023788,1.172930,0.000000
1024,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",98.788361,0.975883,1.008316,1.008764,20513.000000,100.000000,100.000000,99.985375,0.000006,22.380324,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,1207959552,1048576,3027227,176696,52.777778,0.000000,303.986055,148.430691,1367.937248,1.187446,3.428142,200.096964,303.986055,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,268435456,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,2147483648,0,1073741824,0,0,672169984,672173894,"Low (1)","Low (2)",0.000000,"Idle (0)",1073741824,0,15586033664,0,269484032,2148532224,2428502016,0,596511046,8519680,8519680,268697600,67272704,0,0.000000,0.511556,24.639145,13.593256,11.438111,0.000000,48.895793,0.001238,0.517085,0.082294,0.321523,0,5,570425831,1048582,0,0.000000,52.732003,99.464962,95.812988,645.970367,1.187446,570425344,1048576,645.970919,1.187452,0.000000,5.662000,"High (9)",0.000000,0,"Low (1)",0.000000,1.091922,1.239015,0.000000
1280,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",99.291321,0.981045,0.963707,0.970826,25633.000000,100.000000,100.000000,99.988296,0.000004,21.538959,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,2359296000,1638400,12185976,250256,52.777778,0.000000,283.999568,110.937331,1277.998058,887.498651,6.600975,135.560218,283.999568,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,524288000,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,4194304000,0,2097152000,0,0,1312409600,1312414208,"Low (1)","Low (2)",0.000000,"Idle (0)",2097152000,0,30434918400,0,525926400,4195942400,4738252800,0,1164700672,16588800,16588800,524697600,131328000,0,0.000000,0.485052,24.423016,13.183143,11.586957,0.000000,49.459924,0.000600,0.494148,0.067346,0.299813,0,5,1114112103,1638406,0,0.000000,52.741152,99.052032,94.671814,603.499083,887.498651,1114112000,1638400,603.499139,887.501901,0.000000,2.708000,"High (9)",0.000000,0,"Low (1)",0.000000,1.048436,1.194253,0.000000
1536,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",99.862793,0.981538,0.985719,0.988002,30753.000000,100.000000,100.000000,99.990245,0.000002,21.920244,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,4076863488,2359296,25096610,340545,52.777778,0.000000,287.067938,93.446594,1291.805721,747.572755,7.952178,107.905987,287.067938,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,905969664,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,7247757312,0,3623878656,0,0,2267357184,2267361792,"Low (1)","Low (2)",0.000000,"Idle (0)",3623878656,0,52583989248,0,908328960,7250116608,8182038528,0,2012187648,28606464,28606464,906559488,226861056,0,0.000000,0.494765,24.392391,13.228796,11.547400,0.000000,49.461630,0.000485,0.505700,0.057335,0.311499,0,5,1925185639,2359302,0,0.000000,52.747253,98.714288,94.491874,610.019368,747.572755,1925185536,2359296,610.019401,747.574656,0.000000,1.584000,"High (9)",0.000000,0,"Low (1)",0.000000,1.070144,1.229384,0.000000
1792,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",99.696058,0.983201,0.974073,0.974501,35873.000000,100.000000,100.000000,99.991637,0.000001,21.620853,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,6473908224,3211264,42875125,448522,52.777778,0.000000,285.295695,79.602593,1283.830626,636.820746,8.502499,88.945697,285.295695,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,1438646272,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,11509170176,0,5754585088,0,0,3599927296,3599931199,"Low (1)","Low (2)",0.000000,"Idle (0)",5754585088,0,83492864000,0,1441857536,11512381440,12986351616,0,3194808639,45359104,45359104,1439449088,360163328,0,0.000000,0.488094,24.347477,13.219015,11.644717,0.000000,49.449380,0.000209,0.498826,0.049734,0.302547,0,5,3057125199,3211270,0,0.000000,52.751611,98.589143,93.903771,606.253351,636.820746,3057123328,3211264,606.253722,636.821936,0.000000,991.000000,"High (9)",0.000000,0,"Low (1)",0.000000,1.052705,1.213550,0.000000
2048,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",99.814005,0.984049,1.027800,1.026961,40993.000000,100.000000,100.000000,99.992682,0.000001,22.784883,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,9663676416,4194304,66275985,575834,52.777778,0.000000,299.103986,73.023434,1345.967938,584.187473,9.230995,80.202820,299.103986,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,2147483648,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,17179869184,0,8589934592,0,0,5373034496,5373039104,"Low (1)","Low (3)",0.000000,"Idle (0)",8589934592,0,124621160448,0,2151677952,17184063488,19377684480,0,4768402432,67633152,67633152,2148532224,537526272,0,0.000000,0.511960,24.266214,13.613548,11.378168,0.000000,49.329148,0.000155,0.525112,0.042720,0.332975,0,5,4563402855,4194310,0,0.000000,52.754881,98.545685,93.746853,635.595971,584.187473,4563402752,4194304,635.595985,584.188308,0.000000,696.000000,"High (9)",0.000000,0,"Low (1)",0.000000,1.118683,1.277166,0.000000
2304,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",99.868061,0.984528,0.989460,0.989326,46113.000000,100.000000,100.000000,99.993494,0.000001,21.949985,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,13759414272,5308416,95207543,716730,52.777778,0.000000,289.606370,62.848604,1303.228664,502.788836,9.017622,67.885380,289.606370,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,3057647616,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,24461180928,0,12230590464,0,0,7649593344,7649597952,"Low (1)","Low (2)",0.000000,"Idle (0)",12230590464,0,177428496384,0,3062956032,24466489344,27582529536,0,6788803584,96215040,96215040,3058974720,765241344,0,0.000000,0.489547,23.991655,13.067858,11.717090,0.000000,49.884795,0.000140,0.501774,0.038673,0.308469,0,5,6497502671,5308422,0,0.000000,52.757424,98.533229,93.698026,615.413536,502.788836,6497501184,5308416,615.413676,502.789404,0.000000,473.000000,"High (9)",0.000000,0,"Low (1)",0.000000,1.071736,1.234010,0.000000
2560,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",99.911489,0.985868,1.012599,1.012120,51233.000000,100.000000,100.000000,99.994144,0.000000,22.455783,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368000,6553600,131906716,880131,52.777778,0.000000,293.662043,57.355867,1321.479192,458.846941,9.235381,61.621920,293.662043,0.000000,0.000000,0.000000,0.000000,22.222222,12.500000,4194304000,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,33554432000,0,16777216000,0,0,10492518400,10492522312,"Low (1)","Low (3)",0.000000,"Idle (0)",16777216000,0,243374489600,0,4200857600,33560985600,37827379200,0,9311848776,131891200,131891200,4195942400,1049600000,0,0.000000,0.506109,24.181542,13.102594,11.521586,0.000000,49.801513,0.000105,0.522776,0.034526,0.329249,0,5,8912897535,6553606,0,0.000000,52.759459,98.518859,93.589584,624.031841,458.846941,8912896000,6553600,624.031948,458.847361,0.000000,350.000000,"High (9)",0.000000,0,"Low (1)",0.000000,1.102945,1.263433,0.000000
