256,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",270336,270336,139264,139264,0,0,2,28,8,10,0,0,131072,131072,4096,4096,131072,131072,4096,4096,131264,131271,4096,4102,0,0,0,5,1243960,0,0,2097152,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,2747020,934712,533988,1998848,63963136,63832064,0,0,655360,65536,0,0,0,0,0,65536,2048,0,36864,1054516,53378242,6691417,256,0,0,786432,65536
512,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",2129920,2129920,1081344,1081344,9228,5748,18999,19572,19156,19149,9728,9660,1048576,1048576,16384,16384,1042288,1042416,8206,8210,1048624,1048631,16384,16390,0,0,0,5,7852500,0,0,16777216,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,19269013,7275329,4228608,15728640,503316480,502792192,0,0,5242880,524288,0,0,0,0,0,524288,8192,0,278528,7677062,465739410,58338433,1024,0,0,6291456,524288
768,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",7151616,7151616,3612672,3612672,73936,74316,55641,55563,55558,55788,74056,74036,3538944,3538944,36864,36864,3464884,3464760,18432,18432,3539136,3539143,36865,36869,0,0,1,4,25830416,0,0,56623104,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,63801149,24331067,14231040,52789248,1689255936,1688076288,0,0,17694720,1769472,0,0,0,0,0,1769472,18432,0,921600,25577668,1599575526,200085631,2304,0,0,21233664,1769472
1024,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",16908288,16908288,8519680,8519680,2671888,2660844,87407,87429,87378,87420,2673648,2673576,8388608,8388608,65536,65536,5698020,5698012,32768,32768,8389000,8389007,65541,65537,0,0,5,0,61851576,0,0,134217728,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,155144314,57410374,33687040,124780544,3992977408,3990880256,0,0,41943040,4194304,0,0,0,0,0,4194304,32768,0,2162688,61544111,3888208676,486308640,4096,0,0,50331648,4194304
1280,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",32972800,32972800,16588800,16588800,7229826,7348088,124951,121839,125166,125116,7228532,7228740,16384000,16384000,102400,102400,8960852,8959302,51198,51192,16384048,16384055,102404,102402,0,0,4,1,123736828,0,0,262144000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,304643772,111822336,65742336,243302400,7785676800,7782400000,0,0,81920000,8192000,0,0,0,0,0,8192000,51200,0,4198400,123291167,7818340940,955794691,6400,0,0,98304000,8192000
1536,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",56918016,56918016,28606464,28606464,13588122,13592932,170285,170183,170278,170224,13588064,13588972,28311552,28311552,147456,147456,14719900,14720610,73710,73706,28311600,28311607,147460,147458,0,0,4,1,214532116,0,0,452984832,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,550309959,192873273,113542656,419954688,13438550016,13433831424,0,0,141557760,14155776,0,0,0,0,0,14155776,73728,0,7225344,214104272,13612178462,1702357264,9216,0,0,169869312,14155776
1792,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",90316800,90316800,45359104,45359104,21988570,21970800,223669,223769,223750,223748,21988290,21988528,44957696,44957696,200704,200704,22924014,22923752,100198,100138,44957888,44957895,200708,200706,0,0,0,5,342733208,0,0,719323136,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,881946413,305873735,180233728,666337280,21322792960,21316370432,0,0,224788480,22478848,0,0,0,0,0,22478848,100352,0,11440128,342128886,21788016674,2722967676,12544,0,0,269746176,22478848
2048,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",134742016,134742016,67633152,67633152,33337918,33257468,285295,282025,285274,285212,33337978,33337924,67108864,67108864,262144,262144,33754680,33754644,130564,130552,67109432,67109455,262145,262149,0,0,5,0,494132668,0,0,1073741824,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,1249186092,456132096,268961280,994050048,31809601536,31801212928,0,0,335544320,33554432,0,0,0,0,0,33554432,131072,0,17039360,493673244,31467980232,3933324469,16384,0,0,402653184,33554432
2304,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",191766528,191766528,96215040,96215040,47762980,47712488,354771,355057,354859,354809,47761732,47762156,95551488,95551488,331776,331776,47830230,47830804,164542,164502,95551536,95551543,331776,331782,0,0,4,1,733344724,0,0,1528823808,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,1895967386,648954690,382871040,1414692864,45270171648,45259554816,0,0,477757440,47775744,0,0,0,0,0,47775744,165888,0,24219648,732683465,46747501488,5838358968,20736,0,0,573308928,47775744
2560,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",262963200,262963200,131891200,131891200,65782024,65829768,432647,429638,432641,432689,65782968,65782128,131072000,131072000,409600,409600,65324136,65323834,202856,202870,131072048,131072055,409601,409605,0,0,5,0,1003143124,0,0,2097152000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,2574981040,889652736,525108736,1939865600,62075699200,62062592000,0,0,655360000,65536000,0,0,0,0,0,65536000,204800,0,33177600,1002417489,63991329360,7959635277,25600,0,0,786432000,65536000
2816,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int)",349904896,349904896,175448064,175448064,87727928,87707564,518315,518959,518491,518415,87727454,87727908,174456832,174456832,495616,495616,86742856,86743322,242546,242558,174456880,174456887,495616,495622,0,0,4,1,1292235068,0,0,2791309312,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,3521119328,1183532544,698820096,2581168128,82597380096,82581520384,0,0,872284160,87228416,0,0,0,0,0,87228416,247808,0,44109824,1291297012,82475003174,10785499638,30976,0,0,1046740992,87228416
