256,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",98.257208,0.966675,2.003904,2.007477,960.000000,100.000000,100.000000,99.791667,0.000391,36.593414,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,65536,786432,0,0,524288,8192,0,5,262220,8198,0,454,50.000000,0.000000,36.686327,1.146448,36.686327,1.146448,0.000000,50.000000,100.000000,100.000000,0.000000,65.060907,36.686327,36.686327,1.146448,36.696963,1.147287,0.000000,733.725586,0.000000,0.000000,440.235919,36.686327,100.000000,100.000000,262144,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,33554432,0,16777216,0,0,1966080,1966848,"Low (1)","Low (1)","Low (2)","Low (2)",5.407598,31.789610,9.180644,0.000000,23.109643,29.293934,0.083362,0.368665,130.769231,"High (9)",16777216,0,17039360,0,1048576,25231360,2686976,0,1434112,36864,36864,1064960,862208,0,0.000000,0.000000,0,0.000000,1.876399,0,262144,8192,13.099707,0.000000,0.083967,0.682578
512,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.674441,0.990168,1.995947,1.997576,1888.000000,100.000000,100.000000,99.894068,0.000050,36.290566,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,524288,6291456,0,0,4194304,32768,0,5,2097176,32774,65097,57210,50.000000,0.000000,37.581665,601.306639,37.581665,601.306639,0.000000,50.000000,96.895218,50.000000,1.166560,1.025222,37.581665,37.581665,601.306639,37.582095,601.416741,0.000000,93.954102,0.000000,0.000000,450.979979,37.581665,100.000000,100.000000,2097152,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,268435456,0,134217728,0,0,15466496,15467264,"Low (1)","Low (1)","Low (2)","Low (2)",5.348472,31.674199,10.240054,0.000000,22.959761,28.706979,0.020203,0.358122,130.769231,"High (9)",134217728,0,131072000,0,8388608,201588736,19136512,0,11239936,278528,278528,8454144,6856704,0,0.000000,0.000000,0,0.000000,1.854051,0,2097152,32768,13.460373,0.000000,0.042175,0.650035
768,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.793500,0.994824,1.973882,1.974215,2816.000000,100.000000,100.000000,99.928977,0.000015,35.824659,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,1769472,21233664,0,0,14155776,73728,0,5,7077912,73734,3443368,110444,50.000000,0.000000,37.413002,399.072024,37.413002,399.072024,0.000000,50.000000,52.203765,50.000000,18.201296,597.806948,37.413002,37.413002,399.072024,37.413129,399.104501,0.000000,27.712891,0.000000,0.000000,448.956028,37.413002,100.000000,100.000000,7077888,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,905969664,0,452984832,0,0,51904512,51905280,"Low (3)","Low (1)","Low (2)","Low (2)",5.199598,29.477209,19.051689,0.000000,20.428708,24.865330,0.005877,0.314698,130.769231,"High (9)",452984832,0,436469760,0,28311552,680067072,61931520,0,37675520,921600,921600,28459008,23095296,0,0.000000,0.000000,0,0.000000,1.824995,0,7077888,73728,13.447739,0.000000,0.027618,0.629272
1024,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.913535,0.996888,1.970292,1.970330,3744.000000,100.000000,100.000000,99.946581,0.000006,35.733256,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,4194304,50331648,0,0,33554432,131072,0,5,16777360,131078,8779219,167930,50.000000,0.000000,37.511893,300.095144,37.511893,300.095144,0.000000,50.000000,49.218750,50.000000,19.629307,384.483167,37.511893,37.511893,300.095144,37.512215,300.108882,0.000000,11.721680,0.000000,0.000000,450.142718,37.511893,100.000000,100.000000,16777216,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,2147483648,0,1073741824,0,0,122683392,122684160,"Low (3)","Low (1)","Low (2)","Low (2)",5.206493,29.651479,18.662472,0.000000,20.395609,25.120082,0.002407,0.313617,130.769231,"High (9)",1073741824,0,1027604480,0,67108864,1611661312,143654912,0,88998400,2162688,2162688,67371008,54689792,0,0.000000,0.000000,0,0.000000,1.819972,0,16777216,131072,13.482294,0.000000,0.020787,0.627055
1280,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.944402,0.997936,1.969506,1.969493,4672.000000,100.000000,100.000000,99.957192,0.000003,35.705485,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,8192000,98304000,0,0,65536000,204800,0,5,33027546,204806,16979293,241926,50.000000,0.000000,37.550704,240.324506,37.550704,240.324506,0.000000,50.000000,49.371655,50.000000,19.457532,283.890364,37.550704,37.550704,240.324506,37.848133,240.331547,0.000000,6.007812,0.000000,0.000000,450.608450,37.550704,100.000000,100.000000,32768000,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,4194304000,0,2097152000,0,0,239206400,239207168,"Low (3)","Low (1)","Low (2)","Low (2)",5.192180,29.521405,19.160413,0.000000,20.444029,24.728215,0.001319,0.311757,130.769231,"High (9)",2097152000,0,1998848000,0,131072000,3147366400,276889600,0,173466112,4198400,4198400,131481600,106752000,0,0.000000,0.000000,0,0.000000,1.817716,0,32768000,204800,13.491665,0.000000,0.016593,0.624090
1536,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.979427,0.998412,1.969150,1.968994,5600.000000,100.000000,100.000000,99.964286,0.000002,35.688014,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,14155776,169869312,0,0,113246208,294912,0,5,57401718,294918,29388154,333504,50.000000,0.000000,37.566855,200.356559,37.566855,200.356559,0.000000,50.000000,49.473141,50.000000,19.497704,226.575092,37.566855,37.566855,200.356559,38.083430,200.360635,0.000000,3.477539,0.000000,0.000000,450.802258,37.566855,100.000000,100.000000,56623104,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,7247757312,0,3623878656,0,0,412876800,412877568,"Low (3)","Low (1)","Low (2)","Low (2)",5.187829,29.548162,19.137221,0.000000,20.453209,24.726811,0.000699,0.309896,130.769231,"High (9)",3623878656,0,3444572160,0,226492416,5438177280,474218496,0,299336192,7225344,7225344,227082240,184393728,0,0.000000,0.000000,0,0.000000,1.816287,0,56623104,294912,13.499272,0.000000,0.013835,0.622337
1792,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.978714,0.998788,1.958476,1.957458,6528.000000,100.000000,100.000000,99.969363,0.000001,35.472922,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,22478848,269746176,0,0,179830784,401408,0,5,90953632,401414,46404760,438644,50.000000,0.000000,37.445723,171.180446,37.445723,171.180446,0.000000,50.000000,49.545506,49.999004,19.325498,187.059738,37.445723,37.445723,171.180446,37.878103,171.183004,0.000000,2.182617,0.000000,0.000000,449.348670,37.445723,100.000000,100.000000,89915392,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,11509170176,0,5754585088,0,0,655097856,655098624,"Low (3)","Low (1)","Low (2)","Low (2)",5.141009,29.361917,19.380781,0.000000,20.802898,24.364650,0.000474,0.315694,130.769231,"High (9)",5754585088,0,5459148800,0,359661568,8635088896,748224512,0,474866176,11440128,11440128,360464384,292726784,0,0.000000,0.000000,0,0.000000,1.806646,0,89915392,401408,13.409029,0.000000,0.011752,0.620824
2048,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.977465,0.998930,1.956741,1.956029,7456.000000,100.000000,100.000000,99.973176,0.000001,35.442531,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,33554432,402653184,0,0,268435456,524288,0,5,135775185,524294,69330504,561732,50.000000,0.000000,37.414601,149.658403,37.414601,149.658403,0.000000,50.000000,49.601123,50.000000,19.326606,160.346821,37.414601,37.414601,149.658403,37.848758,149.660116,0.000000,1.460938,0.000000,0.000000,448.975211,37.414601,100.000000,100.000000,134217728,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,17179869184,0,8589934592,0,0,977272832,977273600,"Low (3)","Low (1)","Low (2)","Low (2)",5.179533,29.813041,18.671290,0.000000,20.572502,24.811717,0.000309,0.316597,130.769231,"High (9)",8589934592,0,8136949760,0,536870912,12889096192,1111490560,0,708313600,17039360,17039360,537919488,436862976,0,0.000000,0.000000,0,0.000000,1.805916,0,134217728,524288,13.409434,0.000000,0.010313,0.624699
2304,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.981809,0.999230,1.953963,1.946917,8384.000000,100.000000,100.000000,99.976145,0.000001,35.273933,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,47775744,573308928,0,0,382205952,663552,0,5,193438626,663558,98588724,702072,50.000000,0.000000,37.323336,132.705195,37.323336,132.705195,0.000000,50.000000,49.637942,49.939116,19.254855,140.408894,37.323336,37.323336,132.705195,37.779500,132.706396,0.000000,1.023438,0.000000,0.000000,447.880037,37.323336,100.000000,100.000000,191102976,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,24461180928,0,12230590464,0,0,1390804992,1390805760,"Low (3)","Low (1)","Low (2)","Low (2)",5.093137,29.219622,19.438703,0.000000,21.297576,24.008490,0.000216,0.314519,130.769231,"High (9)",12230590464,0,11572346880,0,764411904,18351194112,1576599552,0,1007936000,24219648,24219648,765739008,621914112,0,0.000000,0.000000,0,0.000000,1.797633,0,191102976,663552,13.424116,0.000000,0.009090,0.618647
2560,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",99.969479,0.999202,1.946976,1.948354,9312.000000,100.000000,100.000000,99.978522,0.000000,35.297178,1.200000,1.000000,0.000000,0.000000,8.000000,4.000000,65536000,786432000,0,0,524288000,819200,0,5,265517738,819206,135364587,857774,50.000000,0.000000,37.303199,119.370236,37.303199,119.370236,0.000000,50.000000,49.651698,49.926758,19.262436,124.991071,37.303199,37.303199,119.370236,37.783283,119.371111,0.000000,763.000000,0.000000,0.000000,447.638389,37.303199,100.000000,100.000000,262144000,"Low (1)","Low (2)","Mid (5)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,33554432000,0,16777216000,0,0,1907097600,1907098368,"Low (3)","Low (1)","Low (2)","Low (2)",5.122102,29.400507,19.430763,0.000000,21.037625,24.065781,0.000162,0.314804,130.769231,"High (9)",16777216000,0,15859712000,0,1048576000,25172377600,2156134400,0,1381990912,33177600,33177600,1050214400,852992000,0,0.000000,0.000000,0,0.000000,1.798626,0,262144000,819200,13.430567,0.000000,0.008177,0.620077
