2048,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.991300,0.015625,0.089566,0.089565,933034.000000,100.000000,3.125000,3.029512,0.000003,2.007410,0.000000,0.000000,1.000000,0.958691,1.000000,0.804704,0,0,8188,13739,45158,8348,0,5,53426,22093,129728,4,0.000000,0.000000,19.233825,3.555604,153.870600,28.444833,29.068180,0.000000,100.000000,100.000000,442.032977,13.956055,181.770251,181.770251,75.258867,182.042842,75.279311,0.000000,17.445312,27.899652,46.814034,0.000000,0.000000,12.500000,12.500000,53346,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,933034,933037,"Low (1)","Low (1)","Low (1)","Low (1)",11.276934,20.398015,64.234501,0.000000,0.000000,3.904290,0.002849,0.183411,0.000000,"Idle (0)",0,0,369053,0,83213,75433,376826,0,836480,104883,104883,75435,78053,0,0.000000,0.000000,0,0.000000,0.080296,0,53346,22087,0.000000,0.000000,0.000000,0.000000
2560,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.993548,0.015625,0.088694,0.088277,1249622.000000,100.000000,3.125000,3.035963,0.000002,1.983725,0.000000,0.000000,1.000000,0.965392,1.000000,0.805873,0,0,10236,17295,61877,10511,0,5,331595,27812,259458,14,0.000000,0.000000,19.481287,3.309272,155.850302,26.474174,27.553318,0.000000,100.000000,100.000000,653.499807,36.107422,181.631831,181.631831,70.035287,835.192088,70.050400,0.000000,12.895508,25.781528,43.561112,0.000000,0.000000,12.500000,12.500000,72113,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,1249622,1249625,"Low (1)","Low (1)","Low (1)","Low (1)",11.263339,19.925844,64.694633,0.000000,0.000000,3.943757,0.002098,0.170330,0.000000,"Idle (0)",0,0,489761,0,109659,99919,514679,0,1123243,136865,136865,99921,103073,0,0.000000,0.000000,0,0.000000,0.079349,0,72113,27806,0.000000,0.000000,0.000000,0.000000
3072,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.995148,0.015625,0.087719,0.087308,1631199.000000,100.000000,3.124998,3.042888,0.000002,1.967434,0.000000,0.000000,1.000000,0.972650,1.000000,0.807209,0,0,12284,20911,82812,12787,0,5,354718,33704,259458,14,0.000000,0.000000,19.760285,3.051185,158.082286,24.409484,25.773716,0.000000,100.000000,100.000000,495.287083,27.366211,181.531579,181.531579,64.327113,677.131726,64.338566,0.000000,9.773438,23.449292,39.917628,0.000000,0.000000,12.500000,12.500000,95096,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,1631199,1631202,"Low (1)","Low (1)","Low (1)","Low (1)",11.185037,19.325828,65.369638,0.000000,0.000000,3.962185,0.001592,0.155719,0.000000,"Idle (0)",0,0,632219,0,140701,128794,686624,0,1470323,173648,173648,128796,132438,0,0.000000,0.000000,0,0.000000,0.078697,0,95096,33698,0.000000,0.000000,0.000000,0.000000
3584,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.996387,0.015625,0.086623,0.086627,2179755.000000,100.000000,3.124999,3.055418,0.000001,1.964075,0.000000,0.000000,1.000000,0.974804,1.000000,0.797037,0,0,14332,24451,114651,13988,0,5,648179,38445,259466,14,0.000000,0.000000,20.271429,2.473216,162.171438,19.785732,23.164817,0.000000,100.000000,99.973985,367.009224,20.277344,182.443752,182.443752,54.371161,916.835623,54.379647,0.000000,7.241211,20.272313,34.585427,0.000000,0.000000,12.500000,12.500000,128983,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,2179755,2179758,"Low (1)","Low (1)","Low (1)","Low (1)",11.317226,18.455189,65.996091,0.000000,0.000000,4.100409,0.002247,0.128838,0.000000,"Idle (0)",0,0,840957,0,179837,167422,943005,0,1976850,216874,216874,167424,171618,0,0.000000,0.000000,0,0.000000,0.078563,0,128983,38439,0.000000,0.000000,0.000000,0.000000
4096,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.996736,0.015625,0.086105,0.085701,2553383.000000,100.000000,3.124999,3.056071,0.000001,1.942563,0.000000,0.000000,1.000000,0.978791,1.000000,0.803043,0,0,16380,28059,135454,16627,0,5,411516,44692,389202,14,0.000000,0.000000,20.279684,2.489334,162.237477,19.914676,22.612966,0.000000,100.000000,100.000000,466.159366,17.169922,181.856314,181.856314,53.521814,492.885539,53.529001,0.000000,6.131836,19.618836,33.607139,0.000000,0.000000,12.500000,12.500000,151834,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,2553383,2553386,"Low (1)","Low (1)","Low (1)","Low (1)",11.249467,18.428406,66.115735,0.000000,0.000000,4.076941,0.000999,0.128453,0.000000,"Idle (0)",0,0,974156,0,211617,196520,1114770,0,2315069,254926,254926,196522,201208,0,0.000000,0.000000,0,0.000000,0.077703,0,151834,44686,0.000000,0.000000,0.000000,0.000000
4608,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.997271,0.015625,0.085104,0.085118,3040951.000000,100.000000,3.124999,3.059966,0.000001,1.932388,0.000000,0.000000,1.000000,0.981644,1.000000,0.803926,0,0,18428,31659,163598,18758,0,5,700966,50423,518926,54,0.000000,0.000000,20.407557,2.339911,163.260465,18.719298,21.548078,0.000000,100.000000,100.000000,517.855354,55.181641,181.650444,181.650444,50.312980,699.519771,50.318967,0.000000,5.109375,18.389979,31.593680,0.000000,0.000000,12.500000,12.500000,182026,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,3040951,3040954,"Low (1)","Low (1)","Low (1)","Low (1)",11.233822,18.145869,66.402147,0.000000,0.000000,4.096667,0.000829,0.120666,0.000000,"Idle (0)",0,0,1151863,0,249408,232443,1343952,0,2761483,298196,298196,232445,237612,0,0.000000,0.000000,0,0.000000,0.077296,0,182026,50417,0.000000,0.000000,0.000000,0.000000
5120,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.997579,0.015625,0.085035,0.085030,3536301.000000,100.000000,3.125001,3.062561,0.000001,1.932286,0.000000,0.000000,1.000000,0.983257,1.000000,0.805271,0,0,20476,35235,192331,21082,0,5,731915,56323,648656,62,0.000000,0.000000,20.519010,2.249152,164.152077,17.993220,20.700867,0.000000,100.000000,100.000000,553.619694,54.185547,181.628083,181.628083,48.065847,624.680198,48.070968,0.000000,4.369141,17.476007,30.072626,0.000000,0.000000,12.500000,12.500000,212807,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,3536301,3536304,"Low (1)","Low (1)","Low (1)","Low (1)",11.207868,17.957287,66.614452,0.000000,0.000000,4.104099,0.000711,0.115582,0.000000,"Idle (0)",0,0,1329852,0,288318,269124,1578350,0,3214454,342910,342910,269126,274824,0,0.000000,0.000000,0,0.000000,0.077291,0,212807,56317,0.000000,0.000000,0.000000,0.000000
5632,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.998147,0.015625,0.084194,0.084195,4117213.000000,100.000000,3.124999,3.065768,0.000001,1.915906,0.000000,0.000000,1.000000,0.984170,1.000000,0.806765,0,0,22524,38795,226429,23422,0,5,1027519,62223,519030,58,0.000000,0.000000,20.637726,2.134783,165.101810,17.078265,19.705949,0.000000,100.000000,100.000000,378.453258,43.305664,181.525295,181.525295,45.365829,749.220494,45.370204,0.000000,3.732422,16.423484,28.287563,0.000000,0.000000,12.500000,12.500000,248953,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,4117213,4117216,"Low (1)","Low (1)","Low (1)","Low (1)",11.140434,17.641262,67.008391,0.000000,0.000000,4.100464,0.000605,0.108845,0.000000,"Idle (0)",0,0,1539662,0,332628,311170,1855714,0,3747580,393036,393036,311172,317406,0,0.000000,0.000000,0,0.000000,0.076636,0,248953,62217,0.000000,0.000000,0.000000,0.000000
6144,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.998366,0.015625,0.083870,0.083870,4660934.000000,100.000000,3.125000,3.067916,0.000001,1.910199,0.000000,0.000000,1.000000,0.985489,1.000000,0.807036,0,0,24572,42379,258311,25600,0,5,1061313,67985,778374,14,0.000000,0.000000,20.722345,2.053695,165.778768,16.429561,19.081861,0.000000,100.000000,100.000000,499.544669,9.200195,181.548580,181.548580,43.627545,681.129189,43.631395,0.000000,3.285156,15.769812,27.197984,0.000000,0.000000,12.500000,12.500000,282883,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,4660934,4660937,"Low (1)","Low (1)","Low (1)","Low (1)",11.130575,17.485007,67.168914,0.000000,0.000000,4.110376,0.000532,0.104596,0.000000,"Idle (0)",0,0,1735719,0,374292,350862,2114921,0,4246247,440267,440267,350864,357609,0,0.000000,0.000000,0,0.000000,0.076408,0,282883,67979,0.000000,0.000000,0.000000,0.000000
6656,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.998583,0.015625,0.083350,0.083351,5464407.000000,100.000000,3.124999,3.073035,0.000001,1.902870,0.000000,0.000000,1.000000,0.987808,1.000000,0.802254,0,0,26620,46019,307423,26906,0,5,1112497,72931,778426,14,0.000000,0.000000,20.904593,1.829593,167.236753,14.636744,17.848823,0.000000,99.996408,100.000000,423.460303,7.797852,181.717916,181.717916,39.670877,605.193450,39.674141,0.000000,2.785156,14.481162,25.034132,0.000000,0.000000,12.500000,12.500000,334043,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,5464407,5464410,"Low (1)","Low (1)","Low (1)","Low (1)",11.205573,17.203598,67.323783,0.000000,0.000000,4.172115,0.000451,0.094479,0.000000,"Idle (0)",0,0,2025749,0,431021,406968,2509803,0,4990034,501258,501258,406970,414170,0,0.000000,0.000000,0,0.000000,0.076115,0,334043,72925,0.000000,0.000000,0.000000,0.000000
7168,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.998694,0.015625,0.083380,0.083381,6193445.000000,100.000000,3.125001,3.075368,0.000000,1.905361,0.000000,0.000000,1.000000,0.987244,1.000000,0.803843,0,0,28668,49531,351583,29284,0,5,1418251,78821,908158,18,0.000000,0.000000,21.015985,1.750460,168.127885,14.003683,17.034370,0.000000,100.000000,100.000000,434.283467,8.813477,181.836996,181.836996,37.689533,678.211239,37.692403,0.000000,2.448242,13.709110,23.685850,0.000000,0.000000,12.500000,12.500000,380251,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,6193445,6193448,"Low (1)","Low (1)","Low (1)","Low (1)",11.131552,16.951771,67.666942,0.000000,0.000000,4.159792,0.000394,0.089549,0.000000,"Idle (0)",0,0,2282819,0,485463,459066,2867731,0,5661140,561570,561570,459068,466854,0,0.000000,0.000000,0,0.000000,0.076214,0,380251,78815,0.000000,0.000000,0.000000,0.000000
7680,"GeForce GTX 750 (0)","2","14","quicksort(int*, int)",24.998843,0.015625,0.083066,0.083062,6832476.000000,100.000000,3.125000,3.076658,0.000000,1.898799,0.000000,0.000000,1.000000,0.989061,1.000000,0.805286,0,0,30716,53167,390326,31659,0,5,1459266,84832,1037840,14,0.000000,0.000000,21.044065,1.706865,168.352530,13.654926,16.581994,0.000000,100.000000,100.000000,447.633492,6.182617,181.600729,181.600729,36.586524,629.399846,36.589112,0.000000,2.208008,13.248199,22.931598,0.000000,0.000000,12.500000,12.500000,421042,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,0,0,0,0,0,6832476,6832479,"Low (1)","Low (1)","Low (1)","Low (1)",11.109545,16.863971,67.780900,0.000000,0.000000,4.158050,0.000359,0.087175,0.000000,"Idle (0)",0,0,2504077,0,534498,505868,3182338,0,6247644,616469,616469,505870,514113,0,0.000000,0.000000,0,0.000000,0.075952,0,421042,84826,0.000000,0.000000,0.000000,0.000000
