0	315.691
1	315.692
2	315.693
3	315.694
4	315.696
5	315.698
6	315.701
7	315.704
8	315.708
9	315.711
10	315.715
11	315.72
12	315.724
13	315.729
14	315.734
15	315.739
16	315.745
17	315.75
18	315.756
19	315.762
20	315.767
21	315.773
22	315.779
23	315.785
24	315.791
25	315.797
26	315.803
27	315.81
28	315.816
29	315.822
30	315.828
31	315.835
32	315.841
33	315.847
34	315.854
35	315.86
36	315.866
37	315.873
38	315.879
39	315.885
40	315.892
41	315.898
42	315.904
43	315.911
44	315.917
45	315.923
46	315.93
47	315.936
48	315.943
49	315.949
50	315.955
51	315.962
52	315.968
53	315.975
54	315.981
55	315.987
56	315.994
57	316
58	316.007
59	316.013
60	316.019
61	316.026
62	316.032
63	316.039
64	316.045
65	316.052
66	316.058
67	316.065
68	316.072
69	316.078
70	316.085
71	316.091
72	316.098
73	316.105
74	316.111
75	316.118
76	316.125
77	316.132
78	316.138
79	316.145
80	316.152
81	316.159
82	316.166
83	316.173
84	316.18
85	316.187
86	316.194
87	316.201
88	316.209
89	316.216
90	316.223
91	316.23
92	316.238
93	316.245
94	316.253
95	316.26
96	316.268
97	316.276
98	316.283
99	316.291
100	316.299
101	316.307
102	316.315
103	316.323
104	316.331
105	316.34
106	316.348
107	316.356
108	316.365
109	316.374
110	316.382
111	316.391
112	316.4
113	316.409
114	316.419
115	316.428
116	316.437
117	316.447
118	316.457
119	316.467
120	316.477
121	316.487
122	316.497
123	316.508
124	316.519
125	316.53
126	316.541
127	316.552
128	316.564
129	316.576
130	316.588
131	316.6
132	316.612
133	316.625
134	316.638
135	316.652
136	316.665
137	316.679
138	316.693
139	316.708
140	316.722
141	316.737
142	316.752
143	316.768
144	316.784
145	316.8
146	316.816
147	316.833
148	316.849
149	316.866
150	316.883
151	316.901
152	316.918
153	316.935
154	316.953
155	316.971
156	316.988
157	317.006
158	317.023
159	317.041
160	317.059
161	317.076
162	317.094
163	317.111
164	317.129
165	317.146
166	317.164
167	317.181
