256,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,95.745596,0.315427,0.898324,78.664433,153.641471,95.745596,0.315427,1.472173,0.000000,1.356439,0.000000,0.000000,0.000000,64.855005,588.571368,614.565884,167.161921,0.000000,0.000000,47.058824,25.000000,99.962571,0.000000,167.161921,0.000000,0.008719,100.000000,0.000000,0.779790,2842.000000,16.902683,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,2,0,3458,31382,8913044,32776,0.000000,0.000000,0.000000,0.000000,167.164696,614.715925,0.000000,37.510000,99.894441,599339,270336,8961425,1050624,33554432,0,0,16777216,0,0,0,0,0,0.911914,3.424658,3.687054,0.000000,0.000000,0.306675,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",5820416,14389073,12475871,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,720896,0,0.000000,0,0.000000,8912896,33548,0,629.194833,0,0,0.000000,31.732534,0.024677,0.032386,0.000000,15.974290,43.938199,24.940651,0.000000
512,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,97.451250,0.315323,0.955287,83.604047,81.644577,97.451250,0.315323,1.475165,0.000000,1.360021,0.000000,0.000000,0.000000,114.999556,323.202197,326.578308,177.658600,0.000000,0.000000,47.058824,25.000000,99.935487,0.000000,177.658600,0.000000,0.001590,100.000000,0.000000,0.780313,5658.000000,16.913311,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,2,0,46155,129717,71304715,131073,0.000000,0.000000,0.000000,0.000000,177.662454,326.580800,0.000000,4.983000,99.946978,4760828,2129920,71480800,8396800,268435456,0,0,134217728,0,0,0,0,0,0.878629,3.215617,3.504433,0.000000,0.000000,0.302179,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",46350336,114724744,99466476,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,2883584,0,0.000000,0,0.000000,71303168,132208,0,329.408760,0,0,0.000000,31.744081,0.002219,0.033096,0.000000,15.149191,45.203651,27.277084,0.000000
768,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.109833,0.314884,0.960344,84.819223,55.220848,99.109833,0.314884,1.479895,0.000000,1.361223,0.000000,0.000000,0.000000,1.726484,219.228894,220.883393,180.240849,0.000000,0.000000,47.058824,25.000000,99.037963,0.000000,180.240849,0.000000,0.000320,100.000000,0.000000,0.780807,8474.000000,16.927783,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,1,0,2305111,292703,240652248,294919,0.000000,0.000000,0.000000,0.000000,180.243887,220.888636,0.000000,748.000000,99.964598,16029473,7151616,241679220,28329984,905969664,0,0,452984832,0,0,0,0,0,0.875307,3.184129,3.492006,0.000000,0.000000,0.300600,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",156192768,387341678,335900667,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,6488064,0,0.000000,0,0.000000,240648192,295684,0,221.461606,0,0,0.000000,31.914798,0.000838,0.033668,0.000000,15.078123,45.154198,27.485805,0.000000
1024,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.394406,0.314430,0.967337,84.976283,41.492325,99.394406,0.314430,1.482264,0.000000,1.361825,0.000000,0.000000,0.000000,2.158170,164.948391,165.969301,180.574600,0.000000,0.000000,47.058824,25.000000,98.775370,0.000000,180.574600,0.000000,0.000045,100.000000,0.000000,0.780475,11290.000000,16.922102,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,11,0,6817542,521063,570431029,524291,0.000000,0.000000,0.000000,0.000000,180.576400,165.970251,0.000000,3.482000,99.973428,37962503,16908288,573329326,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.874369,3.160709,3.473633,0.000000,0.000000,0.299575,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",369950720,918315498,796429493,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,11534336,0,0.000000,0,0.000000,570425344,524544,0,166.050341,0,0,0.000000,31.981656,0.000275,0.033744,0.000000,14.990999,45.218783,27.704238,0.000000
1280,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.600854,0.314135,0.963920,85.029470,33.214636,99.600854,0.314135,1.483828,0.000000,1.362186,0.000000,0.000000,0.000000,2.725208,132.359192,132.858546,180.687624,0.000000,0.000000,47.058824,25.000000,98.499549,0.000000,180.687624,0.000000,0.000062,100.000000,0.000000,0.780257,14106.000000,16.918611,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,8,0,16803511,816121,1114122967,819209,0.000000,0.000000,0.000000,0.000000,180.689402,132.860006,0.000000,1.297000,99.978732,74093684,32972800,1120227494,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.872918,3.162362,3.486823,0.000000,0.000000,0.298824,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",722227200,1793888323,1555901689,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,18022400,0,0.000000,0,0.000000,1114112000,819892,0,132.970776,0,25625,4.155884,31.910002,0.000143,0.033799,0.000000,15.028069,45.240859,27.666261,0.000000
1536,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.793237,0.313763,0.956831,85.048786,27.685151,99.793237,0.313763,1.486740,0.000000,1.362428,0.000000,0.000000,0.000000,3.821673,110.375711,110.740607,180.728671,0.000000,0.000000,47.058824,25.000000,97.861798,0.000000,180.728671,0.000000,0.000000,100.000000,0.000000,0.780277,16922.000000,16.922590,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,11,0,40709812,1175761,1925204119,1179651,0.000000,0.000000,0.000000,0.000000,180.730416,110.740889,0.000000,1.032000,99.982272,127831027,56918016,1939436899,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.874543,3.184831,3.577002,0.000000,0.000000,0.299531,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",1247625216,3102519164,2691488217,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,25952256,0,0.000000,0,0.000000,1925185536,1179648,0,110.740607,0,0,0.000000,31.787016,0.000082,0.033836,0.000000,15.197858,45.079136,27.328545,0.000000
1792,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.773791,0.313429,0.941926,85.076089,23.737748,99.773791,0.313429,1.489780,0.000000,1.362600,0.000000,0.000000,0.000000,4.616609,94.763767,94.950992,180.786689,0.000000,0.000000,47.058824,25.000000,97.463375,0.000000,180.786689,0.000000,0.000009,100.000000,0.000000,0.780030,19738.000000,16.921375,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,5,0,78067386,1602466,3057151113,1605641,0.000000,0.000000,0.000000,0.000000,180.788332,94.951524,0.000000,295.000000,99.984801,202705612,90316800,3083566765,359761920,11509170176,0,0,5754585088,0,0,0,0,0,0.873621,3.233989,3.662803,0.000000,0.000000,0.300568,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",1980747776,4931625830,4279316642,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,35323904,0,0.000000,0,0.000000,3057123328,1605904,0,94.967077,0,1249423,73.886141,31.708569,0.000064,0.033785,0.000000,15.498471,44.721916,26.617903,0.000000
2048,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.797717,0.312808,0.923282,84.991808,20.749953,99.797717,0.312808,1.493465,0.000000,1.362729,0.000000,0.000000,0.000000,5.725470,82.909259,82.999812,180.607592,0.000000,0.000000,47.058824,25.000000,96.769177,0.000000,180.607592,0.000000,0.000006,100.000000,0.000000,0.780023,22554.000000,16.925507,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,9,0,144665149,2094864,4563445206,2097391,0.000000,0.000000,0.000000,0.000000,180.609273,83.009271,0.000000,356.000000,99.986699,302131720,134742016,4614039125,537001984,17179869184,0,0,8589934592,0,0,0,0,0,0.875184,3.285128,3.706390,0.000000,0.000000,0.301124,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",2956197888,7371176896,6397803518,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,46137344,0,0.000000,0,0.000000,4563402752,2097432,0,83.010894,0,2251991,89.127936,31.486100,0.000035,0.033748,0.000000,15.823218,44.522820,26.011767,0.000000
2304,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.930860,0.312370,0.909800,84.916860,18.428138,99.930860,0.312370,1.495909,0.000000,1.362830,0.000000,0.000000,0.000000,6.585289,73.598742,73.712552,180.448328,0.000000,0.000000,47.058824,25.000000,96.334389,0.000000,180.448328,0.000000,0.000000,100.000000,0.000000,0.779968,25370.000000,16.926878,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,10,0,237120085,2650110,6497551535,2654412,0.000000,0.000000,0.000000,0.000000,180.449726,73.718217,0.000000,277.000000,99.988175,429844830,191766528,6584150460,764577792,24461180928,0,0,12230590464,0,0,0,0,0,0.881239,3.310270,3.916411,0.000000,0.000000,0.299841,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",4208578560,10504228305,9118513697,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,58392576,0,0.000000,0,0.000000,6497501184,2654208,0,73.712552,0,0,0.000000,31.247802,0.000026,0.033762,0.000000,16.026925,44.317487,25.678987,0.000000
2560,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.822465,0.312986,"<OVERFLOW>",85.063975,16.614057,99.822465,0.312986,1.492387,0.000000,1.362911,0.000000,0.000000,0.000000,5.518117,66.312825,66.456230,180.760948,0.000000,0.000000,47.058824,25.000000,96.939762,0.000000,180.760948,0.000000,0.000000,100.000000,0.000000,0.780082,28186.000000,16.924544,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,0,0,272085310,3269729,8912978884,3276809,0.000000,0.000000,0.000000,0.000000,180.762629,66.456413,0.000000,0.000000,99.989356,590434671,262963200,9004894223,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (2)","Low (1)","Idle (0)",5772492800,14387288484,12485780389,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,72089600,0,0.000000,0,0.000000,8912896000,3276800,0,66.456230,0,7324782,148.552674,"<OVERFLOW>","<OVERFLOW>",0.033782,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
