3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.996420,1.056635,0.499841,35.498023,27.046112,99.996420,1.056635,0.566241,0.000000,0.260759,0.000000,0.000000,0.000000,12.789202,27.046112,27.046112,118.326742,0.000000,0.000000,30.000000,100.000000,89.212672,0.000000,118.326742,0.000000,0.000000,1.654944,41245.000000,36.880433,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,7193231360,1605632,0,4,0,777471672,1605632,7193231494,1605644,0.000000,0.000000,0.000000,0.000000,118.326745,27.046314,0.000000,70.000000,1390297231,1441857536,7954284172,2878898176,92073361408,0,0,46036680704,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",16556072960,25930795983,23114712094,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,0,0.000000,7193231360,1605632,0,27.046112,0,1.530223,0.000000,2.172115,0.000000
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.997884,1.056501,0.499854,35.386850,25.163982,99.997884,1.056501,0.564160,0.000000,0.260766,0.000000,0.000000,0.000000,12.845404,25.163982,25.163982,117.956168,0.000000,0.000000,30.000000,100.000000,89.118049,0.000000,117.956168,0.000000,0.000000,1.652537,44189.000000,36.813481,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,8847360000,1843200,0,1,0,963475826,1843200,8847360100,1843209,0.000000,0.000000,0.000000,0.000000,117.956169,25.164104,0.000000,14.000000,1689534337,1773158400,9768814754,3540787200,113246208000,0,0,56623104000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",20362291200,31849880170,28380722283,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,0,0.000000,8847360000,1843200,0,25.163982,0,1.530124,0.000000,2.172586,0.000000
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.997112,1.055767,0.499854,35.449790,23.633193,99.997112,1.055767,0.570519,0.000000,0.260773,0.000000,0.000000,0.000000,13.029397,23.633193,23.633193,118.165966,0.000000,0.000000,30.000000,100.000000,88.997577,0.000000,118.165966,0.000000,0.000000,1.658102,47133.000000,36.942032,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,10737418240,2097152,0,4,0,1183945657,2097152,10737418370,2097161,0.000000,0.000000,0.000000,0.000000,118.165967,23.633294,0.000000,47.000000,2072334443,2151677952,11905030070,4297064448,137438953472,0,0,68719476736,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",24711266304,38809521656,34586597056,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,"<OVERFLOW>",34594619392,0,0.000000,0,0.000000,0,0.000000,10737418240,2097152,0,23.633193,0,1.529111,0.000000,2.180331,0.000000
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.997148,1.055789,0.499879,35.219241,22.098347,99.997148,1.055789,0.564498,0.000000,0.260778,0.000000,0.000000,0.000000,13.073884,22.098347,22.098347,117.397470,0.000000,0.000000,30.000000,100.000000,88.892254,0.000000,117.397470,0.000000,0.000000,1.651780,50077.000000,36.791481,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,12879134720,2367488,0,9,0,1434275460,2367488,12879134994,2367492,0.000000,0.000000,0.000000,0.000000,117.397472,22.098384,0.000000,88.000000,2479943360,2580561920,14204455263,5154021376,164852924416,0,0,82426462208,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",29639174144,46370430226,41313900901,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,"<OVERFLOW>",41478389760,0,0.000000,0,0.000000,0,0.000000,12879134720,2367488,0,22.098347,0,1.529199,0.000000,2.170240,0.000000
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.998626,1.055217,0.499881,35.142394,20.825122,99.998626,1.055217,0.566897,0.000000,0.260783,0.000000,0.000000,0.000000,13.195472,20.825122,20.825122,117.141313,0.000000,0.000000,30.000000,100.000000,88.756709,0.000000,117.141313,0.000000,0.000000,1.653417,53021.000000,36.834706,0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,15288238080,2654208,0,6,0,1722155169,2654208,15288238148,2654216,0.000000,0.000000,0.000000,0.000000,117.141314,20.825185,0.000000,49.000000,2917629066,3062956032,16929367723,6117949440,195689447424,0,0,97844723712,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Mid (5)","Low (1)","Idle (0)",35182190592,55126860061,49124495094,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,"<OVERFLOW>",49219633152,0,0.000000,0,0.000000,0,0.000000,15288238080,2654208,0,20.825122,0,1.528443,0.000000,2.178937,0.000000
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.221876,19.773685,"<OVERFLOW>","<OVERFLOW>",0.565202,0.000000,0.260788,0.000000,0.000000,0.000000,13.326063,19.773685,19.773685,117.406253,0.000000,0.000000,30.000000,100.000000,88.660947,0.000000,117.406253,0.000000,0.000000,"<OVERFLOW>",55965.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,17980456960,2957312,0,5,0,2040851243,2957312,17980457060,2957317,0.000000,0.000000,0.000000,0.000000,117.406253,19.773718,0.000000,35.000000,3466414120,3602006016,19856777163,7195140096,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",41376491520,64762576486,57705403343,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,"<OVERFLOW>",57868681216,0,0.000000,0,0.000000,0,0.000000,17980456960,2957312,0,19.773685,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.239723,18.794518,"<OVERFLOW>","<OVERFLOW>",0.566087,0.000000,0.260792,0.000000,0.000000,0.000000,13.472452,18.794518,18.794518,117.465743,0.000000,0.000000,30.000000,100.000000,88.544574,0.000000,117.465743,0.000000,0.000000,"<OVERFLOW>",58909.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,20971520000,3276800,0,1,0,2405278279,3276800,20971520074,3276805,0.000000,0.000000,0.000000,0.000000,117.465744,18.794547,0.000000,6.000000,4029779351,4200857600,23220135356,8391884800,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",48258252800,75576603424,67356923470,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,0,0.000000,20971520000,3276800,0,18.794518,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.169845,17.864048,"<OVERFLOW>","<OVERFLOW>",0.566538,0.000000,0.260796,0.000000,0.000000,0.000000,13.507243,17.864048,17.864048,117.232817,0.000000,0.000000,30.000000,100.000000,88.492342,0.000000,117.232817,0.000000,0.000000,"<OVERFLOW>",61853.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,24277155840,3612672,0,6,0,2797147257,3612672,24277155972,3612681,0.000000,0.000000,0.000000,0.000000,117.232817,17.864092,0.000000,31.000000,4675618333,4862656512,26828096102,9714475008,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",55863650304,87512521085,77988441426,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,77715800064,"<OVERFLOW>",78091517952,0,0.000000,0,0.000000,0,0.000000,24277155840,3612672,0,17.864048,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.147595,17.041258,"<OVERFLOW>","<OVERFLOW>",0.566816,0.000000,0.260799,0.000000,0.000000,0.000000,13.666103,17.041258,17.041258,117.158651,0.000000,0.000000,30.000000,100.000000,88.298114,0.000000,117.158651,0.000000,0.000000,"<OVERFLOW>",64797.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,27913093120,3964928,0,2,0,3255954145,3964928,27913093192,3964935,0.000000,0.000000,0.000000,0.000000,117.158651,17.041288,0.000000,9.000000,5369518872,5590548480,30896858192,11169202176,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",64228859904,100634788449,89670144224,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,89353617408,"<OVERFLOW>",89765969920,0,0.000000,0,0.000000,0,0.000000,27913093120,3964928,0,17.041258,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.128995,16.291707,"<OVERFLOW>","<OVERFLOW>",0.564185,0.000000,0.260802,0.000000,0.000000,0.000000,13.712931,16.291707,16.291707,117.096650,0.000000,0.000000,30.000000,100.000000,88.281890,0.000000,117.096650,0.000000,0.000000,"<OVERFLOW>",67741.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,2.500000,4.000000,0,0,0,0,31895060480,4333568,0,2,0,3735160409,4333568,31895060578,4333572,0.000000,0.000000,0.000000,0.000000,117.096650,16.291722,0.000000,7.000000,6126737653,6387679232,35215944994,12762357760,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",73390057472,114795636567,102291344993,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,102098862080,"<OVERFLOW>",102549553152,0,0.000000,0,0.000000,0,0.000000,31895060480,4333568,0,16.291707,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.113647,15.606065,"<OVERFLOW>","<OVERFLOW>",0.566646,0.000000,0.260805,0.000000,0.000000,0.000000,13.863848,15.606065,15.606065,117.045491,0.000000,0.000000,30.000000,100.000000,88.150021,0.000000,117.045491,0.000000,0.000000,"<OVERFLOW>",70685.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",4.000000,0,0,0,0,"<OVERFLOW>",4718592,0,5,0,4292425174,4718592,36238786698,4718592,0.000000,0.000000,0.000000,0.000000,117.045491,15.606065,0.000000,17.000000,6935429631,7257194496,40177629256,14500233216,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",83383418880,130632321065,116447969563,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,116001865728,"<OVERFLOW>",116492599296,0,0.000000,0,0.000000,0,0.000000,36238786560,4718592,0,15.606065,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35.075305,14.965463,"<OVERFLOW>","<OVERFLOW>",0.564914,0.000000,0.260808,0.000000,0.000000,0.000000,13.884062,14.965463,14.965463,116.917683,0.000000,0.000000,30.000000,100.000000,88.124522,0.000000,116.917683,0.000000,0.000000,"<OVERFLOW>",73629.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",4.000000,0,0,0,0,"<OVERFLOW>",5120000,0,4,0,4864030506,5120000,40960000102,5120010,0.000000,0.000000,0.000000,0.000000,116.917683,14.965492,0.000000,12.000000,7872579062,8202240000,45268197257,16389120000,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",94245120000,147485542882,131416728221,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,131112960000,"<OVERFLOW>",131645440000,0,0.000000,0,0.000000,0,0.000000,40960000000,5120000,0,14.965463,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
