2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,240351984,257463095,877821,901781,439076,450917,443561,448994,120161289,128783306,124595640,128594501,495616,495616,495616,495616,1570111488,1570111488,1570111488,1570111488,1445907954,1445597596,1446425432,1448607308,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,1570111504,1570111506,1570111508,1570111506,495616,495620,495616,495616,14083945752,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,12814819204,1421641192,0,0,0,0,1395654656,247808,14082162953,449471818500,123904,723651857,0,0,0,0,0,0,0,6280445952,1982464,0,0,4884791296,1734656,0,0,0,0,7643866850,1982464,0,0
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,463216376,461186416,914650,914472,458498,456549,458631,449927,230968248,231480767,231262658,227886536,589824,589824,589824,589824,2038431744,2038431744,2038431744,2038431744,1809374776,1804656870,1807054722,1806180734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2038431764,2038431762,2038431762,2038431760,589828,589825,589824,589824,18691250604,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,16882799525,1836922852,0,0,0,0,1811939328,294912,18690014266,595099789414,147456,929828282,0,0,0,0,0,0,0,8153726976,2359296,0,0,6341787648,2064384,0,0,0,0,9880695018,2359593,0,0
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,429380628,448702112,1181535,1206953,590566,603597,592730,599421,214693517,224342481,216242579,221861659,692224,692224,692224,692224,2591686656,2591686656,2591686656,2591686656,2367940167,2366206135,2368858237,2361054207,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,2591686676,2591686672,2591686672,2591686676,692225,692224,692224,692225,23235299950,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,13256435712,21167790133,2348132988,0,0,0,0,2303721472,346112,23233846004,741716494082,173056,1194766902,0,0,0,0,0,0,0,10366746624,2768896,0,0,8063025152,2422784,0,0,0,0,12608401512,2768896,0,0
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,691494131,719496554,1219011,1250955,610536,623884,625175,635101,345608294,359987935,359868058,369266669,802816,802816,802816,802816,3236954112,3236954112,3236954112,3236954112,2880325376,2877583927,2879505565,2878268098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3236954130,3236954132,3236954128,3236954128,802816,802816,802816,802820,28975952368,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,16556072960,26581887156,2944021945,0,0,0,0,2877292544,401408,28974310140,923833315244,200704,1503181098,0,0,0,0,0,0,0,12947816448,3211264,0,0,10070523904,2809856,0,0,0,0,15647454402,3211264,0,0
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,790499377,796827884,1577479,1587388,789574,793195,754926,770478,395038967,398637714,369726453,380145139,921600,921600,921600,921600,3981312000,3981312000,3981312000,3981312000,3627830521,3612754471,3598104027,3586366066,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,3981312018,3981312016,3981312016,3981312016,921600,921600,921604,921601,"<OVERFLOW>",0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,20362291200,32557047060,3610200475,0,0,0,0,3538944000,460800,"<OVERFLOW>","<OVERFLOW>",230400,1838503801,0,0,0,0,0,0,0,15925248000,3686400,0,0,12386304000,3225600,0,0,0,0,19342761769,3686401,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1137536108,1128166689,1608975,1613638,805721,805555,780224,796162,568246008,564584731,530870292,548417003,1048576,1048576,1048576,1048576,4831838208,4831838208,4831838208,4831838208,4303734298,4284476651,4281577880,4299698063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4831838228,4831838224,4831838468,4831838258,1048580,1048576,1048576,1048580,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,24711266304,39666966828,4395456101,0,0,0,0,4294967296,524288,"<OVERFLOW>","<OVERFLOW>",262144,2245076259,0,0,0,0,0,0,0,19327352832,4194304,0,0,15032385536,3670016,0,0,0,0,23334635981,4194304,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1090160049,1125113737,1962237,2002811,981227,1001666,1000627,1025964,545058688,562536624,562378241,586058106,1183744,1183744,1183744,1183744,5795610624,5795610624,5795610624,5795610624,5233249327,5208067353,5251273589,5209657159,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,5795610640,5795610644,5795610640,5795610640,1183745,1183744,1183745,1183744,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,29639174144,47392054615,5254187662,0,0,0,0,5151653888,591872,"<OVERFLOW>","<OVERFLOW>",295936,2676478273,0,0,0,0,0,0,0,23182442496,4734976,0,0,18030788608,4143104,0,0,0,0,28150784164,4734979,0,0
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1601437963,1563916234,1937473,1901587,970091,949637,968452,991793,800635993,781566730,798237942,816328530,1327104,1327104,1327104,1327104,6879707136,6879707136,6879707136,6879707136,6049601160,6068189543,6059826384,6066553218,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,6879707186,6879707152,6879707156,6879707152,1327105,1327104,1327108,1327104,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,35182190592,56950813053,6203644758,0,0,0,0,6115295232,663552,"<OVERFLOW>","<OVERFLOW>",331776,3147226273,0,0,0,0,0,0,0,27518828544,5308416,0,0,21403533312,4644864,0,0,0,0,33222427171,5308939,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1588422285,1649524010,2487156,2549169,1243681,1274612,1246078,1240364,794188548,824683399,791703315,789809390,1478656,1478656,1478656,1478656,8091205632,8091205632,8091205632,8091205632,7328833639,7297386798,7268896433,7326398259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8091205680,8091205648,8091205650,8091205648,1478660,1478660,1478660,1478656,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,41376491520,66173098549,7336111525,0,0,0,0,7192182784,739328,"<OVERFLOW>","<OVERFLOW>",369664,3736423311,0,0,0,0,0,0,0,32364822528,5914624,0,0,25172639744,5175296,0,0,0,0,"<OVERFLOW>",5914624,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2261724896,2249766231,2485586,2481154,1242405,1241506,1268456,1242819,1130848971,1125118629,1170362412,1136148873,1638400,1638400,1638400,1638400,9437184000,9437184000,9437184000,9437184000,8310318809,8305881145,8309421337,8334668830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9437184018,9437184016,9437184016,9437184016,1638404,1638400,1638401,1638400,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,48258252800,77701875980,8580623989,0,0,0,0,8388608000,819200,"<OVERFLOW>","<OVERFLOW>",409600,4382425176,0,0,0,0,0,0,0,"<OVERFLOW>",6553600,0,0,29360128000,5734400,0,0,0,0,"<OVERFLOW>",6553605,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2343132436,2206645175,3052499,2931402,1526470,1465690,1467615,1500309,1171657207,1103406872,1105735920,1139847172,1806336,1806336,1806336,1806336,10924720128,10924720128,10924720128,10924720128,9816409742,9742201025,9770028162,9741196721,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,10924720146,10924720146,10924720180,10924720148,1806337,1806336,1806336,1806336,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,55863650304,89390132443,9908835304,0,0,0,0,9710862336,903168,"<OVERFLOW>","<OVERFLOW>",451584,5048471184,0,0,0,0,0,0,0,"<OVERFLOW>",7225344,0,0,33988018176,6322176,0,0,0,0,"<OVERFLOW>",7225344,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3062403492,3070269238,3019212,3007529,1510487,1503365,1500841,1495312,1530602240,1535591557,1528971517,1522345484,1982464,1982464,1982464,1982464,12560891904,12560891904,12560891904,12560891904,11022279535,11071308607,11027477327,10982133680,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,12560891920,12560891920,12560891922,12560891952,1982468,1982468,1982468,1982468,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,64228859904,103353049634,11429600988,0,0,0,0,11165237248,991232,"<OVERFLOW>","<OVERFLOW>",495616,5840064327,0,0,0,0,0,0,0,"<OVERFLOW>",7929856,0,0,"<OVERFLOW>",6938624,0,0,0,0,"<OVERFLOW>",7929861,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2955333402,2862360542,3623436,3540776,1811640,1770108,1891373,1854153,1477750276,1431089248,1584239411,1535775794,2166784,2166784,2166784,2166784,14352777216,14352777216,14352777216,14352777216,12874974986,12878252200,12925863237,12817731971,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14352777234,14352777236,14352777236,14352777236,2166788,2166785,2166785,2166789,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,73390057472,117441428980,13014822817,0,0,0,0,12758024192,1083392,"<OVERFLOW>","<OVERFLOW>",541696,6631956221,0,0,0,0,0,0,0,"<OVERFLOW>",8667136,0,0,"<OVERFLOW>",7583744,0,0,0,0,"<OVERFLOW>",8667136,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4006376790,4071892679,3453922,3511536,1727697,1754280,1733949,1729471,2002557945,2036219007,2010304009,2011955845,2359296,2359296,2359296,2359296,16307453952,16307453952,16307453952,16307453952,14325849116,14322238627,14324808363,14299312449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,16307453972,16307453972,16307453968,16307454448,2359300,2359300,2359297,2359300,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,83383418880,136801422794,14615172357,0,0,0,0,14495514624,1179648,"<OVERFLOW>","<OVERFLOW>",589824,7359497357,0,0,0,0,0,0,0,"<OVERFLOW>",9437184,0,0,"<OVERFLOW>",8257536,0,0,0,0,"<OVERFLOW>",9443055,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3922211406,3933536254,4272281,4273797,2136023,2135926,2051649,2089633,1960502654,1966952995,1828461095,1894569408,2560000,2560000,2560000,2560000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",16469799903,16422267911,16399157573,16467627613,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2560000,2560004,2560000,2560004,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,94245120000,"<OVERFLOW>",16719327501,0,0,0,0,16384000000,1280000,"<OVERFLOW>","<OVERFLOW>",640000,8520432014,0,0,0,0,0,0,0,"<OVERFLOW>",10240000,0,0,"<OVERFLOW>",8960000,0,0,0,0,"<OVERFLOW>",10240000,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5211315726,5190139490,4220326,4214656,2111068,2106946,2136194,2105696,2605152161,2595505685,2668828036,2601116950,2768896,2768896,2768896,2768896,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2768897,2768896,2768896,2768896,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,106011336704,"<OVERFLOW>",18865459861,0,0,0,0,18429771776,1384448,"<OVERFLOW>","<OVERFLOW>",692224,9642681016,0,0,0,0,0,0,0,"<OVERFLOW>",11075584,0,0,"<OVERFLOW>",9691136,0,0,0,0,"<OVERFLOW>",11075587,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5193326459,5338692886,4914670,5005610,2457102,2503396,2408884,2408993,2596135643,2669971337,2524922535,2519650146,2985984,2985984,2985984,2985984,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2985988,2985984,2985988,2985984,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,118718244864,"<OVERFLOW>",21073925149,0,0,0,0,20639121408,1492992,"<OVERFLOW>","<OVERFLOW>",746496,10746611235,0,0,0,0,0,0,0,"<OVERFLOW>",11943936,0,0,"<OVERFLOW>",10450944,0,0,0,0,"<OVERFLOW>",11943966,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6415529836,6590415852,4730380,4786879,2367780,2392394,2404073,2415058,3207114504,3295689071,3305484619,3378562876,3211264,3211264,3211264,3211264,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3211264,3211264,3211265,3211268,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,1605632,51380224,132402020352,"<OVERFLOW>",23534289438,0,0,0,0,23018340352,1605632,"<OVERFLOW>","<OVERFLOW>",802816,12034404380,0,0,0,0,0,0,0,"<OVERFLOW>",12845056,0,0,"<OVERFLOW>",11239424,0,0,0,0,"<OVERFLOW>",12845120,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6584552156,6177830632,5843733,5599910,2922412,2801175,2859538,2866393,3292369562,3088875225,3184253459,3190495992,3444736,3444736,3444736,3444736,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3444736,3444741,3444736,3444736,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,1722368,55115776,"<OVERFLOW>","<OVERFLOW>",26101138873,0,0,0,0,25573720064,1722368,"<OVERFLOW>","<OVERFLOW>",861184,13307368842,0,0,0,0,0,0,0,"<OVERFLOW>",13778944,0,0,"<OVERFLOW>",12056576,0,0,0,0,"<OVERFLOW>",13778944,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7822696353,7949310896,5272556,5360177,2638141,2677808,2719455,2703888,3909795699,3974352648,4043840619,4036953570,3686400,3686400,3686400,3686400,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3686404,3686404,3686400,3686400,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,1843200,58982400,"<OVERFLOW>","<OVERFLOW>",28519222359,0,0,0,0,28311552000,1843200,"<OVERFLOW>","<OVERFLOW>",921600,14410864115,0,0,0,0,0,0,0,"<OVERFLOW>",14745600,0,0,"<OVERFLOW>",12902400,0,0,0,0,"<OVERFLOW>",14757542,0,0
7936,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8176841244,7917629912,6676230,6532115,3337870,3265762,3255150,3267763,4087870023,3959379085,3947871046,3956043342,3936256,3936256,3936256,3936256,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3936256,3936260,3936257,3936256,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,0,1968128,62980096,"<OVERFLOW>","<OVERFLOW>",31882318681,0,0,0,0,31238127616,1968128,"<OVERFLOW>","<OVERFLOW>",984064,16258822829,0,0,0,0,0,0,0,"<OVERFLOW>",15745024,0,0,"<OVERFLOW>",13776896,0,0,0,0,"<OVERFLOW>",15745024,0,0
8192,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,10119540143,10060495642,6125446,6148099,3065042,3071917,3069901,3044302,5058360153,5031734867,5032231913,5023766491,4194304,4194304,4194304,4194304,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4194304,4194304,4194305,4194304,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,0,2097152,67108864,"<OVERFLOW>","<OVERFLOW>",35195159674,0,0,0,0,34359738368,2097152,"<OVERFLOW>","<OVERFLOW>",1048576,18000478259,0,0,0,0,0,0,0,"<OVERFLOW>",16777216,0,0,"<OVERFLOW>",14680064,0,0,0,0,"<OVERFLOW>",16777217,0,0
