256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.241523,0.658272,0.480380,38.075581,609.209294,98.241523,0.658272,0.496282,0.056940,0.404804,0.000000,0.000000,0.000000,1.050352,861.162553,1.189862,76.151162,0.000000,64.285714,50.000000,50.000000,98.623276,0.000000,76.151162,0.000000,0.052556,0.984960,1124.000000,23.990760,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,786432,131072,1048576,16384,0,6,0,14463,11580,1048650,16533,0.000000,0.000000,456.906971,76.151162,76.156536,1.200683,0.000000,456.906250,208896,139264,1926574,1064960,33554432,0,0,16777216,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",2301952,3444369,3355793,0.000000,16777216,0,19922944,0,2097152,29425664,5308416,0,0.000000,0,0.000000,0,0.000000,1048576,16944,0,1.230531,0,2.454837,0.000000,2.585304,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.737456,0.650929,0.494412,38.503988,308.031900,99.737456,0.650929,0.528250,0.057866,0.408228,0.000000,0.000000,0.000000,20.262122,309.902577,616.063802,77.007975,0.000000,64.285714,50.000000,50.000000,73.609602,0.000000,77.007975,0.000000,0.000000,0.994783,2212.000000,24.317348,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,6291456,1048576,8388608,65536,0,9,0,2207187,32967,8388706,65766,0.000000,0.000000,462.047852,77.007975,77.008875,618.225891,0.000000,86.633789,1622016,1081344,15874810,8454144,268435456,0,0,134217728,0,0,0,0,0,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",18120704,27692962,27078050,0.000000,134217728,0,155189248,0,16777216,235143168,38010880,0,0.000000,0,0.000000,0,0.000000,8388608,65536,0,616.063802,0,2.504527,0.000000,2.729683,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.741472,0.647612,0.497791,38.337433,204.466307,99.741472,0.647612,0.534677,0.058182,0.409394,0.000000,0.000000,0.000000,20.669433,206.560112,408.932614,76.674865,0.000000,64.285714,50.000000,50.000000,73.053897,0.000000,76.674865,0.000000,0.000000,0.993875,3300.000000,24.321787,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,21233664,3538944,28311552,147456,0,9,0,7632015,74483,28311656,147462,0.000000,0.000000,460.049192,76.674865,76.675147,408.949254,0.000000,25.557617,5419008,3612672,53767295,28459008,905969664,0,0,452984832,0,0,0,0,0,"Mid (4)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",60825600,93347670,91374934,0.000000,452984832,0,519045120,0,56623104,793313280,123273216,0,0.000000,0,0.000000,0,0.000000,28311552,147456,0,408.932614,0,2.505455,0.000000,2.734484,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.882230,0.624247,0.498473,37.342290,149.369158,99.882230,0.624247,0.573046,0.058341,0.409982,0.000000,0.000000,0.000000,23.696412,149.741805,298.738316,74.684579,0.000000,64.285714,50.000000,50.000000,67.943852,0.000000,74.684579,0.000000,0.000036,0.981969,4388.000000,24.054819,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,50331648,8388608,67108864,262144,0,10,0,21292740,131399,67109030,262173,0.000000,0.000000,448.107474,74.684579,74.684764,298.771364,0.000000,11.668945,12779520,8519680,132729466,67371008,2147483648,0,0,1073741824,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",143785984,226182035,221626771,0.000000,1073741824,0,1224736768,0,134217728,1880096768,286261248,0,0.000000,0,0.000000,0,0.000000,67108864,262168,0,298.765666,0,2.425084,0.000000,2.592142,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.854347,0.641345,0.499370,38.525570,123.281823,99.854347,0.641345,0.541007,0.058437,0.410336,0.000000,0.000000,0.000000,20.336178,123.819977,246.563647,77.051140,0.000000,64.285714,50.000000,50.000000,73.228043,0.000000,77.051140,0.000000,0.000000,0.988317,5476.000000,24.207212,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,98304000,16384000,131072000,409600,0,1,0,34593953,205694,131072100,409600,0.000000,0.000000,462.306839,77.051140,77.051199,246.563647,0.000000,631.000000,24883200,16588800,248622907,131481600,4194304000,0,0,2097152000,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",280371200,432053863,423298151,0.000000,2097152000,0,2385510400,0,262144000,3671654400,552140800,0,0.000000,0,0.000000,0,0.000000,131072000,409600,0,246.563647,0,2.494905,0.000000,2.692078,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.982874,0.436794,0.499578,25.782927,68.754472,99.982874,0.436794,0.925978,0.058501,0.410573,0.000000,0.000000,0.000000,18.376297,69.329850,137.508944,51.565854,0.000000,64.285714,50.000000,50.000000,64.404577,0.000000,51.565854,0.000000,0.000000,0.841255,6564.000000,20.693664,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,169869312,28311552,226492416,589824,0,10,0,80714107,297380,226492658,589830,0.000000,0.000000,309.395124,51.565854,51.565909,137.510343,0.000000,2.386719,42909698,28606464,623270046,227082347,7247757312,0,0,3623878656,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",483950592,932078368,917111072,0.000000,3623878656,0,4114612224,0,452984832,6344146944,946077696,0,0.000000,0,0.000000,0,0.000000,226492416,589824,0,137.508944,0,1.703231,0.000000,1.593119,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.988142,0.633453,0.499472,37.902926,86.635259,99.988142,0.633453,0.563199,0.058547,0.410742,0.000000,0.000000,0.000000,24.788478,86.811591,173.270518,75.805852,0.000000,64.285714,50.000000,50.000000,67.211955,0.000000,75.805852,0.000000,0.000000,0.990213,7652.000000,24.268968,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,269746176,44957696,359661568,802816,0,4,0,117609163,402225,359661674,802816,0.000000,0.000000,454.835112,75.805852,75.805874,173.270518,0.000000,905.000000,68038656,45359104,710591276,360464384,11509170176,0,0,5754585088,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",767893504,1200370304,1176787072,0.000000,5754585088,0,6525288448,0,719323136,10073735168,1493237760,0,0.000000,0,0.000000,0,0.000000,359661568,802816,0,173.270518,0,2.472149,0.000000,2.756989,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.989983,0.556672,0.499614,33.069566,66.139132,99.989983,0.556672,0.688108,0.058581,0.410870,0.000000,0.000000,0.000000,24.765402,66.187699,132.278263,66.139132,0.000000,64.285714,50.000000,50.000000,62.666428,0.000000,66.139132,0.000000,0.000000,0.939723,8740.000000,23.067920,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,402653184,67108864,536870912,1048576,0,8,0,201028098,524673,536871016,1048581,0.000000,0.000000,396.834790,66.139132,66.139144,132.278893,0.000000,1.033203,101449728,67633152,1214313845,537919489,17179869184,0,0,8589934592,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",1145569280,1933845010,1898848274,0.000000,8589934592,0,9730785280,0,1073741824,15036579840,2218786816,0,0.000000,0,0.000000,0,0.000000,536870912,1048576,0,132.278263,0,2.173819,0.000000,2.257367,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.986854,0.585524,0.499658,35.591489,63.273758,99.986854,0.585524,0.628093,0.058608,0.410969,0.000000,0.000000,0.000000,24.862902,63.433765,126.547516,71.182978,0.000000,64.285714,50.000000,50.000000,65.378786,0.000000,71.182978,0.000000,0.000000,0.953288,9828.000000,23.386861,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,573308928,95551488,764411904,1327104,0,8,0,266994984,665230,764412010,1327106,0.000000,0.000000,427.097866,71.182978,71.182988,126.547707,0.000000,799.000000,144322560,96215040,1584334875,765739008,24461180928,0,0,12230590464,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",1630347264,2654356852,2604755828,0.000000,12230590464,0,13844348928,0,1528823808,21408841728,3147890688,0,0.000000,0,0.000000,0,0.000000,764411904,1327104,0,126.547516,0,2.287463,0.000000,2.350229,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.994386,0.461375,0.499792,27.754904,44.407845,99.994386,0.461375,0.868218,0.058630,0.411048,0.000000,0.000000,0.000000,21.361527,44.466554,88.815692,55.509808,0.000000,64.285714,50.000000,50.000000,61.674653,0.000000,55.509808,0.000000,0.000000,0.861949,10916.000000,21.198961,0.000000,0.000000,1.200000,1.000000,8.000000,8.000000,0,0,786432000,131072000,1048576000,1638400,0,2,0,403517610,820283,1048576098,1638400,0.000000,0.000000,333.058848,55.509808,55.509813,88.815692,0.000000,113.000000,197836800,131891200,2713008608,1050214417,33554432000,0,0,16777216000,0,0,0,0,0,"Low (3)","Low (2)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",2235596800,4176582486,4108793174,0.000000,16777216000,0,18979225600,0,2097152000,29366681600,4305715200,0,0.000000,0,0.000000,0,0.000000,1048576000,1638400,0,88.815692,0,1.803244,0.000000,1.668829,0.000000
