256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.638560,0.573982,0.489215,18.876123,201.345308,99.638560,0.573982,0.927238,0.000000,0.605113,0.000000,0.000000,0.000000,332.470458,399.397127,402.690618,113.256736,0.000000,0.000000,16.666667,50.000000,99.710592,0.000000,113.256736,0.000000,0.010221,1.106200,2973.000000,25.107350,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592,16384,0,13,0,13527,16250,4718722,16732,0.000000,0.000000,0.000000,0.000000,113.259856,411.243860,0.000000,327.185547,549827,540672,5673294,1064960,33554432,0,0,16777216,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",6088704,11734380,10653382,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,0,0.000000,4718592,16868,0,414.586507,0,0.820766,0.000000,1.924395,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.776050,0.562739,0.493409,18.649017,99.461426,99.776050,0.562739,0.960109,0.000000,0.606895,0.000000,0.000000,0.000000,5.327891,191.243488,198.922853,111.894105,0.000000,0.000000,16.666667,50.000000,95.307806,0.000000,111.894105,0.000000,0.000338,1.103029,5917.000000,25.069516,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,37748736,65536,0,9,0,1797424,63006,37748907,65765,0.000000,0.000000,0.000000,0.000000,111.894611,199.617941,0.000000,27.972656,4415271,4259840,46505563,8454144,268435456,0,0,134217728,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",48472064,95010520,86375523,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,0,0.000000,37748736,65664,0,199.311374,0,0.809749,0.000000,1.910129,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.909128,0.569320,0.497634,18.834958,66.968738,99.909128,0.569320,0.948560,0.000000,0.607494,0.000000,0.000000,0.000000,6.197293,129.019823,133.937476,113.009746,0.000000,0.000000,16.666667,50.000000,94.421468,0.000000,113.009746,0.000000,0.000000,1.109354,8861.000000,25.209172,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,127401984,147456,0,0,0,6986543,142042,127402088,147460,0.000000,0.000000,0.000000,0.000000,113.009838,133.941110,0.000000,0.000000,14786266,14303232,155713534,28459008,905969664,0,0,452984832,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (3)","Low (1)","Idle (0)",163325952,318250455,289279294,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,0,0.000000,127401984,147456,0,133.937476,0,0.821654,0.000000,1.977411,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.929029,0.568315,0.495441,18.869442,50.318512,99.929029,0.568315,0.951600,0.000000,0.607793,0.000000,0.000000,0.000000,8.382476,92.998570,100.637024,113.216653,0.000000,0.000000,16.666667,50.000000,92.676083,0.000000,113.216653,0.000000,0.000000,1.109123,11805.000000,25.209780,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,301989888,262144,0,2,0,22359104,242247,301990020,262145,0.000000,0.000000,0.000000,0.000000,113.216702,100.637408,0.000000,805.000000,34912830,33816576,368186217,67371008,2147483648,0,0,1073741824,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",386826240,754930092,686366352,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,0,0.000000,301989888,262144,0,100.637024,0,0.821038,0.000000,1.915651,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.979736,0.569859,0.496425,19.020493,40.577050,99.979736,0.569859,0.946744,0.000000,0.607973,0.000000,0.000000,0.000000,7.084224,77.491864,81.154101,114.122956,0.000000,0.000000,16.666667,50.000000,93.682709,0.000000,114.122956,0.000000,0.000001,1.109370,14749.000000,25.213178,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,589824000,409600,0,5,0,36613541,391116,589824136,409604,0.000000,0.000000,0.000000,0.000000,114.122983,81.154894,0.000000,1.013672,67866654,65945600,718352394,131481600,4194304000,0,0,2097152000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",755148800,1470081157,1336449086,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,0,0.000000,589824000,409608,0,81.155686,0,0.824092,0.000000,1.948278,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.977791,0.556108,0.496540,18.763258,33.356902,99.977791,0.556108,0.974239,0.000000,0.608094,0.000000,0.000000,0.000000,10.813238,53.774364,66.713805,112.579547,0.000000,0.000000,16.666667,50.000000,90.431269,0.000000,112.579547,0.000000,0.000000,1.097890,17693.000000,24.991778,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1019215872,589824,0,5,0,97895439,475425,1019215944,589834,0.000000,0.000000,0.000000,0.000000,112.579555,66.714936,0.000000,593.000000,117644182,113836032,1243349923,227082258,7247757312,0,0,3623878656,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",1304469504,2575334905,2344941752,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,0,0.000000,1019215872,589824,0,66.713805,0,0.804454,0.000000,1.762957,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.972087,0.570348,0.496565,18.965379,28.899625,99.972087,0.570348,0.946868,0.000000,0.608179,0.000000,0.000000,0.000000,7.659401,54.393353,57.799251,113.792276,0.000000,0.000000,16.666667,50.000000,93.365131,0.000000,113.792276,0.000000,0.000000,1.110393,20637.000000,25.238075,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,1618477056,802816,0,1,0,108940307,755509,1618477156,802816,0.000000,0.000000,0.000000,0.000000,113.792283,57.799251,0.000000,75.000000,186320515,180633600,1970747725,360464384,11509170176,0,0,5754585088,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",2070964224,4031893128,3665629742,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,0,0.000000,1618477056,802816,0,57.799251,0,0.825200,0.000000,1.927923,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.986024,0.571060,0.496995,18.998541,25.331388,99.986024,0.571060,0.953723,0.000000,0.608244,0.000000,0.000000,0.000000,10.729214,41.022036,50.662775,113.991245,0.000000,0.000000,16.666667,50.000000,90.684685,0.000000,113.991245,0.000000,0.000000,1.115693,23581.000000,25.359078,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,2415919104,1048576,0,5,0,227393886,849040,2415919202,1048584,0.000000,0.000000,0.000000,0.000000,113.991249,50.663161,0.000000,253.000000,279770845,269484032,2930800063,537919488,17179869184,0,0,8589934592,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",3090808832,6038585131,5490147060,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,0,0.000000,2415919104,1048576,0,50.662775,0,0.826490,0.000000,1.876349,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.985114,0.570548,0.497982,19.176707,22.727948,99.985114,0.570548,0.950257,0.000000,0.608294,0.000000,0.000000,0.000000,9.181291,40.440454,45.455897,115.060242,0.000000,0.000000,16.666667,50.000000,91.991923,0.000000,115.060242,0.000000,0.000000,1.112715,26525.000000,25.291355,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,3439853568,1327104,0,5,0,274484865,1180676,3439853668,1327109,0.000000,0.000000,0.000000,0.000000,115.060246,45.456069,0.000000,179.000000,396464670,383533056,4185683732,765739008,24461180928,0,0,12230590464,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",4400179200,8581481523,7802080643,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,0,0.000000,3439853568,1327104,0,45.455897,0,0.825854,0.000000,1.910573,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.992641,0.570979,0.498053,19.133738,20.409320,99.992641,0.570979,0.959092,0.000000,0.608334,0.000000,0.000000,0.000000,11.950718,31.259569,40.818640,114.802425,0.000000,0.000000,16.666667,50.000000,89.350935,0.000000,114.802425,0.000000,0.000000,1.118601,29469.000000,25.428881,0.000000,0.000000,0.000000,0.000000,4.500000,8.000000,0,0,0,0,4718592000,1638400,0,2,0,491196630,1254713,4718592106,1638402,0.000000,0.000000,0.000000,0.000000,114.802428,40.818689,0.000000,52.000000,546473129,525926400,5707770499,1050214401,33554432000,0,0,16777216000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (3)","Low (1)","Idle (0)",6035251200,11823613792,10751331413,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,0,0.000000,4718592000,1638400,0,40.818640,0,0.826631,0.000000,1.854674,0.000000
