2048,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.972596,49.987592,0.020833,14.808950,2.652803,0.062689,49.987592,0.062689,641241.000000,93516,16752,16376,27414,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,165.968693,277.837430,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,34.826588,0.000000,49.693130,0.000000,641241,0.000000,15.480282,0,0,357868,0,51915,77029,114394,0,0.000000,0,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,504.820597,21.212290,21.222425,118.471607,2.194777,0.000034,12.500000,12.500000,0.000000,100.000000,0.000000,118.583090,0.079742,0.062690,2.033801,0,0,46850,8376,0,199241,8372,118.704709,21.222425,0.000000,0.000000,87898,112658,79062,79055,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",641252,416070,0.000000,46802,8376,0,21.222425,0,0.040676,0.000000,0.000000,0.000000,0.000000,0.000000
2560,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.963688,49.991432,0.020833,15.143002,2.245995,0.060021,49.991432,0.060021,885002.000000,137838,20444,20472,34606,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,143.940590,243.318097,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,59.338949,35.569090,0.000000,885002,0.000000,5.091961,0,0,499424,0,75454,106680,153951,0,0.000000,0,0.000000,0.000012,0.000000,0.000000,0.000000,0.000000,499.568136,17.964449,17.967965,121.144020,6.250000,0.000014,12.500000,12.500000,0.000000,99.976798,0.000000,121.214331,0.050517,0.060023,1.938706,0,0,68991,10222,0,284205,10220,121.270580,17.967965,0.000000,0.000000,119879,119879,109222,109214,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",885013,571706,0.000000,68959,10222,0,17.967965,0,0.038774,0.000000,0.000000,0.000000,0.000000,0.000000
3072,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.969850,49.992974,0.020833,15.078659,2.233165,0.058794,49.992974,0.058794,1063098.000000,168304,24926,24568,41766,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,140.869855,239.481048,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,23.779884,0.000000,76.220116,0.000000,1063098,0.000000,0.000000,0,0,601323,0,91870,129782,180145,0,0.000000,0,0.000000,0.000084,0.000000,0.000000,0.000000,0.000000,495.352380,17.859589,17.865322,120.629274,5.149384,0.000017,12.500000,12.500000,0.000000,100.000000,0.000000,120.686613,0.041384,0.058797,1.904457,0,0,84256,12463,0,345562,12459,120.778355,17.865322,0.000000,0.000000,164261,164260,132840,132832,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1063109,688688,0.000000,84192,12463,0,17.865322,0,0.038089,0.000000,0.000000,0.000000,0.000000,0.000000
3584,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.969132,49.994412,0.020833,15.219552,2.041131,0.057241,49.994412,0.057241,1310587.000000,215118,28850,28664,49086,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,129.790202,222.260741,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,17.241769,46.081486,29.018521,0.000000,1310587,0.000000,7.658224,0,0,745999,0,116587,160859,217340,0,0.000000,0,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,494.125574,16.325655,16.329051,121.756422,2.021561,0.000015,12.500000,12.500000,0.000000,99.992566,0.000000,121.810758,0.039334,0.057241,1.851464,0,0,107639,14425,0,436508,14422,121.846982,16.329051,0.000000,0.000000,200776,200775,164433,164424,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1310597,847827,0.000000,107607,14425,0,16.329051,0,0.037028,0.000000,0.000000,0.000000,0.000000,0.000000
4096,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.972989,49.995479,0.020833,15.306929,1.952160,0.056389,49.995479,0.056389,1578826.000000,264556,33740,32760,56094,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,121.309366,207.714517,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,31.412007,0.000000,54.571113,0.000000,1578826,0.000000,14.016879,0,0,902527,0,142403,193575,259600,0,0.000000,0,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,496.537084,15.614507,15.617284,122.455436,1.106410,0.000015,12.500000,12.500000,0.000000,99.993955,0.000000,122.503574,0.034853,0.056391,1.821299,0,0,132338,16870,0,536366,16867,122.510980,15.617284,0.000000,0.000000,239947,264914,197658,197648,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1578839,1019853,0.000000,132330,16870,0,15.617284,0,0.036425,0.000000,0.000000,0.000000,0.000000,0.000000
4608,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.976028,49.996333,0.020833,15.439066,1.810929,0.055532,49.996333,0.055532,1882362.000000,323048,37892,36856,63262,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,112.730689,193.498179,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,13.591011,37.518812,48.890177,0.000000,1882362,0.000000,0.000000,0,0,1081115,0,172917,230529,307038,0,0.000000,0,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,493.798563,14.483611,14.487435,123.512534,1.111099,0.000013,12.500000,12.500000,0.000000,100.000000,0.000000,123.543121,0.022159,0.055533,1.789404,0,0,161580,18946,0,645767,18941,123.555356,14.487435,0.000000,0.000000,254516,310648,235118,235111,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",1882372,1213094,0.000000,161564,18946,0,14.487435,0,0.035789,0.000000,0.000000,0.000000,0.000000,0.000000
5120,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.978465,49.996921,0.020833,15.580595,1.656106,0.054719,49.996921,0.054719,2217061.000000,389678,41420,40952,70494,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,104.793236,180.389100,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,23.481146,65.906857,0.000000,0.000000,2217061,0.000000,10.611997,0,0,1279271,0,207641,271272,358799,0,0.000000,0,0.000000,0.000041,0.000000,0.000000,0.000000,0.000000,497.818413,13.246292,13.248851,124.644763,2.232395,0.000011,12.500000,12.500000,0.000000,100.000000,0.000000,124.675470,0.022264,0.054722,1.758839,0,0,194919,20710,0,778167,20706,124.695942,13.248851,0.000000,0.000000,328376,297515,276382,276374,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",2217151,1425253,0.000000,194887,20710,0,13.248851,0,0.035176,0.000000,0.000000,0.000000,0.000000,0.000000
5632,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.977172,49.997309,0.020833,15.617332,1.627030,0.054352,49.997309,0.054352,2521879.000000,447298,46600,45048,77606,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,100.661958,173.414402,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,13.164427,37.207306,49.628267,0.000000,2521879,0.000000,0.000000,0,0,1458199,0,237470,308276,406545,0,0.000000,0,0.000000,0.000042,0.000000,0.000000,0.000000,0.000000,494.416290,13.015130,13.016247,124.938656,3.125000,0.000011,12.500000,12.500000,0.000000,100.000000,0.000000,124.969940,0.022672,0.054354,1.745812,0,0,223745,23300,0,885040,23298,124.992286,13.016247,0.000000,0.000000,406583,372111,313895,313885,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",2521892,1620019,0.000000,223705,23300,0,13.016247,0,0.034917,0.000000,0.000000,0.000000,0.000000,0.000000
6144,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.982084,49.997684,0.020833,15.742215,1.485605,0.053513,49.997684,0.053513,2929881.000000,532050,50210,49144,84814,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,93.060175,160.605684,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,24.382667,70.065272,0.000000,0.000000,2929881,0.000000,5.552061,0,0,1702077,0,281245,358109,467708,0,0.000000,0,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,498.104099,11.883426,11.884847,125.937720,4.005854,0.000008,12.500000,12.500000,0.000000,99.998497,0.000000,125.960443,0.016485,0.053513,1.714932,0,0,266113,25105,0,1052172,25102,125.979379,11.884847,0.000000,0.000000,427050,427049,364233,364224,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",2929893,1877879,0.000000,266073,25105,0,11.884847,0,0.034299,0.000000,0.000000,0.000000,0.000000,0.000000
6656,"GeForce GT 630 (1)","2","14","quicksort(int*, int)",0.000000,100.000000,99.983469,49.997967,0.020833,15.747575,1.455372,0.052887,49.997967,0.052887,3248529.000000,597086,55182,53240,91942,0,0,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,89.865882,155.192504,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0.000000,40.831455,55.959279,0.000000,3248529,0.000000,3.209266,0,0,1891605,0,314822,398725,511504,0,0.000000,0,0.000000,0.000027,0.000000,0.000000,0.000000,0.000000,495.773479,11.641294,11.642982,125.980606,1.121113,0.000007,12.500000,12.500000,0.000000,99.989283,0.000000,126.000862,0.014716,0.052888,1.695737,0,0,298607,27591,0,1174861,27587,126.007613,11.642982,0.000000,0.000000,515045,474229,405425,405365,"Low (1)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Idle (0)",3248617,2083186,0.000000,298591,27591,0,11.642982,0,0.033915,0.000000,0.000000,0.000000,0.000000,0.000000
